date,symbol,issue
2018-07-02,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1326.TW;ACTIVE_CAP:3529.TWO;ACTIVE_CAP:6415.TW
2018-07-03,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1216.TW;ACTIVE_CAP:1301.TW;ACTIVE_CAP:1326.TW;ACTIVE_CAP:2912.TW;ACTIVE_CAP:6415.TW
2018-07-04,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1301.TW;ACTIVE_CAP:1326.TW;ACTIVE_CAP:2912.TW;ACTIVE_CAP:4904.TW
