episode,start,end,mom20_d2013,mom20_d2013|turnover,mom20_d2013|cost,mom20_d2013|dq,mom20_d2013|warn,macd_combined,macd_combined|turnover,macd_combined|cost,macd_combined|dq,macd_combined|warn,macd_fast,macd_fast|turnover,macd_fast|cost,macd_fast|dq,macd_fast|warn,macd_medium,macd_medium|turnover,macd_medium|cost,macd_medium|dq,macd_medium|warn,macd_slow,macd_slow|turnover,macd_slow|cost,macd_slow|dq,macd_slow|warn
dev_2015_10m,2015-10-15,2015-11-17,-0.010699054635957994,3.9981646964440767,0.010289829311883674,0,0,0.03177570096426985,5.393310452776485,0.01473968743845139,0,0,0.022870095855104244,4.784543759807794,0.012842816053950502,0,0,0.03618286072838783,5.469119870313044,0.014988981000123058,0,0,0.029992642245808776,5.990799387904399,0.01650534313244884,0,0
dev_2015_11,2015-11-02,2015-12-03,0.04920132620876161,3.4728471936787884,0.008659447306277976,0,0,0.0578964429212343,4.767566164167334,0.01256322220224908,0,0,0.05071972768942734,4.089206017748214,0.010518059508221066,0,0,0.05779660549870047,4.918246836422966,0.013003580149730784,0,0,0.04695578779179321,5.666664078116362,0.015156391604229517,0,0
dev_2015_11m,2015-11-16,2015-12-17,0.1263706391983468,2.649961762151054,0.0066516112986176375,0,0,0.11957080158166744,3.7184569080815066,0.009967348216876186,0,0,0.10451878998532127,3.262018031225745,0.008520423999523904,0,0,0.13622708093393232,3.7269624191068162,0.010105444951827932,0,0,0.0995952828991784,4.469187360133219,0.012134474266019258,0,0
dev_2015_12,2015-12-01,2016-01-04,0.006240985490443496,2.6850791797306,0.006574556540701217,0,0,0.004971755253505128,3.3453241507667197,0.00858004972875158,0,0,-0.004457548532021738,2.5966018860935427,0.006287846709727056,0,0,0.01225755883792723,3.4337711488446923,0.00887021554218733,0,0,0.0025031319734580837,3.6502669453861785,0.009424707391258422,0,0
dev_2015_12m,2015-12-15,2016-01-18,-0.04237674177910267,3.779881843388896,0.009537426093714213,0,0,-0.03659595509746416,5.5745027997316985,0.014962728388384581,0,0,-0.026022218191460333,4.538181893146387,0.011936616933520631,0,0,-0.0344513053979677,5.641259493872733,0.01519639351230307,0,0,-0.036779414150654666,5.4710956538231095,0.014636407591333661,0,0
dev_2016_01,2016-01-04,2016-02-15,-0.00701113654166774,5.057674457390622,0.012937716299729984,0,0,-0.01357728109221601,5.684052176349925,0.014701039634768681,0,0,-0.007904645475470762,5.240347597108939,0.013510675496734972,0,0,-0.008454040266810403,6.118658608822891,0.015945585757400703,0,0,-0.009897966446351991,5.737325398951599,0.014938785359179666,0,0
dev_2016_01m,2016-01-15,2016-02-26,0.1126132721646016,3.7471726566271415,0.009821533282809864,0,0,0.1114395143281206,5.664605969979743,0.015530732763890456,0,0,0.10765841738460713,5.121240407153476,0.013860216721790178,0,0,0.10190828550337638,6.068974022085795,0.016803535108075487,0,0,0.09112678572852873,6.104827770045558,0.016951342097712457,0,0
dev_2016_02,2016-02-01,2016-03-15,0.10121121844817527,3.6297862222716977,0.009662708955878995,0,0,0.1091298993447185,4.925035972335931,0.013459364478936881,0,0,0.11331906370493372,4.076169881352942,0.010868770368891556,0,0,0.09747890987064967,5.238778466131047,0.01438849393567792,0,0,0.07378061635520194,5.951135874836494,0.016418854858203113,0,0
dev_2016_02m,2016-02-15,2016-03-18,0.10385801359969205,3.095181089083942,0.008052910927246451,0,0,0.10532309332486367,4.549693934156901,0.012441190604957481,0,0,0.1201444344512188,3.7054043491489312,0.009870140088131602,0,0,0.09853393602337923,5.035123980691484,0.013913609036942881,0,0,0.07420367099263481,5.45297035011229,0.015038456628070273,0,0
dev_2016_03,2016-03-01,2016-04-01,-0.02027955957409522,3.7341506055028755,0.009520469508559094,0,0,-0.008628938044678569,5.0015627115112276,0.013281270562693036,0,0,-0.00412006950232624,4.2507903903681035,0.011140317079950224,0,0,-0.009861427864671035,5.084446805859798,0.013530851652149362,0,0,-0.014477012835706016,5.740248780976189,0.0153712798412989,0,0
dev_2016_03m,2016-03-15,2016-04-19,-0.04705030565735491,5.489231395593648,0.01409739676099054,0,0,-0.024026127904277716,5.794164859835677,0.01516378735514031,0,0,-0.03177068242018111,5.332720880872086,0.013865669362105999,0,0,-0.034228951005185415,5.773462431605434,0.015044563769259544,0,0,-0.028741293080945085,6.077116588698029,0.015960947043809192,0,0
dev_2016_04,2016-04-01,2016-05-09,-0.06635361252655159,4.398963518103862,0.011329023623804177,0,0,-0.06387626727130191,4.979884616579261,0.013000937539379084,0,0,-0.05760022996466563,3.9812335791412212,0.010175449482069195,0,0,-0.061501333978441264,5.274490299599954,0.013862554840657494,0,0,-0.0594492141704388,5.183707174081011,0.013583494148149527,0,0
dev_2016_04m,2016-04-15,2016-05-19,-0.07798231818149237,4.086867807900452,0.010198147622315759,0,0,-0.06041542164339009,4.95326577728013,0.012623849650085093,0,0,-0.06996875743791409,3.5885469216083568,0.008779920545243958,0,0,-0.06686939668165426,5.211566567826788,0.013302615303843291,0,0,-0.06032593231153294,5.159884194643246,0.013212140564890772,0,0
dev_2016_05,2016-05-03,2016-06-03,-0.004108031808153778,3.5112798973710566,0.008685143353373705,0,0,0.017873422934701955,4.739698582139609,0.012325520169314472,0,0,0.003985513419013875,4.199560721923453,0.010702965452998967,0,0,0.012879213200277295,4.873673568640789,0.012696486045846615,0,0,0.012104927731317439,4.735505426452157,0.012323453750522722,0,0
dev_2016_05m,2016-05-16,2016-06-20,0.041425713149127574,4.207842578156754,0.01118885876948329,0,0,0.06033669437032918,5.70473732103792,0.01583004515991906,0,0,0.05373387862987444,5.40273265745671,0.01487892524673298,0,0,0.05899261231067876,5.695164654641978,0.015809516497133975,0,0,0.05714499026878217,6.137693620630197,0.017130491872411526,0,0
dev_2016_06,2016-06-01,2016-07-06,-0.0023122926526952803,3.9751501863673044,0.010183425795216392,0,0,0.01631730093371786,4.55791308828416,0.011961786833657994,0,0,0.007264049637189185,4.7196003040959615,0.01242983586286325,0,0,0.012967612888038937,4.556822744505215,0.011942440918764773,0,0,0.004396902967581662,6.492964830949289,0.017585445968892527,0,0
dev_2016_06m,2016-06-15,2016-07-19,0.07493214931582881,3.607911728944988,0.009180517229001012,0,0,0.08610892199596498,3.7631265812490184,0.009722368090573303,0,0,0.08293244818819767,3.828685519519564,0.009900254468102068,0,0,0.08564041974210079,3.690005179723374,0.009488243608451808,0,0,0.06876165894021002,5.554212751626696,0.014917824229356572,0,0
dev_2016_07,2016-07-01,2016-08-04,0.11546759708078014,3.6394422711271552,0.009519320651190124,0,0,0.09357993276694532,4.758403466876424,0.012812868334505647,0,0,0.10648300541137745,4.07915898550322,0.010776455742701464,0,0,0.08849521836666607,4.924517617860324,0.01334661615685907,0,0,0.06948561787661878,5.140849321257867,0.013858091524691162,0,0
dev_2016_07m,2016-07-15,2016-08-17,0.06911610452582795,3.1557851399443893,0.008149043065581316,0,0,0.06224606704893865,4.01479736417952,0.010658402877258987,0,0,0.06581600849801306,3.7869975433066863,0.010003984413379368,0,0,0.05969911798657779,4.5292144905714355,0.01217279974229279,0,0,0.043562439069838144,4.149317108064779,0.010964816614975422,0,0
dev_2016_08,2016-08-01,2016-09-01,0.016593232249459522,2.9924965423981797,0.007337234782881983,0,0,0.013673388411949539,4.385604603633373,0.011481734684971136,0,0,0.005851786514148305,3.6646785765657777,0.009230617469390604,0,0,0.013835029584811975,4.311252885666903,0.011273722036569034,0,0,0.008526854507419745,4.316609040592942,0.011211090360452603,0,0
dev_2016_08m,2016-08-15,2016-09-19,0.0045184097384032285,3.7466079684133833,0.00948675304738333,0,0,0.0062201572226503465,4.899986206034766,0.012842698865624998,0,0,0.002119655364748896,4.379193983701816,0.011259462201885529,0,0,-0.0005706660057746005,5.813853938838058,0.015472937369588368,0,0,0.0008541085120543634,5.40492721876194,0.014246615939593464,0,0
dev_2016_09,2016-09-01,2016-10-11,-0.013738961815789819,3.758547787137515,0.009627257146348102,0,0,0.002574257286936499,4.554233565949691,0.011936049098840081,0,0,0.012288970751507478,3.7541910806368675,0.009635777796624754,0,0,0.005646275398381695,5.174554689228591,0.013785835214361306,0,0,0.0013376790661916438,5.701330247276536,0.015329609418195647,0,0
dev_2016_09m,2016-09-19,2016-10-25,0.006273825440208158,3.1632761607736892,0.00785289789733851,0,0,0.014905376335589304,4.2759899232256675,0.011094894176282082,0,0,0.015180102878310286,3.7769485880844087,0.009671934036734777,0,0,0.013441686476908687,4.068834421342823,0.010508337027471556,0,0,0.004344500899161163,5.226835889930662,0.013879649203251385,0,0
dev_2016_10,2016-10-03,2016-11-04,-0.06226235483365772,3.367659758732913,0.008234894389164138,0,0,-0.04249278081129604,4.705672849925934,0.012188720449177385,0,0,-0.04694215210178421,3.6677622572201765,0.00920137373275862,0,0,-0.04264689340746319,4.581318125686154,0.011821950536013738,0,0,-0.04718485917280246,5.604268459747932,0.01476170235853074,0,0
dev_2016_10m,2016-10-17,2016-11-17,-0.01560748320835137,4.120208780812708,0.010612256523588279,0,0,-0.014950255986349026,4.71327048325158,0.012441806147491324,0,0,-0.018013205710009528,3.8909914971679616,0.009988617497339508,0,0,-0.008677581757586816,4.796155119754707,0.012728196508483693,0,0,-0.02391780009569422,6.080196093366824,0.01640159966187101,0,0
dev_2016_11,2016-11-01,2016-12-02,-0.020124024740930224,4.117176157517055,0.010337162418758265,0,0,-0.015782193536247324,4.641392544392673,0.01189340198338075,0,0,-0.022003377421756842,3.740827840433175,0.009326256136304419,0,0,-0.01712635829076148,5.253283948072209,0.013631075693303124,0,0,-0.009839292478850847,6.218684942259816,0.016462137996692758,0,0
dev_2016_11m,2016-11-15,2016-12-16,0.04734170028784668,3.5446149112023972,0.009091740453967458,0,0,0.02748137867063183,5.417753315809689,0.01465053261110775,0,0,0.03119484586520027,4.373285864883534,0.011513209075753093,0,0,0.0274354875283358,5.735591459260668,0.015610807404511536,0,0,0.038447157646517516,6.338209259669456,0.0174400277830495,0,0
dev_2016_12,2016-12-01,2017-01-04,0.04720050464712111,3.299999127739517,0.00826917639315713,0,0,0.012377530851368945,6.2502078343687035,0.016725175366091367,0,0,0.02480630690686869,5.196704156338088,0.013720550972575244,0,0,0.01319197354730739,6.024071556153286,0.016054110531574003,0,0,0.016411875518574925,6.624116127570568,0.017929842331858705,0,0
dev_2016_12m,2016-12-15,2017-01-18,0.07157906725687124,3.0814323282543485,0.007809750014481461,0,0,0.05357665355700081,5.432288020266108,0.014611299670295771,0,0,0.061305985580656586,4.2086618041859305,0.01107999205360959,0,0,0.060307668391837765,4.896997979551343,0.013045977833496425,0,0,0.050250594287930994,5.574061398941717,0.014964335052403665,0,0
dev_2017_01,2017-01-03,2017-02-13,0.10460922919431259,3.1028847664341446,0.007890881514244061,0,0,0.10672626406569208,4.3157688886119825,0.01158024867748949,0,0,0.12201827638367524,3.3976591002268055,0.008788261006672767,0,0,0.10613487317064019,4.017578015039686,0.010690310200232745,0,0,0.1040724558433106,4.52168859941963,0.012189995077273369,0,0
dev_2017_01m,2017-01-16,2017-02-24,0.10940712385629792,2.4906802496458194,0.006173373049004908,0,0,0.08841123561875697,3.761124654883089,0.010019240840175673,0,0,0.1085884254067202,3.255254793721866,0.008442193076503002,0,0,0.08932978433053118,3.4711626659815638,0.009085776517964895,0,0,0.08591527129428922,3.995663181520508,0.010654170811530465,0,0
dev_2017_02,2017-02-02,2017-03-09,0.06032516925265119,2.522505229112843,0.006132286879637738,0,0,0.03775006418678717,4.186622944762864,0.011010191722281053,0,0,0.05584327676520262,3.287181144866829,0.00832895222626181,0,0,0.04786598507548301,4.252164009901119,0.011253165257110469,0,0,0.03636565543108383,4.936037290884318,0.01323862085970639,0,0
dev_2017_02m,2017-02-15,2017-03-22,0.08515323756312565,3.0960371653635237,0.007831380427048137,0,0,0.057050561974393954,4.602624221913107,0.012097581027574982,0,0,0.07312773657171956,3.6250519093304314,0.00932047282572467,0,0,0.06927070542156288,4.196492712018623,0.01100973620706648,0,0,0.04715070491716156,5.522360157861165,0.014900306837159198,0,0
dev_2017_03,2017-03-01,2017-04-05,0.08102736962869161,3.670499247659412,0.009422362808895546,0,0,0.07924895533569631,4.366451729397763,0.011577354031578205,0,0,0.07289128770355902,3.4612531347807423,0.008826629102884734,0,0,0.05464594209003826,4.761044646513305,0.012592869879444578,0,0,0.06533930243397235,4.756369875690238,0.01250629467731536,0,0
dev_2017_03m,2017-03-15,2017-04-19,0.03958037573620454,2.8511604461494464,0.0071297281782534494,0,0,0.007767212700950932,4.200787615152742,0.011134940107164069,0,0,0.006612236434681895,3.68935402672937,0.009546909946781276,0,0,0.003329421571610869,4.51430099661413,0.01203581784252014,0,0,0.042548093995550484,4.2293978977085445,0.011332406193775513,0,0
dev_2017_04,2017-04-05,2017-05-09,-0.04307046068051956,2.8697895191431426,0.006820867714430144,0,0,-0.06213028056087733,4.358095749515254,0.011039007552423227,0,0,-0.05503964985034071,3.751376657991608,0.009287365493774588,0,0,-0.05820043647008066,4.814812360620912,0.01235964178038229,0,0,-0.0526544934798846,4.672135329914237,0.011961414092038922,0,0
dev_2017_04m,2017-04-17,2017-05-19,-0.007576213109610208,3.315153961913852,0.00829022608462998,0,0,-0.03217009367533963,4.82747621696367,0.012605941915699224,0,0,-0.006566055371991175,3.9033177867126385,0.010017996821355646,0,0,-0.035988792929960156,5.344548842265166,0.014119121281990228,0,0,-0.03063350192461123,4.986773691189454,0.013125478770089113,0,0
dev_2017_05,2017-05-02,2017-06-06,0.006719944308912318,4.0670528204075325,0.010340327121472495,0,0,-0.010332110531735883,5.17721646515084,0.013491046429688004,0,0,0.008370782596155424,4.13458777982326,0.010575939942535311,0,0,-0.02056167730402292,5.338820096724285,0.013851407965937753,0,0,-0.010577245280686376,5.782937428150826,0.015219654739703232,0,0
dev_2017_05m,2017-05-15,2017-06-19,-0.023729037705496836,3.8652040567612924,0.009764758771877059,0,0,-0.02235424160505306,5.143581487258328,0.013446606243853852,0,0,-0.012887563402965152,3.9241737873685523,0.009987104860390332,0,0,-0.01855575963433298,5.06613147647149,0.013240875942508968,0,0,-0.016604279449316417,6.0383283319166425,0.016048636264796537,0,0
dev_2017_06,2017-06-01,2017-07-04,-0.015578621604436127,4.441831449131936,0.0114688751565031,0,0,-0.0012733217771441208,5.14126970862701,0.01367300692867876,0,0,-0.0187083508373157,4.88753618142964,0.012784368282825568,0,0,-0.00604579531599414,5.899030387506462,0.015856718914135585,0,0,-0.005682063746049293,5.672762906580955,0.01519722820477764,0,0
dev_2017_06m,2017-06-15,2017-07-18,0.05238401073638799,4.5201700007568295,0.01193413093751448,0,0,0.0520681451804379,5.485620677697556,0.014749574104060732,0,0,0.04613126696895642,4.665417493017134,0.012307513778168477,0,0,0.052157964676142976,5.778889965971626,0.015649017677478047,0,0,0.059417198274554606,5.620777921071049,0.015188403910528702,0,0
dev_2017_07,2017-07-03,2017-08-03,0.03629790148135892,3.6162710033271774,0.00909645635726758,0,0,0.030521263483892946,5.301283837111169,0.01403555289838879,0,0,0.031625380815534676,4.219829988905312,0.010887637052814394,0,0,0.037817639130272473,4.985067299829923,0.013145401177996015,0,0,0.047238397399695486,5.909681019191471,0.015833738772388365,0,0
dev_2017_07m,2017-07-17,2017-08-17,0.012934268533137505,2.8897832223071367,0.007127688436319113,0,0,0.013337826292684207,4.529463262040924,0.011908410235448428,0,0,0.0013444604033649998,4.2037556980612845,0.010922376935681722,0,0,0.012689501224000477,4.272755021345937,0.011150544051109754,0,0,0.0295201625195447,4.708160281111307,0.012490619902522218,0,0
dev_2017_08,2017-08-01,2017-09-01,0.045782817332858494,2.9147461647648587,0.0069559646674385,0,0,0.04865168836678446,4.250896524230944,0.01088974789991204,0,0,0.0411764539589643,3.8704847008463146,0.009810611632874564,0,0,0.05957868546763034,4.392413308112673,0.011288650922455833,0,0,0.062101642744802676,4.617793073047647,0.01199428099480565,0,0
dev_2017_08m,2017-08-15,2017-09-15,0.05521407578898185,2.4137278427423015,0.005802559514071025,0,0,0.06818522973198671,4.165250787950761,0.011115068906804934,0,0,0.043546885424702975,3.317340895625371,0.008507751581542834,0,0,0.06131042174298229,4.292133169789879,0.011511522628617696,0,0,0.04363243087060953,5.880938569998505,0.016273980937912953,0,0
dev_2017_09,2017-09-01,2017-10-05,0.015136172296833728,3.3991728358864473,0.00840419858470178,0,0,0.018733530483066474,4.11862104774867,0.010463252759920771,0,0,0.028249820527231906,3.438860970393348,0.008474657628085462,0,0,0.03270430026023852,3.6250576390768146,0.00908229403254361,0,0,0.028763250442065624,4.374418920188406,0.011291936609209404,0,0
dev_2017_09m,2017-09-15,2017-10-23,0.0962671723048949,2.475361242376937,0.005917288360652067,0,0,0.08522328252998457,2.9411400238675323,0.00719822508840993,0,0,0.09706475510585455,2.6593069443110506,0.006420024404184971,0,0,0.09223984620108405,2.9610192809279163,0.007276516092727964,0,0,0.07275358084477013,3.149502074623133,0.00784124166384842,0,0
dev_2017_10,2017-10-02,2017-11-07,0.08711953096892522,2.6177746645695534,0.006518036333474563,0,0,0.07022220421307912,3.5017106970428085,0.009152012440310078,0,0,0.09274359382384567,2.7612090740192596,0.007003337580515562,0,0,0.06042521043775717,3.5664959226671282,0.00927266234835019,0,0,0.06841441272154647,4.142298819891089,0.01103756720558454,0,0
dev_2017_10m,2017-10-16,2017-11-16,0.014464803432569173,2.807443601916885,0.0068927851813721155,0,0,0.014750630583416191,4.0750437062535125,0.010523634233780782,0,0,0.009897346377001792,2.9415503153207343,0.007289979751480205,0,0,0.025827238486132886,4.166826180018264,0.010869371168268143,0,0,0.017723072135992668,5.035694015488347,0.013309001612415425,0,0
dev_2017_11,2017-11-01,2017-12-04,0.007947631578892667,2.848311573859383,0.006958613316627291,0,0,0.030631900581546523,3.695066906561128,0.009634928616513532,0,0,0.012818627352608747,3.6352724534305962,0.009368814293050075,0,0,0.020873933506267095,4.315465063001782,0.011473142781446875,0,0,0.023704833228192168,4.237451845594036,0.011183548552937888,0,0
dev_2017_11m,2017-11-15,2017-12-18,0.004785723785152518,2.854919559569498,0.007072829995489528,0,0,-0.011011893964173902,4.388035490407141,0.0114557544772496,0,0,-0.014793827997532705,4.073695506265272,0.010583816868633437,0,0,-0.01855497312305998,4.9980325333319655,0.013224760563235306,0,0,-0.008674463117889442,5.225750691773194,0.013916426903657183,0,0
dev_2017_12,2017-12-01,2018-01-04,0.003328896805176118,4.012651952613046,0.009997444656369578,0,0,-0.009460018816614957,6.161075150042089,0.015935217755435025,0,0,0.0016085591085777118,4.924979472999291,0.012525463606084346,0,0,0.0008385110687694208,6.020954273446129,0.015591178424742483,0,0,0.011837424633210247,6.497622587794623,0.017086755989639043,0,0
dev_2017_12m,2017-12-15,2018-01-18,0.008940520987494649,4.42571621963231,0.011764680715508456,0,0,0.020975023928107683,5.54328864744547,0.014940803586524446,0,0,0.023797903504034768,5.498871753638353,0.01490009276416991,0,0,0.02616558180322537,5.487118768833119,0.014786893572472305,0,0,0.017090704311612415,6.379253959195515,0.017453661273463015,0,0
dev_2018_01,2018-01-02,2018-02-02,-0.0030807954830852635,4.221783720275428,0.011003188219775499,0,0,0.013422204748785305,4.601362805545197,0.0122092702218163,0,0,8.419322193642387e-05,4.371942593336501,0.011449341694257733,0,0,0.016216076913602828,4.757162872509246,0.012679111599459352,0,0,0.007568437193307576,5.444134643858523,0.014649438379889152,0,0
dev_2018_01m,2018-01-15,2018-02-23,-0.037100174423392085,3.8926218728990394,0.009756606643584511,0,0,-0.03948863506943501,6.686343505276266,0.01775790902754378,0,0,-0.05126246389407063,5.454427636216875,0.014115667018148344,0,0,-0.03428736633637097,6.354508826085752,0.01682101031407407,0,0,-0.0438674964651794,6.658067274338926,0.017684538642995493,0,0
dev_2018_02,2018-02-01,2018-03-15,-0.02937682200032421,5.458019180674743,0.013899140399566369,0,0,-0.03094494641397516,6.66553747917073,0.017335647600552603,0,0,-0.03160161312998455,6.455141886860738,0.016728947188746145,0,0,-0.0296356291495945,7.042466385586483,0.018385790159916326,0,0,-0.03503542306294549,6.908350148274649,0.01790655899669366,0,0
dev_2018_02m,2018-02-21,2018-03-27,0.02230398513449905,3.9486187240113253,0.010185260955040376,0,0,0.012163635055291833,6.12848441027691,0.01662461017503523,0,0,0.015927508617715302,5.7638042546284325,0.015545343704053685,0,0,0.021111602624624082,6.477052019795815,0.01773175419131264,0,0,0.01797282070506312,6.420195509081731,0.01749865955104078,0,0
