date,symbol,issue
2013-01-02,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2409.TW;ACTIVE_CAP:3008.TW;ACTIVE_CAP:3131.TWO;ACTIVE_CAP:3481.TW
2013-01-14,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2408.TW
