date,signal_date,symbol,trade_symbol,shares,price,notional,fee,tax,slippage_cost,volume_participation,execution_volume
2015-07-01,2015-06-30,1504.TW,1504.TW,1992000,24.392100717109795,48589064.628482714,69239.41709558787,0.0,0.0,0.4456905283379301,4469469.0
2015-07-01,2015-06-30,1802.TW,1802.TW,6428000,14.825677673228467,95299456.08351259,135801.72491900544,0.0,0.0,6.5529650433772035,980930.0
2015-07-01,2015-06-30,1815.TWO,1815.TWO,1000,11.57489964835868,11574.899648358682,16.494231998911122,0.0,0.0,0.00023630221067807156,4231869.0
2015-07-01,2015-06-30,2327.TW,2327.TW,1000,48.72516029232378,48725.16029232378,69.43335341656139,0.0,0.0,0.0006056766437761273,1651046.0
2015-07-01,2015-06-30,2337.TW,2337.TW,1000,5.958910892975725,5958.910892975725,8.491448022490408,0.0,0.0,0.00023818529482099422,4198412.0
2015-07-01,2015-06-30,2344.TW,2344.TW,11814000,8.109197138042763,95802054.9888372,136517.928359093,0.0,0.0,1.677507134091094,7042593.0
2015-07-01,2015-06-30,2368.TW,2368.TW,7546000,12.911157432416362,97427593.98501386,138834.32142864476,0.0,0.0,1.291194025943315,5844203.0
2015-07-01,2015-06-30,2376.TW,2376.TW,1000,31.45692317582052,31456.92317582052,44.826115525544246,0.0,0.0,0.0009316425883639704,1073373.0
2015-07-01,2015-06-30,2377.TW,2377.TW,1000,31.230926525270117,31230.92652527012,44.50407029850992,0.0,0.0,0.0002738120663501399,3652140.0
2015-07-01,2015-06-30,2379.TW,2379.TW,1000,81.82573568016834,81825.73568016833,116.60167334423988,0.0,0.0,0.0002558620555548164,3908356.0
2015-07-01,2015-06-30,2408.TW,2408.TW,1846000,51.7280126232225,95489911.30246873,136073.12360601794,0.0,0.0,0.5811669176871194,3176368.0
2015-07-01,2015-06-30,2409.TW,2409.TW,6993000,13.823207100174425,96665687.25151975,137748.60433341566,0.0,0.0,0.15980616492558386,43759263.0
2015-07-01,2015-06-30,2609.TW,2609.TW,1000,11.01515570705342,11015.15570705342,15.696596882551123,0.0,0.0,6.920098193425326e-05,14450662.0
2015-07-01,2015-06-30,2615.TW,2615.TW,3895000,24.18226411383963,94189918.72340536,134220.63418085265,0.0,0.0,0.8398592227755158,4637682.0
2015-07-01,2015-06-30,3374.TWO,3374.TWO,2168000,44.85150031157474,97238052.67549403,138564.225062579,0.0,0.0,1.272116818816063,1704246.0
2015-07-01,2015-06-30,3529.TWO,3529.TWO,1000,424.33416497738966,424334.1649773897,604.6761850927803,0.0,0.0,0.001559332605644784,641300.0
2015-07-01,2015-06-30,3533.TW,3533.TW,945000,102.03777621125458,96425698.51963557,137406.6203904807,0.0,0.0,0.5621637056403759,1681005.0
2015-07-01,2015-06-30,3680.TWO,3680.TWO,1000,37.68470363288719,37684.70363288719,53.700702676864246,0.0,0.0,0.019120458891013385,52300.0
2015-07-01,2015-06-30,6023.TWO,6023.TWO,1000,38.19230672501383,38192.30672501383,54.424037083144704,0.0,0.0,0.006287410090035713,159048.0
