signal_date,symbol,shares,signal_nav,sizing_price,reason,target_shares,target_weight,odd_entitlement
2017-10-19,1590.TW,95000,1000000000.0,470.5,BUY_CASH_CAP_CORRECTION,95000.0,0.04493275,0.0
2017-10-19,1605.TW,2950000,1000000000.0,15.2,BUY_CASH_CAP_CORRECTION,2950000.0,0.0448476,0.0
2017-10-19,2330.TW,187000,1000000000.0,239.0,BUY_CASH_CAP_CORRECTION,187000.0,0.0448125,0.0
2017-10-19,2337.TW,771000,1000000000.0,58.1,BUY_CASH_CAP_CORRECTION,771000.0,0.04482415,0.0
2017-10-19,2376.TW,1106000,1000000000.0,40.55,BUY_CASH_CAP_CORRECTION,1106000.0,0.044868575,0.0
2017-10-19,2377.TW,619000,1000000000.0,72.4,BUY_CASH_CAP_CORRECTION,619000.0,0.0448518,0.0
2017-10-19,2382.TW,612000,1000000000.0,73.2,BUY_CASH_CAP_CORRECTION,612000.0,0.044835,0.0
2017-10-19,2454.TW,141000,1000000000.0,316.5,BUY_CASH_CAP_CORRECTION,141000.0,0.04478475,0.0
2017-10-19,3017.TW,1571000,1000000000.0,28.55,BUY_CASH_CAP_CORRECTION,1571000.0,0.044866325,0.0
2017-10-19,3105.TWO,191000,1000000000.0,234.0,BUY_CASH_CAP_CORRECTION,191000.0,0.044811,0.0
2017-10-19,3211.TWO,855000,1000000000.0,52.4,BUY_CASH_CAP_CORRECTION,855000.0,0.0448282,0.0
2017-10-19,3653.TW,547000,1000000000.0,81.9,BUY_CASH_CAP_CORRECTION,547000.0,0.04484025,0.0
2017-10-19,3702.TW,1060000,1000000000.0,42.3,BUY_CASH_CAP_CORRECTION,1060000.0,0.04485915,0.0
2017-10-19,5347.TWO,803000,1000000000.0,55.8,BUY_CASH_CAP_CORRECTION,803000.0,0.0448353,0.0
2017-10-19,5483.TWO,530000,1000000000.0,84.59999999999998,BUY_CASH_CAP_CORRECTION,530000.0,0.04488029999999999,0.0
2017-10-19,5536.TWO,245000,1000000000.0,182.5,BUY_CASH_CAP_CORRECTION,245000.0,0.04480375,0.0
2017-10-19,5880.TW,2760000,1000000000.0,16.25,BUY_CASH_CAP_CORRECTION,2760000.0,0.044858125,0.0
2017-10-19,6139.TW,1205000,1000000000.0,37.2,BUY_CASH_CAP_CORRECTION,1205000.0,0.0448446,0.0
2017-10-19,6147.TWO,803000,1000000000.0,55.8,BUY_CASH_CAP_CORRECTION,803000.0,0.0448353,0.0
