track,candidate_id,episode,kind,start,end,total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,final_nav,sessions,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,max_daily_volume_participation,trades,simulated_warning_days,disqualified,complete_period,rejected_trade_count,measured_hard_breach_days,raw_rule_breach_days,cash_breach_days,holding_count_breach_days,active_cap_breach_days,overdue_passive_cap_days,stale_held_price_days,execution_price_bound_breaches,unfilled_orders,no_valid_plan_days,hold_without_envelope_days,official_compliance,independent_audit,research_eligible
official_ex_post,x0352,contest_2025,reset_calendar_analogue,2025-10-26,2025-11-27,0.04939980297562152,0.05796720098285846,0.28530459673495956,1.9141013539248024,0.04939980297562152,0.05796720098285846,0.28530459673495956,1.9141013539248024,1049399802.9756216,24,5996372.931239032,3577729.252748457,2418643.6784905754,2.4681012151245545,3.6393334575100655,125,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
official_ex_post,x0352,full,continuous,2025-01-02,2026-09-21,3.0915579554583044,0.22222458968428427,0.31579451341172815,2.8589282411697443,3.0915579554583044,0.22198695368094346,0.31190401227912773,2.8906654771070004,4091557955.4583044,417,145642139.67791086,71037294.93507387,74604844.74283701,26.768390910261665,7.073072646843139,1781,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
official_ex_post,x0352,m25_2025-01,reset_25_sessions,2025-01-02,2025-02-14,0.006786520043154498,0.04418820036046045,0.2210876314603222,0.41494653547846305,0.006786520043154498,0.04414046968622953,0.22151947890764204,0.4145510129374175,1006786520.0431546,25,6888675.99373953,4006613.8507198156,2882062.143019715,2.808482768561919,1.1916480007440533,134,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
official_ex_post,x0352,m25_2025-02,reset_25_sessions,2025-02-03,2025-03-10,-0.029665982872557617,0.05363809707990175,0.12660617497499274,-2.3353944810435623,-0.029665982872557617,0.05363809707990175,0.12660617497499274,-2.3353944810435623,970334017.1274424,25,7449282.844436593,4223215.617207797,3226067.2272287966,2.961317258574619,0.4462354281022284,138,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
official_ex_post,x0352,m25_2025-03,reset_25_sessions,2025-03-03,2025-04-08,-0.1549686719304919,0.15896280086766512,0.27179389589697545,-6.088747941687079,-0.1549686719304919,0.15896280086766512,0.27179389589697545,-6.088747941687079,845031328.0695081,25,6647089.49980084,3849139.9433146347,2797949.5564862057,2.759488265313764,3.3982837444686207,139,0,False,True,0,0,0,0,0,0,0,0,1,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,False
official_ex_post,x0352,m25_2025-04,reset_25_sessions,2025-04-01,2025-05-08,0.0,0.0,0.0,,0.0,0.0,0.0,,1000000000.0,3,0.0,0.0,0.0,0.0,0.0,0,3,True,False,0,3,3,3,3,0,0,0,0,0,3,0,UNKNOWN_BLOCK_SUBMISSION,PASS,False
official_ex_post,x0352,m25_2025-05,reset_25_sessions,2025-05-02,2025-06-06,0.08682216991228642,0.017946616493213385,0.14439454192093917,5.890875377591788,0.08682216991228642,0.017946616493213385,0.14439454192093917,5.890875377591788,1086822169.9122865,25,5166200.0997605445,3094226.3878733837,2071973.7118871608,2.1204628923273385,0.35422025653682726,91,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
official_ex_post,x0352,m25_2025-06,reset_25_sessions,2025-06-02,2025-07-04,0.1512590403994456,0.016276786495674878,0.15833940746366432,9.06778031923632,0.1512590403994456,0.015335189094795476,0.15803111696917438,9.085146338969661,1151259040.3994455,25,6061498.249994055,3538401.549733867,2523096.7002601884,2.3619550833817646,2.2886137394197426,107,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
official_ex_post,x0352,m25_2025-07,reset_25_sessions,2025-07-01,2025-08-04,0.05612995003095911,0.018332147246134967,0.12027492402815249,4.63962415126895,0.05612995003095911,0.01556536601287939,0.12703718157507785,4.398891714635686,1056129950.0309591,25,5696223.523373467,3377400.8213147214,2318822.7020587455,2.329224741549767,3.1580661683310636,119,0,False,True,0,0,0,0,0,0,0,0,0,1,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,False
official_ex_post,x0352,m25_2025-08,reset_25_sessions,2025-08-01,2025-09-04,0.12098071030877167,0.05432473891287104,0.2784849803310277,4.277305141655346,0.12098071030877167,0.05432473891287104,0.2784849803310277,4.277305141655346,1120980710.3087716,25,6671325.972144157,3898184.2612799616,2773141.7108641947,2.595661259444534,0.38747675139491633,129,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
