episode,period,start,end,mom20,mom25,resid20,resid25,turnover_mom20,turnover_mom25,turnover_resid20,turnover_resid25,mkt_r20,mkt_r60,mkt_vol20,dispersion,market_r2,beta_tilt,mkt_during,resid20 − mom20,resid25 − mom25,mom25 − mom20,resid25 − mom20
dev_2017_10m,2015–2021,2017-10-16,2017-11-16,0.014464803432569173,0.014720529931916415,0.005181402347195441,0.0017340361372693014,2.807443601916885,2.4401839320042003,2.700956620274261,2.584107220290581,0.014484062760865089,0.028801389148370615,0.118517732703835,0.08713193243647277,0.14965647531285434,0.5094185512519144,-0.005354010247443014,-0.009283401085373733,-0.012986493794647114,0.0002557264993472419,-0.012730767295299872
dev_2017_11,2015–2021,2017-11-01,2017-12-04,0.007947631578892667,0.005818818506275303,-0.010627702366997949,0.0112183808197297,2.848311573859383,2.4475842836514925,3.237872020978255,2.4989393040478705,0.059701434468484235,0.036496351719927725,0.078477437849623,0.0907923596260428,0.12515879749015069,0.6333884709159987,-0.026995252403125045,-0.018575333945890615,0.005399562313454398,-0.0021288130726173637,0.0032707492408370342
dev_2017_11m,2015–2021,2017-11-15,2017-12-18,0.004785723785152518,0.009479409098952729,-0.007310103318952321,0.011821267454709128,2.854919559569498,2.510635188186381,2.77588256065848,2.3674436515181365,-0.001779377466769606,0.030618492997917034,0.05549924837028058,0.08618339871496364,0.09276126696407283,0.2932903500090617,-0.035056500584013446,-0.01209582710410484,0.0023418583557563988,0.004693685313800211,0.00703554366955661
dev_2017_12,2015–2021,2017-12-01,2018-01-04,0.003328896805176118,0.012584572618043133,-0.0020841614482388637,0.023173093329872163,4.012651952613046,3.740737442414592,3.7169016220376996,2.933244391283522,-0.030070789622512334,-0.007241985337012089,0.10664675005117454,0.10251536392608784,0.08966260490407757,0.37935711844933573,0.015197568389057958,-0.005413058253414982,0.01058852071182903,0.009255675812867015,0.019844196524696045
dev_2017_12m,2015–2021,2017-12-15,2018-01-18,0.008940520987494649,0.03024118224218042,0.009853426817749922,0.028504786725634945,4.42571621963231,3.895420457689131,3.968733504442518,3.9028971169992106,-0.022129168754635255,-0.016837059533223793,0.12759461112355575,0.07615935655688062,0.09139000305312185,0.029417988648563487,0.05565752968511099,0.0009129058302552728,-0.0017363955165454747,0.02130066125468577,0.019564265738140296
dev_2018_01,2015–2021,2018-01-02,2018-02-02,-0.0030807954830852635,-0.003420839522569885,-0.022590481603817825,-0.006623497293530067,4.221783720275428,3.4457836122848517,4.370103237190737,3.887859408440862,-0.005447905043038977,0.00797547884514005,0.109131500344992,0.07680282091136163,0.07819448859319228,-0.05906577530324564,0.060052154578168634,-0.01950968612073256,-0.0032026577709601822,-0.0003400440394846216,-0.003542701810444804
dev_2018_01m,2015–2021,2018-01-15,2018-02-23,-0.037100174423392085,-0.05308890943397382,-0.06148916617762801,-0.03823922877225183,3.8926218728990394,4.604347952177843,5.085054521804342,4.384955092955926,0.028746158704845256,-0.009422886188216843,0.0859946512128816,0.07894993224045278,0.08901535547479135,0.12762896253455625,0.00010356490487792464,-0.024388991754235922,0.014849680661721987,-0.015988735010581734,-0.001139054348859747
dev_2018_02,2015–2021,2018-02-01,2018-03-15,-0.02937682200032421,-0.038383144725434803,-0.025034532836215373,-0.018233796941234615,5.458019180674743,5.801367654140186,5.141942021601086,4.850707777917485,0.041713961811290716,0.01789981267359958,0.1031027085451425,0.07648962871542456,0.09484354287690365,0.0876257214541919,-0.004725357574348125,0.004342289164108837,0.02014934778420019,-0.009006322725110594,0.011143025059089595
dev_2018_02m,2015–2021,2018-02-21,2018-03-27,0.02230398513449905,0.02276527537218609,0.035582180192501145,0.025523767998850033,3.9486187240113253,4.347868534831313,4.4062684563824215,3.8774757158239295,-0.03426394586057055,-0.03082916496341031,0.22641083335407006,0.05800918598110026,0.2774311578945658,-0.12153311151046153,0.04642414955222095,0.013278195058002096,0.0027584926266639442,0.0004612902376870398,0.003219782864350984
dev_2018_03,2015–2021,2018-03-01,2018-04-03,-0.009275375106571948,0.007726621350082619,0.010807264156634355,0.002881222122295579,4.124634896003545,3.2389983045422452,3.6708408050930217,3.2238453288916338,-0.039593971206321556,-0.008012850407220483,0.2352678092791903,0.05747317734161894,0.3063259536269516,0.021263980541768146,-0.010321778869105716,0.020082639263206303,-0.0048453992277870395,0.017001996456654567,0.012156597228867527
dev_2018_03m,2015–2021,2018-03-15,2018-04-20,0.012867747700489263,0.02912909375574757,0.014048596297625338,0.01637325255818678,4.043044910086255,3.1509288662273045,3.6037605407971762,3.295556684280081,0.008373260650876957,0.06882393668147994,0.24661412821584,0.060268872442324914,0.32517180447977717,0.11146839660871155,-0.042111541200991566,0.001180848597136075,-0.012755841197560791,0.016261346055258308,0.0035055048576975167
dev_2018_04,2015–2021,2018-04-02,2018-05-09,0.0036493674015654065,-0.0028327587621677086,-0.0020968701096224507,-0.0014948653132088596,4.117646247371072,3.90113978216049,4.65996102102362,3.8394614656943356,0.020948822135266103,0.05369576777430141,0.1482695391144377,0.08870824336358799,0.2929770495912001,0.16445447523272805,-0.028968033434889764,-0.005746237511187857,0.001337893448958849,-0.006482126163733115,-0.005144232714774266
dev_2018_04m,2015–2021,2018-04-16,2018-05-18,0.039741478615227255,0.0359978828369516,0.041062208940394695,0.030868148069705947,3.3907024574723925,3.9126541414489013,3.676628659964105,3.7934725103505462,-0.02884045952038008,0.01040676131098989,0.12050463885789699,0.08894000856403894,0.27855336804955394,-0.07665995414199678,-0.01878791577888252,0.0013207303251674407,-0.005129734767245653,-0.0037435957782756546,-0.008873330545521307
dev_2018_05,2015–2021,2018-05-02,2018-06-04,0.06736469075510065,0.06894041520060656,0.06556721277707722,0.08065986992145402,3.291636485474528,3.0437007230734556,3.17028874851949,3.329351647216786,-0.027355623100304066,-0.06700080477063658,0.13536041424209116,0.10573276455614276,0.29106052792589693,-0.022633855532578795,0.03249998092651381,-0.0017974779780234318,0.011719454720847455,0.0015757244455059105,0.013295179166353366
dev_2018_05m,2015–2021,2018-05-15,2018-06-15,0.0248982141835965,0.011035991217362096,0.02705989737523029,0.014652464326931236,3.6906464771441003,3.328507345028501,3.688730776182341,3.2574251428121017,1.491862189340054e-16,-0.028268568701348296,0.14809528879754777,0.09879308939941361,0.28348452771830246,0.09773565165556497,-0.006666703657670269,0.0021616831916337897,0.0036164731095691405,-0.013862222966234405,-0.010245749856665265
dev_2018_06,2015–2021,2018-06-01,2018-07-05,-0.06932182216234362,-0.0943038052647378,-0.08115089670539744,-0.0838385569669603,4.052289704344114,4.038258367845382,4.368476732667162,3.8263595966978716,0.028007598507571983,-0.004929162271812534,0.12290338638781241,0.08616815625970178,0.137773671733926,0.24174466360725866,3.799044412389208e-16,-0.011829074543053819,0.010465248297777507,-0.02498198310239419,-0.014516734804616682
dev_2018_06m,2015–2021,2018-06-15,2018-07-19,-0.052048262888951924,-0.06435262834489763,-0.06145626603938659,-0.061739893171485094,4.463315466256793,4.17105312637952,4.199613755888892,4.143749281214599,0.00677343685257052,-0.025625762655268947,0.1355034696843233,0.06958807479983019,0.1418251873743473,0.16083403994526224,0.018960281978689025,-0.009408003150434663,0.0026127351734125392,-0.01230436545594571,-0.00969163028253317
dev_2018_07,2015–2021,2018-07-02,2018-08-02,-0.006992896837391349,-0.016106031618442262,-0.007944924740070247,-0.043182448831687315,3.988279638884221,3.7507913442375536,3.606149526580926,4.4414408121674915,0.008668692857488686,-0.01689802717758882,0.1421573990378946,0.06953770554383305,0.1415556892343609,0.18223020551528435,0.0503681446167622,-0.000952027902678898,-0.027076417213245052,-0.009113134781050913,-0.036189551994295965
dev_2018_07m,2015–2021,2018-07-16,2018-08-16,-0.026085179102211753,-0.023198111361156237,-0.018226910873478053,-0.022852688931180642,4.5042918080114855,2.6360914386195717,3.8885357868544883,3.676161808679546,0.01957184677823982,0.021446078832403893,0.1357305938734663,0.07361466665964858,0.14956889812640067,0.20682788257262708,0.013722798502896883,0.0078582682287337,0.0003454224299755948,0.0028870677410555157,0.0032324901710311105
dev_2018_08,2015–2021,2018-08-01,2018-09-03,-0.04248173665886723,-0.03149687412820734,-0.028891878457138587,-0.014832548748257124,3.816581475453144,3.153685081386386,3.518256530342946,2.8571713575910627,0.06294862050901207,0.08500983869480794,0.11033025984031186,0.07952700157576476,0.1320106129476593,0.1348485656298053,0.010520091927288951,0.013589858201728644,0.016664325379950218,0.010984862530659889,0.027649187910610107
dev_2018_08m,2015–2021,2018-08-15,2018-09-17,-0.02995416907821924,-0.008738290460765796,-0.021651000514308905,0.0018166015651677192,3.903614271236746,2.5932268713664586,3.5809177488652093,2.5287327324330695,0.03270744882113577,0.03900060793393794,0.1308767525606147,0.09754960658503661,0.1605997436940725,0.0011688186115653698,0.0153754627491552,0.008303168563910335,0.010554892025933515,0.021215878617453443,0.03177077064338696
dev_2018_09,2015–2021,2018-09-03,2018-10-05,-0.07307327170886857,-0.06932307094289636,-0.07879466556670145,-0.0633877725585289,4.050427789216882,2.7632251306075886,4.093963296106681,2.659841288951478,0.01636462707824041,0.05056764532701021,0.11932854430162088,0.09548426074496325,0.1451929167339984,-0.13312177434176664,-0.04025302038921789,-0.005721393857832879,0.00593529838436746,0.0037502007659722114,0.009685499150339671
dev_2018_09m,2015–2021,2018-09-17,2018-10-22,-0.0917012545913709,-0.11329419349206671,-0.10398027585048286,-0.11545644753027418,4.080705309605902,3.004246817905535,4.0089668767163005,2.958540013980918,0.03407051311576322,0.07475221968610213,0.10880004097812115,0.08092972396845845,0.1395870299446193,-0.2552690633172231,-0.0843930988642522,-0.012279021259111955,-0.0021622540382074673,-0.0215929389006958,-0.02375519293890327
dev_2018_10,2015–2021,2018-10-01,2018-11-02,-0.09117431374183194,-0.10943234129212964,-0.12337151564182147,-0.11482467462814872,3.783708701040606,3.12243400779991,5.023219609853197,4.0443524319627615,-0.007424346124747122,0.08507068056684246,0.11037298241899031,0.0984196278737204,0.12728406172648582,-0.40430509235957746,-0.09493670719376428,-0.032197201899989536,-0.005392333336019073,-0.018258027550297706,-0.02365036088631678
dev_2018_10m,2015–2021,2018-10-15,2018-11-15,0.001944030974954769,0.018226697722374174,-0.02049183844108171,-0.011951095554228575,4.074395976205867,2.8212646206218013,5.363039982974954,4.701431595075649,-0.06428988666046573,-0.028142757065292276,0.3181784492195748,0.10147269538899097,0.33896998888670504,-0.3326780718640886,-0.030605927348343345,-0.02243586941603648,-0.03017779327660275,0.016282666747419405,-0.013895126529183344
dev_2018_11,2015–2021,2018-11-01,2018-12-04,0.11935722627226619,0.12593082183238935,0.10706179269078953,0.11796074022889025,4.520707560475732,3.606487127880378,4.1475982523068495,3.028792847019093,-0.09877977569492224,-0.09509911536410622,0.3237374592955775,0.10486050028226591,0.3591982238759569,-0.365722911305427,0.009026394851009874,-0.012295433581476667,-0.007970081603499102,0.006573595560123158,-0.001396486043375944
dev_2018_11m,2015–2021,2018-11-15,2018-12-18,0.053964258758975925,0.04370536834475658,0.04500107008287468,0.0398687302541203,4.159365860146888,3.184607960756076,3.43650875043848,2.9728062937615007,-0.025818677737552722,-0.07861820981590117,0.16144127103614633,0.09466606058806631,0.34360459848021613,0.26631723494153814,-0.026502850197846116,-0.008963188676101241,-0.0038366380906362796,-0.010258890414219346,-0.014095528504855626
dev_2018_12,2015–2021,2018-12-03,2019-01-07,-0.0644921347363333,-0.0768861698586436,-0.060006755282258406,-0.06942255778854911,3.9856103655628865,3.7644110121558017,4.023439749166054,3.4811564859134245,-0.024157679453492762,-0.11781609195402333,0.10681955424015144,0.0948660272398792,0.3338544419051434,0.29778888261211667,-0.03648212445287057,0.0044853794540749,0.007463612070094494,-0.012394035122310298,-0.004930423052215804
dev_2018_12m,2015–2021,2018-12-17,2019-01-21,0.010634817495288384,0.0071011646035552545,0.0021925655453165493,-0.0005505767035904885,4.420255817224616,3.3542821082149707,3.7414768657197346,3.5772750848107786,-0.02079270354223996,-0.12536277261136883,0.18529030276051564,0.07483389564218769,0.382137000457923,0.2194103369657674,0.015262130712236834,-0.008442251949971835,-0.007651741307145743,-0.00353365289173313,-0.011185394198878873
dev_2019_01,2015–2021,2019-01-02,2019-02-13,0.07394235253817816,0.048796775589380115,0.06512031078724512,0.043143566593197624,4.370783670530506,4.5936720369911335,4.007837469138334,4.511565313588893,-0.016286644951140083,-0.1107185083266889,0.20577818664567485,0.07320462252174903,0.37650044229253016,0.04425858551066897,0.031060093250669562,-0.00882204175093304,-0.0056532089961824905,-0.025145576948798043,-0.030798785944980533
dev_2019_01m,2015–2021,2019-01-15,2019-02-26,0.06397711709126574,0.04198564628727941,0.04482371731516421,0.041115484148910086,3.468753120651671,4.165542064002159,4.094776841133536,4.160254197215464,-0.01703804717905412,-0.05243210923403525,0.19553825548503656,0.0751330266740661,0.24853073429315528,-0.02634875680415938,0.06817821465375119,-0.019153399776101532,-0.0008701621383693237,-0.021991470803986335,-0.02286163294235566
dev_2019_02,2015–2021,2019-02-11,2019-03-18,0.005125306137018448,0.01683305165182669,0.020592180984339015,0.034348124961264714,3.851611853037797,3.711869041739618,4.06715847965223,3.943171761435604,0.03523718029198236,-0.020328225432403108,0.15342381397801277,0.07427045669437846,0.2158963069623242,0.22306462917093128,0.050437122756703485,0.015466874847320566,0.017515073309438023,0.011707745514808243,0.029222818824246266
dev_2019_02m,2015–2021,2019-02-15,2019-03-22,0.02782258940630089,0.038839836473417266,0.04366721374878413,0.05747738725091023,3.3688382516491413,3.297298690302007,3.804873108851108,3.6977785199537427,0.05345920447605852,-0.0027343319575886035,0.11219962289963012,0.07802051188132728,0.20805679366727092,0.4708166941158639,0.054485029556426263,0.015844624342483238,0.01863755077749296,0.011017247067116376,0.029654797844609337
dev_2019_03,2015–2021,2019-03-04,2019-04-08,0.039966543125319776,0.07059585907543142,0.05012168957681373,0.06863614563391462,3.845538554130729,2.821211232887193,3.9308361750433165,2.965383885574436,0.04655970998937719,0.0590187755307111,0.09743863793726976,0.0704234822987141,0.2141226098038697,0.34539913155250623,0.04185447438680132,0.010155146451493957,-0.001959713441516797,0.030629315950111646,0.02866960250859485
dev_2019_03m,2015–2021,2019-03-15,2019-04-19,0.0837284818976094,0.0945527667407755,0.0633100317413573,0.09227434719930638,3.029472682235104,3.114414603533856,3.6480150448491564,2.902016844120327,0.018506298713027294,0.036440727332377236,0.09948112631432736,0.06766601754241515,0.18200081505710453,0.025464850348539625,0.07462686271585844,-0.0204184501562521,-0.0022784195414691233,0.01082428484316611,0.008545865301696987
dev_2019_04,2015–2021,2019-04-01,2019-05-07,0.00990023956981001,0.0009435887649897889,-0.0009195209442851571,0.010158386091264404,3.084108145750333,3.5377722210869464,3.3144896501076593,2.7968272739036344,0.019317449716985072,0.08738713705024828,0.10917550465920638,0.07404017186887817,0.14672012948636504,-0.047888959238566176,0.05053695417418456,-0.010819760514095167,0.009214797326274615,-0.008956650804820221,0.0002581465214543943
dev_2019_04m,2015–2021,2019-04-15,2019-05-17,-0.09497821130263473,-0.08251674057288183,-0.07904111719066909,-0.07517244079711427,4.370160015619017,3.545329416754545,3.93464625574937,3.4764079729714483,0.05188067547553358,0.13999964183855282,0.09149907197106882,0.08016653536372485,0.12652669960352256,0.013714857833073801,-0.03514178209301131,0.015937094111965644,0.00734429977576756,0.0124614707297529,0.01980577050552046
dev_2019_05,2015–2021,2019-05-02,2019-06-04,-0.06387330940422975,-0.028828488867283397,-0.06276302470587791,-0.053808803806900674,4.317413980759183,3.061802647685054,4.154568055735744,3.5414616671512653,0.046114989962261654,0.11597096559086437,0.07869430458217952,0.07748385273635044,0.07610637886640255,0.284081055307038,-0.05736714764407466,0.0011102846983518377,-0.024980314939617276,0.03504482053694635,0.010064505597329076
dev_2019_05m,2015–2021,2019-05-15,2019-06-18,-0.017304889770519805,0.00582925615116503,-0.02523098509061561,-0.01400963521023002,3.489610920831592,2.2395375202805194,3.664026152358199,2.660197855116998,-0.026878399380029238,0.052875081550812886,0.12724683329467282,0.09282964566472807,0.13908258515145164,-0.09583782514049066,-0.009416195676485032,-0.007926095320095805,-0.01983889136139505,0.023134145921684834,0.0032952545602897843
dev_2019_06,2015–2021,2019-06-03,2019-07-05,0.04362672165434156,0.050815745841687354,0.04041164912418438,0.04882339955000026,4.419990945914584,3.665484193740993,5.0981429717709315,3.841430623927622,-0.06328361852845156,0.02214979737123322,0.1433629434477655,0.09587348224991513,0.16340985219524856,-0.5611431382941082,0.0439771155110799,-0.0032150725301571814,-0.001992346291687097,0.007189024187345794,0.005196677895658697
dev_2019_06m,2015–2021,2019-06-17,2019-07-18,0.03932700861333904,0.05369042993083761,0.04692579492558102,0.054595166353635705,4.688656627605637,3.901951172168057,5.049951085267796,3.9804241530091815,-0.0018975524362813809,0.010243317124044323,0.12972797674596684,0.06783164365976718,0.16558737214518207,-0.17689931221571253,0.04816217172209929,0.0075987863122419785,0.0009047364227980914,0.01436342131749857,0.015268157740296662
dev_2019_07,2015–2021,2019-07-01,2019-08-01,0.033504677862350896,0.04756655489513206,0.04603675045360278,0.05521853723979997,4.615784807623707,3.36199586450929,3.9733564986319867,3.8754479362943473,0.04521963735142503,0.013149694074171893,0.13950160613519677,0.05771603202274449,0.17721857337560004,0.6322375984250173,0.025885017276407764,0.012532072591251886,0.007651982344667907,0.014061877032781167,0.021713859377449074
dev_2019_07m,2015–2021,2019-07-15,2019-08-16,0.022914646468660482,0.023066040396621412,0.02134609302628676,0.01092469129772744,4.057546836976393,3.3663744857616926,3.450188617749033,3.6175262492173896,0.04879592395011918,-3.781697177629439e-16,0.14315621705954296,0.07243724199465594,0.1981030025282114,0.611756452996529,-0.020813908596231175,-0.0015685534423737213,-0.012141349098893972,0.00015139392796092999,-0.011989955170933042
dev_2019_08,2015–2021,2019-08-01,2019-09-04,0.04842968139078896,0.03208826738924597,0.046532723126497366,0.022933235332762036,2.4901907489055266,2.9207113626677104,2.552783290272611,2.63992413867383,0.0245192187792341,0.004188993364242553,0.08135874513998416,0.08209271776870489,0.1811369607342721,0.34062608140403505,-0.007850259685046051,-0.0018969582642915928,-0.009155032056483936,-0.016341414001542987,-0.025496446058026923
dev_2019_08m,2015–2021,2019-08-15,2019-09-19,0.039111481108093704,0.053116737184475626,0.05694951718355923,0.047645780215730404,3.6660901648348516,2.475393030791313,3.740248102718911,2.6190246067984173,-0.028467504791852335,0.03551451602682444,0.11613297231469877,0.09839344064023371,0.17778135769520592,0.4090434185971592,0.05168111754378722,0.017838036075465524,-0.005470956968745222,0.014005256076381922,0.0085342991076367
dev_2019_09,2015–2021,2019-09-02,2019-10-08,0.002308842532941169,0.01002965124299271,0.012779958042063333,0.007136502506719156,3.9779314903862764,3.28249691321479,4.881140174963101,4.109093259590686,-0.005467856147632342,0.05415448849358008,0.1464452712820061,0.0880561508462304,0.20110416455817703,0.14274087495311527,0.056811259774783206,0.010471115509122164,-0.002893148736273554,0.007720808710051541,0.004827659973777987
dev_2019_09m,2015–2021,2019-09-16,2019-10-22,0.04464549001329843,0.045767616981164716,0.04620213045412114,0.032225133831218944,3.068032525339275,2.918525747048434,3.5309317499164212,3.98359656077238,0.04483185974228049,0.07233954707139728,0.1254764035265236,0.06389000093554704,0.2041182605138235,0.21426405973063523,0.057210909833925655,0.0015566404408227097,-0.013542483149945772,0.0011221269678662882,-0.012420356182079484
dev_2019_10,2015–2021,2019-10-01,2019-11-05,0.0846803699480787,0.11300327407026245,0.06086541867743622,0.07451758836175282,2.863097621027304,2.1077063213887337,3.243164511148193,2.938056445178763,0.052238767021544466,0.034730086050957995,0.09815825263282896,0.06647257444954405,0.1647766731609194,0.29211859165973386,0.09810878488723311,-0.02381495127064248,-0.03848568570850963,0.028322904122183745,-0.010162781586325886
dev_2019_10m,2015–2021,2019-10-15,2019-11-15,0.027607407054589972,0.0423157179697391,0.024999739066146276,0.03049897800848478,3.5277519408131783,2.626435415527366,3.4723978321874274,3.383949778691723,0.04976020923202442,0.06692902201173938,0.12279109538072178,0.08698366575844457,0.17103436965110888,0.23610973587323203,0.05425470970220186,-0.002607667988443696,-0.011816739961254319,0.014708310915149125,0.0028915709538948065
dev_2019_11,2015–2021,2019-11-01,2019-12-04,-0.015700777474213168,-0.010994827520445782,-0.015231223226446433,0.005795011490919544,3.4745635869852136,3.1488480098464064,3.3087820160991503,2.61974168280348,0.04828390544769846,0.08816419267279607,0.10607042958701407,0.0756879788531222,0.1722304947805396,0.15464140377031044,0.017758029980218564,0.0004695542477667347,0.016789839011365326,0.0047059499537673855,0.02149578896513271
dev_2019_11m,2015–2021,2019-11-15,2019-12-18,0.04448315266364711,0.05258902650902031,0.028791001197693733,0.056006532927521,2.9331499491505575,2.73607867084935,2.777202311963147,2.7236027932559423,0.036868972702693195,0.15113349835502,0.12130393349447588,0.07790754088919855,0.13642763699055863,-0.009339805076692076,0.07439819812735939,-0.015692151465953375,0.003417506418500693,0.008105873845373202,0.011523380263873895
dev_2019_12,2015–2021,2019-12-02,2020-01-03,0.05020691083301276,0.054318739420934126,0.03592387043914669,0.06599716038218717,2.9131131429776564,2.6842290167242417,3.078151285727574,2.3845418713096627,0.01553830798655368,0.11789861583112908,0.14251475131945854,0.0657963468459707,0.11902767514515744,-0.05214707525500162,0.06721313143037047,-0.014283040393866075,0.011678420961253044,0.004111828587921362,0.015790249549174407
dev_2019_12m,2015–2021,2019-12-16,2020-01-17,-0.005448708869637664,0.03269272433230275,0.0025538672460205802,0.01179986186408466,3.0952993656380614,2.3581964817513845,3.2649449731100195,2.9642028578869923,0.04983746827767305,0.1501483860638449,0.13186872354796017,0.07629069373273786,0.1091545037087375,0.18517257591157454,0.00412798265820526,0.008002576115658244,-0.020892862468218087,0.03814143320194041,0.017248570733722324
dev_2020_01,2015–2021,2020-01-02,2020-02-13,-0.06539990966500897,-0.028388290989930787,-0.049060736838413166,-0.02363742868564722,4.0774466393137185,2.8974036035885264,3.839294780448565,2.950406042942384,0.05323187109216293,0.13857892203063565,0.12610607465021034,0.06802865481333799,0.10933446441182203,0.162757762593919,-0.011945429116370943,0.016339172826595805,0.004750862304283565,0.037011618675078184,0.04176248097936175
dev_2020_01m,2015–2021,2020-01-15,2020-02-26,-0.06787308702532491,-0.058665798678639414,-0.061670056525857886,-0.057153086249061125,3.5805284764665313,2.710373793917352,2.6845752556963096,2.551140132193242,0.018069179427685777,0.12236767429389017,0.10943737479744194,0.06204691791252241,0.12313586283092123,0.025618678770888526,-0.06355092991988438,0.0062030304994670216,0.001512712429578289,0.009207288346685494,0.010720000776263783
dev_2020_02,2015–2021,2020-02-03,2020-03-06,-0.0027372560257946654,0.0004333345233309416,0.006466264365840413,0.015115539089631147,2.969483406854266,2.961454909694049,2.663158078738025,2.820012382311984,-0.04475308782485156,0.03801006278365016,0.23405532786475605,0.0845802752706095,0.3178855047905565,-0.013155331862994668,-0.017787643450858315,0.009203520391635078,0.014682204566300205,0.003170590549125607,0.017852795115425812
dev_2020_02m,2015–2021,2020-02-17,2020-03-20,-0.23670675023940502,-0.22830287977501573,-0.2749639604186078,-0.24903214839838805,5.2605436900643685,4.766434147278481,4.425377616597476,3.8233879240872732,0.0031020995413867623,0.042899101649412755,0.25300558673664075,0.07570329836137206,0.36404789648713515,0.11394606179667965,-0.20387302388825482,-0.038257210179202805,-0.02072926862337232,0.008403870464389285,-0.012325398158983036
dev_2020_03,2015–2021,2020-03-02,2020-04-06,-0.13905982953998508,-0.10551088398391395,-0.13577045372933272,-0.1314044414131037,5.396191526130652,3.8109116628152733,5.035461036869554,4.189253539936966,-0.006965947006390348,-0.01179167379592792,0.15337155813829245,0.059292089017777876,0.3732866739265282,0.1110435471475052,-0.1308516443819212,0.003289375810652362,-0.02589355742918975,0.03354894555607113,0.0076553881268813795
dev_2020_03m,2015–2021,2020-03-16,2020-04-20,0.06264496142431208,0.05677292221814256,0.08138790806263274,0.0747321006495194,3.3583246995469107,2.2957861577317384,3.6646522397705947,2.955407070975123,-0.1271552011175749,-0.10719221001296178,0.21331425514254962,0.0966719822468215,0.48405048292633435,-0.3781614844782949,0.024691358024691194,0.018742946638320657,0.017959178431376843,-0.0058720392061695215,0.012087139225207322
dev_2020_04,2015–2021,2020-04-01,2020-05-07,0.16425743633134515,0.169864690949731,0.15714544885984605,0.17706983726249304,3.9977728014220117,3.2708585672909596,3.9924386987048384,3.1364943098282376,-0.14051915533473358,-0.1925517303604181,0.5271111547314324,0.10831814099962173,0.5983610784837495,-0.15278986315321974,0.10111617588904953,-0.007111987471499104,0.007205146312762034,0.0056072546183858485,0.012812400931147883
dev_2020_04m,2015–2021,2020-04-15,2020-05-19,0.07918494721950387,0.06061075979293773,0.06501532674518828,0.044858511348786934,3.4939397399811374,4.13428334562593,4.093633875258888,3.7775533814289304,-0.0006173216266397284,-0.1304907693600776,0.5209356000439073,0.07961949897165535,0.5745174552466867,0.14056629189387837,0.03644230622420988,-0.01416962047431558,-0.015752248444150796,-0.018574187426566136,-0.03432643587071693
dev_2020_05,2015–2021,2020-05-04,2020-06-04,0.06492747572840041,0.05139746043640492,0.06492877751555559,0.039406575610636985,3.5146100915563414,3.078461177516255,3.741890718954389,3.1362786776322595,0.12278395649071065,-0.03986527714877811,0.22224251056043245,0.09529052680837004,0.5341671977123013,0.3561553848666934,0.02456138566223498,1.3017871551834759e-06,-0.011990884825767933,-0.01353001529199549,-0.025520900117763423
dev_2020_05m,2015–2021,2020-05-15,2020-06-17,0.08022686101981646,0.07729351546360053,0.06974094161094802,0.05751991631992115,3.7612232856236996,3.032004710545353,3.5068162647746846,3.2574781305831424,0.02586214510394839,-0.10381919540952611,0.2333145863179903,0.08523467677421308,0.524984557007838,0.2308814485856936,0.0684273318057448,-0.01048591940886845,-0.019773599143679377,-0.0029333455562159383,-0.022706944699895315
dev_2020_06,2015–2021,2020-06-01,2020-07-06,0.19910991675670453,0.1799075811378532,0.1825342400971992,0.17397813085441838,3.5824680112928124,3.2194061843591744,3.4974589366153634,3.4275056076229564,-0.012280737447459772,-0.04683974714842782,0.1692344054511276,0.08600175230049666,0.5162390071682011,0.0930826078676219,0.11486092277281719,-0.016575676659505323,-0.005929450283434834,-0.01920233561885132,-0.025131785902286152
dev_2020_06m,2015–2021,2020-06-15,2020-07-20,0.08431617263650626,0.10605474208393462,0.0721523687950012,0.07682304274563245,3.0210969291430048,2.353010375595612,3.4096608360803176,2.5495365471385316,0.05247467627846061,0.17902474013425473,0.15330660485351527,0.09437728442744638,0.4575641395490432,0.1299144090629729,0.0997167484618446,-0.012163803841505061,-0.029231699338302164,0.021738569447428358,-0.007493129890873806
dev_2020_07,2015–2021,2020-07-01,2020-08-03,0.07795682445815011,0.08659592941659944,0.07054829696261122,0.0774343970852418,2.553704234493157,2.240261303009507,2.9205159868831605,2.386103610957872,0.06453528448292215,0.1805646713654648,0.15452135761372127,0.10956512634627591,0.2667420191780959,0.16552369624026775,0.14264074009071234,-0.007408527495538886,-0.009161532331357636,0.008639104958449328,-0.0005224273729083073
dev_2020_07m,2015–2021,2020-07-15,2020-08-17,0.07995712357732998,0.0716376401196277,0.06541414725333916,0.07081904275911066,2.134100645649787,1.9540438339189798,2.8274221737218443,2.689821510854196,0.09518415326774936,0.19616334004304517,0.13993548295850655,0.11177268721490782,0.2606327160546048,0.18968177515362228,0.10035109133643304,-0.01454297632399082,-0.0008185973605170371,-0.008319483457702281,-0.009138080818219319
dev_2020_08,2015–2021,2020-08-03,2020-09-03,0.04103099762936302,0.0639745272507024,0.034169820888348745,0.04680851310850631,2.950524987540577,2.6096836590343724,3.3624988491286465,2.4922238875969196,0.12951020920516335,0.25193021926861603,0.21085822674328117,0.10032564608768271,0.1127291694635344,0.241350029426185,-0.004816955542387075,-0.006861176741014274,-0.017166014142196095,0.022943529621339387,0.0057775154791432914
