episode,period,start,end,mom20,mom25,resid20,resid25,turnover_mom20,turnover_mom25,turnover_resid20,turnover_resid25,mkt_r20,mkt_r60,mkt_vol20,dispersion,market_r2,beta_tilt,mkt_during,resid20 − mom20,resid25 − mom25,mom25 − mom20,resid25 − mom20
dev_2016_04m,2015–2021,2016-04-15,2016-05-19,-0.07798231818149237,-0.07679186184515308,-0.08764521417939852,-0.07702494839814267,4.086867807900452,3.36681690678042,4.014248126296504,3.4421592699836174,0.019032526208725312,0.10996675865985998,0.14973798748912945,0.07787301550358891,0.20400451490604135,-0.07855935025660332,-0.07159530699021152,-0.009662895997906151,-0.00023308655298959202,0.0011904563363392962,0.0009573697833497041
dev_2016_05,2015–2021,2016-05-03,2016-06-03,-0.004108031808153778,0.0019059485894574735,-0.012702936667338016,-0.007643880443791273,3.5112798973710566,3.298456170617188,3.8077361063493207,3.587512587170182,-0.04791342535303335,0.07924078557627476,0.15271705952980055,0.07575542588384747,0.19231998389643754,-0.092096290602106,0.036525974930750264,-0.008594904859184238,-0.009549829033248747,0.006013980397611252,-0.003535848635637495
dev_2016_05m,2015–2021,2016-05-16,2016-06-20,0.041425713149127574,0.048875596719191394,0.04497215085141604,0.051373853193961594,4.207842578156754,3.5705316927883235,4.2553369203427875,3.1238935540221062,-0.07937740815752674,0.0025423987437104257,0.11168490855313608,0.10097536491228465,0.16493177893838987,-0.2381404488499997,0.08704291781703641,0.003546437702288463,0.0024982564747701996,0.00744988357006382,0.00994814004483402
dev_2016_06,2015–2021,2016-06-01,2016-07-06,-0.0023122926526952803,-0.006947839869155481,-6.986853594947995e-05,-0.005054273487525518,3.9751501863673044,3.417336056034546,4.1943844864913755,3.7856714005102376,0.0395061979568545,0.0031771367834078977,0.1569629431150836,0.07758012572713481,0.18823937619498948,-0.08474882211690271,0.02450263107984981,0.0022424241167458003,0.001893566381629963,-0.004635547216460201,-0.0027419808348302377
dev_2016_06m,2015–2021,2016-06-15,2016-07-19,0.07493214931582881,0.07339649943027227,0.08074366192062388,0.0739731791743874,3.607911728944988,2.491209716036818,3.609349649593235,2.8278644615359294,0.08114426103346864,0.014269396727217203,0.1728446358556642,0.07331014412924143,0.24993224887318427,0.12887312355237535,0.0795011434577082,0.005811512604795066,0.0005766797441151272,-0.0015356498855565448,-0.0009589701414414176
dev_2016_07,2015–2021,2016-07-01,2016-08-04,0.11546759708078014,0.1045986766725211,0.10858763527580506,0.11979908861571609,3.6394422711271552,2.8073613244780646,3.8620878538181223,3.16520269870652,0.033184784300884354,0.009212980126510822,0.1782116862715064,0.05059167642011585,0.28153751823097445,0.03428949887215649,0.06567086739945448,-0.006879961804975077,0.015200411943194991,-0.010868920408259042,0.0043314915349359495
dev_2016_07m,2015–2021,2016-07-15,2016-08-17,0.06911610452582795,0.06787122867501116,0.0748335208192179,0.08147621814789074,3.1557851399443893,2.8084909387981822,3.2313307345512294,2.9623103024469697,0.05369645055629884,0.050406144490575226,0.17945924798222557,0.06828129969196751,0.2500646547013355,0.18747517705619865,0.047449278701961715,0.005717416293389954,0.01360498947287958,-0.0012448758508167845,0.012360113622062796
dev_2016_08,2015–2021,2016-08-01,2016-09-01,0.016593232249459522,0.01803621504849029,0.024849693146003604,0.023283848553270703,2.9924965423981797,3.0759324187722514,3.066914294551781,2.6495561568653447,0.06025746871665457,0.13871862804366974,0.1326083900670487,0.07998345340273853,0.24795360728144292,0.17611521831154375,0.007293945700081907,0.008256460896544082,0.0052476335047804135,0.0014429827990307675,0.006690616303811181
dev_2016_08m,2015–2021,2016-08-15,2016-09-19,0.0045184097384032285,0.007310192789930614,0.013728021416893776,0.005600452966864067,3.7466079684133833,3.3610769675519583,3.5649338229630834,3.0708765679527747,0.037432894611421984,0.17972101573025367,0.09291330158748667,0.08538874093990352,0.25607794407154055,-0.007106045251419002,0.03416536556118466,0.009209611678490548,-0.0017097398230665473,0.0027917830515273856,0.0010820432284608383
dev_2016_09,2015–2021,2016-09-01,2016-10-11,-0.013738961815789819,-0.0107637376497004,-0.005432510649565292,0.0031954862749001833,3.758547787137515,3.297539314828982,3.4470924241880514,2.8641114374982624,0.00945456764914734,0.09686661407736746,0.10215982305759702,0.07253274603816645,0.229136270885856,-0.0491882582721449,0.052716592488739555,0.008306451166224527,0.013959223924600583,0.0029752241660894185,0.016934448090690002
dev_2016_09m,2015–2021,2016-09-19,2016-10-25,0.006273825440208158,-0.005170538419641213,0.0065028626768073305,-0.005030385017968486,3.1632761607736892,3.233438553085918,3.396051459279232,3.3229898873317505,-0.000842372376633825,0.09424831502626767,0.13781389476986936,0.06316485357824,0.19870600448801803,-0.07528536885136794,0.07231562890177506,0.0002290372365991722,0.00014015340167272683,-0.011444363859849371,-0.011304210458176644
dev_2016_10,2015–2021,2016-10-03,2016-11-04,-0.06226235483365772,-0.07124444653876172,-0.06019568954916499,-0.08240096474160252,3.367659758732913,3.4497277465277447,3.5066820957011435,3.803274202197917,0.03564987277199889,0.108533251425896,0.1975585348229696,0.0687757326872678,0.1820325332416539,0.006793690109092032,0.0007047646780633236,0.0020666652844927302,-0.011156518202840804,-0.008982091705104,-0.020138609907944804
dev_2016_10m,2015–2021,2016-10-17,2016-11-17,-0.01560748320835137,-0.030133039894481572,-0.000774724516816705,-0.04262204248991097,4.120208780812708,4.049332831017276,3.743265719053001,4.209080313605172,0.03776323212408443,0.0796770483031908,0.17331742622246765,0.07266784133361606,0.15964329879419734,0.23485416758162347,-0.017494752321760072,0.014832758691534664,-0.0124890025954294,-0.014525556686130203,-0.027014559281559603
dev_2016_11,2015–2021,2016-11-01,2016-12-02,-0.020124024740930224,-0.0350147303993914,-0.0026920575223023935,-0.04453056446139092,4.117176157517055,3.747428742007978,3.6530365011598467,3.744159586917272,0.023255836460184642,0.07120376742951273,0.0822413970634188,0.0668632332556443,0.15160888231175318,0.05161291902557874,-0.019283767979388848,0.01743196721862783,-0.009515834061999517,-0.014890705658461179,-0.024406539720460696
dev_2016_11m,2015–2021,2016-11-15,2016-12-16,0.04734170028784668,0.036119480400218285,0.05796851401767711,0.028582710100739872,3.5446149112023972,2.3918302100868942,3.5391790785567476,2.692663406166375,-0.018894311151601974,0.018879090583917683,0.20824501603601855,0.07311247203693981,0.2783548352158946,0.03973785833590793,0.031383803502490336,0.010626813729830431,-0.0075367702994784125,-0.011222219887628393,-0.018758990187106805
dev_2016_12,2015–2021,2016-12-01,2017-01-04,0.04720050464712111,0.031398359666065634,0.0468957062665909,0.031953234443493406,3.299999127739517,2.854738259221818,3.305823698292163,2.692740764496828,-0.0006969066447085788,0.05639999569885865,0.2058817177243615,0.0708480964718776,0.2712336532790499,0.004917950437110186,0.0020920715796847907,-0.00030479838053021346,0.0005548747774277718,-0.015802144981055477,-0.015247270203627705
dev_2016_12m,2015–2021,2016-12-15,2017-01-18,0.07157906725687124,0.06614902422053515,0.06383587783218414,0.06264741360649628,3.0814323282543485,2.8539404468896303,3.0834668557142733,2.7236729981083405,0.04428569248744393,0.06793282298310296,0.09488903512139535,0.06784870235554727,0.276094468062294,0.07280938467326126,-0.012995854556392397,-0.0077431894246871025,-0.0035016106140388636,-0.005430043036336096,-0.00893165365037496
dev_2017_01,2015–2021,2017-01-03,2017-02-13,0.10460922919431259,0.13720145456338062,0.10951510991957636,0.1278522007818259,3.1028847664341446,2.2624806931624093,3.1921895839152166,2.340713603752831,0.00842705237686717,0.0013947853245765824,0.10837808953307979,0.07471551236615738,0.2659332556769121,0.16387047598018445,0.040089495230969545,0.004905880725263767,-0.009349253781554712,0.03259222536906803,0.023242971587513317
dev_2017_01m,2015–2021,2017-01-16,2017-02-24,0.10940712385629792,0.14106022417857633,0.11531607532967691,0.13629090004782252,2.4906802496458194,2.2859745632587405,2.474703541904142,2.5123830266127496,-0.005479472957245157,-0.0006882732375445847,0.10276669522653142,0.07506111128648822,0.2699949620072269,0.12671330063323116,0.034976202187202904,0.005908951473378998,-0.004769324130753816,0.031653100322278416,0.0268837761915246
dev_2017_02,2015–2021,2017-02-02,2017-03-09,0.06032516925265119,0.07273188046304102,0.0536538549074268,0.060562350600975146,2.522505229112843,2.238240482643872,2.7471556702126776,2.304191843590594,0.035310732941245884,0.009641936533734347,0.09292755786871566,0.07767202235348677,0.2751035276687344,0.20039624153793822,0.009677426522366667,-0.006671314345224388,-0.012169529862065875,0.012406711210389831,0.000237181348323956
dev_2017_02m,2015–2021,2017-02-15,2017-03-22,0.08515323756312565,0.09635616360687549,0.06696596737704641,0.1167596974861147,3.0960371653635237,2.1064989712301956,3.1666601779665395,2.3461204774905653,0.03429062019374828,0.06972660973713087,0.08531569363629743,0.08413140795022662,0.10155767295980263,0.013919688204433012,0.017127896407574866,-0.01818727018607924,0.02040353387923921,0.011202926043749839,0.03160645992298905
dev_2017_03,2015–2021,2017-03-01,2017-04-05,0.08102736962869161,0.07429120515547516,0.08060607786910223,0.08991847269474862,3.670499247659412,2.64377068661896,3.3725139351855726,2.5438007674441314,0.04432625276682951,0.04650790398125215,0.07374301625953048,0.08660550389209823,0.10288048055102832,-0.05070248842535885,0.020505809551751297,-0.0004212917595893817,0.01562726753927346,-0.006736164473216455,0.008891103066057005
dev_2017_03m,2015–2021,2017-03-15,2017-04-19,0.03958037573620454,0.03678445394354646,0.04380636693588724,0.03592531602034965,2.8511604461494464,2.416665634073608,2.679537353322339,2.277994078647693,0.006176578809616031,0.04146097187064035,0.09045454662810394,0.07777999324751675,0.11752425851791268,-0.06168092160982808,-0.002739684222495841,0.004225991199682699,-0.0008591379231968066,-0.002795921792658085,-0.0036550597158548914
dev_2017_04,2015–2021,2017-04-05,2017-05-09,-0.04307046068051956,-0.049886089719271776,-0.042792867091776654,-0.04958793643984172,2.8697895191431426,2.506142327676823,2.8661081974357785,2.6586973708849637,0.022191380138452694,0.06926863905422481,0.09595742940670872,0.08627031636637025,0.09343474122854875,-0.05121408469515765,0.03052917358436421,0.0002775935887429082,0.00029815327943005787,-0.006815629038752213,-0.0065174757593221555
dev_2017_04m,2015–2021,2017-04-17,2017-05-19,-0.007576213109610208,-0.0027610176874062198,-0.014705060269073145,-0.0037312655800995076,3.315153961913852,2.9175604640336816,3.327846514208086,2.9972017751117184,0.00960884821274733,0.0399194553807515,0.10372999779226885,0.09543722147374258,0.09502646983306973,0.008094479031375279,0.031271180515719796,-0.007128847159462937,-0.0009702478926932878,0.004815195422203988,0.0038449475295107005
dev_2017_05,2015–2021,2017-05-02,2017-06-06,0.006719944308912318,0.012987743604923274,0.004458718288143038,0.022255840828123263,4.0670528204075325,3.446644682409244,4.060378997749585,3.460711833945048,0.007432473672402859,0.06136303234797189,0.0951378868558678,0.07523352759172747,0.10633949788133001,-0.04061847132651486,0.034882677290976986,-0.0022612260207692803,0.00926809722319999,0.006267799296010956,0.015535896519210945
dev_2017_05m,2015–2021,2017-05-15,2017-06-19,-0.023729037705496836,-0.01636594881191078,-0.023833486409391647,-0.008390540963800097,3.8652040567612924,3.868818204137748,3.846303298521779,4.024287396034982,0.025537654393972153,0.051661315531245394,0.09271282165474269,0.07464567723955658,0.10584403008331665,-0.038928938279633285,0.01892995821772616,-0.00010444870389481054,0.007975407848110683,0.007363088893586056,0.015338496741696739
dev_2017_06,2015–2021,2017-06-01,2017-07-04,-0.015578621604436127,0.005852642586320567,-0.023526953791599747,-0.002055156069876274,4.441831449131936,3.1705117934946587,4.201205039417081,3.467797797587914,0.02615689964342928,0.05736007758677827,0.07157247836185722,0.06781264009739375,0.10727266055102412,0.0702061719492354,0.03502593528730939,-0.00794833218716362,-0.00790779865619684,0.021431264190756694,0.013523465534559853
dev_2017_06m,2015–2021,2017-06-15,2017-07-18,0.05238401073638799,0.05675651800857451,0.04934645793454151,0.060133791330988506,4.5201700007568295,3.067604944612338,5.180037155708624,3.5995405146834,-0.005728230656181532,0.04408774122105067,0.07366576660558301,0.058395006029005166,0.10147660275053476,0.03366491365197932,0.07221864882179231,-0.003037552801846477,0.0033772733224139984,0.004372507272186521,0.007749780594600519
dev_2017_07,2015–2021,2017-07-03,2017-08-03,0.03629790148135892,0.02508997264543189,0.036285070956908916,0.0351005136732605,3.6162710033271774,3.241072047319569,4.179877706442113,3.6898208727604116,0.03076925033178088,0.07972030223880897,0.1198247039214728,0.06335157447419991,0.1132107097145079,0.17221365871674277,0.03118544075584608,-1.2830524450002656e-05,0.010010541027828612,-0.011207928835927028,-0.0011973878080984157
dev_2017_07m,2015–2021,2017-07-17,2017-08-17,0.012934268533137505,0.00699739318199355,0.007437022233753199,-0.0013983810424640364,2.8897832223071367,2.334512135551636,3.1299248198663236,3.2289815330940757,0.05598463673574245,0.10337585641742682,0.12206755520657102,0.059902110857061236,0.10261029803496237,0.17449531649860617,0.003687750486349706,-0.005497246299384306,-0.008395774224457586,-0.005936875351143955,-0.014332649575601542
dev_2017_08,2015–2021,2017-08-01,2017-09-01,0.045782817332858494,0.05673865237195175,0.05008386379562002,0.03533508483692094,2.9147461647648587,2.482763974814769,2.936074605981346,2.7747191158449986,0.019888148994067354,0.07347594421710434,0.10102518412102801,0.0738929975576367,0.09089447225685579,0.06568257719118054,0.020282748086391068,0.004301046462761526,-0.02140356753503081,0.010955835039093254,-0.010447732495937556
dev_2017_08m,2015–2021,2017-08-15,2017-09-15,0.05521407578898185,0.07404899546916988,0.05313253731464207,0.0699563874980158,2.4137278427423015,2.0817719793931166,2.5033010476518256,2.157625692701041,-0.009186859363807516,0.0620487571348995,0.09350791011565915,0.06955866099263115,0.1186622024552772,-0.04629836620000172,0.019814222589735066,-0.0020815384743397836,-0.004092607971154072,0.018834919680188023,0.01474231170903395
dev_2017_09,2015–2021,2017-09-01,2017-10-05,0.015136172296833728,0.0078847645919633,0.009079604783325257,0.020727350287337964,3.3991728358864473,2.7138409224360904,3.285687388965628,2.607554730837969,0.009124087929981697,0.06918549017162759,0.09181335406966484,0.08977261763469797,0.12979007615307647,-0.09973194930622409,-0.013260982695483434,-0.006056567513508471,0.012842585695374664,-0.007251407704870427,0.005591177990504237
dev_2017_09m,2015–2021,2017-09-15,2017-10-23,0.0962671723048949,0.08791237474608127,0.08970600973159937,0.11842253992846885,2.475361242376937,2.632427209944079,2.471209161339173,2.193281559733212,0.008573140663326834,0.041487188318270495,0.07333901928407367,0.07569341682034048,0.14235840699680619,0.057455770942635764,0.02610809430135659,-0.006561162573295531,0.030510165182387583,-0.008354797558813631,0.02215536762357395
dev_2017_10,2015–2021,2017-10-02,2017-11-07,0.08711953096892522,0.08099283969824467,0.09063297145681348,0.08508501369425536,2.6177746645695534,2.2181247562267985,2.325003184377671,2.237509486348035,-0.0283132346279646,0.017435663553761523,0.09210769021577431,0.08743485978846083,0.14854234011332781,0.11564559159342802,0.057656558436478274,0.003513440487888264,0.004092173996010695,-0.006126691270680551,-0.002034517274669856
