date,symbol,issue
2014-01-02,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:4966.TWO;ACTIVE_CAP:5289.TWO
2014-02-05,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:6223.TWO
