episode_id,total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,final_nav,sessions,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,max_daily_volume_participation,trades,simulated_warning_days,disqualified,complete_period,rejected_trade_count,measured_hard_breach_days,raw_rule_breach_days,cash_breach_days,holding_count_breach_days,active_cap_breach_days,overdue_passive_cap_days,stale_held_price_days,execution_price_bound_breaches,unfilled_orders,no_valid_plan_days,hold_without_envelope_days,official_compliance,independent_audit,episode_return,episode_max_drawdown,episode_turnover,measured_pass,active_share_status,ready_status,forensic_partial_return,source_accuracy_verified,universe_point_in_time
monthly_2010-01-04,-0.10762196510256439,0.1231672956173906,0.214761131371944,-5.4498751753617265,-0.10762196510256439,0.1231672956173906,0.214761131371944,-5.4498751753617265,892378034.8974357,24,8628337.904665988,4811780.168983445,3816557.7356825424,3.5048542084775343,46.62906298919907,150,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,-0.10762196510256439,0.1231672956173906,3.3766878378831184,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2010-11-01,0.02337298418178202,0.04179687751930161,0.12397571779934984,2.016976189269504,0.02337298418178202,0.04179687751930161,0.12397571779934984,2.016976189269504,1023372984.1817821,24,9029511.94558274,5076275.846327018,3953236.099255721,3.61417107822643,441.86046511627904,172,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.02337298418178202,0.04179687751930161,3.562298839527732,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2011-08-01,-0.08101897388837054,0.13172453080859348,0.29962276097377843,-2.8100771499999766,-0.08101897388837054,0.12369334243102237,0.2980835268455072,-2.826227559779797,918981026.1116295,24,8113609.469007872,4549871.694501747,3563737.774506125,3.400647717149275,327.11579916669547,168,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,-0.08101897388837054,0.12369334243102237,3.192892417194209,False,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2012-06-01,0.022198314580177403,0.042889717782638614,0.17989176474711024,1.368269621150131,0.022198314580177403,0.042889717782638614,0.17757226418861144,1.3839251700184514,1022198314.5801774,24,8132409.641090058,4557874.654276447,3574534.9868136104,3.2223702008520445,16.542483660130724,167,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.022198314580177403,0.042889717782638614,3.1985085293168054,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2013-04-01,0.04510401470928005,0.02588088722711679,0.11180264817306997,4.200588612580865,0.04510401470928005,0.02588088722711679,0.11180264817306997,4.200588612580865,1045104014.70928,24,7770287.796827808,4436704.675391334,3333583.1214364734,3.101112036555127,11.880438895194855,141,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.04510401470928005,0.02588088722711679,3.113476965186902,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2014-01-02,0.04425618507197693,0.03120964101175494,0.1058453502392788,4.350498233136877,0.04425618507197693,0.03120964101175494,0.1058453502392788,4.350498233136877,1044256185.0719769,24,8780823.22642322,4852117.239587687,3928705.986835534,3.353399494333359,,147,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.04425618507197693,0.03120964101175494,3.404994554096623,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2014-11-03,0.036211252430500496,0.036753614056038386,0.14589277107491533,2.631773064779793,0.036211252430500496,0.036753614056038386,0.14589277107491533,2.631773064779793,1036211252.4305004,24,7571400.978403321,4342880.273838496,3228520.7045648242,3.0439687846315886,3.9034812037208955,139,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.036211252430500496,0.036753614056038386,3.0476352798866655,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2015-08-03,-0.038630066335117785,0.13624895250403268,0.266786265617804,-1.4204286031695281,-0.038630066335117785,0.13092349140160675,0.2567766435020683,-1.485443725189221,961369933.6648822,24,8038543.250507558,4540169.490832924,3498373.7596746334,3.3085251902484325,,148,2,False,True,0,2,2,2,2,0,0,0,0,0,2,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,-0.038630066335117785,0.13092349140160675,3.1860838532160862,False,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2016-06-01,0.00752069276998224,0.040720832721823585,0.16192508392078012,0.5641536362660408,0.00752069276998224,0.03890444850726049,0.16462744085831205,0.5574467549149348,1007520692.7699822,24,8215162.062917553,4661287.333579531,3553874.729338022,3.263444658781515,,145,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.00752069276998224,0.03890444850726049,3.271078830582127,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2017-04-05,-0.019862349492834608,0.04209425625582919,0.15356243666183958,-1.2973132251090012,-0.019862349492834608,0.04209425625582919,0.15356243666183958,-1.2973132251090012,980137650.5071654,24,8196429.471902266,4588789.670056913,3607639.801845353,3.2418608564872753,28.477360758648324,147,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,-0.019862349492834608,0.04209425625582919,3.2202032772329208,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
