date,symbol,issue
2010-01-04,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3324.TWO;ACTIVE_CAP:6223.TWO
2010-01-05,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2408.TW
