date,signal_date,symbol,trade_symbol,shares,price,notional,fee,tax,slippage_cost,volume_participation,execution_volume
2013-10-21,2013-10-18,1519.TW,1519.TW,2803000,15.73729941695475,44111650.26572417,62859.10162865694,0.0,0.0,2.8925236055931065,969050.0
2013-10-21,2013-10-18,1590.TW,1590.TW,196000,223.16104640889304,43739565.09614304,62328.88026200383,0.0,0.0,0.3148543798493197,622510.0
2013-10-21,2013-10-18,1802.TW,1802.TW,1485000,30.809966813712904,45752800.718363665,65197.741023668226,0.0,0.0,0.5303092256306841,2800253.0
2013-10-21,2013-10-18,2207.TW,2207.TW,124000,353.3995712568259,43821546.83584641,62445.704241081134,0.0,0.0,0.22451078375990383,552312.0
2013-10-21,2013-10-18,2330.TW,2330.TW,407000,110.44051969104024,44949291.51425338,64052.74040781106,0.0,0.0,0.009848205995626526,41327324.0
2013-10-21,2013-10-18,2368.TW,2368.TW,6036000,7.308856168093405,44116255.830611795,62865.66455862181,0.0,0.0,2.4181374732786995,2496136.0
2013-10-21,2013-10-18,2376.TW,2376.TW,1456000,30.800250483278482,44845164.70365347,63904.3597027062,0.0,0.0,1.2205610892501764,1192894.0
2013-10-21,2013-10-18,2382.TW,2382.TW,647000,69.17530337396568,44756421.282955796,63777.90032821201,0.0,0.0,0.09035824460325957,7160387.0
2013-10-21,2013-10-18,2454.TW,2454.TW,113000,391.65407818001336,44256910.83434151,63066.097938936655,0.0,0.0,0.023151396818014654,4880915.0
2013-10-21,2013-10-18,2812.TW,2812.TW,4077000,10.988944001443011,44801924.69388316,63842.7426887835,0.0,0.0,0.44407856040557653,9180808.0
2013-10-21,2013-10-18,2882.TW,2882.TW,977000,46.101687189011784,45041348.38366451,64183.92144672193,0.0,0.0,0.08671413429738387,11266906.0
2013-10-21,2013-10-18,3036.TW,3036.TW,1281000,35.44086760704127,45399751.404619865,64694.64575158331,0.0,0.0,0.5556023015207282,2305606.0
2013-10-21,2013-10-18,3131.TWO,3131.TWO,186000,238.91763101737098,44438679.369231,63325.11810115418,0.0,0.0,0.4714040236614407,394566.0
2013-10-21,2013-10-18,3680.TWO,3680.TWO,860000,51.83388152446037,44577138.11103591,63522.42180822618,0.0,0.0,1.3566744438817926,633903.0
2013-10-21,2013-10-18,3702.TW,3702.TW,1259000,36.03868526389752,45372704.74724698,64656.10426482695,0.0,0.0,0.1128069689081056,11160658.0
2013-10-21,2013-10-18,5483.TWO,5483.TWO,1091000,40.46657829119047,44149036.915688805,62912.37760485655,0.0,0.0,0.1929896808010823,5653152.0
2013-10-21,2013-10-18,5903.TWO,5903.TWO,282000,156.9527600706492,44260678.33992307,63071.466634390374,0.0,0.0,2.528308991635063,111537.0
2013-10-21,2013-10-18,6139.TW,6139.TW,1446000,32.06277983872806,46362779.64680078,66066.96099669111,0.0,0.0,0.7666487640572155,1886131.0
2013-10-21,2013-10-18,6187.TWO,6187.TWO,1500000,30.325199821634918,45487799.73245238,64820.11461874464,0.0,0.0,0.8990175536174069,1668488.0
2013-10-21,2013-10-18,8046.TW,8046.TW,1150000,40.29750039863986,46342125.45843584,66037.52877827108,0.0,0.0,0.14884280543061387,7726272.0
2013-10-22,2013-10-21,2360.TW,2360.TW,12000,68.95144911310635,827417.3893572761,1179.0697798341184,0.0,0.0,0.006961033295782426,1723882.0
2013-10-24,2013-10-23,5483.TWO,5483.TWO,-1091000,40.51678579537217,44203813.30275104,62990.43395642024,132611.43990825312,0.0,0.29843723927773264,3655710.0
2013-10-25,2013-10-24,2404.TW,2404.TW,412000,32.14997828632952,13245791.053967763,18875.25225190406,0.0,0.0,0.4374587891522962,941803.0
2013-10-25,2013-10-24,3665.TW,3665.TW,95000,140.18137464029553,13317230.590828076,18977.05359193001,0.0,0.0,0.024356326389131027,3900424.0
2013-10-25,2013-10-24,4966.TWO,4966.TWO,58000,224.29221684573116,13008948.577052407,18537.75172229968,0.0,0.0,0.03805462150414172,1524125.0
2013-10-28,2013-10-25,1590.TW,1590.TW,-196000,208.26976940863477,40820874.804092415,58169.74659583169,122462.62441227725,0.0,0.17018453734552064,1151691.0
2013-10-28,2013-10-25,2207.TW,2207.TW,-124000,349.3719470516321,43322121.434402384,61734.0230440234,129966.36430320716,0.0,0.2421657429215344,512046.0
2013-10-28,2013-10-25,2360.TW,2360.TW,-12000,64.98377114825203,779805.2537790244,1111.2224866351098,2339.415761337073,0.0,0.009470249998816219,1267126.0
2013-10-29,2013-10-28,2404.TW,2404.TW,932000,32.19876382563435,30009247.885491215,42763.178236824984,0.0,0.0,1.2127521145087834,768500.0
2013-10-29,2013-10-28,3131.TWO,3131.TWO,6000,235.111694658739,1410670.167952434,2010.2049893322185,0.0,0.0,0.007624382266195141,786949.0
2013-10-29,2013-10-28,3665.TW,3665.TW,229000,135.1488617404876,30949089.33857166,44102.45230746462,0.0,0.0,0.12324417415639632,1858100.0
2013-10-29,2013-10-28,4966.TWO,4966.TWO,132000,224.50960115796548,29635267.352851443,42230.25597781331,0.0,0.0,0.1009320154058958,1307811.0
2013-10-30,2013-10-29,2308.TW,2308.TW,5000,152.299313452912,761496.56726456,1085.132608351998,0.0,0.0,0.00070824780060728,7059676.0
2013-10-30,2013-10-29,2313.TW,2313.TW,58000,15.088098126220679,875109.6913207994,1247.0313101321392,0.0,0.0,0.0025703176877209365,22565304.0
2013-10-31,2013-10-30,6139.TW,6139.TW,-1446000,30.81784679272391,44562606.462278776,63501.71420874726,133687.81938683632,0.0,7.11470618625179,203241.0
2013-11-01,2013-10-31,2308.TW,2308.TW,55000,150.67796569496718,8287288.113223195,11809.385561343053,0.0,0.0,0.019409287167461566,2833695.0
