strategy,stage,episode,date,best_iteration,validation_pearson,train_pearson,n_train_rows,n_validation_rows,refit_rows,train_start,validation_end
lgbm_control,full,dev_2020_11m,2020-11-16,4,-0.014955,0.426046,38898,12055,,2019-01-02,2020-10-30
lgbm_control,full,dev_2020_11m,2020-11-23,101,-0.027197,0.475919,39442,12197,,2019-01-02,2020-11-06
lgbm_control,full,dev_2020_11m,2020-11-30,134,-0.003906,0.48066,39986,12342,,2019-01-02,2020-11-13
lgbm_control,full,dev_2020_11m,2020-12-07,58,-0.000822,0.452629,40530,12485,,2019-01-02,2020-11-20
lgbm_control,full,dev_2020_11m,2020-12-14,2,0.01461,0.433228,41074,12630,,2019-01-02,2020-11-27
lgbm_control,full,dev_2020_12,2020-12-01,134,-0.002386,0.48066,39986,12479,,2019-01-02,2020-11-16
lgbm_control,full,dev_2020_12,2020-12-08,58,0.00017,0.452629,40530,12622,,2019-01-02,2020-11-23
lgbm_control,full,dev_2020_12,2020-12-15,2,0.014055,0.433228,41074,12768,,2019-01-02,2020-11-30
lgbm_control,full,dev_2020_12,2020-12-22,199,0.009134,0.491209,41618,12911,,2019-01-02,2020-12-07
lgbm_control,full,dev_2020_12,2020-12-29,151,0.018932,0.475514,42162,13051,,2019-01-02,2020-12-14
lgbm_control,full,dev_2020_12m,2020-12-15,2,0.014055,0.433228,41074,12768,,2019-01-02,2020-11-30
lgbm_control,full,dev_2020_12m,2020-12-22,199,0.009134,0.491209,41618,12911,,2019-01-02,2020-12-07
lgbm_control,full,dev_2020_12m,2020-12-29,151,0.018932,0.475514,42162,13051,,2019-01-02,2020-12-14
lgbm_control,full,dev_2020_12m,2021-01-06,115,0.04163,0.464742,42706,13188,,2019-01-02,2020-12-21
lgbm_control,full,dev_2020_12m,2021-01-13,166,0.071217,0.473478,43253,13324,,2019-01-02,2020-12-28
lgbm_control,full,dev_2021_01,2021-01-04,203,0.033807,0.487537,42570,13050,,2019-01-02,2020-12-17
lgbm_control,full,dev_2021_01,2021-01-11,94,0.069695,0.453479,43116,13188,,2019-01-02,2020-12-24
lgbm_control,full,dev_2021_01,2021-01-18,215,0.087282,0.478403,43664,13325,,2019-01-02,2020-12-31
lgbm_control,full,dev_2021_01,2021-01-25,324,0.091718,0.50228,44213,13462,,2019-01-02,2021-01-08
lgbm_control,full,dev_2021_01,2021-02-01,131,0.104602,0.454643,44764,13604,,2019-01-02,2021-01-15
lgbm_control,full,dev_2021_01m,2021-01-15,171,0.082004,0.468126,43527,13324,,2019-01-02,2020-12-30
lgbm_control,full,dev_2021_01m,2021-01-22,193,0.084014,0.471752,44076,13462,,2019-01-02,2021-01-07
lgbm_control,full,dev_2021_01m,2021-01-29,124,0.09687,0.45364,44626,13603,,2019-01-02,2021-01-14
lgbm_control,full,dev_2021_01m,2021-02-05,117,0.106231,0.447919,45177,13748,,2019-01-02,2021-01-21
lgbm_control,full,dev_2021_01m,2021-02-23,35,0.099529,0.409006,45727,13893,,2019-01-02,2021-01-28
lgbm_control,full,dev_2021_02,2021-02-01,131,0.104602,0.454643,44764,13604,,2019-01-02,2021-01-15
lgbm_control,full,dev_2021_02,2021-02-17,53,0.100311,0.420133,45315,13750,,2019-01-02,2021-01-22
lgbm_control,full,dev_2021_02,2021-02-24,314,0.105925,0.490949,45864,13893,,2019-01-02,2021-01-29
lgbm_control,full,dev_2021_02,2021-03-04,164,0.123337,0.45435,46413,14035,,2019-01-02,2021-02-05
lgbm_control,full,dev_2021_02,2021-03-11,317,0.105354,0.483429,46962,14179,,2019-01-02,2021-02-23
lgbm_control,full,dev_2021_02m,2021-02-17,53,0.100311,0.420133,45315,13750,,2019-01-02,2021-01-22
lgbm_control,full,dev_2021_02m,2021-02-24,314,0.105925,0.490949,45864,13893,,2019-01-02,2021-01-29
lgbm_control,full,dev_2021_02m,2021-03-04,164,0.123337,0.45435,46413,14035,,2019-01-02,2021-02-05
lgbm_control,full,dev_2021_02m,2021-03-11,317,0.105354,0.483429,46962,14179,,2019-01-02,2021-02-23
lgbm_control,full,dev_2021_02m,2021-03-18,1,0.082717,0.372098,47513,14323,,2019-01-02,2021-03-03
lgbm_control,full,dev_2021_03,2021-03-02,28,0.119606,0.406893,46138,14032,,2019-01-02,2021-02-03
lgbm_control,full,dev_2021_03,2021-03-09,320,0.11121,0.485085,46687,14178,,2019-01-02,2021-02-19
lgbm_control,full,dev_2021_03,2021-03-16,370,0.092075,0.491921,47238,14320,,2019-01-02,2021-02-26
lgbm_control,full,dev_2021_03,2021-03-23,363,0.084371,0.488426,47787,14464,,2019-01-02,2021-03-08
lgbm_control,full,dev_2021_03,2021-03-30,336,0.073535,0.479761,48337,14607,,2019-01-02,2021-03-15
lgbm_control,full,dev_2021_03m,2021-03-15,376,0.102653,0.492799,47100,14319,,2019-01-02,2021-02-25
lgbm_control,full,dev_2021_03m,2021-03-22,308,0.082511,0.47801,47650,14462,,2019-01-02,2021-03-05
lgbm_control,full,dev_2021_03m,2021-03-29,337,0.070746,0.479735,48199,14605,,2019-01-02,2021-03-12
lgbm_control,full,dev_2021_03m,2021-04-08,356,0.076049,0.482864,48751,14754,,2019-01-02,2021-03-19
lgbm_control,full,dev_2021_03m,2021-04-15,354,0.088536,0.479109,49301,14904,,2019-01-02,2021-03-26
lgbm_control,full,dev_2021_04,2021-04-01,348,0.065718,0.480512,48613,14612,,2019-01-02,2021-03-17
lgbm_control,full,dev_2021_04,2021-04-13,325,0.082602,0.47529,49163,14761,,2019-01-02,2021-03-24
lgbm_control,full,dev_2021_04,2021-04-20,360,0.096748,0.477191,49713,14915,,2019-01-02,2021-03-31
lgbm_control,full,dev_2021_04,2021-04-27,400,0.110502,0.483322,50261,15065,,2019-01-02,2021-04-12
lgbm_control,full,dev_2021_04,2021-05-05,436,0.107445,0.487194,50808,15216,,2019-01-02,2021-04-19
lgbm_control,full,dev_2021_04m,2021-04-15,354,0.088536,0.479109,49301,14904,,2019-01-02,2021-03-26
lgbm_control,full,dev_2021_04m,2021-04-22,385,0.104141,0.482212,49850,15057,,2019-01-02,2021-04-07
lgbm_control,full,dev_2021_04m,2021-04-29,393,0.113014,0.480454,50398,15207,,2019-01-02,2021-04-14
lgbm_control,full,dev_2021_04m,2021-05-07,294,0.093711,0.459777,50944,15359,,2019-01-02,2021-04-21
lgbm_control,full,dev_2021_04m,2021-05-14,258,0.063527,0.448544,51489,15510,,2019-01-02,2021-04-28
lgbm_control,full,dev_2021_05,2021-05-03,440,0.112358,0.48856,50535,15210,,2019-01-02,2021-04-15
lgbm_control,full,dev_2021_05,2021-05-10,300,0.088465,0.45984,51080,15361,,2019-01-02,2021-04-22
lgbm_control,full,dev_2021_05,2021-05-17,283,0.063928,0.454131,51627,15512,,2019-01-02,2021-04-29
lgbm_control,full,dev_2021_05,2021-05-24,318,0.046483,0.460191,52176,15660,,2019-01-02,2021-05-07
lgbm_control,full,dev_2021_05,2021-05-31,6,0.066333,0.364813,52725,15809,,2019-01-02,2021-05-14
lgbm_control,full,dev_2021_05m,2021-05-17,283,0.063928,0.454131,51627,15512,,2019-01-02,2021-04-29
lgbm_control,full,dev_2021_05m,2021-05-24,318,0.046483,0.460191,52176,15660,,2019-01-02,2021-05-07
lgbm_control,full,dev_2021_05m,2021-05-31,6,0.066333,0.364813,52725,15809,,2019-01-02,2021-05-14
lgbm_control,full,dev_2021_05m,2021-06-07,3,0.155199,0.360384,53274,15956,,2019-01-02,2021-05-21
lgbm_control,full,dev_2021_05m,2021-06-15,6,0.170646,0.355453,53825,16094,,2019-01-02,2021-05-28
lgbm_control,full,dev_2021_06,2021-06-01,251,0.100282,0.443225,52862,15812,,2019-01-02,2021-05-17
lgbm_control,full,dev_2021_06,2021-06-08,15,0.157922,0.364672,53412,15956,,2019-01-02,2021-05-24
lgbm_control,full,dev_2021_06,2021-06-16,309,0.1618,0.453347,53963,16094,,2019-01-02,2021-05-31
lgbm_control,full,dev_2021_06,2021-06-23,41,0.16314,0.376479,54512,16234,,2019-01-02,2021-06-07
lgbm_control,full,dev_2021_06,2021-06-30,11,0.15407,0.353772,55064,16380,,2019-01-02,2021-06-15
lgbm_control,full,dev_2021_06m,2021-06-15,6,0.170646,0.355453,53825,16094,,2019-01-02,2021-05-28
lgbm_control,full,dev_2021_06m,2021-06-22,188,0.152992,0.426696,54375,16234,,2019-01-02,2021-06-04
lgbm_control,full,dev_2021_06m,2021-06-29,94,0.155696,0.397455,54926,16379,,2019-01-02,2021-06-11
lgbm_control,full,dev_2021_06m,2021-07-06,6,0.146292,0.366105,55477,16525,,2019-01-02,2021-06-21
lgbm_control,full,dev_2021_06m,2021-07-13,238,0.141859,0.431139,56028,16667,,2019-01-02,2021-06-28
lgbm_control,full,dev_2021_07,2021-07-01,241,0.16449,0.436292,55202,16382,,2019-01-02,2021-06-16
lgbm_control,full,dev_2021_07,2021-07-08,276,0.148131,0.442003,55752,16527,,2019-01-02,2021-06-23
lgbm_control,full,dev_2021_07,2021-07-15,388,0.130515,0.461994,56303,16668,,2019-01-02,2021-06-30
lgbm_control,full,dev_2021_07,2021-07-22,316,0.12139,0.450662,56852,16815,,2019-01-02,2021-07-07
lgbm_control,full,dev_2021_07,2021-07-29,431,0.087129,0.472883,57402,16963,,2019-01-02,2021-07-14
lgbm_control,full,dev_2021_07m,2021-07-15,388,0.130515,0.461994,56303,16668,,2019-01-02,2021-06-30
lgbm_control,full,dev_2021_07m,2021-07-22,316,0.12139,0.450662,56852,16815,,2019-01-02,2021-07-07
lgbm_control,full,dev_2021_07m,2021-07-29,431,0.087129,0.472883,57402,16963,,2019-01-02,2021-07-14
lgbm_control,full,dev_2021_07m,2021-08-05,325,0.084922,0.451859,57950,17111,,2019-01-02,2021-07-21
lgbm_control,full,dev_2021_07m,2021-08-12,225,0.099295,0.426247,58502,17256,,2019-01-02,2021-07-28
lgbm_control,full,dev_2021_08,2021-08-02,341,0.088617,0.457184,57539,17106,,2019-01-02,2021-07-16
lgbm_control,full,dev_2021_08,2021-08-09,244,0.098644,0.433251,58088,17251,,2019-01-02,2021-07-23
lgbm_control,full,dev_2021_08,2021-08-16,233,0.097906,0.427253,58640,17397,,2019-01-02,2021-07-30
lgbm_control,full,dev_2021_08,2021-08-23,229,0.090054,0.425018,59190,17541,,2019-01-02,2021-08-06
lgbm_control,full,dev_2021_08,2021-08-30,257,0.086033,0.428232,59742,17686,,2019-01-02,2021-08-13
lgbm_control,full,dev_2021_08m,2021-08-16,233,0.097906,0.427253,58640,17397,,2019-01-02,2021-07-30
lgbm_control,full,dev_2021_08m,2021-08-23,229,0.090054,0.425018,59190,17541,,2019-01-02,2021-08-06
lgbm_control,full,dev_2021_08m,2021-08-30,257,0.086033,0.428232,59742,17686,,2019-01-02,2021-08-13
lgbm_control,full,dev_2021_08m,2021-09-06,8,0.072646,0.341502,60298,17724,,2019-01-02,2021-08-20
lgbm_control,full,dev_2021_08m,2021-09-13,318,0.072862,0.438297,60854,17863,,2019-01-02,2021-08-27
lgbm_control,full,dev_2021_09,2021-09-01,281,0.074054,0.432847,60020,17583,,2019-01-02,2021-08-17
lgbm_control,full,dev_2021_09,2021-09-08,1,0.086261,0.336717,60576,17724,,2019-01-02,2021-08-24
lgbm_control,full,dev_2021_09,2021-09-15,216,0.069327,0.415089,61131,17864,,2019-01-02,2021-08-31
lgbm_control,full,dev_2021_09,2021-09-24,112,0.073763,0.388259,61683,18002,,2019-01-02,2021-09-07
lgbm_control,full,dev_2021_09,2021-10-01,2,0.078288,0.331491,62239,18142,,2019-01-02,2021-09-14
lgbm_control,full,dev_2021_09m,2021-09-15,216,0.069327,0.415089,61131,17864,,2019-01-02,2021-08-31
lgbm_control,full,dev_2021_09m,2021-09-24,112,0.073763,0.388259,61683,18002,,2019-01-02,2021-09-07
lgbm_control,full,dev_2021_09m,2021-10-01,2,0.078288,0.331491,62239,18142,,2019-01-02,2021-09-14
lgbm_control,full,dev_2021_09m,2021-10-08,53,0.06563,0.369059,62794,18281,,2019-01-02,2021-09-23
lgbm_control,full,dev_2021_09m,2021-10-18,89,0.066588,0.376526,63350,18419,,2019-01-02,2021-09-30
lgbm_control,full,dev_2021_10,2021-10-01,2,0.078288,0.331491,62239,18142,,2019-01-02,2021-09-14
lgbm_control,full,dev_2021_10,2021-10-08,53,0.06563,0.369059,62794,18281,,2019-01-02,2021-09-23
lgbm_control,full,dev_2021_10,2021-10-18,89,0.066588,0.376526,63350,18419,,2019-01-02,2021-09-30
lgbm_control,full,dev_2021_10,2021-10-25,70,0.06093,0.36523,63904,18559,,2019-01-02,2021-10-07
lgbm_control,full,dev_2021_10,2021-11-01,187,0.066552,0.39915,64459,18698,,2019-01-02,2021-10-15
lgbm_control,full,dev_2021_10m,2021-10-15,92,0.065402,0.378801,63211,18420,,2019-01-02,2021-09-29
lgbm_control,full,dev_2021_10m,2021-10-22,176,0.057273,0.397217,63766,18558,,2019-01-02,2021-10-06
lgbm_control,full,dev_2021_10m,2021-10-29,204,0.064534,0.402921,64320,18698,,2019-01-02,2021-10-14
lgbm_control,full,dev_2021_10m,2021-11-05,142,0.06165,0.385513,64878,18837,,2019-01-02,2021-10-21
lgbm_control,full,dev_2021_10m,2021-11-12,247,0.05528,0.410238,65436,18973,,2019-01-02,2021-10-28
lgbm_control,full,dev_2021_11,2021-11-01,187,0.066552,0.39915,64459,18698,,2019-01-02,2021-10-15
lgbm_control,full,dev_2021_11,2021-11-08,117,0.06125,0.378244,65017,18836,,2019-01-02,2021-10-22
lgbm_control,full,dev_2021_11,2021-11-15,211,0.054506,0.402615,65576,18972,,2019-01-02,2021-10-29
lgbm_control,full,dev_2021_11,2021-11-22,104,0.038888,0.375342,66134,19112,,2019-01-02,2021-11-05
lgbm_control,full,dev_2021_11,2021-11-29,10,0.075116,0.332138,66692,19252,,2019-01-02,2021-11-12
lgbm_control,full,dev_2021_11m,2021-11-15,211,0.054506,0.402615,65576,18972,,2019-01-02,2021-10-29
lgbm_control,full,dev_2021_11m,2021-11-22,104,0.038888,0.375342,66134,19112,,2019-01-02,2021-11-05
lgbm_control,full,dev_2021_11m,2021-11-29,10,0.075116,0.332138,66692,19252,,2019-01-02,2021-11-12
lgbm_control,full,dev_2021_11m,2021-12-06,87,0.095654,0.370016,67252,19392,,2019-01-02,2021-11-19
lgbm_control,full,dev_2021_11m,2021-12-13,107,0.127101,0.376769,67812,19527,,2019-01-02,2021-11-26
lgbm_relaxed_volatility,full,dev_2020_01,2020-01-02,136,0.007156,0.515905,15808,6327,,2019-01-02,2019-12-17
lgbm_relaxed_volatility,full,dev_2020_01,2020-01-09,2,0.025498,0.364253,16357,6468,,2019-01-02,2019-12-24
lgbm_relaxed_volatility,full,dev_2020_01,2020-01-16,1,0.012279,0.363613,16908,6608,,2019-01-02,2019-12-31
lgbm_relaxed_volatility,full,dev_2020_01,2020-02-03,118,-0.003121,0.485442,17457,6750,,2019-01-02,2020-01-08
lgbm_relaxed_volatility,full,dev_2020_01,2020-02-10,1,0.026163,0.34046,18005,6887,,2019-01-02,2020-01-15
lgbm_relaxed_volatility,full,dev_2020_01m,2020-01-15,154,0.011502,0.500677,16770,6608,,2019-01-02,2019-12-30
lgbm_relaxed_volatility,full,dev_2020_01m,2020-01-31,1,0.043991,0.360952,17319,6749,,2019-01-02,2020-01-07
lgbm_relaxed_volatility,full,dev_2020_01m,2020-02-07,2,0.013943,0.347048,17868,6887,,2019-01-02,2020-01-14
lgbm_relaxed_volatility,full,dev_2020_01m,2020-02-14,2,0.006745,0.362397,18418,7025,,2019-01-02,2020-01-30
lgbm_relaxed_volatility,full,dev_2020_01m,2020-02-21,53,0.015543,0.436752,18966,7167,,2019-01-02,2020-02-06
lgbm_relaxed_volatility,full,dev_2020_02,2020-02-03,118,-0.003121,0.485442,17457,6750,,2019-01-02,2020-01-08
lgbm_relaxed_volatility,full,dev_2020_02,2020-02-10,1,0.026163,0.34046,18005,6887,,2019-01-02,2020-01-15
lgbm_relaxed_volatility,full,dev_2020_02,2020-02-17,101,0.019085,0.488886,18555,7025,,2019-01-02,2020-01-31
lgbm_relaxed_volatility,full,dev_2020_02,2020-02-24,65,0.028221,0.468817,19104,7154,,2019-01-02,2020-02-07
lgbm_relaxed_volatility,full,dev_2020_02,2020-03-03,74,0.015312,0.449144,19655,7291,,2019-01-02,2020-02-14
lgbm_relaxed_volatility,full,dev_2020_02m,2020-02-17,101,0.019085,0.488886,18555,7025,,2019-01-02,2020-01-31
lgbm_relaxed_volatility,full,dev_2020_02m,2020-02-24,65,0.028221,0.468817,19104,7154,,2019-01-02,2020-02-07
lgbm_relaxed_volatility,full,dev_2020_02m,2020-03-03,74,0.015312,0.449144,19655,7291,,2019-01-02,2020-02-14
lgbm_relaxed_volatility,full,dev_2020_02m,2020-03-10,3,0.031359,0.348868,20204,7429,,2019-01-02,2020-02-21
lgbm_relaxed_volatility,full,dev_2020_02m,2020-03-17,1,-0.016173,0.32577,20754,7569,,2019-01-02,2020-03-02
lgbm_relaxed_volatility,full,dev_2020_03,2020-03-02,91,0.012443,0.460768,19517,7291,,2019-01-02,2020-02-13
lgbm_relaxed_volatility,full,dev_2020_03,2020-03-09,76,0.013604,0.447849,20067,7430,,2019-01-02,2020-02-20
lgbm_relaxed_volatility,full,dev_2020_03,2020-03-16,1,-0.009333,0.3298,20616,7568,,2019-01-02,2020-02-27
lgbm_relaxed_volatility,full,dev_2020_03,2020-03-23,15,-0.115102,0.347522,21166,7709,,2019-01-02,2020-03-06
lgbm_relaxed_volatility,full,dev_2020_03,2020-03-30,1,-0.122576,0.319714,21717,7776,,2019-01-02,2020-03-13
lgbm_relaxed_volatility,full,dev_2020_03m,2020-03-16,1,-0.009333,0.3298,20616,7568,,2019-01-02,2020-02-27
lgbm_relaxed_volatility,full,dev_2020_03m,2020-03-23,15,-0.115102,0.347522,21166,7709,,2019-01-02,2020-03-06
lgbm_relaxed_volatility,full,dev_2020_03m,2020-03-30,1,-0.122576,0.319714,21717,7776,,2019-01-02,2020-03-13
lgbm_relaxed_volatility,full,dev_2020_03m,2020-04-08,84,0.127117,0.428448,22269,7891,,2019-01-02,2020-03-20
lgbm_relaxed_volatility,full,dev_2020_03m,2020-04-15,95,0.330366,0.43131,22820,8032,,2019-01-02,2020-03-27
lgbm_relaxed_volatility,full,dev_2020_04,2020-04-01,1,-0.070938,0.31653,21993,7774,,2019-01-02,2020-03-17
lgbm_relaxed_volatility,full,dev_2020_04,2020-04-10,89,0.277147,0.432175,22544,7891,,2019-01-02,2020-03-24
lgbm_relaxed_volatility,full,dev_2020_04,2020-04-17,2,0.35938,0.318969,23095,8030,,2019-01-02,2020-03-31
lgbm_relaxed_volatility,full,dev_2020_04,2020-04-24,224,0.375454,0.497825,23647,8166,,2019-01-02,2020-04-09
lgbm_relaxed_volatility,full,dev_2020_04,2020-05-04,287,0.387253,0.516703,24199,8304,,2019-01-02,2020-04-16
lgbm_relaxed_volatility,full,dev_2020_04m,2020-04-15,95,0.330366,0.43131,22820,8032,,2019-01-02,2020-03-27
lgbm_relaxed_volatility,full,dev_2020_04m,2020-04-22,211,0.372237,0.491959,23371,8167,,2019-01-02,2020-04-07
lgbm_relaxed_volatility,full,dev_2020_04m,2020-04-29,280,0.37905,0.512676,23923,8304,,2019-01-02,2020-04-14
lgbm_relaxed_volatility,full,dev_2020_04m,2020-05-07,205,0.393996,0.480646,24475,8442,,2019-01-02,2020-04-21
lgbm_relaxed_volatility,full,dev_2020_04m,2020-05-14,265,0.393363,0.499922,25027,8575,,2019-01-02,2020-04-28
lgbm_relaxed_volatility,full,dev_2020_05,2020-05-04,287,0.387253,0.516703,24199,8304,,2019-01-02,2020-04-16
lgbm_relaxed_volatility,full,dev_2020_05,2020-05-11,201,0.392068,0.477648,24751,8441,,2019-01-02,2020-04-23
lgbm_relaxed_volatility,full,dev_2020_05,2020-05-18,8,0.385044,0.344059,25303,8573,,2019-01-02,2020-04-30
lgbm_relaxed_volatility,full,dev_2020_05,2020-05-25,280,0.394224,0.494404,25855,8706,,2019-01-02,2020-05-08
lgbm_relaxed_volatility,full,dev_2020_05,2020-06-01,249,0.39771,0.482919,26404,8854,,2019-01-02,2020-05-15
lgbm_relaxed_volatility,full,dev_2020_05m,2020-05-15,19,0.391987,0.358824,25165,8574,,2019-01-02,2020-04-29
lgbm_relaxed_volatility,full,dev_2020_05m,2020-05-22,156,0.386407,0.446188,25717,8707,,2019-01-02,2020-05-07
lgbm_relaxed_volatility,full,dev_2020_05m,2020-05-29,194,0.389651,0.458642,26266,8854,,2019-01-02,2020-05-14
lgbm_relaxed_volatility,full,dev_2020_05m,2020-06-05,94,0.382974,0.410685,26818,8988,,2019-01-02,2020-05-21
lgbm_relaxed_volatility,full,dev_2020_05m,2020-06-12,188,0.348435,0.450081,27370,9123,,2019-01-02,2020-05-28
lgbm_relaxed_volatility,full,dev_2020_06,2020-06-01,249,0.39771,0.482919,26404,8854,,2019-01-02,2020-05-15
lgbm_relaxed_volatility,full,dev_2020_06,2020-06-08,167,0.359849,0.448834,26956,8988,,2019-01-02,2020-05-22
lgbm_relaxed_volatility,full,dev_2020_06,2020-06-15,292,0.335245,0.49136,27508,9122,,2019-01-02,2020-05-29
lgbm_relaxed_volatility,full,dev_2020_06,2020-06-22,150,0.317305,0.427694,28045,9255,,2019-01-02,2020-06-05
lgbm_relaxed_volatility,full,dev_2020_06,2020-07-01,32,0.290455,0.339905,28596,9386,,2019-01-02,2020-06-12
lgbm_relaxed_volatility,full,dev_2020_06m,2020-06-15,292,0.335245,0.49136,27508,9122,,2019-01-02,2020-05-29
lgbm_relaxed_volatility,full,dev_2020_06m,2020-06-22,150,0.317305,0.427694,28045,9255,,2019-01-02,2020-06-05
lgbm_relaxed_volatility,full,dev_2020_06m,2020-07-01,32,0.290455,0.339905,28596,9386,,2019-01-02,2020-06-12
lgbm_relaxed_volatility,full,dev_2020_06m,2020-07-08,181,0.266604,0.440156,29146,9551,,2019-01-02,2020-06-19
lgbm_relaxed_volatility,full,dev_2020_06m,2020-07-15,622,0.238242,0.538004,29700,9725,,2019-01-02,2020-06-30
lgbm_relaxed_volatility,full,dev_2020_07,2020-07-01,32,0.290455,0.339905,28596,9386,,2019-01-02,2020-06-12
lgbm_relaxed_volatility,full,dev_2020_07,2020-07-08,181,0.266604,0.440156,29146,9551,,2019-01-02,2020-06-19
lgbm_relaxed_volatility,full,dev_2020_07,2020-07-15,622,0.238242,0.538004,29700,9725,,2019-01-02,2020-06-30
lgbm_relaxed_volatility,full,dev_2020_07,2020-07-22,294,0.217844,0.47609,30253,9880,,2019-01-02,2020-07-07
lgbm_relaxed_volatility,full,dev_2020_07,2020-07-29,1,0.08973,0.327813,30771,10011,,2019-01-02,2020-07-14
lgbm_relaxed_volatility,full,dev_2020_07m,2020-07-15,622,0.238242,0.538004,29700,9725,,2019-01-02,2020-06-30
lgbm_relaxed_volatility,full,dev_2020_07m,2020-07-22,294,0.217844,0.47609,30253,9880,,2019-01-02,2020-07-07
lgbm_relaxed_volatility,full,dev_2020_07m,2020-07-29,1,0.08973,0.327813,30771,10011,,2019-01-02,2020-07-14
lgbm_relaxed_volatility,full,dev_2020_07m,2020-08-05,263,0.052865,0.469968,31265,10146,,2019-01-02,2020-07-21
lgbm_relaxed_volatility,full,dev_2020_07m,2020-08-12,700,0.088155,0.586673,31814,10281,,2019-01-02,2020-07-28
lgbm_relaxed_volatility,full,dev_2020_08,2020-08-03,332,0.064414,0.493216,31008,10146,,2019-01-02,2020-07-17
lgbm_relaxed_volatility,full,dev_2020_08,2020-08-10,748,0.062944,0.587128,31538,10281,,2019-01-02,2020-07-24
lgbm_relaxed_volatility,full,dev_2020_08,2020-08-17,1,0.080024,0.418135,32092,10420,,2019-01-02,2020-07-31
lgbm_relaxed_volatility,full,dev_2020_08,2020-08-24,738,0.046379,0.601107,32642,10559,,2019-01-02,2020-08-07
lgbm_relaxed_volatility,full,dev_2020_08,2020-08-31,7,0.038614,0.443224,33193,10704,,2019-01-02,2020-08-14
lgbm_relaxed_volatility,full,dev_2020_08m,2020-08-17,1,0.080024,0.418135,32092,10420,,2019-01-02,2020-07-31
lgbm_relaxed_volatility,full,dev_2020_08m,2020-08-24,738,0.046379,0.601107,32642,10559,,2019-01-02,2020-08-07
lgbm_relaxed_volatility,full,dev_2020_08m,2020-08-31,7,0.038614,0.443224,33193,10704,,2019-01-02,2020-08-14
lgbm_relaxed_volatility,full,dev_2020_08m,2020-09-07,4,0.028092,0.443632,33745,10850,,2019-01-02,2020-08-21
lgbm_relaxed_volatility,full,dev_2020_08m,2020-09-14,62,0.041739,0.474337,34297,10993,,2019-01-02,2020-08-28
lgbm_relaxed_volatility,full,dev_2020_09,2020-09-01,583,0.028549,0.576956,33331,10707,,2019-01-02,2020-08-17
lgbm_relaxed_volatility,full,dev_2020_09,2020-09-08,3,0.039701,0.439304,33883,10851,,2019-01-02,2020-08-24
lgbm_relaxed_volatility,full,dev_2020_09,2020-09-15,288,0.030995,0.532011,34435,10994,,2019-01-02,2020-08-31
lgbm_relaxed_volatility,full,dev_2020_09,2020-09-22,39,0.069172,0.479192,34979,11140,,2019-01-02,2020-09-07
lgbm_relaxed_volatility,full,dev_2020_09,2020-09-29,105,0.067285,0.489338,35527,11282,,2019-01-02,2020-09-14
lgbm_relaxed_volatility,full,dev_2020_09m,2020-09-15,288,0.030995,0.532011,34435,10994,,2019-01-02,2020-08-31
lgbm_relaxed_volatility,full,dev_2020_09m,2020-09-22,39,0.069172,0.479192,34979,11140,,2019-01-02,2020-09-07
lgbm_relaxed_volatility,full,dev_2020_09m,2020-09-29,105,0.067285,0.489338,35527,11282,,2019-01-02,2020-09-14
lgbm_relaxed_volatility,full,dev_2020_09m,2020-10-08,62,0.054102,0.472208,36075,11429,,2019-01-02,2020-09-21
lgbm_relaxed_volatility,full,dev_2020_09m,2020-10-16,15,0.024117,0.452998,36623,11573,,2019-01-02,2020-09-28
lgbm_relaxed_volatility,full,dev_2020_10,2020-10-05,78,0.057673,0.482992,35664,11423,,2019-01-02,2020-09-16
lgbm_relaxed_volatility,full,dev_2020_10,2020-10-13,13,0.054201,0.460177,36212,11569,,2019-01-02,2020-09-23
lgbm_relaxed_volatility,full,dev_2020_10,2020-10-20,43,0.018945,0.460128,36760,11713,,2019-01-02,2020-09-30
lgbm_relaxed_volatility,full,dev_2020_10,2020-10-27,5,0.03444,0.432817,37308,11855,,2019-01-02,2020-10-12
lgbm_relaxed_volatility,full,dev_2020_10,2020-11-03,1,0.009721,0.431014,37856,11994,,2019-01-02,2020-10-19
lgbm_relaxed_volatility,full,dev_2020_10m,2020-10-15,17,0.029348,0.45579,36486,11572,,2019-01-02,2020-09-25
lgbm_relaxed_volatility,full,dev_2020_10m,2020-10-22,23,0.019033,0.456849,37034,11715,,2019-01-02,2020-10-06
lgbm_relaxed_volatility,full,dev_2020_10m,2020-10-29,1,0.040065,0.425451,37582,11857,,2019-01-02,2020-10-14
lgbm_relaxed_volatility,full,dev_2020_10m,2020-11-05,11,0.017354,0.442239,38130,11994,,2019-01-02,2020-10-21
lgbm_relaxed_volatility,full,dev_2020_10m,2020-11-12,78,-0.022962,0.46979,38678,12136,,2019-01-02,2020-10-28
lgbm_relaxed_volatility,full,dev_2020_11,2020-11-02,1,0.009079,0.431014,37856,11857,,2019-01-02,2020-10-16
lgbm_relaxed_volatility,full,dev_2020_11,2020-11-09,27,-0.013735,0.458614,38404,11995,,2019-01-02,2020-10-23
lgbm_relaxed_volatility,full,dev_2020_11,2020-11-16,4,-0.014503,0.427794,38952,12138,,2019-01-02,2020-10-30
lgbm_relaxed_volatility,full,dev_2020_11,2020-11-23,2,-0.01605,0.423074,39500,12281,,2019-01-02,2020-11-06
