strategy,stage,episode,date,best_iteration,validation_pearson,train_pearson,n_train_rows,n_validation_rows,refit_rows,train_start,validation_end
lgbm_relaxed_volatility,full,dev_2020_11,2020-11-30,2,0.008308,0.41753,40048,12427,,2019-01-02,2020-11-13
lgbm_relaxed_volatility,full,dev_2020_11m,2020-11-16,4,-0.014503,0.427794,38952,12138,,2019-01-02,2020-10-30
lgbm_relaxed_volatility,full,dev_2020_11m,2020-11-23,2,-0.01605,0.423074,39500,12281,,2019-01-02,2020-11-06
lgbm_relaxed_volatility,full,dev_2020_11m,2020-11-30,2,0.008308,0.41753,40048,12427,,2019-01-02,2020-11-13
lgbm_relaxed_volatility,full,dev_2020_11m,2020-12-07,2,0.011731,0.412467,40596,12571,,2019-01-02,2020-11-20
lgbm_relaxed_volatility,full,dev_2020_11m,2020-12-14,10,0.019805,0.42553,41144,12717,,2019-01-02,2020-11-27
lgbm_relaxed_volatility,full,dev_2020_12,2020-12-01,2,0.009238,0.41753,40048,12565,,2019-01-02,2020-11-16
lgbm_relaxed_volatility,full,dev_2020_12,2020-12-08,2,0.012512,0.412467,40596,12709,,2019-01-02,2020-11-23
lgbm_relaxed_volatility,full,dev_2020_12,2020-12-15,10,0.019757,0.42553,41144,12856,,2019-01-02,2020-11-30
lgbm_relaxed_volatility,full,dev_2020_12,2020-12-22,101,0.010296,0.469009,41692,13001,,2019-01-02,2020-12-07
lgbm_relaxed_volatility,full,dev_2020_12,2020-12-29,135,0.015843,0.471105,42240,13144,,2019-01-02,2020-12-14
lgbm_relaxed_volatility,full,dev_2020_12m,2020-12-15,10,0.019757,0.42553,41144,12856,,2019-01-02,2020-11-30
lgbm_relaxed_volatility,full,dev_2020_12m,2020-12-22,101,0.010296,0.469009,41692,13001,,2019-01-02,2020-12-07
lgbm_relaxed_volatility,full,dev_2020_12m,2020-12-29,135,0.015843,0.471105,42240,13144,,2019-01-02,2020-12-14
lgbm_relaxed_volatility,full,dev_2020_12m,2021-01-06,105,0.040238,0.462127,42788,13282,,2019-01-02,2020-12-21
lgbm_relaxed_volatility,full,dev_2020_12m,2021-01-13,280,0.075387,0.49736,43336,13419,,2019-01-02,2020-12-28
lgbm_relaxed_volatility,full,dev_2021_01,2021-01-04,222,0.031934,0.491671,42651,13143,,2019-01-02,2020-12-17
lgbm_relaxed_volatility,full,dev_2021_01,2021-01-11,301,0.067833,0.504263,43199,13282,,2019-01-02,2020-12-24
lgbm_relaxed_volatility,full,dev_2021_01,2021-01-18,223,0.091595,0.482256,43750,13420,,2019-01-02,2020-12-31
lgbm_relaxed_volatility,full,dev_2021_01,2021-01-25,197,0.092148,0.473358,44303,13558,,2019-01-02,2021-01-08
lgbm_relaxed_volatility,full,dev_2021_01,2021-02-01,313,0.104864,0.498237,44858,13701,,2019-01-02,2021-01-15
lgbm_relaxed_volatility,full,dev_2021_01m,2021-01-15,207,0.080865,0.478482,43612,13419,,2019-01-02,2020-12-30
lgbm_relaxed_volatility,full,dev_2021_01m,2021-01-22,240,0.093011,0.482585,44165,13558,,2019-01-02,2021-01-07
lgbm_relaxed_volatility,full,dev_2021_01m,2021-01-29,157,0.104167,0.462264,44719,13700,,2019-01-02,2021-01-14
lgbm_relaxed_volatility,full,dev_2021_01m,2021-02-05,98,0.105877,0.442179,45274,13842,,2019-01-02,2021-01-21
lgbm_relaxed_volatility,full,dev_2021_01m,2021-02-23,60,0.114578,0.428452,45828,13983,,2019-01-02,2021-01-28
lgbm_relaxed_volatility,full,dev_2021_02,2021-02-01,313,0.104864,0.498237,44858,13701,,2019-01-02,2021-01-15
lgbm_relaxed_volatility,full,dev_2021_02,2021-02-17,62,0.094526,0.425113,45413,13843,,2019-01-02,2021-01-22
lgbm_relaxed_volatility,full,dev_2021_02,2021-02-24,3,0.117888,0.390905,45966,13982,,2019-01-02,2021-01-29
lgbm_relaxed_volatility,full,dev_2021_02,2021-03-04,69,0.119929,0.429469,46519,14120,,2019-01-02,2021-02-05
lgbm_relaxed_volatility,full,dev_2021_02,2021-03-11,366,0.102179,0.492326,47072,14260,,2019-01-02,2021-02-23
lgbm_relaxed_volatility,full,dev_2021_02m,2021-02-17,62,0.094526,0.425113,45413,13843,,2019-01-02,2021-01-22
lgbm_relaxed_volatility,full,dev_2021_02m,2021-02-24,3,0.117888,0.390905,45966,13982,,2019-01-02,2021-01-29
lgbm_relaxed_volatility,full,dev_2021_02m,2021-03-04,69,0.119929,0.429469,46519,14120,,2019-01-02,2021-02-05
lgbm_relaxed_volatility,full,dev_2021_02m,2021-03-11,366,0.102179,0.492326,47072,14260,,2019-01-02,2021-02-23
lgbm_relaxed_volatility,full,dev_2021_02m,2021-03-18,361,0.094124,0.490359,47627,14400,,2019-01-02,2021-03-03
lgbm_relaxed_volatility,full,dev_2021_03,2021-03-02,54,0.11776,0.427439,46242,14119,,2019-01-02,2021-02-03
lgbm_relaxed_volatility,full,dev_2021_03,2021-03-09,121,0.113043,0.446457,46795,14261,,2019-01-02,2021-02-19
lgbm_relaxed_volatility,full,dev_2021_03,2021-03-16,79,0.096846,0.42982,47350,14399,,2019-01-02,2021-02-26
lgbm_relaxed_volatility,full,dev_2021_03,2021-03-23,352,0.087997,0.488164,47903,14539,,2019-01-02,2021-03-08
lgbm_relaxed_volatility,full,dev_2021_03,2021-03-30,381,0.076658,0.487982,48457,14678,,2019-01-02,2021-03-15
lgbm_relaxed_volatility,full,dev_2021_03m,2021-03-15,104,0.099513,0.43721,47211,14399,,2019-01-02,2021-02-25
lgbm_relaxed_volatility,full,dev_2021_03m,2021-03-22,354,0.084419,0.488983,47765,14538,,2019-01-02,2021-03-05
lgbm_relaxed_volatility,full,dev_2021_03m,2021-03-29,376,0.078761,0.487601,48318,14677,,2019-01-02,2021-03-12
lgbm_relaxed_volatility,full,dev_2021_03m,2021-04-08,359,0.085463,0.483738,48874,14822,,2019-01-02,2021-03-19
lgbm_relaxed_volatility,full,dev_2021_03m,2021-04-15,289,0.0952,0.465288,49428,14968,,2019-01-02,2021-03-26
lgbm_relaxed_volatility,full,dev_2021_04,2021-04-01,325,0.084803,0.477268,48735,14681,,2019-01-02,2021-03-17
lgbm_relaxed_volatility,full,dev_2021_04,2021-04-13,345,0.085045,0.478215,49289,14826,,2019-01-02,2021-03-24
lgbm_relaxed_volatility,full,dev_2021_04,2021-04-20,359,0.104215,0.478122,49843,14976,,2019-01-02,2021-03-31
lgbm_relaxed_volatility,full,dev_2021_04,2021-04-27,353,0.112676,0.475297,50395,15124,,2019-01-02,2021-04-12
lgbm_relaxed_volatility,full,dev_2021_04,2021-05-05,384,0.105819,0.478163,50946,15271,,2019-01-02,2021-04-19
lgbm_relaxed_volatility,full,dev_2021_04m,2021-04-15,289,0.0952,0.465288,49428,14968,,2019-01-02,2021-03-26
lgbm_relaxed_volatility,full,dev_2021_04m,2021-04-22,393,0.109874,0.484293,49981,15117,,2019-01-02,2021-04-07
lgbm_relaxed_volatility,full,dev_2021_04m,2021-04-29,396,0.115778,0.483225,50533,15265,,2019-01-02,2021-04-14
lgbm_relaxed_volatility,full,dev_2021_04m,2021-05-07,281,0.092557,0.457462,51083,15413,,2019-01-02,2021-04-21
lgbm_relaxed_volatility,full,dev_2021_04m,2021-05-14,424,0.069467,0.482446,51631,15560,,2019-01-02,2021-04-28
lgbm_relaxed_volatility,full,dev_2021_05,2021-05-03,422,0.115835,0.485545,50671,15267,,2019-01-02,2021-04-15
lgbm_relaxed_volatility,full,dev_2021_05,2021-05-10,276,0.082012,0.455822,51220,15414,,2019-01-02,2021-04-22
lgbm_relaxed_volatility,full,dev_2021_05,2021-05-17,438,0.057318,0.485088,51769,15561,,2019-01-02,2021-04-29
lgbm_relaxed_volatility,full,dev_2021_05,2021-05-24,2,0.037216,0.36389,52322,15705,,2019-01-02,2021-05-07
lgbm_relaxed_volatility,full,dev_2021_05,2021-05-31,333,0.070338,0.461571,52875,15850,,2019-01-02,2021-05-14
lgbm_relaxed_volatility,full,dev_2021_05m,2021-05-17,438,0.057318,0.485088,51769,15561,,2019-01-02,2021-04-29
lgbm_relaxed_volatility,full,dev_2021_05m,2021-05-24,2,0.037216,0.36389,52322,15705,,2019-01-02,2021-05-07
lgbm_relaxed_volatility,full,dev_2021_05m,2021-05-31,333,0.070338,0.461571,52875,15850,,2019-01-02,2021-05-14
lgbm_relaxed_volatility,full,dev_2021_05m,2021-06-07,211,0.154533,0.434972,53428,15993,,2019-01-02,2021-05-21
lgbm_relaxed_volatility,full,dev_2021_05m,2021-06-15,1,0.160439,0.355361,53983,16127,,2019-01-02,2021-05-28
lgbm_relaxed_volatility,full,dev_2021_06,2021-06-01,2,0.108664,0.364772,53013,15852,,2019-01-02,2021-05-17
lgbm_relaxed_volatility,full,dev_2021_06,2021-06-08,250,0.145534,0.443896,53567,15992,,2019-01-02,2021-05-24
lgbm_relaxed_volatility,full,dev_2021_06,2021-06-16,2,0.159832,0.35572,54122,16126,,2019-01-02,2021-05-31
lgbm_relaxed_volatility,full,dev_2021_06,2021-06-23,5,0.148932,0.366013,54675,16262,,2019-01-02,2021-06-07
lgbm_relaxed_volatility,full,dev_2021_06,2021-06-30,1,0.16413,0.350695,55231,16404,,2019-01-02,2021-06-15
lgbm_relaxed_volatility,full,dev_2021_06m,2021-06-15,1,0.160439,0.355361,53983,16127,,2019-01-02,2021-05-28
lgbm_relaxed_volatility,full,dev_2021_06m,2021-06-22,1,0.147424,0.353474,54537,16263,,2019-01-02,2021-06-04
lgbm_relaxed_volatility,full,dev_2021_06m,2021-06-29,3,0.158609,0.361567,55092,16404,,2019-01-02,2021-06-11
lgbm_relaxed_volatility,full,dev_2021_06m,2021-07-06,9,0.153699,0.355779,55647,16546,,2019-01-02,2021-06-21
lgbm_relaxed_volatility,full,dev_2021_06m,2021-07-13,252,0.132667,0.43624,56202,16684,,2019-01-02,2021-06-28
lgbm_relaxed_volatility,full,dev_2021_07,2021-07-01,16,0.159644,0.367964,55370,16405,,2019-01-02,2021-06-16
lgbm_relaxed_volatility,full,dev_2021_07,2021-07-08,1,0.152957,0.349246,55924,16546,,2019-01-02,2021-06-23
lgbm_relaxed_volatility,full,dev_2021_07,2021-07-15,248,0.12654,0.432862,56479,16683,,2019-01-02,2021-06-30
lgbm_relaxed_volatility,full,dev_2021_07,2021-07-22,575,0.11268,0.494952,57032,16828,,2019-01-02,2021-07-07
lgbm_relaxed_volatility,full,dev_2021_07,2021-07-29,443,0.084534,0.473209,57586,16977,,2019-01-02,2021-07-14
lgbm_relaxed_volatility,full,dev_2021_07m,2021-07-15,248,0.12654,0.432862,56479,16683,,2019-01-02,2021-06-30
lgbm_relaxed_volatility,full,dev_2021_07m,2021-07-22,575,0.11268,0.494952,57032,16828,,2019-01-02,2021-07-07
lgbm_relaxed_volatility,full,dev_2021_07m,2021-07-29,443,0.084534,0.473209,57586,16977,,2019-01-02,2021-07-14
lgbm_relaxed_volatility,full,dev_2021_07m,2021-08-05,606,0.084862,0.496672,58138,17126,,2019-01-02,2021-07-21
lgbm_relaxed_volatility,full,dev_2021_07m,2021-08-12,262,0.100767,0.435513,58694,17273,,2019-01-02,2021-07-28
lgbm_relaxed_volatility,full,dev_2021_08,2021-08-02,475,0.086201,0.479868,57724,17121,,2019-01-02,2021-07-16
lgbm_relaxed_volatility,full,dev_2021_08,2021-08-09,568,0.089773,0.490348,58277,17267,,2019-01-02,2021-07-23
lgbm_relaxed_volatility,full,dev_2021_08,2021-08-16,238,0.111702,0.430008,58833,17416,,2019-01-02,2021-07-30
lgbm_relaxed_volatility,full,dev_2021_08,2021-08-23,211,0.088042,0.423078,59387,17565,,2019-01-02,2021-08-06
lgbm_relaxed_volatility,full,dev_2021_08,2021-08-30,188,0.079825,0.413305,59943,17715,,2019-01-02,2021-08-13
lgbm_relaxed_volatility,full,dev_2021_08m,2021-08-16,238,0.111702,0.430008,58833,17416,,2019-01-02,2021-07-30
lgbm_relaxed_volatility,full,dev_2021_08m,2021-08-23,211,0.088042,0.423078,59387,17565,,2019-01-02,2021-08-06
lgbm_relaxed_volatility,full,dev_2021_08m,2021-08-30,188,0.079825,0.413305,59943,17715,,2019-01-02,2021-08-13
lgbm_relaxed_volatility,full,dev_2021_08m,2021-09-06,172,0.062426,0.40812,60499,17757,,2019-01-02,2021-08-20
lgbm_relaxed_volatility,full,dev_2021_08m,2021-09-13,10,0.064175,0.337316,61055,17901,,2019-01-02,2021-08-27
lgbm_relaxed_volatility,full,dev_2021_09,2021-09-01,168,0.066733,0.409534,60221,17613,,2019-01-02,2021-08-17
lgbm_relaxed_volatility,full,dev_2021_09,2021-09-08,176,0.060971,0.408193,60777,17759,,2019-01-02,2021-08-24
lgbm_relaxed_volatility,full,dev_2021_09,2021-09-15,1,0.065965,0.332425,61332,17904,,2019-01-02,2021-08-31
lgbm_relaxed_volatility,full,dev_2021_09,2021-09-24,3,0.059652,0.334493,61884,18047,,2019-01-02,2021-09-07
lgbm_relaxed_volatility,full,dev_2021_09,2021-10-01,77,0.067759,0.375348,62440,18192,,2019-01-02,2021-09-14
lgbm_relaxed_volatility,full,dev_2021_09m,2021-09-15,1,0.065965,0.332425,61332,17904,,2019-01-02,2021-08-31
lgbm_relaxed_volatility,full,dev_2021_09m,2021-09-24,3,0.059652,0.334493,61884,18047,,2019-01-02,2021-09-07
lgbm_relaxed_volatility,full,dev_2021_09m,2021-10-01,77,0.067759,0.375348,62440,18192,,2019-01-02,2021-09-14
lgbm_relaxed_volatility,full,dev_2021_09m,2021-10-08,222,0.057661,0.412718,62995,18336,,2019-01-02,2021-09-23
lgbm_relaxed_volatility,full,dev_2021_09m,2021-10-18,66,0.06649,0.370178,63551,18477,,2019-01-02,2021-09-30
lgbm_relaxed_volatility,full,dev_2021_10,2021-10-01,77,0.067759,0.375348,62440,18192,,2019-01-02,2021-09-14
lgbm_relaxed_volatility,full,dev_2021_10,2021-10-08,222,0.057661,0.412718,62995,18336,,2019-01-02,2021-09-23
lgbm_relaxed_volatility,full,dev_2021_10,2021-10-18,66,0.06649,0.370178,63551,18477,,2019-01-02,2021-09-30
lgbm_relaxed_volatility,full,dev_2021_10,2021-10-25,193,0.062025,0.402142,64105,18621,,2019-01-02,2021-10-07
lgbm_relaxed_volatility,full,dev_2021_10,2021-11-01,188,0.062163,0.400373,64660,18765,,2019-01-02,2021-10-15
lgbm_relaxed_volatility,full,dev_2021_10m,2021-10-15,109,0.057832,0.382077,63412,18478,,2019-01-02,2021-09-29
lgbm_relaxed_volatility,full,dev_2021_10m,2021-10-22,192,0.058532,0.402084,63967,18619,,2019-01-02,2021-10-06
lgbm_relaxed_volatility,full,dev_2021_10m,2021-10-29,157,0.060433,0.391759,64521,18764,,2019-01-02,2021-10-14
lgbm_relaxed_volatility,full,dev_2021_10m,2021-11-05,168,0.052002,0.393281,65079,18908,,2019-01-02,2021-10-21
lgbm_relaxed_volatility,full,dev_2021_10m,2021-11-12,189,0.053564,0.396151,65637,19049,,2019-01-02,2021-10-28
lgbm_relaxed_volatility,full,dev_2021_11,2021-11-01,188,0.062163,0.400373,64660,18765,,2019-01-02,2021-10-15
lgbm_relaxed_volatility,full,dev_2021_11,2021-11-08,234,0.052967,0.408826,65218,18908,,2019-01-02,2021-10-22
lgbm_relaxed_volatility,full,dev_2021_11,2021-11-15,167,0.051954,0.391665,65777,19049,,2019-01-02,2021-10-29
lgbm_relaxed_volatility,full,dev_2021_11,2021-11-22,2,0.045524,0.332446,66335,19194,,2019-01-02,2021-11-05
lgbm_relaxed_volatility,full,dev_2021_11,2021-11-29,167,0.07552,0.39437,66893,19339,,2019-01-02,2021-11-12
lgbm_relaxed_volatility,full,dev_2021_11m,2021-11-15,167,0.051954,0.391665,65777,19049,,2019-01-02,2021-10-29
lgbm_relaxed_volatility,full,dev_2021_11m,2021-11-22,2,0.045524,0.332446,66335,19194,,2019-01-02,2021-11-05
lgbm_relaxed_volatility,full,dev_2021_11m,2021-11-29,167,0.07552,0.39437,66893,19339,,2019-01-02,2021-11-12
lgbm_relaxed_volatility,full,dev_2021_11m,2021-12-06,90,0.099632,0.37231,67453,19484,,2019-01-02,2021-11-19
lgbm_relaxed_volatility,full,dev_2021_11m,2021-12-13,148,0.11929,0.391402,68013,19624,,2019-01-02,2021-11-26
lgbm_refit_on_all,full,dev_2020_01,2020-01-02,136,0.007156,0.515905,15808,6327,22135,2019-01-02,2019-12-17
lgbm_refit_on_all,full,dev_2020_01,2020-01-09,2,0.025498,0.364253,16357,6468,22825,2019-01-02,2019-12-24
lgbm_refit_on_all,full,dev_2020_01,2020-01-16,1,0.012279,0.363613,16908,6608,23516,2019-01-02,2019-12-31
lgbm_refit_on_all,full,dev_2020_01,2020-02-03,118,-0.003121,0.485442,17457,6750,24207,2019-01-02,2020-01-08
lgbm_refit_on_all,full,dev_2020_01,2020-02-10,1,0.026163,0.34046,18005,6887,24892,2019-01-02,2020-01-15
lgbm_refit_on_all,full,dev_2020_01m,2020-01-15,154,0.011502,0.500677,16770,6608,23378,2019-01-02,2019-12-30
lgbm_refit_on_all,full,dev_2020_01m,2020-01-31,1,0.043991,0.360952,17319,6749,24068,2019-01-02,2020-01-07
lgbm_refit_on_all,full,dev_2020_01m,2020-02-07,2,0.013943,0.347048,17868,6887,24755,2019-01-02,2020-01-14
lgbm_refit_on_all,full,dev_2020_01m,2020-02-14,2,0.006745,0.362397,18418,7025,25443,2019-01-02,2020-01-30
lgbm_refit_on_all,full,dev_2020_01m,2020-02-21,53,0.015543,0.436752,18966,7167,26133,2019-01-02,2020-02-06
lgbm_refit_on_all,full,dev_2020_02,2020-02-03,118,-0.003121,0.485442,17457,6750,24207,2019-01-02,2020-01-08
lgbm_refit_on_all,full,dev_2020_02,2020-02-10,1,0.026163,0.34046,18005,6887,24892,2019-01-02,2020-01-15
lgbm_refit_on_all,full,dev_2020_02,2020-02-17,101,0.019085,0.488886,18555,7025,25580,2019-01-02,2020-01-31
lgbm_refit_on_all,full,dev_2020_02,2020-02-24,65,0.028221,0.468817,19104,7154,26258,2019-01-02,2020-02-07
lgbm_refit_on_all,full,dev_2020_02,2020-03-03,74,0.015312,0.449144,19655,7291,26946,2019-01-02,2020-02-14
lgbm_refit_on_all,full,dev_2020_02m,2020-02-17,101,0.019085,0.488886,18555,7025,25580,2019-01-02,2020-01-31
lgbm_refit_on_all,full,dev_2020_02m,2020-02-24,65,0.028221,0.468817,19104,7154,26258,2019-01-02,2020-02-07
lgbm_refit_on_all,full,dev_2020_02m,2020-03-03,74,0.015312,0.449144,19655,7291,26946,2019-01-02,2020-02-14
lgbm_refit_on_all,full,dev_2020_02m,2020-03-10,3,0.031359,0.348868,20204,7429,27633,2019-01-02,2020-02-21
lgbm_refit_on_all,full,dev_2020_02m,2020-03-17,1,-0.016173,0.32577,20754,7569,28323,2019-01-02,2020-03-02
lgbm_refit_on_all,full,dev_2020_03,2020-03-02,91,0.012443,0.460768,19517,7291,26808,2019-01-02,2020-02-13
lgbm_refit_on_all,full,dev_2020_03,2020-03-09,76,0.013604,0.447849,20067,7430,27497,2019-01-02,2020-02-20
lgbm_refit_on_all,full,dev_2020_03,2020-03-16,1,-0.009333,0.3298,20616,7568,28184,2019-01-02,2020-02-27
lgbm_refit_on_all,full,dev_2020_03,2020-03-23,15,-0.115102,0.347522,21166,7709,28875,2019-01-02,2020-03-06
lgbm_refit_on_all,full,dev_2020_03,2020-03-30,1,-0.122576,0.319714,21717,7776,29493,2019-01-02,2020-03-13
lgbm_refit_on_all,full,dev_2020_03m,2020-03-16,1,-0.009333,0.3298,20616,7568,28184,2019-01-02,2020-02-27
lgbm_refit_on_all,full,dev_2020_03m,2020-03-23,15,-0.115102,0.347522,21166,7709,28875,2019-01-02,2020-03-06
lgbm_refit_on_all,full,dev_2020_03m,2020-03-30,1,-0.122576,0.319714,21717,7776,29493,2019-01-02,2020-03-13
lgbm_refit_on_all,full,dev_2020_03m,2020-04-08,84,0.127117,0.428448,22269,7891,30160,2019-01-02,2020-03-20
lgbm_refit_on_all,full,dev_2020_03m,2020-04-15,95,0.326012,0.43131,22820,8024,30844,2019-01-02,2020-03-27
lgbm_refit_on_all,full,dev_2020_04,2020-04-01,1,-0.070938,0.31653,21993,7774,29767,2019-01-02,2020-03-17
lgbm_refit_on_all,full,dev_2020_04,2020-04-10,89,0.274461,0.432175,22544,7889,30433,2019-01-02,2020-03-24
lgbm_refit_on_all,full,dev_2020_04,2020-04-17,2,0.355741,0.318969,23095,8020,31115,2019-01-02,2020-03-31
lgbm_refit_on_all,full,dev_2020_04,2020-04-24,305,0.37137,0.526021,23647,8151,31798,2019-01-02,2020-04-09
lgbm_refit_on_all,full,dev_2020_04,2020-05-04,287,0.38432,0.516703,24199,8284,32483,2019-01-02,2020-04-16
lgbm_refit_on_all,full,dev_2020_04m,2020-04-15,95,0.326012,0.43131,22820,8024,30844,2019-01-02,2020-03-27
lgbm_refit_on_all,full,dev_2020_04m,2020-04-22,211,0.368339,0.491959,23371,8154,31525,2019-01-02,2020-04-07
lgbm_refit_on_all,full,dev_2020_04m,2020-04-29,280,0.375563,0.512676,23923,8286,32209,2019-01-02,2020-04-14
lgbm_refit_on_all,full,dev_2020_04m,2020-05-07,205,0.391761,0.480646,24475,8419,32894,2019-01-02,2020-04-21
lgbm_refit_on_all,full,dev_2020_04m,2020-05-14,265,0.391745,0.499922,25027,8550,33577,2019-01-02,2020-04-28
lgbm_refit_on_all,full,dev_2020_05,2020-05-04,287,0.38432,0.516703,24199,8284,32483,2019-01-02,2020-04-16
lgbm_refit_on_all,full,dev_2020_05,2020-05-11,201,0.390149,0.477648,24751,8417,33168,2019-01-02,2020-04-23
lgbm_refit_on_all,full,dev_2020_05,2020-05-18,8,0.383309,0.344059,25303,8546,33849,2019-01-02,2020-04-30
lgbm_refit_on_all,full,dev_2020_05,2020-05-25,280,0.392519,0.494404,25855,8674,34529,2019-01-02,2020-05-08
lgbm_refit_on_all,full,dev_2020_05,2020-06-01,249,0.39606,0.482919,26404,8817,35221,2019-01-02,2020-05-15
lgbm_refit_on_all,full,dev_2020_05m,2020-05-15,19,0.390279,0.358824,25165,8548,33713,2019-01-02,2020-04-29
lgbm_refit_on_all,full,dev_2020_05m,2020-05-22,156,0.384671,0.446188,25717,8676,34393,2019-01-02,2020-05-07
lgbm_refit_on_all,full,dev_2020_05m,2020-05-29,194,0.387708,0.458642,26266,8818,35084,2019-01-02,2020-05-14
lgbm_refit_on_all,full,dev_2020_05m,2020-06-05,94,0.380929,0.410685,26818,8947,35765,2019-01-02,2020-05-21
lgbm_refit_on_all,full,dev_2020_05m,2020-06-12,188,0.346278,0.450081,27370,9077,36447,2019-01-02,2020-05-28
lgbm_refit_on_all,full,dev_2020_06,2020-06-01,249,0.39606,0.482919,26404,8817,35221,2019-01-02,2020-05-15
lgbm_refit_on_all,full,dev_2020_06,2020-06-08,167,0.357654,0.448834,26956,8946,35902,2019-01-02,2020-05-22
lgbm_refit_on_all,full,dev_2020_06,2020-06-15,292,0.333022,0.49136,27508,9075,36583,2019-01-02,2020-05-29
lgbm_refit_on_all,full,dev_2020_06,2020-06-22,150,0.315176,0.427694,28045,9203,37248,2019-01-02,2020-06-05
lgbm_refit_on_all,full,dev_2020_06,2020-07-01,32,0.288011,0.339905,28596,9329,37925,2019-01-02,2020-06-12
lgbm_refit_on_all,full,dev_2020_06m,2020-06-15,292,0.333022,0.49136,27508,9075,36583,2019-01-02,2020-05-29
lgbm_refit_on_all,full,dev_2020_06m,2020-06-22,150,0.315176,0.427694,28045,9203,37248,2019-01-02,2020-06-05
lgbm_refit_on_all,full,dev_2020_06m,2020-07-01,32,0.288011,0.339905,28596,9329,37925,2019-01-02,2020-06-12
lgbm_refit_on_all,full,dev_2020_06m,2020-07-08,181,0.263203,0.440156,29146,9489,38635,2019-01-02,2020-06-19
lgbm_refit_on_all,full,dev_2020_06m,2020-07-15,622,0.234122,0.538004,29700,9658,39358,2019-01-02,2020-06-30
lgbm_refit_on_all,full,dev_2020_07,2020-07-01,32,0.288011,0.339905,28596,9329,37925,2019-01-02,2020-06-12
lgbm_refit_on_all,full,dev_2020_07,2020-07-08,181,0.263203,0.440156,29146,9489,38635,2019-01-02,2020-06-19
lgbm_refit_on_all,full,dev_2020_07,2020-07-15,622,0.234122,0.538004,29700,9658,39358,2019-01-02,2020-06-30
lgbm_refit_on_all,full,dev_2020_07,2020-07-22,294,0.213091,0.47609,30253,9808,40061,2019-01-02,2020-07-07
lgbm_refit_on_all,full,dev_2020_07,2020-07-29,1,0.088074,0.327813,30771,9940,40711,2019-01-02,2020-07-14
lgbm_refit_on_all,full,dev_2020_07m,2020-07-15,622,0.234122,0.538004,29700,9658,39358,2019-01-02,2020-06-30
lgbm_refit_on_all,full,dev_2020_07m,2020-07-22,294,0.213091,0.47609,30253,9808,40061,2019-01-02,2020-07-07
lgbm_refit_on_all,full,dev_2020_07m,2020-07-29,1,0.088074,0.327813,30771,9940,40711,2019-01-02,2020-07-14
lgbm_refit_on_all,full,dev_2020_07m,2020-08-05,263,0.050356,0.469968,31265,10075,41340,2019-01-02,2020-07-21
lgbm_refit_on_all,full,dev_2020_07m,2020-08-12,1,0.079245,0.405883,31812,10212,42024,2019-01-02,2020-07-28
lgbm_refit_on_all,full,dev_2020_08,2020-08-03,329,0.062572,0.492214,31008,10075,41083,2019-01-02,2020-07-17
lgbm_refit_on_all,full,dev_2020_08,2020-08-10,748,0.064246,0.587128,31538,10211,41749,2019-01-02,2020-07-24
lgbm_refit_on_all,full,dev_2020_08,2020-08-17,17,0.074342,0.432043,32086,10350,42436,2019-01-02,2020-07-31
lgbm_refit_on_all,full,dev_2020_08,2020-08-24,760,0.050805,0.603486,32631,10488,43119,2019-01-02,2020-08-07
lgbm_refit_on_all,full,dev_2020_08,2020-08-31,1,0.031664,0.436221,33178,10631,43809,2019-01-02,2020-08-14
lgbm_refit_on_all,full,dev_2020_08m,2020-08-17,17,0.074342,0.432043,32086,10350,42436,2019-01-02,2020-07-31
lgbm_refit_on_all,full,dev_2020_08m,2020-08-24,760,0.050805,0.603486,32631,10488,43119,2019-01-02,2020-08-07
lgbm_refit_on_all,full,dev_2020_08m,2020-08-31,1,0.031664,0.436221,33178,10631,43809,2019-01-02,2020-08-14
lgbm_refit_on_all,full,dev_2020_08m,2020-09-07,1,0.034921,0.443609,33726,10774,44500,2019-01-02,2020-08-21
lgbm_refit_on_all,full,dev_2020_08m,2020-09-14,56,0.037691,0.472131,34274,10916,45190,2019-01-02,2020-08-28
lgbm_refit_on_all,full,dev_2020_09,2020-09-01,626,0.027674,0.584957,33315,10633,43948,2019-01-02,2020-08-17
lgbm_refit_on_all,full,dev_2020_09,2020-09-08,2,0.040936,0.437012,33863,10775,44638,2019-01-02,2020-08-24
lgbm_refit_on_all,full,dev_2020_09,2020-09-15,1,0.061616,0.440607,34411,10917,45328,2019-01-02,2020-08-31
lgbm_refit_on_all,full,dev_2020_09,2020-09-22,74,0.076876,0.482565,34954,11062,46016,2019-01-02,2020-09-07
lgbm_refit_on_all,full,dev_2020_09,2020-09-29,31,0.06538,0.461445,35498,11203,46701,2019-01-02,2020-09-14
lgbm_refit_on_all,full,dev_2020_09m,2020-09-15,1,0.061616,0.440607,34411,10917,45328,2019-01-02,2020-08-31
lgbm_refit_on_all,full,dev_2020_09m,2020-09-22,74,0.076876,0.482565,34954,11062,46016,2019-01-02,2020-09-07
lgbm_refit_on_all,full,dev_2020_09m,2020-09-29,31,0.06538,0.461445,35498,11203,46701,2019-01-02,2020-09-14
lgbm_refit_on_all,full,dev_2020_09m,2020-10-08,1,0.056993,0.42784,36042,11349,47391,2019-01-02,2020-09-21
