date,signal_date,symbol,trade_symbol,shares,price,notional,fee,tax,slippage_cost,volume_participation,execution_volume,rejection
2013-01-02,2012-12-28,1216.TW,1216.TW,1000,53.981765895022605,53981.7658950226,76.92401640040721,0.0,0.0,0.00010594509861422752,9438851.0,ACTIVE_CAP:2409.TW;ACTIVE_CAP:3481.TW
2013-01-02,2012-12-28,1402.TW,1402.TW,1000,33.0999359937737,33099.935993773695,47.16740879112752,0.0,0.0,9.782397417134045e-05,10222443.0,ACTIVE_CAP:2409.TW;ACTIVE_CAP:3481.TW
2013-01-02,2012-12-28,2303.TW,2303.TW,1000,11.798951336118652,11798.951336118651,16.813505653969077,0.0,0.0,2.2563168749758572e-05,44320016.0,ACTIVE_CAP:2409.TW;ACTIVE_CAP:3481.TW
2013-01-02,2012-12-28,2344.TW,2344.TW,9447000,5.145506901088649,48609603.69458447,69268.68526478286,0.0,0.0,0.9272975915587355,10187668.0,ACTIVE_CAP:2409.TW;ACTIVE_CAP:3481.TW
2013-01-02,2012-12-28,2360.TW,2360.TW,1474000,64.23121965761008,94676817.77531727,134914.4653298271,0.0,0.0,3.4873046967417123,422676.0,ACTIVE_CAP:2409.TW;ACTIVE_CAP:3481.TW
2013-01-02,2012-12-28,2383.TW,2383.TW,1000,28.96698894923736,28966.988949237362,41.277959252663244,0.0,0.0,0.0008357228041174391,1196569.0,ACTIVE_CAP:2409.TW;ACTIVE_CAP:3481.TW
2013-01-02,2012-12-28,2408.TW,2408.TW,38173000,2.5461229118221826,97193149.91298817,138500.23862600815,0.0,0.0,23.073998427198703,1654373.0,ACTIVE_CAP:2409.TW;ACTIVE_CAP:3481.TW
2013-01-02,2012-12-28,2409.TW,2409.TW,7340000,13.570702176500333,99608953.97551244,141942.75941510525,0.0,0.0,0.05125306087783408,143210959.0,ACTIVE_CAP:2409.TW;ACTIVE_CAP:3481.TW
2013-01-02,2012-12-28,2891.TW,2891.TW,5563000,17.26223755747891,96029827.53225519,136842.50423346364,0.0,0.0,0.1555012023460304,35774643.0,ACTIVE_CAP:2409.TW;ACTIVE_CAP:3481.TW
2013-01-02,2012-12-28,2912.TW,2912.TW,613000,155.3957649192069,95257603.89547382,135742.0855510502,0.0,0.0,0.46468542388710493,1319172.0,ACTIVE_CAP:2409.TW;ACTIVE_CAP:3481.TW
2013-01-02,2012-12-28,3008.TW,3008.TW,1000,811.938310494638,811938.310494638,1157.0120924548592,0.0,0.0,0.0003452126768999211,2896765.0,ACTIVE_CAP:2409.TW;ACTIVE_CAP:3481.TW
2013-01-02,2012-12-28,3044.TW,3044.TW,1000,63.053397108828946,63053.39710882895,89.85109088008126,0.0,0.0,0.0008578124410253947,1165756.0,ACTIVE_CAP:2409.TW;ACTIVE_CAP:3481.TW
