date,full_tuned_v2,v1_matched,0050
2025-08-01,1127021097.2845407,1103942805.9288535,1046443864.5089842
2025-08-04,1110260621.9088714,1086824557.1478615,1040879478.6599853
2025-08-05,1120331422.1306791,1094478656.544348,1052935706.9619873
2025-08-06,1119922565.1699572,1099060350.2330837,1044589092.8109863
2025-08-07,1138660741.6025548,1120113087.3661969,1071483706.9619873
2025-08-08,1165198709.2820683,1146609746.070533,1071483706.9619873
2025-08-11,1200377807.6538157,1171092977.7046835,1078902864.508984
2025-08-12,1218837850.9859316,1186664505.5444856,1079830321.1129882
2025-08-13,1246117634.93108,1204405029.5518296,1088176864.508984
2025-08-14,1254037675.463288,1213044079.1390424,1084467321.1129882
2025-08-15,1291420373.5205572,1242660433.2464433,1084467321.1129882
2025-08-18,1333179833.954201,1288980077.6893368,1087249478.6599853
2025-08-19,1283959263.4681702,1251718793.3080344,1085394706.9619873
2025-08-20,1233631024.9137113,1198021065.2105494,1057572706.9619873
2025-08-21,1267512307.4188197,1226397829.044231,1063137092.8109863
2025-08-22,1258116348.5230777,1214080850.5883827,1058500092.8109863
2025-08-25,1282354141.7818422,1241782726.4862845,1076120706.9619873
2025-08-26,1301249048.4272382,1256687469.5114088,1077048092.8109863
2025-08-27,1333092226.1741962,1285524775.2676737,1081685092.8109863
2025-08-28,1327731055.343276,1279131303.723005,1072411092.8109863
2025-08-29,1367581050.3431087,1316195601.9495194,1072411092.8109863
2025-09-01,1322829962.637127,1272848855.3278599,1063137092.8109863
2025-09-02,1306565184.9153059,1253764840.7606442,1063137092.8109863
2025-09-03,1303269621.111413,1265161534.9120758,1062209706.9619873
2025-09-04,1299637569.4292214,1256091150.927321,1068701478.6599853
2025-09-05,1343871100.4833932,1294398593.6202433,1078902864.508984
2025-09-08,1348453926.6482978,1306830461.273905,1088176864.508984
2025-09-09,1373335679.4154313,1329922672.9005542,1098378321.1129882
2025-09-10,1389193278.2089224,1340956911.3047128,1117853706.9619873
2025-09-11,1366995159.3508928,1322540193.9671407,1127127706.9619873
2025-09-12,1343901064.0010567,1303357135.0082252,1137329092.8109863
2025-09-15,1318260866.4457846,1276753626.5164828,1137329092.8109863
2025-09-16,1324184956.116263,1280708665.3310854,1151240092.8109863
2025-09-17,1318032928.0670009,1270820013.505526,1143820864.508984
2025-09-18,1358698079.6561806,1293620581.7349892,1154949706.9619873
2025-09-19,1364212532.0221841,1298850936.0067263,1155877092.8109863
2025-09-22,1409930222.264311,1337661588.2800121,1163296321.1129882
2025-09-23,1408453744.6629872,1339289434.9228988,1182771706.9619873
2025-09-24,1389050430.2539468,1329404162.2485526,1181844321.1129882
2025-09-25,1371238755.333446,1314614006.0032895,1178134706.9619873
2025-09-26,1329498302.3143914,1274051181.6043913,1160514092.8109863
2025-09-30,1375305116.1914713,1322231671.9544785,1170715478.6599853
2025-10-01,1393106061.5273144,1329629547.1925495,1176279864.508984
2025-10-02,1418510584.8967814,1354597757.477333,1196682706.9619873
2025-10-03,1447011884.6183367,1374767502.8163874,1212448478.6599853
2025-10-07,1476033520.5641065,1394293443.1396816,1243052706.9619873
2025-10-08,1474146675.4897819,1401456533.5802283,1232851321.1129882
2025-10-09,1497246169.0511997,1422827037.808985,1241197864.508984
2025-10-13,1483211317.6206472,1405970215.3618255,1230069092.8109863
2025-10-14,1445784785.5405593,1374289533.3570042,1224504706.9619873
2025-10-15,1495283945.037288,1412909445.5603745,1244907478.6599853
2025-10-16,1532206002.325101,1458042753.5471275,1267165092.8109863
2025-10-17,1529276406.872376,1448396906.3309562,1249544478.6599853
2025-10-20,1547770916.6278641,1467535691.2944112,1269019864.508984
2025-10-21,1549376640.2591865,1478072862.486674,1270874706.9619873
2025-10-22,1556999155.009457,1476808318.6817346,1261600706.9619873
2025-10-23,1560843461.396804,1479136174.5812094,1255108864.508984
2025-10-27,1626537202.4030194,1541404586.4889655,1282003478.6599853
2025-10-28,1654852755.6081367,1558181056.3681896,1273656864.508984
2025-10-29,1676481062.4482045,1580957187.0389953,1293132321.1129882
2025-10-30,1687573960.7572212,1588111124.9584394,1293132321.1129882
2025-10-31,1695622321.3513455,1592448044.3345313,1299624092.8109863
2025-11-03,1709639622.4029484,1597193047.5621474,1288495321.1129882
2025-11-04,1653063083.5166883,1553429588.6694567,1284785706.9619873
2025-11-05,1670071737.8452773,1572562146.1876836,1269947321.1129882
2025-11-06,1712725476.5744672,1607759038.216444,1272729478.6599853
2025-11-07,1699674513.237968,1592456635.4072094,1258818478.6599853
2025-11-10,1750889525.3634555,1627572678.7088685,1273656864.508984
2025-11-11,1747042901.0648472,1627399448.5586045,1265310321.1129882
2025-11-12,1760520047.2425895,1628360589.6528964,1270874706.9619873
2025-11-13,1775228384.0235708,1639718768.6929758,1265310321.1129882
2025-11-14,1720859303.1695392,1598822510.6183772,1243052706.9619873
2025-11-17,1743227275.589748,1620154717.5718148,1246762321.1129882
2025-11-18,1683543966.779512,1575087592.669343,1219867706.9619873
2025-11-19,1659558914.4215589,1550419718.893765,1212448478.6599853
2025-11-20,1703214925.0373173,1584730753.8150284,1246762321.1129882
2025-11-21,1606599887.3345861,1505751967.38536,1208738864.508984
2025-11-24,1617877924.980168,1526432517.5098538,1203174478.6599853
2025-11-25,1641252199.1305642,1540981732.2437308,1218012864.508984
2025-11-26,1607971219.275739,1518490204.0157928,1236560864.508984
2025-11-27,1648995699.09488,1556806835.417927,1246762321.1129882
2025-11-28,1685857148.212494,1587444966.4822571,1255108864.508984
2025-12-01,1669638521.7862031,1566439531.127342,1239343092.8109863
2025-12-02,1669937392.078833,1570745107.6491494,1243052706.9619873
2025-12-03,1673272790.7481883,1571356009.4029217,1254181478.6599853
2025-12-04,1659877034.8435645,1549899954.9558816,1252326706.9619873
2025-12-05,1693976501.9790494,1572325863.7536576,1262528092.8109863
2025-12-08,1703893182.8680077,1586479534.830039,1280148706.9619873
2025-12-09,1729771942.0611374,1610729914.9037216,1278293864.508984
2025-12-10,1734130179.781324,1606391239.0501442,1286640549.4149902
2025-12-11,1719935785.9948006,1595647213.4411879,1273656864.508984
2025-12-12,1760182326.460283,1635537916.5042808,1275511706.9619873
2025-12-15,1753293997.9792392,1624020838.0373392,1263455478.6599853
2025-12-16,1703135822.9344842,1572771268.0947008,1253254092.8109863
2025-12-17,1704540839.3740387,1558110132.330909,1246762321.1129882
2025-12-18,1689137272.309863,1544712892.7785952,1246762321.1129882
2025-12-19,1715593173.910874,1568509588.4172606,1257891092.8109863
2025-12-22,1752469528.4488826,1599566046.553691,1274584321.1129882
2025-12-23,1759795028.0465117,1607550123.2540646,1280148706.9619873
2025-12-24,1791717033.998784,1625910744.575919,1282930864.508984
2025-12-26,1801451970.0985134,1644359734.54831,1293132321.1129882
2025-12-29,1784815475.1912947,1624184749.2782817,1308898092.8109863
2025-12-30,1799865849.3368037,1644133024.0357237,1307043321.1129882
2025-12-31,1810361114.7161124,1646507874.480523,1315389864.5089843
2026-01-02,1832358199.825371,1662579120.426722,1340429692.8109863
2026-01-05,1835011866.9798594,1673206268.1301615,1387727092.8109863
2026-01-06,1853208756.5530133,1697718239.0507598,1404420292.8109863
2026-01-07,1840063408.2134626,1704338276.6765685,1394218892.8109863
2026-01-08,1842844452.189494,1710246492.2700639,1398855892.8109863
2026-01-09,1826044015.6893811,1701779342.877145,1394218892.8109863
2026-01-12,1858147513.4252114,1748659527.3392003,1403492892.8109863
2026-01-13,1849804514.0889237,1732937774.9907994,1409984692.8109863
2026-01-14,1885077824.4518201,1754982786.8890064,1410912092.8109863
2026-01-15,1877614334.3578272,1773152196.6466525,1409057292.8109863
2026-01-16,1901623495.6142592,1806881921.4364796,1434097092.8109863
2026-01-19,1931453166.6181605,1842946483.1333077,1445225892.8109863
2026-01-20,1959180396.0394032,1877619568.0803845,1445225892.8109863
2026-01-21,1943854067.6301084,1853732482.3016694,1431314892.8109863
2026-01-22,1967028010.145611,1876191365.0957267,1430387492.8109863
2026-01-23,1996065564.3926072,1884149929.3151398,1438734092.8109863
2026-01-26,2053706097.1227846,1939356258.2990189,1438734092.8109863
2026-01-27,2085275656.1404133,1967125739.1994672,1453572492.8109863
2026-01-28,2122096999.7197692,2010206457.074033,1474902692.8109863
2026-01-29,2083116238.6738336,1984127144.0557563,1466556092.8109863
2026-01-30,2100518652.328186,1999692973.4670477,1445225892.8109863
2026-02-02,2052456575.9269214,1938427305.1741815,1424823092.8109863
2026-02-03,2125954553.0645123,1981421530.6416106,1451717692.8109863
2026-02-04,2161850792.3908887,2038294665.691517,1450790292.8109863
2026-02-05,2090373779.94945,1967846471.868811,1434097092.8109863
2026-02-06,2028732049.8315837,1910791614.0842693,1432242292.8109863
2026-02-09,2105631455.0242994,1965335412.5906754,1470265692.8109863
2026-02-10,2130816481.4822054,1975219789.6390128,1499015092.8109863
2026-02-11,2141779957.190593,2002585216.949064,1530546692.8109863
2026-02-23,2194361393.8289456,2075726827.2138827,1534256292.8109863
2026-02-24,2256396948.508194,2181614548.5898995,1571352292.8109863
2026-02-25,2310158794.48448,2207421119.0802174,1602883892.8109863
2026-02-26,2359116928.3963203,2223459073.5802174,1603811292.8109863
2026-03-02,2364352356.282786,2232649704.5802174,1588972892.8109863
2026-03-03,2355351891.3958554,2175685516.5802174,1559296092.8109863
2026-03-04,2218169673.6794143,2055279501.0802171,1500869892.8109863
2026-03-05,2262496580.141595,2110341058.0802171,1534256292.8109863
2026-03-06,2298563332.9823713,2114313226.5802171,1524054892.8109863
2026-03-09,2138626654.4113653,1976639303.7812603,1463773892.8109863
2026-03-10,2198431514.225055,2041068432.5030558,1493450692.8109863
2026-03-11,2335527885.3143954,2159520798.2418227,1549094692.8109863
2026-03-12,2352596340.2358284,2159123316.8945527,1519417892.8109863
2026-03-13,2376180027.886237,2196543080.5250263,1507361692.8109863
2026-03-16,2412236507.565592,2254001576.311485,1500869892.8109863
2026-03-17,2422155640.8888397,2304655977.0053368,1520345292.8109863
2026-03-18,2502148934.0976143,2401758096.9843926,1541675492.8109863
2026-03-19,2550653715.9373016,2448991753.6093445,1508289092.8109863
2026-03-20,2561081981.885427,2445840117.0268235,1506434292.8109863
2026-03-23,2440151702.602082,2322490071.9989576,1475830092.8109863
2026-03-24,2386436613.323424,2250936695.4256063,1478612292.8109863
2026-03-25,2508833445.323424,2361467491.21556,1511998692.8109863
2026-03-26,2465977081.1987605,2331813722.6167283,1504579492.8109863
2026-03-27,2491339950.2453947,2364058939.110598,1489741092.8109863
2026-03-30,2465861669.7534184,2339213113.4673605,1469338292.8109863
2026-03-31,2344888294.0802608,2207193942.3627634,1440588892.8109863
2026-04-01,2482390197.4139256,2347189794.183867,1498087692.8109863
2026-04-02,2458652238.764552,2338378398.525728,1470265692.8109863
2026-04-07,2535598792.0166254,2419647611.3504205,1495305492.8109863
2026-04-08,2689533971.730357,2552693416.768317,1567642692.8109863
2026-04-09,2724606376.765303,2573991692.864854,1566715292.8109863
2026-04-10,2807070490.765303,2639901798.020327,1596392092.8109863
2026-04-13,2830394333.265303,2658396310.0330987,1593609892.8109863
2026-04-14,2848787810.011632,2650799749.2023053,1639979892.8109863
2026-04-15,2869026615.8393497,2685460937.9861493,1659455292.8109863
2026-04-16,2904326623.4668484,2714997626.727418,1675221092.8109863
2026-04-17,3023433908.5040107,2780616847.6117883,1659455292.8109863
2026-04-20,3114910035.407011,2880414506.6021013,1666874492.8109863
2026-04-21,3174416508.049499,2969691150.451297,1693769092.8109863
2026-04-22,3215145474.7467265,3004644440.11351,1700260892.8109863
2026-04-23,3158562274.7467265,2932519039.4161735,1700260892.8109863
2026-04-24,3214488665.0155735,2988206930.8356557,1767033692.8109863
2026-04-27,3092847557.008135,2901893855.2609806,1823605092.8109863
2026-04-28,3159893576.319865,2954060235.4300346,1805057092.8109863
2026-04-29,3175877711.319865,2963139612.4683056,1781872092.8109863
2026-04-30,3265367195.70509,3056800505.510737,1777235092.8109863
2026-05-04,3387849566.619969,3178590657.9367476,1853281892.8109863
2026-05-05,3412144032.364888,3210472619.903777,1853281892.8109863
2026-05-06,3377978221.560882,3163484420.426757,1874612092.8109863
2026-05-07,3430340645.22044,3199588967.106697,1910780692.8109863
2026-05-08,3338791002.157807,3082067440.8402057,1897797092.8109863
2026-05-11,3462749253.764002,3182645494.292139,1895942292.8109863
2026-05-12,3477653625.6928415,3192161148.399723,1895014892.8109863
2026-05-13,3451687733.7763743,3154665000.906376,1869975092.8109863
2026-05-14,3402867236.0734587,3128969392.63855,1880176492.8109863
2026-05-15,3288691150.0722456,3010049370.8007555,1868120292.8109863
2026-05-18,3294031829.1943183,2984426050.640522,1858846292.8109863
2026-05-19,3190007083.8482356,2913689352.1304426,1825459892.8109863
2026-05-20,3222016951.6181955,2920357248.3521724,1814331092.8109863
2026-05-21,3403486595.7648563,3057181622.259188,1876466892.8109863
2026-05-22,3517037061.2233605,3171867938.942948,1903361492.8109863
2026-05-25,3675514825.582084,3311503999.760131,1968279492.8109863
2026-05-26,3736451097.0839305,3355429867.2068653,1955295892.8109863
2026-05-27,3817709154.0714765,3401064590.602035,2000738549.41499
2026-05-28,3715446365.334928,3309959276.2328033,1962715092.8109863
2026-05-29,3828067929.9627213,3387491319.535815,2053600321.1129882
2026-06-01,3903533494.0218716,3410480319.1333795,2055455092.8109863
2026-06-02,3821120491.7393007,3328353519.659038,2059164636.2069826
2026-06-03,3861437946.2454934,3357459835.79365,2094405864.5089843
2026-06-04,3749185211.8462663,3290580612.220817,2066583864.5089843
2026-06-05,3704272001.6109676,3232054262.132943,2030415321.1129882
2026-06-08,3536117844.883914,3111500548.067381,1971061636.2069826
2026-06-09,3671085810.906008,3236208574.9152255,2018359092.8109863
2026-06-10,3479888902.295059,3075209291.9831038,1958078092.8109863
2026-06-11,3491214731.5567355,3091346224.3027487,1950658864.5089843
2026-06-12,3597927604.792851,3166568843.5180635,1989609636.2069826
2026-06-15,3735915778.543947,3287608378.9093933,2050818092.8109863
2026-06-16,3810892414.6070166,3331806182.475827,2062874321.1129882
2026-06-17,3864011306.6606083,3386003267.3975706,2064729092.8109863
2026-06-18,3965716535.8819737,3489025437.0735235,2088841549.41499
2026-06-22,3982166377.9711027,3578393980.2999344,2160251321.1129885
2026-06-23,3938424978.798293,3500083196.946433,2140775864.5089843
2026-06-24,3945957711.337838,3507673876.609229,2086059321.1129882
2026-06-25,4028791531.450497,3547695559.1530933,2086986636.2069826
2026-06-26,3866728004.8883185,3374061551.385948,2010939864.5089843
2026-06-29,3838794836.549233,3370175546.2303386,2035979636.2069826
2026-06-30,3930338997.8904705,3486663660.991234,2098115549.41499
2026-07-01,3924870201.7169538,3493347038.717525,2126864864.5089843
2026-07-02,3927348304.7548113,3519023386.3724794,2116663549.41499
2026-07-03,3971110162.018154,3538404969.5617814,2108316864.5089843
2026-07-06,3964416859.735232,3509916869.4970913,2106462092.8109863
2026-07-07,3891007988.766684,3387172177.781024,2068438636.2069826
2026-07-08,3964221050.1031137,3451448693.1802425,2065656549.41499
2026-07-09,3954821468.588728,3506140145.387668,2061019492.8109863
2026-07-13,3987660936.900396,3507991671.6617126,2064729092.8109863
2026-07-14,3932645028.507232,3490074960.666243,2035052321.1129882
2026-07-15,4029109492.3645654,3636187010.7810316,2070293549.41499
2026-07-16,3961388922.518944,3538885497.8598685,2072148321.1129882
2026-07-17,3786056414.891706,3317771554.581783,1956223321.1129882
2026-07-20,3689792349.3932395,3237674281.496286,1938602636.2069826
2026-07-21,3744048968.6195745,3313426388.8904543,1999811092.8109863
2026-07-22,3823284972.4451694,3382213780.5634437,2024850864.5089843
2026-07-23,3786753866.621192,3332981050.9625397,2025778321.1129882
2026-07-24,3713575062.770025,3228894724.5132318,1984972636.2069826
2026-07-27,3736299797.413137,3216352257.9366174,1980335636.2069826
2026-07-28,3622989545.6638656,3101093302.9445157,1900579321.1129882
2026-07-29,3577142501.7662473,3023500760.371695,1836588636.2069826
2026-07-30,3553419535.142733,2978914357.257518,1832879092.8109863
2026-07-31,3658328184.6579866,3088639056.0459104,2006302864.5089843
2026-08-03,3663779345.5009203,3095632746.372299,1990537092.8109863
2026-08-04,3678036746.94964,3127665311.6635656,1965497321.1129882
2026-08-05,3728509048.3687735,3148029856.2533855,2023923549.41499
2026-08-06,3684570725.891197,3124483124.108587,2014649549.41499
2026-08-07,3675095197.130089,3139364858.5742226,2006302864.5089843
2026-08-10,3691324330.3156343,3166437776.5766606,2032270092.8109863
2026-08-11,3672631635.512793,3153243719.8379426,2038761864.5089843
2026-08-12,3687286607.4970217,3164317925.115785,2049890636.2069826
2026-08-13,3680708902.5489573,3186200095.5884953,2077712636.2069826
2026-08-14,3690760503.1858187,3221774608.2476387,2072148321.1129882
2026-08-17,3675863678.783036,3240952563.3469424,2073075636.2069826
2026-08-18,3679801242.2961454,3222627115.3428907,2044326321.1129882
2026-08-19,3668912087.274346,3214534005.1110516,2010939864.5089843
2026-08-20,3671553221.9193535,3221945017.1827607,2023923549.41499
2026-08-21,3677495218.0782847,3233848091.5045133,2039689321.1129882
2026-08-24,3673089057.627131,3202287789.08631,2023923549.41499
2026-08-25,3724718732.3136044,3259295775.8439913,2035052321.1129882
2026-08-26,3796499739.0205193,3319817979.1044664,2062874321.1129882
2026-08-27,3778797642.819065,3345621594.5154457,2065656549.41499
2026-08-28,3812369663.286074,3358763170.6066995,2082349636.2069826
2026-08-31,3793308124.3181853,3384002467.086837,2069366092.8109863
2026-09-01,3809888044.8720407,3394158599.343969,2110171636.2069826
2026-09-02,3822295385.540806,3386078568.556986,2079567549.41499
2026-09-03,3782930618.04788,3335733797.082999,2068438636.2069826
2026-09-04,3832461204.522002,3397205711.0407133,2099970321.1129882
2026-09-07,3802023841.988548,3378834667.8791018,2137066321.1129882
2026-09-08,3827451609.189994,3364423353.491611,2132429321.1129882
2026-09-09,3810469941.129197,3363737754.1679564,2132429321.1129882
2026-09-10,3807934445.5707245,3360829912.2961836,2123155321.1129882
2026-09-11,3785608605.9402556,3333663108.173721,2096260636.2069826
2026-09-14,3779092032.815886,3326329514.7314844,2081422321.1129882
2026-09-15,3723306252.4700866,3272313358.7872887,2069366092.8109863
2026-09-16,3753453003.10023,3310377348.4366775,2081422321.1129882
2026-09-17,3779288507.7078414,3339394658.7834487,2102752549.41499
2026-09-18,3853305254.0994177,3381176550.025793,2136138864.5089843
2026-09-21,4023544168.912099,3481494099.0463357,2212834844.5089846
