date,symbol,issue
2025-04-07,2049.TW,EXECUTION_OUTSIDE_PREDECLARED_PRICE_BOUND
2025-04-07,6188.TWO,EXECUTION_OUTSIDE_PREDECLARED_PRICE_BOUND
