strategy,stage,episode,date,best_iteration,train_pearson,validation_pearson,prediction_std,n_train_rows,n_validation_rows,n_symbols
lgbm_alpha,full,dev_2019_10m,2019-10-22,414,0.417365,0.026425,0.007731,57370,20626,138
lgbm_alpha,full,dev_2019_10m,2019-10-29,909,0.499799,0.020232,0.009939,57927,20625,138
lgbm_alpha,full,dev_2019_10m,2019-11-05,796,0.486026,0.006541,0.009997,58490,20622,138
lgbm_alpha,full,dev_2019_10m,2019-11-12,70,0.290912,0.008192,0.003799,59052,20620,138
lgbm_alpha,full,dev_2019_11,2019-11-01,763,0.484357,0.010187,0.009823,58264,20624,138
lgbm_alpha,full,dev_2019_11,2019-11-08,19,0.242904,0.014281,0.001257,58827,20621,138
lgbm_alpha,full,dev_2019_11,2019-11-15,4,0.230602,0.013662,0.000301,59387,20618,138
lgbm_alpha,full,dev_2019_11,2019-11-22,510,0.424394,0.006512,0.010121,59947,20618,138
lgbm_alpha,full,dev_2019_11,2019-11-29,180,0.336986,0.012706,0.007143,60505,20616,138
lgbm_alpha,full,dev_2019_11m,2019-11-15,4,0.230602,0.013662,0.000301,59387,20618,138
lgbm_alpha,full,dev_2019_11m,2019-11-22,510,0.424394,0.006512,0.010121,59947,20618,138
lgbm_alpha,full,dev_2019_11m,2019-11-29,180,0.336986,0.012706,0.007143,60505,20616,138
lgbm_alpha,full,dev_2019_11m,2019-12-06,57,0.278102,0.011971,0.003858,61064,20617,138
lgbm_alpha,full,dev_2019_11m,2019-12-13,60,0.289188,0.01308,0.003971,61622,20619,138
lgbm_alpha,full,dev_2019_12,2019-12-02,222,0.350543,0.011997,0.007869,60617,20616,138
lgbm_alpha,full,dev_2019_12,2019-12-09,175,0.331088,0.013157,0.007412,61175,20617,138
lgbm_alpha,full,dev_2019_12,2019-12-16,1,0.234262,0.012035,9.3e-05,61733,20620,138
lgbm_alpha,full,dev_2019_12,2019-12-23,237,0.353134,0.028281,0.00806,62290,20622,138
lgbm_alpha,full,dev_2019_12,2019-12-30,162,0.318652,0.0195,0.008365,62847,20621,138
lgbm_alpha,full,dev_2019_12m,2019-12-16,1,0.234262,0.012035,9.3e-05,61733,20620,138
lgbm_alpha,full,dev_2019_12m,2019-12-23,237,0.353134,0.028281,0.00806,62290,20622,138
lgbm_alpha,full,dev_2019_12m,2019-12-30,162,0.318652,0.0195,0.008365,62847,20621,138
lgbm_alpha,full,dev_2019_12m,2020-01-07,694,0.450717,0.018174,0.012217,63404,20622,138
lgbm_alpha,full,dev_2019_12m,2020-01-14,33,0.251421,0.00794,0.002997,63964,20624,138
lgbm_alpha,full,dev_2020_01,2020-01-02,460,0.402701,0.014042,0.011688,63069,20621,138
lgbm_alpha,full,dev_2020_01,2020-01-09,51,0.268671,0.015014,0.003928,63628,20624,138
lgbm_alpha,full,dev_2020_01,2020-01-16,65,0.277087,0.01033,0.004585,64188,20624,138
lgbm_alpha,full,dev_2020_01,2020-02-03,83,0.278817,0.013792,0.005977,64745,20625,138
lgbm_alpha,full,dev_2020_01,2020-02-10,97,0.284077,0.021229,0.00609,64869,20624,138
lgbm_alpha,full,dev_2020_01m,2020-01-15,723,0.453052,0.010682,0.012025,64076,20624,138
lgbm_alpha,full,dev_2020_01m,2020-01-31,87,0.283301,0.014288,0.006047,64634,20625,138
lgbm_alpha,full,dev_2020_01m,2020-02-07,62,0.269636,0.017639,0.004613,64865,20625,138
lgbm_alpha,full,dev_2020_01m,2020-02-14,25,0.252762,0.020352,0.002099,64878,20624,138
lgbm_alpha,full,dev_2020_01m,2020-02-21,3,0.225055,0.027952,0.000218,64889,20624,138
lgbm_alpha,full,dev_2020_02,2020-02-03,83,0.278817,0.013792,0.005977,64745,20625,138
lgbm_alpha,full,dev_2020_02,2020-02-10,97,0.284077,0.021229,0.00609,64869,20624,138
lgbm_alpha,full,dev_2020_02,2020-02-17,13,0.251261,0.02405,0.001126,64881,20624,138
lgbm_alpha,full,dev_2020_02,2020-02-24,2,0.225902,0.021126,0.000156,64892,20610,138
lgbm_alpha,full,dev_2020_02,2020-03-03,1,0.224371,0.021653,6.6e-05,64899,20608,138
lgbm_alpha,full,dev_2020_02m,2020-02-17,13,0.251261,0.02405,0.001126,64881,20624,138
lgbm_alpha,full,dev_2020_02m,2020-02-24,2,0.225902,0.021126,0.000156,64892,20610,138
lgbm_alpha,full,dev_2020_02m,2020-03-03,1,0.224371,0.021653,6.6e-05,64899,20608,138
lgbm_alpha,full,dev_2020_02m,2020-03-10,9,0.243598,0.019662,0.000617,64905,20610,138
lgbm_alpha,full,dev_2020_02m,2020-03-17,15,0.238629,0.013684,0.000959,64912,20616,139
lgbm_alpha,full,dev_2020_03,2020-03-02,7,0.22554,0.022844,0.00046,64898,20609,138
lgbm_alpha,full,dev_2020_03,2020-03-09,10,0.243562,0.020749,0.000617,64904,20610,138
lgbm_alpha,full,dev_2020_03,2020-03-16,75,0.274517,0.010877,0.003672,64911,20615,139
lgbm_alpha,full,dev_2020_03,2020-03-23,5,0.215659,0.01327,0.000332,64916,20622,139
lgbm_alpha,full,dev_2020_03,2020-03-30,1,0.210762,0.011776,7e-05,65471,20552,139
lgbm_alpha,full,dev_2020_03m,2020-03-16,75,0.274517,0.010877,0.003672,64911,20615,139
lgbm_alpha,full,dev_2020_03m,2020-03-23,5,0.215659,0.01327,0.000332,64916,20622,139
lgbm_alpha,full,dev_2020_03m,2020-03-30,1,0.210762,0.011776,7e-05,65471,20552,139
lgbm_alpha,full,dev_2020_03m,2020-04-08,320,0.359098,0.056799,0.008237,66026,20531,139
lgbm_alpha,full,dev_2020_03m,2020-04-15,334,0.363626,0.121431,0.00973,66584,20530,139
lgbm_alpha,full,dev_2020_04,2020-04-01,75,0.279057,0.01956,0.00365,65694,20551,139
lgbm_alpha,full,dev_2020_04,2020-04-10,385,0.37139,0.101672,0.010168,66248,20530,139
lgbm_alpha,full,dev_2020_04,2020-04-17,367,0.372937,0.133891,0.010404,66810,20526,139
lgbm_alpha,full,dev_2020_04,2020-04-24,430,0.394119,0.145035,0.011536,67368,20524,139
lgbm_alpha,full,dev_2020_04,2020-05-04,267,0.347483,0.153444,0.009526,67925,20524,139
lgbm_alpha,full,dev_2020_04m,2020-04-15,334,0.363626,0.121431,0.00973,66584,20530,139
lgbm_alpha,full,dev_2020_04m,2020-04-22,423,0.392071,0.142985,0.011112,67145,20525,139
lgbm_alpha,full,dev_2020_04m,2020-04-29,336,0.371594,0.150766,0.010522,67701,20524,139
lgbm_alpha,full,dev_2020_04m,2020-05-07,231,0.336491,0.166181,0.008759,68258,20526,139
lgbm_alpha,full,dev_2020_04m,2020-05-14,234,0.333907,0.167772,0.008859,68813,20523,139
lgbm_alpha,full,dev_2020_05,2020-05-04,267,0.347483,0.153444,0.009526,67925,20524,139
lgbm_alpha,full,dev_2020_05,2020-05-11,248,0.337391,0.164587,0.009186,68480,20526,139
lgbm_alpha,full,dev_2020_05,2020-05-18,243,0.338775,0.167429,0.008987,69035,20519,139
lgbm_alpha,full,dev_2020_05,2020-05-25,320,0.359578,0.160438,0.009778,69586,20510,139
lgbm_alpha,full,dev_2020_05,2020-06-01,323,0.365014,0.163982,0.009653,70143,20503,139
lgbm_alpha,full,dev_2020_05m,2020-05-15,251,0.340597,0.16248,0.009028,68924,20521,139
lgbm_alpha,full,dev_2020_05m,2020-05-22,290,0.350146,0.162154,0.009499,69476,20512,139
lgbm_alpha,full,dev_2020_05m,2020-05-29,254,0.342355,0.170034,0.008676,70031,20505,139
lgbm_alpha,full,dev_2020_05m,2020-06-05,292,0.35664,0.165942,0.009373,70590,20497,139
lgbm_alpha,full,dev_2020_05m,2020-06-12,281,0.353693,0.168299,0.009464,71147,20491,139
lgbm_alpha,full,dev_2020_06,2020-06-01,323,0.365014,0.163982,0.009653,70143,20503,139
lgbm_alpha,full,dev_2020_06,2020-06-08,275,0.350291,0.160572,0.009187,70702,20496,139
lgbm_alpha,full,dev_2020_06,2020-06-15,5,0.220113,0.171565,0.000352,71259,20489,139
lgbm_alpha,full,dev_2020_06,2020-06-22,271,0.349125,0.156479,0.009402,71816,20483,139
lgbm_alpha,full,dev_2020_06,2020-07-01,356,0.369833,0.159062,0.010628,72373,20477,139
lgbm_alpha,full,dev_2020_06m,2020-06-15,5,0.220113,0.171565,0.000352,71259,20489,139
lgbm_alpha,full,dev_2020_06m,2020-06-22,271,0.349125,0.156479,0.009402,71816,20483,139
lgbm_alpha,full,dev_2020_06m,2020-07-01,356,0.369833,0.159062,0.010628,72373,20477,139
lgbm_alpha,full,dev_2020_06m,2020-07-08,259,0.346884,0.161851,0.009348,72934,20469,139
lgbm_alpha,full,dev_2020_06m,2020-07-15,87,0.282571,0.166493,0.004879,73495,20462,139
lgbm_alpha,full,dev_2020_07,2020-07-01,356,0.369833,0.159062,0.010628,72373,20477,139
lgbm_alpha,full,dev_2020_07,2020-07-08,259,0.346884,0.161851,0.009348,72934,20469,139
lgbm_alpha,full,dev_2020_07,2020-07-15,87,0.282571,0.166493,0.004879,73495,20462,139
lgbm_alpha,full,dev_2020_07,2020-07-22,83,0.280011,0.167206,0.005063,74058,20454,139
lgbm_alpha,full,dev_2020_07,2020-07-29,78,0.277017,0.17524,0.00478,74620,20447,139
lgbm_alpha,full,dev_2020_07m,2020-07-15,87,0.282571,0.166493,0.004879,73495,20462,139
lgbm_alpha,full,dev_2020_07m,2020-07-22,83,0.280011,0.167206,0.005063,74058,20454,139
lgbm_alpha,full,dev_2020_07m,2020-07-29,78,0.277017,0.17524,0.00478,74620,20447,139
lgbm_alpha,full,dev_2020_07m,2020-08-05,92,0.281758,0.173211,0.005523,75183,20437,139
lgbm_alpha,full,dev_2020_07m,2020-08-12,72,0.270983,0.177076,0.004506,75745,20433,139
lgbm_alpha,full,dev_2020_08,2020-08-03,117,0.291468,0.175724,0.006535,74957,20441,139
lgbm_alpha,full,dev_2020_08,2020-08-10,60,0.26132,0.179589,0.003847,75520,20434,139
lgbm_alpha,full,dev_2020_08,2020-08-17,287,0.350957,0.170606,0.01113,76084,20431,139
lgbm_alpha,full,dev_2020_08,2020-08-24,152,0.307553,0.16809,0.00776,76648,20427,139
lgbm_alpha,full,dev_2020_08,2020-08-31,51,0.26279,0.167668,0.003445,77212,20426,139
lgbm_alpha,full,dev_2020_08m,2020-08-17,287,0.350957,0.170606,0.01113,76084,20431,139
lgbm_alpha,full,dev_2020_08m,2020-08-24,152,0.307553,0.16809,0.00776,76648,20427,139
lgbm_alpha,full,dev_2020_08m,2020-08-31,51,0.26279,0.167668,0.003445,77212,20426,139
lgbm_alpha,full,dev_2020_08m,2020-09-07,106,0.292892,0.165604,0.006198,77777,20423,139
lgbm_alpha,full,dev_2020_08m,2020-09-14,136,0.30257,0.164959,0.00719,78342,20421,139
lgbm_alpha,full,dev_2020_09,2020-09-01,74,0.278068,0.165784,0.004521,77325,20426,139
lgbm_alpha,full,dev_2020_09,2020-09-08,181,0.316961,0.16588,0.008639,77890,20422,139
lgbm_alpha,full,dev_2020_09,2020-09-15,117,0.299099,0.163544,0.00651,78455,20421,139
lgbm_alpha,full,dev_2020_09,2020-09-22,221,0.334087,0.156758,0.010112,79020,20420,139
lgbm_alpha,full,dev_2020_09,2020-09-29,235,0.330994,0.155561,0.010515,79582,20429,139
lgbm_alpha,full,dev_2020_09m,2020-09-15,117,0.299099,0.163544,0.00651,78455,20421,139
lgbm_alpha,full,dev_2020_09m,2020-09-22,221,0.334087,0.156758,0.010112,79020,20420,139
lgbm_alpha,full,dev_2020_09m,2020-09-29,235,0.330994,0.155561,0.010515,79582,20429,139
lgbm_alpha,full,dev_2020_09m,2020-10-08,202,0.322707,0.154893,0.009515,80151,20431,139
lgbm_alpha,full,dev_2020_09m,2020-10-16,350,0.364917,0.148852,0.012918,80379,20430,139
lgbm_alpha,full,dev_2020_10,2020-10-05,176,0.318019,0.154921,0.008818,79809,20430,139
lgbm_alpha,full,dev_2020_10,2020-10-13,26,0.265023,0.161354,0.001801,80378,20430,139
lgbm_alpha,full,dev_2020_10,2020-10-20,480,0.387737,0.14987,0.01476,80388,20428,139
lgbm_alpha,full,dev_2020_10,2020-10-27,391,0.371496,0.151304,0.013764,80414,20421,139
lgbm_alpha,full,dev_2020_10,2020-11-03,170,0.309024,0.161043,0.008515,80442,20446,139
lgbm_alpha,full,dev_2020_10m,2020-10-15,338,0.358262,0.152156,0.012903,80388,20430,139
lgbm_alpha,full,dev_2020_10m,2020-10-22,227,0.334749,0.152005,0.010476,80398,20426,139
lgbm_alpha,full,dev_2020_10m,2020-10-29,449,0.382569,0.156915,0.014385,80423,20419,138
lgbm_alpha,full,dev_2020_10m,2020-11-05,454,0.388494,0.161031,0.013587,80457,20481,139
lgbm_alpha,full,dev_2020_10m,2020-11-12,492,0.387199,0.13029,0.013353,80494,20501,139
lgbm_alpha,full,dev_2020_11,2020-11-02,527,0.395992,0.161984,0.014781,80434,20447,139
lgbm_alpha,full,dev_2020_11,2020-11-09,381,0.369722,0.157348,0.012443,80472,20482,139
lgbm_alpha,full,dev_2020_11,2020-11-16,365,0.361599,0.107773,0.01112,80474,20501,139
lgbm_alpha,full,dev_2020_11,2020-11-23,1391,0.511599,0.070336,0.015399,80458,20504,139
lgbm_alpha,full,dev_2020_11,2020-11-30,655,0.40495,0.042079,0.01256,80460,20510,139
lgbm_alpha,full,dev_2020_11m,2020-11-16,365,0.361599,0.107773,0.01112,80474,20501,139
lgbm_alpha,full,dev_2020_11m,2020-11-23,1391,0.511599,0.070336,0.015399,80458,20504,139
lgbm_alpha,full,dev_2020_11m,2020-11-30,655,0.40495,0.042079,0.01256,80460,20510,139
lgbm_alpha,full,dev_2020_11m,2020-12-07,796,0.420625,0.039304,0.013013,80480,20512,139
lgbm_alpha,full,dev_2020_11m,2020-12-14,108,0.276952,0.031006,0.005798,80501,20518,139
lgbm_alpha,full,dev_2020_12,2020-12-01,2932,0.594032,0.061274,0.019164,80465,20510,139
lgbm_alpha,full,dev_2020_12,2020-12-08,1904,0.536419,0.064527,0.016275,80484,20512,139
lgbm_alpha,full,dev_2020_12,2020-12-15,12,0.219473,0.026658,0.001005,80505,20520,139
lgbm_alpha,full,dev_2020_12,2020-12-22,63,0.257667,0.047532,0.003665,80525,20528,139
lgbm_alpha,full,dev_2020_12,2020-12-29,3,0.220892,0.050317,0.000289,80542,20536,139
lgbm_alpha,full,dev_2020_12m,2020-12-15,12,0.219473,0.026658,0.001005,80505,20520,139
lgbm_alpha,full,dev_2020_12m,2020-12-22,63,0.257667,0.047532,0.003665,80525,20528,139
lgbm_alpha,full,dev_2020_12m,2020-12-29,3,0.220892,0.050317,0.000289,80542,20536,139
lgbm_alpha,full,dev_2020_12m,2021-01-06,13,0.24067,0.033736,0.001121,80557,20542,139
lgbm_alpha,full,dev_2020_12m,2021-01-13,61,0.261035,0.025242,0.003448,80569,20548,139
lgbm_alpha,full,dev_2021_01,2021-01-04,12,0.226125,0.029442,0.0011,80551,20539,139
lgbm_alpha,full,dev_2021_01,2021-01-11,52,0.261872,0.045716,0.002972,80565,20546,139
lgbm_alpha,full,dev_2021_01,2021-01-18,96,0.276803,0.011291,0.005507,80572,20554,139
lgbm_alpha,full,dev_2021_01,2021-01-25,35,0.238314,0.004977,0.003331,80570,20562,139
lgbm_alpha,full,dev_2021_01,2021-02-01,886,0.44243,0.011377,0.011947,80567,20572,139
lgbm_alpha,full,dev_2021_01m,2021-01-15,110,0.282119,0.017317,0.005755,80572,20552,139
lgbm_alpha,full,dev_2021_01m,2021-01-22,1,0.221635,0.0098,0.000107,80571,20560,139
lgbm_alpha,full,dev_2021_01m,2021-01-29,1,0.218977,0.007769,9.1e-05,80567,20570,139
lgbm_alpha,full,dev_2021_01m,2021-02-05,10,0.228537,0.015812,0.000882,80566,20584,139
lgbm_alpha,full,dev_2021_01m,2021-02-23,35,0.244857,0.012671,0.002634,80563,20599,139
lgbm_alpha,full,dev_2021_02,2021-02-01,886,0.44243,0.011377,0.011947,80567,20572,139
lgbm_alpha,full,dev_2021_02,2021-02-17,1,0.21951,0.019247,8.9e-05,80566,20587,139
lgbm_alpha,full,dev_2021_02,2021-02-24,10,0.223797,0.005099,0.000778,80562,20601,139
lgbm_alpha,full,dev_2021_02,2021-03-04,6,0.236924,0.026716,0.000561,80560,20612,139
lgbm_alpha,full,dev_2021_02,2021-03-11,10,0.245959,0.031002,0.000901,80557,20626,139
lgbm_alpha,full,dev_2021_02m,2021-02-17,1,0.21951,0.019247,8.9e-05,80566,20587,139
lgbm_alpha,full,dev_2021_02m,2021-02-24,10,0.223797,0.005099,0.000778,80562,20601,139
lgbm_alpha,full,dev_2021_02m,2021-03-04,6,0.236924,0.026716,0.000561,80560,20612,139
lgbm_alpha,full,dev_2021_02m,2021-03-11,10,0.245959,0.031002,0.000901,80557,20626,139
lgbm_alpha,full,dev_2021_02m,2021-03-18,8,0.230434,0.021934,0.000694,80557,20641,139
lgbm_alpha,full,dev_2021_03,2021-03-02,58,0.252708,0.026608,0.003053,80561,20607,139
lgbm_alpha,full,dev_2021_03,2021-03-09,1,0.221389,0.035801,0.000104,80558,20621,139
lgbm_alpha,full,dev_2021_03,2021-03-16,11,0.244602,0.02876,0.000917,80557,20635,139
lgbm_alpha,full,dev_2021_03,2021-03-23,104,0.285867,-0.006768,0.004239,80556,20648,139
lgbm_alpha,full,dev_2021_03,2021-03-30,106,0.290217,0.017236,0.003287,80556,20656,139
lgbm_alpha,full,dev_2021_03m,2021-03-15,17,0.23793,0.021489,0.001588,80557,20632,139
lgbm_alpha,full,dev_2021_03m,2021-03-22,58,0.274849,-0.004431,0.00305,80556,20646,139
lgbm_alpha,full,dev_2021_03m,2021-03-29,4,0.224482,0.009472,0.000279,80556,20654,139
lgbm_alpha,full,dev_2021_03m,2021-04-08,1,0.224508,0.012323,6.4e-05,80553,20665,140
lgbm_alpha,full,dev_2021_03m,2021-04-15,2,0.221267,0.034601,7.3e-05,80597,20674,140
lgbm_alpha,full,dev_2021_04,2021-04-01,90,0.279566,0.010541,0.003282,80555,20660,140
lgbm_alpha,full,dev_2021_04,2021-04-13,16,0.238565,0.00974,0.000806,80597,20670,140
lgbm_alpha,full,dev_2021_04,2021-04-20,124,0.300854,0.040065,0.003652,80596,20680,140
lgbm_alpha,full,dev_2021_04,2021-04-27,43,0.273346,0.057095,0.001837,80598,20691,140
lgbm_alpha,full,dev_2021_04,2021-05-05,60,0.268005,0.06569,0.002461,80601,20705,140
lgbm_alpha,full,dev_2021_04m,2021-04-15,2,0.221267,0.034601,7.3e-05,80597,20674,140
lgbm_alpha,full,dev_2021_04m,2021-04-22,65,0.278247,0.054748,0.002494,80597,20683,140
lgbm_alpha,full,dev_2021_04m,2021-04-29,33,0.257708,0.075187,0.001559,80600,20697,140
lgbm_alpha,full,dev_2021_04m,2021-05-07,45,0.260672,0.053164,0.001937,80602,20710,140
lgbm_alpha,full,dev_2021_04m,2021-05-14,257,0.342585,0.035664,0.005946,80600,20722,140
lgbm_alpha,full,dev_2021_05,2021-05-03,39,0.259538,0.069782,0.001741,80599,20699,140
lgbm_alpha,full,dev_2021_05,2021-05-10,52,0.262161,0.049016,0.002192,80602,20712,140
lgbm_alpha,full,dev_2021_05,2021-05-17,246,0.341144,0.04836,0.005737,80601,20724,140
lgbm_alpha,full,dev_2021_05,2021-05-24,258,0.334266,0.060218,0.006059,80601,20735,140
lgbm_alpha,full,dev_2021_05,2021-05-31,332,0.353882,0.064304,0.007125,80601,20746,140
lgbm_alpha,full,dev_2021_05m,2021-05-17,246,0.341144,0.04836,0.005737,80601,20724,140
lgbm_alpha,full,dev_2021_05m,2021-05-24,258,0.334266,0.060218,0.006059,80601,20735,140
lgbm_alpha,full,dev_2021_05m,2021-05-31,332,0.353882,0.064304,0.007125,80601,20746,140
lgbm_alpha,full,dev_2021_05m,2021-06-07,397,0.365235,0.109722,0.008495,80605,20756,140
lgbm_alpha,full,dev_2021_05m,2021-06-15,680,0.418785,0.109893,0.010774,80610,20761,140
lgbm_alpha,full,dev_2021_06,2021-06-01,393,0.366167,0.076548,0.008,80601,20748,140
lgbm_alpha,full,dev_2021_06,2021-06-08,772,0.431548,0.104851,0.010469,80606,20757,140
lgbm_alpha,full,dev_2021_06,2021-06-16,422,0.37007,0.104501,0.009605,80611,20762,140
lgbm_alpha,full,dev_2021_06,2021-06-23,1,0.215897,0.098365,5.3e-05,80611,20772,140
lgbm_alpha,full,dev_2021_06,2021-06-30,106,0.281959,0.104046,0.004001,80610,20782,140
lgbm_alpha,full,dev_2021_06m,2021-06-15,680,0.418785,0.109893,0.010774,80610,20761,140
lgbm_alpha,full,dev_2021_06m,2021-06-22,14,0.229758,0.099276,0.000708,80612,20770,140
lgbm_alpha,full,dev_2021_06m,2021-06-29,116,0.284482,0.113623,0.004359,80610,20780,140
lgbm_alpha,full,dev_2021_06m,2021-07-06,22,0.23251,0.094737,0.001183,80604,20789,140
lgbm_alpha,full,dev_2021_06m,2021-07-13,19,0.244693,0.111015,0.001032,80606,20795,140
lgbm_alpha,full,dev_2021_07,2021-07-01,92,0.277561,0.10636,0.003521,80609,20784,140
lgbm_alpha,full,dev_2021_07,2021-07-08,126,0.290033,0.104186,0.004648,80604,20792,140
lgbm_alpha,full,dev_2021_07,2021-07-15,35,0.253409,0.119221,0.001661,80606,20794,140
lgbm_alpha,full,dev_2021_07,2021-07-22,61,0.260962,0.123249,0.002824,80606,20804,141
lgbm_alpha,full,dev_2021_07,2021-07-29,53,0.254571,0.101504,0.002492,80610,20814,141
lgbm_alpha,full,dev_2021_07m,2021-07-15,35,0.253409,0.119221,0.001661,80606,20794,140
lgbm_alpha,full,dev_2021_07m,2021-07-22,61,0.260962,0.123249,0.002824,80606,20804,141
lgbm_alpha,full,dev_2021_07m,2021-07-29,53,0.254571,0.101504,0.002492,80610,20814,141
lgbm_alpha,full,dev_2021_07m,2021-08-05,29,0.243114,0.118851,0.001514,80614,20825,141
lgbm_alpha,full,dev_2021_07m,2021-08-12,11,0.238978,0.105805,0.000599,80618,20834,141
lgbm_alpha,full,dev_2021_08,2021-08-02,54,0.256898,0.118374,0.002554,80613,20818,141
lgbm_alpha,full,dev_2021_08,2021-08-09,39,0.246079,0.114714,0.001941,80615,20827,141
lgbm_alpha,full,dev_2021_08,2021-08-16,33,0.248142,0.100985,0.001743,80623,20839,141
lgbm_alpha,full,dev_2021_08,2021-08-23,8,0.229893,0.09481,0.000476,80630,20853,141
lgbm_alpha,full,dev_2021_08,2021-08-30,1,0.222226,0.078759,8e-05,80635,20867,141
lgbm_alpha,full,dev_2021_08m,2021-08-16,33,0.248142,0.100985,0.001743,80623,20839,141
lgbm_alpha,full,dev_2021_08m,2021-08-23,8,0.229893,0.09481,0.000476,80630,20853,141
lgbm_alpha,full,dev_2021_08m,2021-08-30,1,0.222226,0.078759,8e-05,80635,20867,141
lgbm_alpha,full,dev_2021_08m,2021-09-06,12,0.233284,0.068043,0.001263,80639,20767,141
lgbm_alpha,full,dev_2021_08m,2021-09-13,19,0.236549,0.060689,0.002325,80648,20774,141
lgbm_alpha,full,dev_2021_09,2021-09-01,143,0.29962,0.038963,0.007199,80635,20764,141
lgbm_alpha,full,dev_2021_09,2021-09-08,21,0.235372,0.055796,0.002599,80643,20771,141
lgbm_alpha,full,dev_2021_09,2021-09-15,7,0.230695,0.068203,0.000636,80652,20776,141
lgbm_alpha,full,dev_2021_09,2021-09-24,1,0.226444,0.01176,0.0001,80662,20776,141
lgbm_alpha,full,dev_2021_09,2021-10-01,174,0.315921,-0.004767,0.008759,80677,20776,141
lgbm_alpha,full,dev_2021_09m,2021-09-15,7,0.230695,0.068203,0.000636,80652,20776,141
lgbm_alpha,full,dev_2021_09m,2021-09-24,1,0.226444,0.01176,0.0001,80662,20776,141
lgbm_alpha,full,dev_2021_09m,2021-10-01,174,0.315921,-0.004767,0.008759,80677,20776,141
lgbm_alpha,full,dev_2021_09m,2021-10-08,178,0.317007,-0.014588,0.008248,80701,20779,141
lgbm_alpha,full,dev_2021_09m,2021-10-18,191,0.318144,-0.02782,0.009647,80727,20781,141
lgbm_alpha,full,dev_2021_10,2021-10-01,174,0.315921,-0.004767,0.008759,80677,20776,141
lgbm_alpha,full,dev_2021_10,2021-10-08,178,0.317007,-0.014588,0.008248,80701,20779,141
lgbm_alpha,full,dev_2021_10,2021-10-18,191,0.318144,-0.02782,0.009647,80727,20781,141
lgbm_alpha,full,dev_2021_10,2021-10-25,49,0.277464,0.00694,0.003593,80752,20783,141
lgbm_alpha,full,dev_2021_10,2021-11-01,41,0.274604,0.064134,0.002936,80777,20788,141
lgbm_alpha,full,dev_2021_10m,2021-10-15,60,0.277205,0.005999,0.004103,80722,20780,141
lgbm_alpha,full,dev_2021_10m,2021-10-22,2,0.236053,-0.021351,0.000249,80747,20782,141
lgbm_alpha,full,dev_2021_10m,2021-10-29,11,0.259375,0.085901,0.000928,80773,20787,141
lgbm_alpha,full,dev_2021_10m,2021-11-05,7,0.244526,0.06829,0.000597,80798,20790,141
lgbm_alpha,full,dev_2021_10m,2021-11-12,9,0.248644,0.05864,0.000763,80825,20788,141
lgbm_alpha,full,dev_2021_11,2021-11-01,41,0.274604,0.064134,0.002936,80777,20788,141
lgbm_alpha,full,dev_2021_11,2021-11-08,5,0.244802,0.068342,0.000426,80803,20790,141
lgbm_alpha,full,dev_2021_11,2021-11-15,2,0.239804,0.069859,0.000179,80831,20787,141
lgbm_alpha,full,dev_2021_11,2021-11-22,88,0.292136,0.040262,0.005672,80855,20788,141
lgbm_alpha,full,dev_2021_11,2021-11-29,160,0.315776,0.006868,0.008648,80879,20792,141
lgbm_alpha,full,dev_2021_11m,2021-11-15,2,0.239804,0.069859,0.000179,80831,20787,141
lgbm_alpha,full,dev_2021_11m,2021-11-22,88,0.292136,0.040262,0.005672,80855,20788,141
lgbm_alpha,full,dev_2021_11m,2021-11-29,160,0.315776,0.006868,0.008648,80879,20792,141
lgbm_alpha,full,dev_2021_11m,2021-12-06,199,0.325407,-0.030455,0.009905,80909,20791,141
lgbm_alpha,full,dev_2021_11m,2021-12-13,694,0.42565,-0.019023,0.019936,80937,20785,141
lgbm_execution_alpha,full,dev_2019_01,2019-01-02,751,0.529111,0.039562,0.016027,41518,20309,138
lgbm_execution_alpha,full,dev_2019_01,2019-01-09,2,0.265677,0.018345,0.000127,41566,20308,138
lgbm_execution_alpha,full,dev_2019_01,2019-01-16,8,0.280328,0.032486,0.001073,41616,20311,138
lgbm_execution_alpha,full,dev_2019_01,2019-01-23,307,0.421607,-0.002812,0.011392,41665,20313,138
lgbm_execution_alpha,full,dev_2019_01,2019-01-30,1,0.286493,0.033201,0.000132,41714,20313,138
lgbm_execution_alpha,full,dev_2019_01m,2019-01-15,47,0.295049,0.022047,0.002121,41605,20310,138
lgbm_execution_alpha,full,dev_2019_01m,2019-01-22,296,0.41969,-0.012946,0.010541,41656,20313,138
lgbm_execution_alpha,full,dev_2019_01m,2019-01-29,37,0.303751,-0.011827,0.003654,41704,20312,138
lgbm_execution_alpha,full,dev_2019_01m,2019-02-14,33,0.308923,0.003513,0.003412,41752,20316,138
lgbm_execution_alpha,full,dev_2019_01m,2019-02-21,10,0.318698,0.051606,0.000986,41799,20318,138
lgbm_execution_alpha,full,dev_2019_02,2019-02-11,56,0.310568,-0.002905,0.005319,41724,20314,138
lgbm_execution_alpha,full,dev_2019_02,2019-02-18,2,0.300241,0.001402,0.000219,41770,20317,138
lgbm_execution_alpha,full,dev_2019_02,2019-02-25,4,0.263861,0.028937,0.000508,41817,20318,138
lgbm_execution_alpha,full,dev_2019_02,2019-03-06,312,0.424553,0.053445,0.013239,41859,20324,138
lgbm_execution_alpha,full,dev_2019_02,2019-03-13,149,0.378374,0.060964,0.010104,41907,20333,138
