strategy,stage,episode,date,best_iteration,train_pearson,validation_pearson,prediction_std,n_train_rows,n_validation_rows,n_symbols
lgbm_raw,full,dev_2020_06,2020-06-22,233,0.335863,0.293262,0.0105,71816,20483,139
lgbm_raw,full,dev_2020_06,2020-07-01,229,0.330336,0.286202,0.010707,72373,20477,139
lgbm_raw,full,dev_2020_06m,2020-06-15,243,0.340117,0.294414,0.01072,71259,20489,139
lgbm_raw,full,dev_2020_06m,2020-06-22,233,0.335863,0.293262,0.0105,71816,20483,139
lgbm_raw,full,dev_2020_06m,2020-07-01,229,0.330336,0.286202,0.010707,72373,20477,139
lgbm_raw,full,dev_2020_06m,2020-07-08,166,0.316719,0.294642,0.008912,72934,20469,139
lgbm_raw,full,dev_2020_06m,2020-07-15,171,0.317505,0.291431,0.009226,73495,20462,139
lgbm_raw,full,dev_2020_07,2020-07-01,229,0.330336,0.286202,0.010707,72373,20477,139
lgbm_raw,full,dev_2020_07,2020-07-08,166,0.316719,0.294642,0.008912,72934,20469,139
lgbm_raw,full,dev_2020_07,2020-07-15,171,0.317505,0.291431,0.009226,73495,20462,139
lgbm_raw,full,dev_2020_07,2020-07-22,242,0.337921,0.287037,0.011297,74058,20454,139
lgbm_raw,full,dev_2020_07,2020-07-29,236,0.334911,0.281552,0.01129,74620,20447,139
lgbm_raw,full,dev_2020_07m,2020-07-15,171,0.317505,0.291431,0.009226,73495,20462,139
lgbm_raw,full,dev_2020_07m,2020-07-22,242,0.337921,0.287037,0.011297,74058,20454,139
lgbm_raw,full,dev_2020_07m,2020-07-29,236,0.334911,0.281552,0.01129,74620,20447,139
lgbm_raw,full,dev_2020_07m,2020-08-05,147,0.30175,0.284068,0.008851,75183,20437,139
lgbm_raw,full,dev_2020_07m,2020-08-12,207,0.316503,0.271583,0.011008,75745,20433,139
lgbm_raw,full,dev_2020_08,2020-08-03,164,0.310454,0.283952,0.00927,74957,20441,139
lgbm_raw,full,dev_2020_08,2020-08-10,220,0.326025,0.279299,0.011113,75520,20434,139
lgbm_raw,full,dev_2020_08,2020-08-17,177,0.31138,0.272903,0.009928,76084,20431,139
lgbm_raw,full,dev_2020_08,2020-08-24,231,0.323809,0.262907,0.011753,76648,20427,139
lgbm_raw,full,dev_2020_08,2020-08-31,237,0.328179,0.267844,0.011493,77212,20426,139
lgbm_raw,full,dev_2020_08m,2020-08-17,177,0.31138,0.272903,0.009928,76084,20431,139
lgbm_raw,full,dev_2020_08m,2020-08-24,231,0.323809,0.262907,0.011753,76648,20427,139
lgbm_raw,full,dev_2020_08m,2020-08-31,237,0.328179,0.267844,0.011493,77212,20426,139
lgbm_raw,full,dev_2020_08m,2020-09-07,244,0.33027,0.268656,0.011533,77777,20423,139
lgbm_raw,full,dev_2020_08m,2020-09-14,254,0.329818,0.261033,0.012048,78342,20421,139
lgbm_raw,full,dev_2020_09,2020-09-01,234,0.327155,0.265872,0.011388,77325,20426,139
lgbm_raw,full,dev_2020_09,2020-09-08,230,0.326977,0.269824,0.011408,77890,20422,139
lgbm_raw,full,dev_2020_09,2020-09-15,255,0.330488,0.26018,0.012358,78455,20421,139
lgbm_raw,full,dev_2020_09,2020-09-22,220,0.320781,0.264455,0.01147,79020,20420,139
lgbm_raw,full,dev_2020_09,2020-09-29,244,0.332111,0.268697,0.011978,79582,20429,139
lgbm_raw,full,dev_2020_09m,2020-09-15,255,0.330488,0.26018,0.012358,78455,20421,139
lgbm_raw,full,dev_2020_09m,2020-09-22,220,0.320781,0.264455,0.01147,79020,20420,139
lgbm_raw,full,dev_2020_09m,2020-09-29,244,0.332111,0.268697,0.011978,79582,20429,139
lgbm_raw,full,dev_2020_09m,2020-10-08,638,0.4185,0.269761,0.017395,80151,20431,139
lgbm_raw,full,dev_2020_09m,2020-10-16,248,0.330476,0.266559,0.012039,80379,20430,139
lgbm_raw,full,dev_2020_10,2020-10-05,304,0.345598,0.267821,0.013359,79809,20430,139
lgbm_raw,full,dev_2020_10,2020-10-13,253,0.332537,0.265203,0.011862,80378,20430,139
lgbm_raw,full,dev_2020_10,2020-10-20,304,0.347424,0.263562,0.01308,80388,20428,139
lgbm_raw,full,dev_2020_10,2020-10-27,252,0.332056,0.260842,0.012365,80414,20421,139
lgbm_raw,full,dev_2020_10,2020-11-03,408,0.367876,0.265638,0.015498,80442,20446,139
lgbm_raw,full,dev_2020_10m,2020-10-15,250,0.329486,0.268188,0.012095,80388,20430,139
lgbm_raw,full,dev_2020_10m,2020-10-22,255,0.335124,0.262332,0.01231,80398,20426,139
lgbm_raw,full,dev_2020_10m,2020-10-29,269,0.336147,0.265157,0.013003,80423,20419,138
lgbm_raw,full,dev_2020_10m,2020-11-05,254,0.325379,0.260196,0.01304,80457,20481,139
lgbm_raw,full,dev_2020_10m,2020-11-12,161,0.301606,0.230304,0.008764,80494,20501,139
lgbm_raw,full,dev_2020_11,2020-11-02,248,0.3266,0.266703,0.01231,80434,20447,139
lgbm_raw,full,dev_2020_11,2020-11-09,420,0.372532,0.267324,0.015664,80472,20482,139
lgbm_raw,full,dev_2020_11,2020-11-16,763,0.446403,0.1735,0.017205,80474,20501,139
lgbm_raw,full,dev_2020_11,2020-11-23,904,0.468405,0.134087,0.016055,80458,20504,139
lgbm_raw,full,dev_2020_11,2020-11-30,897,0.456698,0.116025,0.016137,80460,20510,139
lgbm_raw,full,dev_2020_11m,2020-11-16,763,0.446403,0.1735,0.017205,80474,20501,139
lgbm_raw,full,dev_2020_11m,2020-11-23,904,0.468405,0.134087,0.016055,80458,20504,139
lgbm_raw,full,dev_2020_11m,2020-11-30,897,0.456698,0.116025,0.016137,80460,20510,139
lgbm_raw,full,dev_2020_11m,2020-12-07,1288,0.504099,0.090122,0.017401,80480,20512,139
lgbm_raw,full,dev_2020_11m,2020-12-14,575,0.416879,0.066765,0.012624,80501,20518,139
lgbm_raw,full,dev_2020_12,2020-12-01,1101,0.479525,0.113547,0.017375,80465,20510,139
lgbm_raw,full,dev_2020_12,2020-12-08,426,0.391619,0.093735,0.010529,80484,20512,139
lgbm_raw,full,dev_2020_12,2020-12-15,1165,0.494651,0.078268,0.016592,80505,20520,139
lgbm_raw,full,dev_2020_12,2020-12-22,654,0.43496,0.064813,0.013119,80525,20528,139
lgbm_raw,full,dev_2020_12,2020-12-29,495,0.411136,0.04479,0.011082,80542,20536,139
lgbm_raw,full,dev_2020_12m,2020-12-15,1165,0.494651,0.078268,0.016592,80505,20520,139
lgbm_raw,full,dev_2020_12m,2020-12-22,654,0.43496,0.064813,0.013119,80525,20528,139
lgbm_raw,full,dev_2020_12m,2020-12-29,495,0.411136,0.04479,0.011082,80542,20536,139
lgbm_raw,full,dev_2020_12m,2021-01-06,151,0.344949,0.03244,0.006776,80557,20542,139
lgbm_raw,full,dev_2020_12m,2021-01-13,158,0.346289,0.033042,0.006693,80569,20548,139
lgbm_raw,full,dev_2021_01,2021-01-04,149,0.343823,0.043997,0.006113,80551,20539,139
lgbm_raw,full,dev_2021_01,2021-01-11,159,0.345537,0.034649,0.006738,80565,20546,139
lgbm_raw,full,dev_2021_01,2021-01-18,114,0.33302,0.02456,0.006155,80572,20554,139
lgbm_raw,full,dev_2021_01,2021-01-25,3,0.285421,0.03667,0.000177,80570,20562,139
lgbm_raw,full,dev_2021_01,2021-02-01,445,0.413199,0.025012,0.012492,80567,20572,139
lgbm_raw,full,dev_2021_01m,2021-01-15,84,0.326014,0.022597,0.005151,80572,20552,139
lgbm_raw,full,dev_2021_01m,2021-01-22,143,0.347633,0.016396,0.007136,80571,20560,139
lgbm_raw,full,dev_2021_01m,2021-01-29,522,0.422951,0.027679,0.012693,80567,20570,139
lgbm_raw,full,dev_2021_01m,2021-02-05,159,0.35777,0.010126,0.007834,80566,20584,139
lgbm_raw,full,dev_2021_01m,2021-02-23,112,0.348934,-0.007985,0.006107,80563,20599,139
lgbm_raw,full,dev_2021_02,2021-02-01,445,0.413199,0.025012,0.012492,80567,20572,139
lgbm_raw,full,dev_2021_02,2021-02-17,113,0.349622,0.006347,0.006046,80566,20587,139
lgbm_raw,full,dev_2021_02,2021-02-24,3,0.293033,-0.006459,0.000309,80562,20601,139
lgbm_raw,full,dev_2021_02,2021-03-04,1,0.290572,0.020731,8.3e-05,80560,20612,139
lgbm_raw,full,dev_2021_02,2021-03-11,39,0.335617,0.020181,0.002944,80557,20626,139
lgbm_raw,full,dev_2021_02m,2021-02-17,113,0.349622,0.006347,0.006046,80566,20587,139
lgbm_raw,full,dev_2021_02m,2021-02-24,3,0.293033,-0.006459,0.000309,80562,20601,139
lgbm_raw,full,dev_2021_02m,2021-03-04,1,0.290572,0.020731,8.3e-05,80560,20612,139
lgbm_raw,full,dev_2021_02m,2021-03-11,39,0.335617,0.020181,0.002944,80557,20626,139
lgbm_raw,full,dev_2021_02m,2021-03-18,2,0.310612,0.031962,0.00018,80557,20641,139
lgbm_raw,full,dev_2021_03,2021-03-02,43,0.331859,0.013988,0.002678,80561,20607,139
lgbm_raw,full,dev_2021_03,2021-03-09,15,0.313202,0.036724,0.001289,80558,20621,139
lgbm_raw,full,dev_2021_03,2021-03-16,12,0.313894,0.025924,0.001211,80557,20635,139
lgbm_raw,full,dev_2021_03,2021-03-23,8,0.311437,0.024592,0.000664,80556,20648,139
lgbm_raw,full,dev_2021_03,2021-03-30,30,0.325174,0.051507,0.001892,80556,20656,139
lgbm_raw,full,dev_2021_03m,2021-03-15,11,0.314966,0.025817,0.001095,80557,20632,139
lgbm_raw,full,dev_2021_03m,2021-03-22,1,0.291171,0.036275,8.5e-05,80556,20646,139
lgbm_raw,full,dev_2021_03m,2021-03-29,1,0.291938,0.065747,8.1e-05,80556,20654,139
lgbm_raw,full,dev_2021_03m,2021-04-08,1,0.292525,0.058429,8.5e-05,80553,20665,140
lgbm_raw,full,dev_2021_03m,2021-04-15,9,0.313244,0.063908,0.000625,80597,20674,140
lgbm_raw,full,dev_2021_04,2021-04-01,52,0.33536,0.048197,0.00323,80555,20660,140
lgbm_raw,full,dev_2021_04,2021-04-13,124,0.356498,0.041917,0.005969,80597,20670,140
lgbm_raw,full,dev_2021_04,2021-04-20,45,0.331144,0.074491,0.002739,80596,20680,140
lgbm_raw,full,dev_2021_04,2021-04-27,40,0.321963,0.091597,0.002462,80598,20691,140
lgbm_raw,full,dev_2021_04,2021-05-05,29,0.318654,0.087734,0.001862,80601,20705,140
lgbm_raw,full,dev_2021_04m,2021-04-15,9,0.313244,0.063908,0.000625,80597,20674,140
lgbm_raw,full,dev_2021_04m,2021-04-22,58,0.334528,0.081583,0.003387,80597,20683,140
lgbm_raw,full,dev_2021_04m,2021-04-29,36,0.320359,0.095072,0.002227,80600,20697,140
lgbm_raw,full,dev_2021_04m,2021-05-07,4,0.28926,0.090747,0.000307,80602,20710,140
lgbm_raw,full,dev_2021_04m,2021-05-14,17,0.305452,0.075366,0.001203,80600,20722,140
lgbm_raw,full,dev_2021_05,2021-05-03,85,0.343237,0.095237,0.00445,80599,20699,140
lgbm_raw,full,dev_2021_05,2021-05-10,15,0.302219,0.100582,0.001057,80602,20712,140
lgbm_raw,full,dev_2021_05,2021-05-17,1,0.287475,0.068222,7.7e-05,80601,20724,140
lgbm_raw,full,dev_2021_05,2021-05-24,6,0.292364,0.05122,0.000478,80601,20735,140
lgbm_raw,full,dev_2021_05,2021-05-31,89,0.337839,0.066838,0.005048,80601,20746,140
lgbm_raw,full,dev_2021_05m,2021-05-17,1,0.287475,0.068222,7.7e-05,80601,20724,140
lgbm_raw,full,dev_2021_05m,2021-05-24,6,0.292364,0.05122,0.000478,80601,20735,140
lgbm_raw,full,dev_2021_05m,2021-05-31,89,0.337839,0.066838,0.005048,80601,20746,140
lgbm_raw,full,dev_2021_05m,2021-06-07,52,0.330192,0.122589,0.003618,80605,20756,140
lgbm_raw,full,dev_2021_05m,2021-06-15,23,0.314499,0.131434,0.001942,80610,20761,140
lgbm_raw,full,dev_2021_06,2021-06-01,97,0.342795,0.088881,0.005467,80601,20748,140
lgbm_raw,full,dev_2021_06,2021-06-08,510,0.42808,0.124293,0.014814,80606,20757,140
lgbm_raw,full,dev_2021_06,2021-06-16,13,0.307629,0.136024,0.001137,80611,20762,140
lgbm_raw,full,dev_2021_06,2021-06-23,3,0.298202,0.12805,0.000299,80611,20772,140
lgbm_raw,full,dev_2021_06,2021-06-30,134,0.344511,0.140144,0.008529,80610,20782,140
lgbm_raw,full,dev_2021_06m,2021-06-15,23,0.314499,0.131434,0.001942,80610,20761,140
lgbm_raw,full,dev_2021_06m,2021-06-22,541,0.429117,0.12384,0.016452,80612,20770,140
lgbm_raw,full,dev_2021_06m,2021-06-29,2,0.289619,0.140002,0.000203,80610,20780,140
lgbm_raw,full,dev_2021_06m,2021-07-06,146,0.347658,0.145454,0.008807,80604,20789,140
lgbm_raw,full,dev_2021_06m,2021-07-13,177,0.358204,0.153193,0.010229,80606,20795,140
lgbm_raw,full,dev_2021_07,2021-07-01,126,0.343258,0.139635,0.008099,80609,20784,140
lgbm_raw,full,dev_2021_07,2021-07-08,194,0.36125,0.15197,0.010642,80604,20792,140
lgbm_raw,full,dev_2021_07,2021-07-15,137,0.343306,0.146995,0.00894,80606,20794,140
lgbm_raw,full,dev_2021_07,2021-07-22,157,0.349604,0.14322,0.009644,80606,20804,141
lgbm_raw,full,dev_2021_07,2021-07-29,242,0.370823,0.128134,0.012215,80610,20814,141
lgbm_raw,full,dev_2021_07m,2021-07-15,137,0.343306,0.146995,0.00894,80606,20794,140
lgbm_raw,full,dev_2021_07m,2021-07-22,157,0.349604,0.14322,0.009644,80606,20804,141
lgbm_raw,full,dev_2021_07m,2021-07-29,242,0.370823,0.128134,0.012215,80610,20814,141
lgbm_raw,full,dev_2021_07m,2021-08-05,331,0.389207,0.114296,0.014706,80614,20825,141
lgbm_raw,full,dev_2021_07m,2021-08-12,187,0.353473,0.101753,0.011091,80618,20834,141
lgbm_raw,full,dev_2021_08,2021-08-02,174,0.354083,0.121281,0.010108,80613,20818,141
lgbm_raw,full,dev_2021_08,2021-08-09,413,0.405336,0.105368,0.016118,80615,20827,141
lgbm_raw,full,dev_2021_08,2021-08-16,418,0.404819,0.101957,0.016829,80623,20839,141
lgbm_raw,full,dev_2021_08,2021-08-23,209,0.361216,0.086322,0.012693,80630,20853,141
lgbm_raw,full,dev_2021_08,2021-08-30,172,0.35371,0.088058,0.01164,80635,20867,141
lgbm_raw,full,dev_2021_08m,2021-08-16,418,0.404819,0.101957,0.016829,80623,20839,141
lgbm_raw,full,dev_2021_08m,2021-08-23,209,0.361216,0.086322,0.012693,80630,20853,141
lgbm_raw,full,dev_2021_08m,2021-08-30,172,0.35371,0.088058,0.01164,80635,20867,141
lgbm_raw,full,dev_2021_08m,2021-09-06,369,0.401291,0.085096,0.017839,80639,20767,141
lgbm_raw,full,dev_2021_08m,2021-09-13,346,0.39518,0.072697,0.019812,80648,20774,141
lgbm_raw,full,dev_2021_09,2021-09-01,540,0.426808,0.091033,0.019796,80635,20764,141
lgbm_raw,full,dev_2021_09,2021-09-08,205,0.367446,0.077512,0.014844,80643,20771,141
lgbm_raw,full,dev_2021_09,2021-09-15,343,0.392275,0.086164,0.017652,80652,20776,141
lgbm_raw,full,dev_2021_09,2021-09-24,262,0.375631,0.06934,0.014958,80662,20776,141
lgbm_raw,full,dev_2021_09,2021-10-01,229,0.367483,0.063426,0.013264,80677,20776,141
lgbm_raw,full,dev_2021_09m,2021-09-15,343,0.392275,0.086164,0.017652,80652,20776,141
lgbm_raw,full,dev_2021_09m,2021-09-24,262,0.375631,0.06934,0.014958,80662,20776,141
lgbm_raw,full,dev_2021_09m,2021-10-01,229,0.367483,0.063426,0.013264,80677,20776,141
lgbm_raw,full,dev_2021_09m,2021-10-08,207,0.362613,0.052525,0.012363,80701,20779,141
lgbm_raw,full,dev_2021_09m,2021-10-18,178,0.357275,0.04929,0.01168,80727,20781,141
lgbm_raw,full,dev_2021_10,2021-10-01,229,0.367483,0.063426,0.013264,80677,20776,141
lgbm_raw,full,dev_2021_10,2021-10-08,207,0.362613,0.052525,0.012363,80701,20779,141
lgbm_raw,full,dev_2021_10,2021-10-18,178,0.357275,0.04929,0.01168,80727,20781,141
lgbm_raw,full,dev_2021_10,2021-10-25,206,0.365114,0.069937,0.012667,80752,20783,141
lgbm_raw,full,dev_2021_10,2021-11-01,210,0.366908,0.072891,0.01285,80777,20788,141
lgbm_raw,full,dev_2021_10m,2021-10-15,234,0.371846,0.053392,0.01323,80722,20780,141
lgbm_raw,full,dev_2021_10m,2021-10-22,200,0.36243,0.071348,0.012459,80747,20782,141
lgbm_raw,full,dev_2021_10m,2021-10-29,208,0.36648,0.07073,0.012949,80773,20787,141
lgbm_raw,full,dev_2021_10m,2021-11-05,273,0.380064,0.080652,0.014462,80798,20790,141
lgbm_raw,full,dev_2021_10m,2021-11-12,268,0.377802,0.073082,0.014482,80825,20788,141
lgbm_raw,full,dev_2021_11,2021-11-01,210,0.366908,0.072891,0.01285,80777,20788,141
lgbm_raw,full,dev_2021_11,2021-11-08,218,0.367652,0.07169,0.013027,80803,20790,141
lgbm_raw,full,dev_2021_11,2021-11-15,201,0.363119,0.072396,0.012384,80831,20787,141
lgbm_raw,full,dev_2021_11,2021-11-22,274,0.382444,0.072538,0.014981,80855,20788,141
lgbm_raw,full,dev_2021_11,2021-11-29,155,0.361733,0.05771,0.011476,80879,20792,141
lgbm_raw,full,dev_2021_11m,2021-11-15,201,0.363119,0.072396,0.012384,80831,20787,141
lgbm_raw,full,dev_2021_11m,2021-11-22,274,0.382444,0.072538,0.014981,80855,20788,141
lgbm_raw,full,dev_2021_11m,2021-11-29,155,0.361733,0.05771,0.011476,80879,20792,141
lgbm_raw,full,dev_2021_11m,2021-12-06,268,0.38667,0.057616,0.015862,80909,20791,141
lgbm_raw,full,dev_2021_11m,2021-12-13,120,0.35456,0.060937,0.009457,80937,20785,141
lgbm_alpha,full,dev_2019_01,2019-01-02,557,0.497321,0.046773,0.013742,41454,20314,138
lgbm_alpha,full,dev_2019_01,2019-01-09,807,0.533608,0.024376,0.017654,41504,20313,138
lgbm_alpha,full,dev_2019_01,2019-01-16,139,0.349273,0.049265,0.00494,41553,20316,138
lgbm_alpha,full,dev_2019_01,2019-01-23,165,0.375976,-0.001316,0.008657,41602,20316,138
lgbm_alpha,full,dev_2019_01,2019-01-30,1,0.276777,0.004699,0.00012,41651,20317,138
lgbm_alpha,full,dev_2019_01m,2019-01-15,128,0.34112,0.063238,0.004939,41543,20315,138
lgbm_alpha,full,dev_2019_01m,2019-01-22,25,0.302242,0.022607,0.002665,41593,20317,138
lgbm_alpha,full,dev_2019_01m,2019-01-29,2,0.282484,0.031503,0.000287,41641,20316,138
lgbm_alpha,full,dev_2019_01m,2019-02-14,73,0.334128,0.001338,0.006468,41688,20320,138
lgbm_alpha,full,dev_2019_01m,2019-02-21,6,0.279428,0.018222,0.000943,41735,20321,138
lgbm_alpha,full,dev_2019_02,2019-02-11,2,0.275869,0.015852,0.000238,41661,20317,138
lgbm_alpha,full,dev_2019_02,2019-02-18,29,0.318436,0.017556,0.002976,41708,20320,138
lgbm_alpha,full,dev_2019_02,2019-02-25,8,0.262123,0.037211,0.00101,41753,20321,138
lgbm_alpha,full,dev_2019_02,2019-03-06,242,0.391277,0.068539,0.010559,41796,20329,138
lgbm_alpha,full,dev_2019_02,2019-03-13,123,0.366331,0.065258,0.005727,41845,20337,138
lgbm_alpha,full,dev_2019_02m,2019-02-15,42,0.322536,0.003624,0.004358,41698,20320,138
lgbm_alpha,full,dev_2019_02m,2019-02-22,2,0.255983,0.043709,0.000255,41744,20321,138
lgbm_alpha,full,dev_2019_02m,2019-03-05,254,0.396624,0.06396,0.011384,41787,20327,138
lgbm_alpha,full,dev_2019_02m,2019-03-12,75,0.343027,0.069172,0.003713,41835,20336,138
lgbm_alpha,full,dev_2019_02m,2019-03-19,188,0.386421,0.081198,0.008124,42312,20340,138
lgbm_alpha,full,dev_2019_03,2019-03-04,734,0.516111,0.055158,0.017094,41778,20325,138
lgbm_alpha,full,dev_2019_03,2019-03-11,162,0.377901,0.065061,0.007492,41825,20334,138
lgbm_alpha,full,dev_2019_03,2019-03-18,195,0.385096,0.080711,0.008102,42195,20339,138
lgbm_alpha,full,dev_2019_03,2019-03-25,387,0.447666,0.03838,0.009716,42780,20347,138
lgbm_alpha,full,dev_2019_03,2019-04-01,266,0.40743,0.08007,0.008194,43368,20359,138
lgbm_alpha,full,dev_2019_03m,2019-03-15,141,0.370658,0.081685,0.006531,42077,20338,138
lgbm_alpha,full,dev_2019_03m,2019-03-22,1578,0.615076,0.047075,0.01826,42662,20345,138
lgbm_alpha,full,dev_2019_03m,2019-03-29,288,0.415148,0.064788,0.008349,43250,20358,138
lgbm_alpha,full,dev_2019_03m,2019-04-09,269,0.398275,0.077359,0.00825,43836,20366,138
lgbm_alpha,full,dev_2019_03m,2019-04-16,286,0.398285,0.058239,0.00889,44408,20379,138
lgbm_alpha,full,dev_2019_04,2019-04-01,266,0.40743,0.08007,0.008194,43368,20359,138
lgbm_alpha,full,dev_2019_04,2019-04-10,276,0.396353,0.060871,0.008643,43952,20370,138
lgbm_alpha,full,dev_2019_04,2019-04-17,42,0.299482,0.073011,0.002736,44518,20381,138
lgbm_alpha,full,dev_2019_04,2019-04-24,1,0.266771,0.072245,8.2e-05,45068,20399,138
lgbm_alpha,full,dev_2019_04,2019-05-02,4,0.266637,0.081978,0.000317,45615,20417,138
lgbm_alpha,full,dev_2019_04m,2019-04-15,286,0.398574,0.069806,0.009266,44298,20376,138
lgbm_alpha,full,dev_2019_04m,2019-04-22,2,0.269095,0.080658,0.000177,44850,20393,138
lgbm_alpha,full,dev_2019_04m,2019-04-29,32,0.309562,0.075281,0.00186,45397,20411,138
lgbm_alpha,full,dev_2019_04m,2019-05-07,26,0.295119,0.087174,0.001696,45942,20428,138
lgbm_alpha,full,dev_2019_04m,2019-05-14,19,0.284547,0.086965,0.0014,46485,20448,138
lgbm_alpha,full,dev_2019_05,2019-05-02,4,0.266637,0.081978,0.000317,45615,20417,138
lgbm_alpha,full,dev_2019_05,2019-05-09,24,0.274376,0.080928,0.001731,46159,20437,138
lgbm_alpha,full,dev_2019_05,2019-05-16,1,0.260032,0.077049,9e-05,46703,20456,138
lgbm_alpha,full,dev_2019_05,2019-05-23,68,0.318287,0.063884,0.003334,47243,20477,138
lgbm_alpha,full,dev_2019_05,2019-05-30,59,0.312831,0.037957,0.003238,47783,20499,138
lgbm_alpha,full,dev_2019_05m,2019-05-15,22,0.294613,0.089451,0.001513,46594,20452,138
lgbm_alpha,full,dev_2019_05m,2019-05-22,62,0.315076,0.054921,0.003133,47135,20473,138
lgbm_alpha,full,dev_2019_05m,2019-05-29,59,0.312395,0.045182,0.003284,47675,20494,138
lgbm_alpha,full,dev_2019_05m,2019-06-05,214,0.3776,0.032049,0.007962,48215,20515,138
lgbm_alpha,full,dev_2019_05m,2019-06-13,1678,0.604518,0.043426,0.018591,48755,20532,138
lgbm_alpha,full,dev_2019_06,2019-06-03,237,0.384204,0.033876,0.008465,48000,20508,138
lgbm_alpha,full,dev_2019_06,2019-06-11,1488,0.58965,0.04299,0.017295,48540,20527,138
lgbm_alpha,full,dev_2019_06,2019-06-18,1,0.257587,0.030438,0.000115,49076,20541,138
lgbm_alpha,full,dev_2019_06,2019-06-25,2378,0.650537,0.031243,0.019704,49620,20562,138
lgbm_alpha,full,dev_2019_06,2019-07-02,4,0.254141,0.007544,0.000421,49617,20582,138
lgbm_alpha,full,dev_2019_06m,2019-06-17,5,0.261653,0.024477,0.000505,48970,20538,138
lgbm_alpha,full,dev_2019_06m,2019-06-24,10,0.262673,0.010339,0.001055,49511,20557,138
lgbm_alpha,full,dev_2019_06m,2019-07-01,12,0.259066,-0.000607,0.001166,49618,20579,138
lgbm_alpha,full,dev_2019_06m,2019-07-08,2305,0.635359,-0.010349,0.022102,49612,20597,138
lgbm_alpha,full,dev_2019_06m,2019-07-15,8,0.253737,-0.010332,0.000798,50151,20612,138
lgbm_alpha,full,dev_2019_07,2019-07-01,12,0.259066,-0.000607,0.001166,49618,20579,138
lgbm_alpha,full,dev_2019_07,2019-07-08,2305,0.635359,-0.010349,0.022102,49612,20597,138
lgbm_alpha,full,dev_2019_07,2019-07-15,8,0.253737,-0.010332,0.000798,50151,20612,138
lgbm_alpha,full,dev_2019_07,2019-07-22,2,0.263612,0.015782,0.000204,50694,20621,138
lgbm_alpha,full,dev_2019_07,2019-07-29,4,0.262041,0.011701,0.000411,51265,20624,138
lgbm_alpha,full,dev_2019_07m,2019-07-15,8,0.253737,-0.010332,0.000798,50151,20612,138
lgbm_alpha,full,dev_2019_07m,2019-07-22,2,0.263612,0.015782,0.000204,50694,20621,138
lgbm_alpha,full,dev_2019_07m,2019-07-29,4,0.262041,0.011701,0.000411,51265,20624,138
lgbm_alpha,full,dev_2019_07m,2019-08-05,13,0.271486,0.020976,0.000855,51813,20624,138
lgbm_alpha,full,dev_2019_07m,2019-08-13,36,0.277719,-0.001681,0.002262,52365,20630,138
lgbm_alpha,full,dev_2019_08,2019-08-01,4,0.269795,0.002453,0.000301,51594,20625,138
lgbm_alpha,full,dev_2019_08,2019-08-08,24,0.283306,0.01669,0.001617,52143,20627,138
lgbm_alpha,full,dev_2019_08,2019-08-16,1221,0.552144,0.003812,0.012208,52699,20630,138
lgbm_alpha,full,dev_2019_08,2019-08-23,593,0.463807,-0.00438,0.008991,53251,20632,138
lgbm_alpha,full,dev_2019_08,2019-08-30,3,0.231833,0.004285,0.000186,53807,20633,138
lgbm_alpha,full,dev_2019_08m,2019-08-15,56,0.283935,-0.000222,0.002654,52587,20630,138
lgbm_alpha,full,dev_2019_08m,2019-08-22,8,0.239416,0.006033,0.000426,53141,20632,138
lgbm_alpha,full,dev_2019_08m,2019-08-29,2,0.230418,-0.006553,0.000122,53696,20634,138
lgbm_alpha,full,dev_2019_08m,2019-09-05,891,0.509569,0.000203,0.009663,54253,20631,138
lgbm_alpha,full,dev_2019_08m,2019-09-16,634,0.469928,0.00556,0.008688,54808,20630,138
lgbm_alpha,full,dev_2019_09,2019-09-02,1,0.229381,0.019205,5.4e-05,53918,20632,138
lgbm_alpha,full,dev_2019_09,2019-09-10,752,0.489439,-0.009615,0.009194,54475,20630,138
lgbm_alpha,full,dev_2019_09,2019-09-18,2,0.253984,-0.007085,0.000126,55033,20628,138
lgbm_alpha,full,dev_2019_09,2019-09-25,5,0.247159,0.005128,0.000326,55590,20625,138
lgbm_alpha,full,dev_2019_09,2019-10-03,1,0.234574,0.014482,6e-05,56145,20627,138
lgbm_alpha,full,dev_2019_09m,2019-09-16,634,0.469928,0.00556,0.008688,54808,20630,138
lgbm_alpha,full,dev_2019_09m,2019-09-23,480,0.436853,0.008812,0.007785,55367,20626,138
lgbm_alpha,full,dev_2019_09m,2019-10-01,105,0.305296,0.0054,0.00419,55923,20626,138
lgbm_alpha,full,dev_2019_09m,2019-10-08,209,0.358681,0.011674,0.005676,56479,20629,138
lgbm_alpha,full,dev_2019_09m,2019-10-17,273,0.379765,0.015426,0.006608,57037,20628,138
lgbm_alpha,full,dev_2019_10,2019-10-01,105,0.305296,0.0054,0.00419,55923,20626,138
lgbm_alpha,full,dev_2019_10,2019-10-08,209,0.358681,0.011674,0.005676,56479,20629,138
lgbm_alpha,full,dev_2019_10,2019-10-17,273,0.379765,0.015426,0.006608,57037,20628,138
lgbm_alpha,full,dev_2019_10,2019-10-24,284,0.377333,0.018855,0.006971,57593,20626,138
lgbm_alpha,full,dev_2019_10,2019-10-31,752,0.478195,0.012136,0.009776,58151,20625,138
lgbm_alpha,full,dev_2019_10m,2019-10-15,289,0.384925,0.021447,0.006695,56814,20629,138
