date,symbol,issue
2014-07-30,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3227.TWO
2014-07-31,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3227.TWO
2014-08-01,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3227.TWO
