date,proposed_nav,proposed_cash,proposed_holdings,warning_reasons,warning_today,cumulative_warnings,rolled_back,rejected_fills,disqualified,active_caps,passive_caps,overdue_caps,settled_nav,settled_cash,settled_holdings,stale_count,active_share_status,submission_status
2012-07-02,1000240410.7091842,83184320.70918423,20,,False,0,False,0,False,,,,1000240410.7091842,83184320.70918423,20,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-03,1008155334.6888508,82304944.68885073,21,,False,0,False,0,False,,,,1008155334.6888508,82304944.68885073,21,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-04,1012849581.4083214,126315491.40832138,20,,False,0,False,0,False,,,,1012849581.4083214,126315491.40832138,20,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-05,1006431793.39075,109090483.39075002,20,,False,0,False,0,False,,,,1006431793.39075,109090483.39075002,20,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-06,995236517.7720913,108262307.77209125,21,,False,0,False,0,False,,,,995236517.7720913,108262307.77209125,21,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-09,987184460.380402,150529070.38040194,20,,False,0,False,0,False,,,,987184460.380402,150529070.38040194,20,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-10,976143603.4591455,102545963.45914558,21,,False,0,False,0,False,,,,976143603.4591455,102545963.45914558,21,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-11,977215731.8877857,144100391.8877856,20,,False,0,False,0,False,,,,977215731.8877857,144100391.8877856,20,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-12,967081306.5521666,102706516.55216663,24,,False,0,False,0,False,,,,967081306.5521666,102706516.55216663,24,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-13,957314470.0748606,190988934.44986057,22,,False,0,False,0,False,,,,957314470.0748606,190988934.44986057,22,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-16,946989681.4877408,93297442.13774067,30,,False,0,False,0,False,,,,946989681.4877408,93297442.13774067,30,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-17,949721207.0962832,190410713.34628314,27,,False,0,False,0,False,,,,949721207.0962832,190410713.34628314,27,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-18,945137937.2434237,95101872.86842364,30,,False,0,False,0,False,,,,945137937.2434237,95101872.86842364,30,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-19,952271188.076963,189997543.75196284,27,,False,0,False,0,False,,,,952271188.076963,189997543.75196284,27,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-20,954673982.5016236,94165121.62662362,27,,False,0,False,0,False,,,,954673982.5016236,94165121.62662362,27,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-23,945939863.2517704,181904428.1017704,24,,False,0,False,0,False,,,,945939863.2517704,181904428.1017704,24,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-24,943192063.1462773,94637538.14627728,30,,False,0,False,0,False,,,,943192063.1462773,94637538.14627728,30,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-25,942676674.716078,184766075.46607807,27,,False,0,False,0,False,,,,942676674.716078,184766075.46607807,27,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-26,941965880.3803277,91642412.13032764,27,,False,0,False,0,False,,,,941965880.3803277,91642412.13032764,27,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-27,956314301.8888886,189157619.48888856,24,,False,0,False,0,False,,,,956314301.8888886,189157619.48888856,24,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-30,959975275.4743451,91902160.22434506,24,,False,0,False,0,False,,,,959975275.4743451,91902160.22434506,24,0,UNKNOWN,BLOCK_SUBMISSION
2012-07-31,969932358.3411338,179214700.04113394,22,,False,0,False,0,False,,,,969932358.3411338,179214700.04113394,22,0,UNKNOWN,BLOCK_SUBMISSION
2012-08-01,972563095.6683842,95964279.41838415,22,,False,0,False,0,False,,,,972563095.6683842,95964279.41838415,22,0,UNKNOWN,BLOCK_SUBMISSION
2012-08-03,969854305.2433841,95964279.41838415,22,,False,0,False,0,False,,,,969854305.2433841,95964279.41838415,22,0,UNKNOWN,BLOCK_SUBMISSION
