track,model,month,sessions,book_return,book_max_drawdown,economic_return,economic_max_drawdown,ending_book_nav,ending_economic_nav,partial_period
official_ex_post,v1_matched,2025-06,21,0.08102394178649641,0.014076033750240358,0.08902813937587162,0.01312386435368873,988756043.4056897,997063207.2982697,False
official_ex_post,v1_matched,2025-07,23,0.11374092774188038,0.03070093862393386,0.11977954792176715,0.02824139865165176,1101218073.0930438,1116490987.5178838,False
official_ex_post,v1_matched,2025-08,21,0.19521794466436426,0.07056665502685133,0.19387031501049945,0.06943575998394913,1316195601.9495194,1332945446.9743595,False
official_ex_post,v1_matched,2025-09,21,0.004585997701267663,0.05230361781792492,0.004779633714860898,0.05164561513122401,1322231671.9544785,1339316437.9727886,False
official_ex_post,v1_matched,2025-10,20,0.2043638630896112,0.03411342570965181,0.20175692966858283,0.03370866488000712,1592448044.3345313,1609532810.3528414,False
official_ex_post,v1_matched,2025-11,20,-0.0031417526430916887,0.08170108427459244,-0.003108403767909107,0.08085859216310809,1587444966.4822571,1604529732.5005672,False
official_ex_post,v1_matched,2025-12,22,0.0372062712379555,0.05553220308081308,0.036810105043189045,0.054958112753873634,1646507874.480523,1663592640.4988332,False
official_ex_post,v1_matched,2026-01,21,0.21450556323513204,0.012973450028728184,0.2123026337028162,0.012864117755364446,1999692973.4670477,2016777739.4853578,False
official_ex_post,v1_matched,2026-02,12,0.11190022822613921,0.06255378761146435,0.11095228578349459,0.06203382676705138,2223459073.5802174,2240543839.5985274,False
official_ex_post,v1_matched,2026-03,22,-0.007315237510202466,0.11466662247721127,-0.0058026676325974025,0.11379582975000924,2207193942.3627634,2227542708.3810735,False
official_ex_post,v1_matched,2026-04,20,0.38492610315815035,0.03419725258694761,0.3817838329183163,0.03395785813223595,3056800505.510737,3077982501.576047,False
official_ex_post,v1_matched,2026-05,20,0.1081820071113293,0.09244223605377755,0.10743752242118054,0.0918363201026472,3387491319.535815,3408673315.601125,False
official_ex_post,v1_matched,2026-06,21,0.029276042977139927,0.0983061023015872,0.03228858165248072,0.097461000124341,3486663660.991234,3518734542.278544,False
official_ex_post,v1_matched,2026-07,22,-0.11415629485528522,0.18075875953980036,-0.10407510096390038,0.1734223793512517,3088639056.0459104,3152521889.5257406,False
official_ex_post,v1_matched,2026-08,21,0.09562898275949805,0.011930064851274236,0.09997727139132206,0.011633810140059597,3384002467.086837,3467702426.0419393,False
official_ex_post,v1_matched,2026-09,15,0.028809562908926,0.03676325865329022,0.003977178924241986,0.03587926938955943,3481494099.0463357,3481494099.0463357,True
official_ex_post,0050,2025-01,15,0.03206920696198723,0.04564128570662196,0.04458910696198726,0.04564128570662196,1032069206.9619873,1044589106.9619873,False
official_ex_post,0050,2025-02,19,-0.03953767235350125,0.03953767235350125,-0.03906379444227337,0.03906379444227337,991263592.8109863,1003783492.8109863,False
official_ex_post,0050,2025-03,21,-0.09238788821074218,0.09238788821074218,-0.09123556091118623,0.09123556091118623,899682842.8109863,912202742.8109863,False
official_ex_post,0050,2025-04,20,-0.021389228272791327,0.15234908133604907,-0.02109566305259991,0.15029516835597378,880439321.1129882,892959221.1129882,False
official_ex_post,0050,2025-05,20,0.05872354909437649,0.022208937129521544,0.05790020470761892,0.02192005446590084,932141842.8109863,944661742.8109863,False
official_ex_post,0050,2025-06,21,0.06810179211413447,0.0191520744806003,0.0671992175856555,0.018898245997426844,995622372.8109863,1008142272.8109863,False
official_ex_post,0050,2025-07,23,0.05942826061847817,0.017753184935934918,0.0653135848231059,0.01753653845397829,1054790478.6599853,1073987658.6599853,False
official_ex_post,0050,2025-08,21,0.01670532158518001,0.028124249416758396,0.016406719396558245,0.027636693941627377,1072411092.8109863,1091608272.8109863,False
official_ex_post,0050,2025-09,21,0.09166669993250931,0.018818182765100833,0.0900546361707728,0.018517629193595675,1170715478.6599853,1189912658.6599853,False
official_ex_post,0050,2025-10,20,0.11011096760978267,0.014921330283195422,0.10833451784282278,0.014694396245613306,1299624092.8109863,1318821272.8109863,False
official_ex_post,0050,2025-11,20,-0.03425238770829431,0.07421347040619097,-0.033753799108139027,0.07313319563417764,1255108864.508984,1274306044.508984,False
official_ex_post,0050,2025-12,22,0.04802850310804163,0.03099407081498695,0.04730496277542784,0.030538425566756455,1315389864.5089843,1334587044.5089843,False
official_ex_post,0050,2026-01,21,0.09870535862040253,0.02012119182143446,0.11118347725051891,0.019619106689285792,1445225892.8109863,1482971072.8109863,False
official_ex_post,0050,2026-02,12,0.10973052779420445,0.01411737784486844,0.10693762198570722,0.013758056629740167,1603811292.8109863,1641556472.8109863,False
official_ex_post,0050,2026-03,22,-0.10177157420678928,0.10177157420678928,-0.09943148633838927,0.09943148633838927,1440588892.8109863,1478334072.8109863,False
official_ex_post,0050,2026-04,20,0.23368651645169258,0.02542765436595884,0.2277199762837654,0.024912022566269898,1777235092.8109863,1814980272.8109863,False
official_ex_post,0050,2026-05,20,0.15550290978380654,0.05047654100906318,0.15226899842496677,0.04949875254202285,2053600321.1129882,2091345501.1129882,False
official_ex_post,0050,2026-06,21,0.021676675760293973,0.06911763235357127,0.0212854491418617,0.0679307071364299,2098115549.41499,2135860729.41499,False
official_ex_post,0050,2026-07,22,-0.04375959414227948,0.13822494160477317,-0.037775817399903655,0.13067340808822725,2006302864.5089843,2055176844.5089843,False
official_ex_post,0050,2026-08,21,0.03143255657835886,0.032137635654898355,0.03068506171159635,0.031399036930409796,2069366092.8109863,2118240072.8109863,False
official_ex_post,0050,2026-09,15,0.06932980693769508,0.03167904881245964,0.044657247737017514,0.03097075810694927,2212834844.5089846,2212834844.5089846,True
historical_pit,full_tuned_v2,2025-01,15,0.008374555456841959,0.05182167216605904,0.00947693473372202,0.051765357887795016,1008374555.456842,1009476934.733722,False
historical_pit,full_tuned_v2,2025-02,19,-0.027887810452715933,0.027887810452715933,-0.027857356122098942,0.027857356122098942,980253196.9889199,981355576.2657999,False
historical_pit,full_tuned_v2,2025-03,21,-0.06381312472443001,0.06381312472443001,-0.0637414419745782,0.0637414419745782,917700177.4679446,918802556.7448246,False
historical_pit,full_tuned_v2,2025-04,20,-0.05018914848889,0.13309616086713316,-0.05012893155021014,0.13293924959550207,871641586.9927253,872743966.2696053,False
historical_pit,full_tuned_v2,2025-05,20,0.04584771041201252,0.012549457967088284,0.04578979930886673,0.012534490555970446,911604358.0562348,912706737.3331149,False
historical_pit,full_tuned_v2,2025-06,21,0.028425220986058708,0.025425452473802235,0.03803481985137647,0.025301280053621977,937516913.3858376,947421373.6647176,False
historical_pit,full_tuned_v2,2025-07,23,0.09292074797622218,0.01925424127001374,0.10103869902615004,0.017613142688195804,1024631686.2180086,1043147596.6893686,False
historical_pit,full_tuned_v2,2025-08,21,0.14077338142680906,0.06778557470438928,0.14064658578861833,0.06563497755439518,1168872553.403971,1189862744.637331,False
historical_pit,full_tuned_v2,2025-09,21,0.04303642436800459,0.046977400909280154,0.042277225223770865,0.046200045638339016,1219176648.6443775,1240166839.8777375,False
historical_pit,full_tuned_v2,2025-10,20,0.13221139446205465,0.027784053160570754,0.12997367743580246,0.0273333882904927,1380365693.457225,1401355884.6905851,False
historical_pit,full_tuned_v2,2025-11,20,0.00993234570150503,0.06666555957430798,0.009783574188181543,0.06569371906162613,1394075962.71914,1415066153.9525,False
historical_pit,full_tuned_v2,2025-12,22,0.046227811456498014,0.04310985250278365,0.045542097505908874,0.04248742317269916,1458521043.4797564,1479511234.7131164,False
historical_pit,full_tuned_v2,2026-01,21,0.07867777493312555,0.02247266528388492,0.07756155391167341,0.022153840032163474,1573274233.8738842,1594264425.1072443,False
historical_pit,full_tuned_v2,2026-02,12,0.09982796061982535,0.05850408186151834,0.09851361906465606,0.0577450750151135,1730330992.137232,1751321183.370592,False
historical_pit,full_tuned_v2,2026-03,22,-0.003124627094845178,0.08609352227331335,-0.0030871773563982963,0.08506166157658357,1724924353.0361497,1745914544.2695098,False
historical_pit,full_tuned_v2,2026-04,20,0.3345535752272102,0.03108027795067525,0.3305314175878957,0.030802300530795357,2302003962.340876,2322994153.574236,False
historical_pit,full_tuned_v2,2026-05,20,0.08396430567913282,0.08275981631960161,0.08348097800595133,0.08204216541753162,2495290126.70944,2516919977.4167204,False
historical_pit,full_tuned_v2,2026-06,21,0.013874237287543334,0.08990572084627058,0.019515878568632683,0.08744328352180497,2529910374.0286713,2566039882.062951,False
historical_pit,full_tuned_v2,2026-07,22,-0.08925752944129917,0.1331863994037924,-0.07603558138648614,0.12111678340046705,2304096824.334959,2370929547.7693844,False
historical_pit,full_tuned_v2,2026-08,21,0.10270950483020647,0.00898603258509556,0.1048126858691738,0.008739064404675645,2540749468.2432537,2619433041.677679,False
historical_pit,full_tuned_v2,2026-09,15,0.03882584462121397,0.04908939432373638,0.0076211799742105235,0.04762761730518128,2639396212.3186984,2639396212.3186984,True
historical_pit,v1_matched,2025-01,15,0.003051768949416056,0.05574263885148634,0.00395729478399609,0.05566358617519984,1003051768.9494162,1003957294.7839961,False
historical_pit,v1_matched,2025-02,19,-0.0242026677807603,0.03436717959722446,-0.024180838026591434,0.0343365044984183,978775240.2186295,979680766.0532094,False
historical_pit,v1_matched,2025-03,21,-0.07169393905573662,0.07169393905573662,-0.07162767184273489,0.07162767184273489,908602987.7971311,909508513.631711,False
historical_pit,v1_matched,2025-04,20,-0.03381477393642862,0.11709808696353863,-0.03378110723520378,0.11698349087882276,877878783.1668074,878784309.0013874,False
historical_pit,v1_matched,2025-05,20,0.04272050521969817,0.01390611182613155,0.0426764847237171,0.013892489685149778,915382208.3053473,916287734.1399273,False
historical_pit,v1_matched,2025-06,21,0.06557971888917513,0.01792919263430992,0.07596179974203165,0.016941983519557335,975412716.2021643,985890599.5067443,False
historical_pit,v1_matched,2025-07,23,0.08466222469242113,0.027606253718426066,0.09147664767015096,0.025130885734824915,1057993326.7491167,1076076566.5191367,False
historical_pit,v1_matched,2025-08,21,0.12760308965159872,0.06314347149708321,0.12769087699905524,0.06139648077044024,1192996544.0730774,1213481727.0160975,False
historical_pit,v1_matched,2025-09,21,0.020177131951775618,0.04414916691358617,0.020137129190945346,0.04310325633022083,1217067792.760852,1237917765.323872,False
historical_pit,v1_matched,2025-10,20,0.13385651447577218,0.02012375387660359,0.1316019990851871,0.019794777737572544,1379980245.380541,1400830217.943561,False
historical_pit,v1_matched,2025-11,20,0.008366444222456915,0.06911232501882059,0.008241917973484059,0.06809529336642128,1391525773.1316097,1412375745.6946297,False
historical_pit,v1_matched,2025-12,22,0.035059590797679174,0.03968417260944612,0.034542029158412424,0.03911390276387383,1440312097.3220282,1461162069.8850482,False
historical_pit,v1_matched,2026-01,21,0.09235383205966663,0.03201015135264529,0.09103599408383878,0.031604728329943765,1573330438.871613,1594180411.434633,False
historical_pit,v1_matched,2026-02,12,0.07073728321017958,0.0486803898003485,0.06981212417326255,0.04804703916390718,1684623559.7092705,1705473532.2722905,False
historical_pit,v1_matched,2026-03,22,-0.045606688477248025,0.10511279246509275,-0.04504913177205905,0.1038277541473186,1607793457.820177,1628643430.383197,False
historical_pit,v1_matched,2026-04,20,0.406277176366586,0.023380961770612108,0.4014493330851536,0.0231574925598258,2261003244.0440283,2282461249.3440485,False
historical_pit,v1_matched,2026-05,20,0.1094395686298466,0.09393394177096637,0.10873692746220698,0.0930948157325695,2508446463.7428904,2530649072.6492705,False
historical_pit,v1_matched,2026-06,21,0.013465708632084183,0.10881486151915953,0.018785089957248147,0.10665985882473594,2542224472.942834,2578187543.129214,False
historical_pit,v1_matched,2026-07,22,-0.08349848820375583,0.13624865048481782,-0.07102560072492947,0.12758584539663176,2329952572.7775173,2395070224.0969315,False
historical_pit,v1_matched,2026-08,21,0.15876477702571656,0.010168712853189654,0.15631702441571727,0.00957234764376902,2699866973.4750347,2769460474.794449,False
historical_pit,v1_matched,2026-09,15,0.013176788062258638,0.056244956253426404,-0.012283232320247084,0.05483518621357175,2735442548.380807,2735442548.380807,True
historical_pit,0050,2025-01,15,0.03206920696198723,0.04564128570662196,0.04458910696198726,0.04564128570662196,1032069206.9619873,1044589106.9619873,False
historical_pit,0050,2025-02,19,-0.03953767235350125,0.03953767235350125,-0.03906379444227337,0.03906379444227337,991263592.8109863,1003783492.8109863,False
historical_pit,0050,2025-03,21,-0.09238788821074218,0.09238788821074218,-0.09123556091118623,0.09123556091118623,899682842.8109863,912202742.8109863,False
historical_pit,0050,2025-04,20,-0.021389228272791327,0.15234908133604907,-0.02109566305259991,0.15029516835597378,880439321.1129882,892959221.1129882,False
historical_pit,0050,2025-05,20,0.05872354909437649,0.022208937129521544,0.05790020470761892,0.02192005446590084,932141842.8109863,944661742.8109863,False
historical_pit,0050,2025-06,21,0.06810179211413447,0.0191520744806003,0.0671992175856555,0.018898245997426844,995622372.8109863,1008142272.8109863,False
historical_pit,0050,2025-07,23,0.05942826061847817,0.017753184935934918,0.0653135848231059,0.01753653845397829,1054790478.6599853,1073987658.6599853,False
historical_pit,0050,2025-08,21,0.01670532158518001,0.028124249416758396,0.016406719396558245,0.027636693941627377,1072411092.8109863,1091608272.8109863,False
historical_pit,0050,2025-09,21,0.09166669993250931,0.018818182765100833,0.0900546361707728,0.018517629193595675,1170715478.6599853,1189912658.6599853,False
historical_pit,0050,2025-10,20,0.11011096760978267,0.014921330283195422,0.10833451784282278,0.014694396245613306,1299624092.8109863,1318821272.8109863,False
historical_pit,0050,2025-11,20,-0.03425238770829431,0.07421347040619097,-0.033753799108139027,0.07313319563417764,1255108864.508984,1274306044.508984,False
historical_pit,0050,2025-12,22,0.04802850310804163,0.03099407081498695,0.04730496277542784,0.030538425566756455,1315389864.5089843,1334587044.5089843,False
historical_pit,0050,2026-01,21,0.09870535862040253,0.02012119182143446,0.11118347725051891,0.019619106689285792,1445225892.8109863,1482971072.8109863,False
historical_pit,0050,2026-02,12,0.10973052779420445,0.01411737784486844,0.10693762198570722,0.013758056629740167,1603811292.8109863,1641556472.8109863,False
historical_pit,0050,2026-03,22,-0.10177157420678928,0.10177157420678928,-0.09943148633838927,0.09943148633838927,1440588892.8109863,1478334072.8109863,False
historical_pit,0050,2026-04,20,0.23368651645169258,0.02542765436595884,0.2277199762837654,0.024912022566269898,1777235092.8109863,1814980272.8109863,False
historical_pit,0050,2026-05,20,0.15550290978380654,0.05047654100906318,0.15226899842496677,0.04949875254202285,2053600321.1129882,2091345501.1129882,False
historical_pit,0050,2026-06,21,0.021676675760293973,0.06911763235357127,0.0212854491418617,0.0679307071364299,2098115549.41499,2135860729.41499,False
historical_pit,0050,2026-07,22,-0.04375959414227948,0.13822494160477317,-0.037775817399903655,0.13067340808822725,2006302864.5089843,2055176844.5089843,False
historical_pit,0050,2026-08,21,0.03143255657835886,0.032137635654898355,0.03068506171159635,0.031399036930409796,2069366092.8109863,2118240072.8109863,False
historical_pit,0050,2026-09,15,0.06932980693769508,0.03167904881245964,0.044657247737017514,0.03097075810694927,2212834844.5089846,2212834844.5089846,True
