total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,slippage_cost,max_daily_volume_participation,trades_above_10pct_daily_volume,trades_above_100pct_daily_volume,trades,sessions,start,end,final_nav,raw_rule_breach_days,negative_cash_days,stale_held_price_days,infeasible_signal_days,active_share_status,certification,execution_price_bound_breaches,accounting_status,hard_breach_days,infeasible_executed_days,trade_days,costs,final_economic_nav,measured_hard_breach_days,cash_breach_days,holding_count_breach_days,whitelist_breach_days,active_cap_breach_days,overdue_passive_cap_days,cash_ratio_max,cash_ratio_min,average_stock_exposure,holdings_min,holdings_max,observed_rule_eligible,official_compliance,planner,universe_track,trade_count,replanning_days,recovered_trade_days,validated_hold_days,hold_without_envelope_days,no_valid_plan_days,unfilled_orders,target_count,replacement_margin,max_replacements_per_day,volatility_spike_ratio,one_day_chase_return,volume_low,volume_high,four_hour_mode,return_short,return_long,ema_fast,ema_slow,macd_fast,macd_slow,macd_signal,momentum_weight,long_return_fraction,cash_guard_ratio,candidate_id,phase,varied,anchor,search_seed,pair_id,track,status,elapsed_seconds,eligible,parent
1.460903863980627,0.27069439975113097,0.2883680512973372,2.033752965926494,1.460903863980627,0.26942839085605674,0.2840309933812503,2.0604620928995514,112190944.96101747,55129109.48310772,57061835.477909744,27.047097818779157,0.0,11.043397968605724,147,17,1773,417,2025-01-02,2026-09-21,2460903863.980627,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,0,413,112190944.96101747,2460903863.980627,0,0,0,0,0,0,0.20621592590899876,0.01869543429035855,0.8684472792964644,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1773,27,26,4,1,0,0,20,0.2,4,2.0,0.04,0.8,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0010,ofat,max_replacements_per_day,official_ex_post_pinned,,,historical_pit,COMPLETE,5.883245416996942,True,
1.5311558999853991,0.27069439975113097,0.29455885831252276,2.054833256018637,1.5311558999853991,0.26942839085605674,0.29000996793792905,2.0824985690229916,119537168.341324,58542489.36758503,60994678.97373897,27.732968006467367,0.0,11.043397968605724,171,20,1851,417,2025-01-02,2026-09-21,2531155899.9853992,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,2,SELF_FINANCING,0,0,413,119537168.341324,2531155899.9853992,0,0,0,0,0,0,0.21327089536406693,0.020574204931494606,0.8677350009106007,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1851,26,26,4,0,0,0,20,0.2,8,2.0,0.04,0.8,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0011,ofat,max_replacements_per_day,official_ex_post_pinned,,,historical_pit,COMPLETE,5.808158667001408,True,
1.5257702448012442,0.26407473338241416,0.28294230316651886,2.1226713993664514,1.5257702448012442,0.26378659465731613,0.2780213631587866,2.1553188007623105,113292243.1283099,55660265.325516045,57631977.802793846,26.91525473421663,0.0,9.776100785830112,147,16,1677,417,2025-01-02,2026-09-21,2525770244.8012443,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,0,399,113292243.1283099,2525770244.8012443,0,0,0,0,0,0,0.21015831228022339,0.01911657412084983,0.8675912798150183,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1677,26,26,18,0,0,0,20,0.2,0,1.5,0.04,0.8,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0012,ofat,volatility_spike_ratio,official_ex_post_pinned,,,historical_pit,COMPLETE,5.8729631249952945,True,
1.8860781572060823,0.2075800722066944,0.2813529719341908,2.4201717908987934,1.8860781572060823,0.20644007215225313,0.2767256690062882,2.456006198346482,128430012.49604309,62924924.55011991,65505087.945923164,28.184495133274382,0.0,9.136834227267057,183,24,1799,417,2025-01-02,2026-09-21,2886078157.2060823,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,0,405,128430012.49604309,2886078157.2060823,0,0,0,0,0,0,0.2164605502487046,0.020574204931494606,0.8655198867406123,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1799,10,10,12,0,0,0,20,0.2,0,3.0,0.04,0.8,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0013,ofat,volatility_spike_ratio,official_ex_post_pinned,,,historical_pit,COMPLETE,5.26987999999983,True,
1.8860781572060823,0.2075800722066944,0.2813529719341908,2.4201717908987934,1.8860781572060823,0.20644007215225313,0.2767256690062882,2.456006198346482,128430012.49604309,62924924.55011991,65505087.945923164,28.184495133274382,0.0,9.136834227267057,183,24,1799,417,2025-01-02,2026-09-21,2886078157.2060823,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,0,405,128430012.49604309,2886078157.2060823,0,0,0,0,0,0,0.2164605502487046,0.020574204931494606,0.8655198867406123,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1799,10,10,12,0,0,0,20,0.2,0,5.0,0.04,0.8,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0014,ofat,volatility_spike_ratio,official_ex_post_pinned,,,historical_pit,COMPLETE,5.285902458002965,True,
1.5797651897595033,0.2730528200631862,0.2876053897757005,2.13747698538077,1.5797651897595033,0.27153738869384025,0.2824580703905554,2.17126927000376,120506140.64165536,59174500.94190949,61331639.69974586,27.08625980765767,0.0,9.729325183984034,170,24,1740,417,2025-01-02,2026-09-21,2579765189.7595034,1,0,0,1,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,1,1,402,120506140.64165536,2579765189.7595034,1,1,1,0,0,0,1.0,0.02040111434112816,0.8663342466301472,0,30,False,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1740,34,33,14,0,1,0,20,0.2,0,2.0,0.03,0.8,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0015,ofat,one_day_chase_return,official_ex_post_pinned,,,historical_pit,COMPLETE,6.21516008299659,False,
1.6910816282012182,0.2771787230101407,0.3052911774979574,2.1146341257823904,1.6910816282012182,0.27687614906593183,0.3003207009837098,2.1446379308791936,106999138.72628944,52510771.92323039,54488366.80305906,24.344103733333892,0.0,9.277161032805289,171,28,1609,417,2025-01-02,2026-09-21,2691081628.201218,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,0,406,106999138.72628944,2691081628.201218,0,0,0,0,0,0,0.21868238192639594,0.020231189603482466,0.8721692042861386,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1609,51,51,11,0,0,0,20,0.2,0,2.0,0.055,0.8,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0016,ofat,one_day_chase_return,official_ex_post_pinned,,,historical_pit,COMPLETE,6.6442739160047495,True,
1.7586419685188002,0.2862315135443252,0.30423877338584,2.170411441196247,1.7586419685188002,0.28471257188512067,0.2986593616988704,2.205353757625326,102995118.84401266,50570086.1259888,52425032.718023874,23.90258410557506,0.0,4.863020480285155,130,14,1604,417,2025-01-02,2026-09-21,2758641968.5188003,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,0,402,102995118.84401266,2758641968.5188003,0,0,0,0,0,0,0.20448750266922028,0.021442083280491044,0.8737919146460544,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1604,58,58,15,0,0,1,20,0.2,0,2.0,0.07,0.8,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0017,ofat,one_day_chase_return,official_ex_post_pinned,,,historical_pit,COMPLETE,6.898392874994897,False,
1.5789753902690005,0.27230394321575424,0.2924244829945045,2.106556423348076,1.5789753902690005,0.2710398367427882,0.2877382698107347,2.136149331306371,105032642.30013499,51641111.180339254,53391531.11979573,24.376001165905134,0.0,8.996507421728825,135,24,1619,417,2025-01-02,2026-09-21,2578975390.2690005,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,0,403,105032642.30013499,2578975390.2690005,0,0,0,0,0,0,0.20449767174344116,0.0096287017104653,0.8714036010637042,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1619,47,47,14,0,0,1,20,0.2,0,2.0,0.095,0.8,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0018,ofat,one_day_chase_return,official_ex_post_pinned,,,historical_pit,COMPLETE,6.532658374999301,False,
1.6393962123186983,0.20099534636278904,0.27970466057435633,2.2393993135625774,1.6393962123186983,0.2007769260109994,0.27458850574131943,2.2759852272119017,122731517.09006292,60053347.18098711,62678169.9090758,29.046058588385602,0.0,8.747037545216415,150,21,1787,417,2025-01-02,2026-09-21,2639396212.3186984,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,0,408,122731517.09006292,2639396212.3186984,0,0,0,0,0,0,0.2268317592748369,0.058022309834244015,0.8641464725433936,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1787,9,9,9,0,0,0,20,0.2,0,2.0,0.04,0.2,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0019,ofat,volume_low,official_ex_post_pinned,,,historical_pit,COMPLETE,5.272113833998446,True,
1.2151934054809774,0.22105234321113398,0.26997073438447,1.9172658769102175,1.2151934054809774,0.21992836953716677,0.26427134708852995,1.952902475669722,107944931.95430283,52941228.7842596,55003703.170043215,28.069337791620878,0.0,5.15904951501546,132,13,1855,417,2025-01-02,2026-09-21,2215193405.4809775,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,0,410,107944931.95430283,2215193405.4809775,0,0,0,0,0,0,0.21869413985585764,0.016856607585204547,0.8662577268769012,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1855,24,24,7,0,0,0,20,0.2,0,2.0,0.04,0.5,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0020,ofat,volume_low,official_ex_post_pinned,,,historical_pit,COMPLETE,5.459212292000302,True,
1.4374283705973938,0.29944311071680907,0.2950969527184608,1.9743936844893721,1.4374283705973938,0.29751851330643675,0.2889107551081326,2.0104624822340766,111275330.64173599,54681928.059237026,56593402.58249897,26.263298354946528,0.0,10.017138074424413,167,24,1755,417,2025-01-02,2026-09-21,2437428370.597394,3,0,0,3,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,3,402,111275330.64173599,2437428370.597394,3,3,3,0,0,0,1.0,0.014972177562973128,0.8629717815882274,0,30,False,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1755,41,38,12,0,3,0,20,0.2,0,2.0,0.04,1.0,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0021,ofat,volume_low,official_ex_post_pinned,,,historical_pit,COMPLETE,6.53669958300452,False,
1.36100938683993,0.26933218722608465,0.2939969199360385,1.9149096151309943,1.36100938683993,0.269038178720286,0.28877613569596733,1.9442806104983412,109056165.50826874,53612675.73595644,55443489.7723123,26.770037451984123,0.0,8.248097792191594,134,17,1791,417,2025-01-02,2026-09-21,2361009386.83993,0,0,7,7,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,7,399,109056165.50826874,2361009386.83993,0,0,0,0,0,0,0.2082891491491361,0.017599048512355577,0.8671366917603098,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1791,36,29,11,0,7,0,20,0.2,0,2.0,0.04,0.8,2.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0022,ofat,volume_high,official_ex_post_pinned,,,historical_pit,COMPLETE,5.88139208299981,False,
1.6733003023854236,0.19992702212312197,0.2871058419761551,2.215780875921568,1.6733003023854236,0.19970891482141884,0.2829306493762912,2.244285712404307,94228561.8480468,46383756.97571967,47844804.87232712,23.654283488799337,0.0,5.5995594900249905,130,13,1691,417,2025-01-02,2026-09-21,2673300302.3854237,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,0,409,94228561.8480468,2673300302.3854237,0,0,0,0,0,0,0.2077019891583461,0.020574204931494606,0.8697721974663191,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1691,45,45,8,0,0,0,20,0.2,0,2.0,0.04,0.8,5.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0023,ofat,volume_high,official_ex_post_pinned,,,historical_pit,COMPLETE,6.326020333995984,True,
1.6111297986176725,0.2288901525202981,0.27989785220568,2.2146123508339755,1.6111297986176725,0.2276588050055106,0.27527973309983594,2.247119036357548,127015082.97740254,62271742.22307329,64743340.754329264,28.09705288086981,0.0,11.745152354570637,183,23,1768,417,2025-01-02,2026-09-21,2611129798.6176724,1,0,0,1,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,1,1,406,127015082.97740254,2611129798.6176724,1,1,1,0,0,0,1.0,0.04757707006137946,0.8651343573104786,0,30,False,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1768,22,21,10,0,1,0,20,0.2,0,2.0,0.04,0.8,3.0,strict,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0024,ofat,four_hour_mode,official_ex_post_pinned,,,historical_pit,COMPLETE,5.781478333003179,False,
0.8633009280176118,0.2744421366962396,0.25279233618243185,1.6156700626686906,0.8633009280176118,0.2741424773500035,0.2474971012730537,1.6449056014839285,107904023.40456536,53052185.44813393,54851837.95643143,29.778934052693394,0.0,7.740640753040113,135,13,1898,417,2025-01-02,2026-09-21,1863300928.0176117,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,2,SELF_FINANCING,0,0,408,107904023.40456536,1863300928.0176117,0,0,0,0,0,0,0.21316362124910723,0.06773993251254859,0.8609210795009706,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1898,35,35,9,0,0,0,20,0.2,0,2.0,0.04,0.8,3.0,coverage_only,5,20,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0025,ofat,return_pair,official_ex_post_pinned,,,historical_pit,COMPLETE,6.2377074169999105,True,
1.2455707420715645,0.25220357726471987,0.28738882572496843,1.846724898752218,1.2455707420715645,0.251834845338363,0.28193767614077814,1.8769332279366506,80729027.73158476,39836136.0408663,40892891.69071845,21.32762107786549,0.0,5.123458764452831,110,9,1381,417,2025-01-02,2026-09-21,2245570742.0715647,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,0,362,80729027.73158476,2245570742.0715647,0,0,0,0,0,0,0.20920683513007302,0.015579494420582922,0.8741979957070856,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1381,10,5,55,5,0,0,20,0.2,0,2.0,0.04,0.8,3.0,coverage_only,20,50,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0026,ofat,return_pair,official_ex_post_pinned,,,historical_pit,COMPLETE,7.256516166999063,True,
