total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,slippage_cost,max_daily_volume_participation,trades_above_10pct_daily_volume,trades_above_100pct_daily_volume,trades,sessions,start,end,final_nav,raw_rule_breach_days,negative_cash_days,stale_held_price_days,infeasible_signal_days,active_share_status,certification,execution_price_bound_breaches,accounting_status,hard_breach_days,infeasible_executed_days,trade_days,costs,final_economic_nav,measured_hard_breach_days,cash_breach_days,holding_count_breach_days,whitelist_breach_days,active_cap_breach_days,overdue_passive_cap_days,cash_ratio_max,cash_ratio_min,average_stock_exposure,holdings_min,holdings_max,observed_rule_eligible,official_compliance,planner,universe_track,trade_count,replanning_days,recovered_trade_days,validated_hold_days,hold_without_envelope_days,no_valid_plan_days,unfilled_orders,target_count,replacement_margin,max_replacements_per_day,volatility_spike_ratio,one_day_chase_return,volume_low,volume_high,four_hour_mode,return_short,return_long,ema_fast,ema_slow,macd_fast,macd_slow,macd_signal,momentum_weight,long_return_fraction,cash_guard_ratio,candidate_id,phase,varied,anchor,search_seed,pair_id,track,status,elapsed_seconds,eligible,parent
1.6556980134052552,0.2075800722066944,0.2890592050653908,2.188977560371299,1.6556980134052552,0.20644007215225313,0.28423343880667684,2.2212878457875163,121931307.79199585,59857438.73319337,62073869.05880247,27.701403108888623,0.0,11.874422899353647,168,19,1859,417,2025-01-02,2026-09-21,2655698013.4052553,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,0,405,121931307.79199585,2655698013.4052553,0,0,0,0,0,0,0.20608454474234764,0.020574204931494606,0.8672198697129129,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1859,19,19,12,0,0,0,20,0.2,0,2.0,0.04,0.8,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0000,anchor,none,official_ex_post_pinned,,,historical_pit,COMPLETE,5.638221708002675,True,
1.4780191237714329,0.24626702351068053,0.31699372997564884,1.8905425200907637,1.4780191237714329,0.24599366419577617,0.31219138409058156,1.914766138596849,103817787.65516278,51047904.23657268,52769883.4185901,25.157749290454156,0.0,12.942139847011125,94,11,1444,417,2025-01-02,2026-09-21,2478019123.771433,0,0,7,7,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,7,410,103817787.65516278,2478019123.771433,0,0,0,0,0,0,0.22064318465718688,0.007873197166791317,0.8782686885283221,20,29,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1444,21,14,0,0,7,0,20,0.0,4,3.0,0.095,0.5,3.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,0.12,f0001,anchor,none,historical_pit_pinned,,,historical_pit,COMPLETE,5.928295707999496,False,
1.5428135657367417,0.25483302834571353,0.2838918728481799,2.1307660864324363,1.5428135657367417,0.25354579730724425,0.2793028882127491,2.1611643701274517,113864162.05856325,55864565.30644338,57999596.75211986,27.06873182196307,0.0,9.196535574953465,135,15,1754,417,2025-01-02,2026-09-21,2542813565.7367415,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,0,417,113864162.05856325,2542813565.7367415,0,0,0,0,0,0,0.2059627081401982,0.013265650851602478,0.8662463939405665,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1754,25,25,0,0,0,1,20,0.05,1,2.5,0.07,0.3,5.0,strict,10,30,5,20,12,26,9,0.65,0.35,0.12,f0002,anchor,none,official_ex_post_return_winner,,,historical_pit,COMPLETE,5.816831500000262,False,
1.4574324624401864,0.2515628480817105,0.29990383606871274,1.9639990502253022,1.4574324624401864,0.24948982595201052,0.2950578128199003,1.9913679741253267,97157067.70900628,47808343.58568989,49348724.12331639,25.24423430206128,0.0,5.78912859221826,96,7,1528,417,2025-01-02,2026-09-21,2457432462.4401865,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,0,417,97157067.70900628,2457432462.4401865,0,0,0,0,0,0,0.21432729280195498,0.008983768310672127,0.8792902905768325,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1528,21,21,0,0,0,1,20,0.0,4,3.0,0.095,0.5,3.0,coverage_only,20,50,30,90,12,26,9,0.75,0.15,0.12,f0003,anchor,none,historical_pit_return_winner,,,historical_pit,COMPLETE,5.921772250003414,False,
1.6340228921874118,0.2317438105696168,0.3074631511784812,2.059715005410071,1.6340228921874118,0.2306362071650221,0.3032551199206021,2.084055528225691,99902550.85759814,48963055.46587478,50939495.39172336,23.91282453921916,0.0,14.46004513770996,107,12,1440,417,2025-01-02,2026-09-21,2634022892.187412,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,0,417,99902550.85759814,2634022892.187412,0,0,0,0,0,0,0.21825228405709868,0.01016397252228152,0.8755102271005071,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1440,7,7,0,0,0,0,20,0.0,4,3.0,0.03,0.5,3.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,0.12,f0004,anchor,none,historical_pit_risk_controlled,,,historical_pit,COMPLETE,5.529434459000186,True,
1.6830423353350272,0.224239157323612,0.30724191061868816,2.097471762872634,1.6830423353350272,0.22316434351637693,0.30206558406080547,2.1281901555686424,88954460.1340087,43801858.92185841,45152601.21215029,20.79364949661768,0.0,6.546752810605939,100,6,1298,417,2025-01-02,2026-09-21,2683042335.335027,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,0,412,88954460.1340087,2683042335.335027,0,0,0,0,0,0,0.20464235775577055,0.011363917895643014,0.8744631955007862,20,29,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1298,0,0,5,0,0,0,20,0.1,1,2.5,0.04,0.5,3.0,strict,20,50,50,150,24,52,12,0.95,0.35,0.12,f0005,anchor,none,historical_pit_strict_winner,,,historical_pit,COMPLETE,4.861504125001375,True,
1.6073779087643234,0.19170961325942182,0.2714815387642412,2.271393513479583,1.6073779087643234,0.19066544931619156,0.2662390975475779,2.3108516032045734,138086958.21569863,67721770.19410099,70365188.02159764,32.049654263985964,0.0,12.363256685887853,184,24,2066,417,2025-01-02,2026-09-21,2607377908.764323,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,0,406,138086958.21569863,2607377908.764323,0,0,0,0,0,0,0.20776183844803647,0.04499738442860849,0.8602150218211951,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,2066,41,41,11,0,0,0,25,0.2,0,2.0,0.04,0.8,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0006,ofat,target_count,official_ex_post_pinned,,,historical_pit,COMPLETE,6.42540362499858,True,
1.4925813540180988,0.1950007210594259,0.2555316365186116,2.2900884597019813,1.4925813540180988,0.19359317797528708,0.25165326145177724,2.3214829111819637,124384329.54519072,61005135.58719319,63379193.957997516,29.57607285775941,0.0,14.123453853472883,169,19,2173,417,2025-01-02,2026-09-21,2492581354.018099,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,3,SELF_FINANCING,0,0,414,124384329.54519072,2492581354.018099,0,0,0,0,0,0,0.2120404264208481,0.08741834552584478,0.8500119307135344,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,2173,121,121,3,0,0,0,30,0.2,0,2.0,0.04,0.8,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0007,ofat,target_count,official_ex_post_pinned,,,historical_pit,COMPLETE,9.717284582999127,True,
1.575891715254301,0.27069439975113097,0.2909668020432451,2.1131429357802833,1.575891715254301,0.26942839085605674,0.28600223097344857,2.14485046492823,118484568.99349159,58176452.66290687,60308116.330584735,27.674351735569704,0.0,11.283471837488458,164,22,1817,417,2025-01-02,2026-09-21,2575891715.254301,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,0,414,118484568.99349159,2575891715.254301,0,0,0,0,0,0,0.20881992153742082,0.020574204931494606,0.866946054508908,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1817,23,23,3,0,0,0,20,0.2,1,2.0,0.04,0.8,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0008,ofat,max_replacements_per_day,official_ex_post_pinned,,,historical_pit,COMPLETE,5.824639416998252,True,
1.6139764264850083,0.27069439975113097,0.2929442880708544,2.131298106343603,1.6139764264850083,0.26942839085605674,0.28844931878940316,2.1600000385173757,118299134.27832314,58030680.42366157,60268453.85466157,26.993300694811644,0.0,11.615881809787627,162,18,1811,417,2025-01-02,2026-09-21,2613976426.4850082,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,0,414,118299134.27832314,2613976426.4850082,0,0,0,0,0,0,0.20608454474234764,0.020574204931494606,0.8672235011459855,20,30,True,UNKNOWN_BLOCK_SUBMISSION,OFFICIAL_DPLAN_REPLAN,historical_pit,1811,24,24,3,0,0,0,20,0.2,2,2.0,0.04,0.8,3.0,coverage_only,10,30,10,30,8,21,5,0.75,0.19999999999999998,0.12,f0009,ofat,max_replacements_per_day,official_ex_post_pinned,,,historical_pit,COMPLETE,5.837123833996884,True,
