date,signal_date,symbol,trade_symbol,shares,price,notional,fee,tax,slippage_cost,volume_participation,execution_volume,rejection
2023-10-23,2023-10-20,3227.TWO,3227.TWO,121000,131.58236662964347,15921466.36218686,22688.089566116276,0.0,0.0,0.08410148338335402,1438738.0,ACTIVE_CAP:2303.TW;ACTIVE_CAP:3260.TWO;ACTIVE_CAP:6139.TW
2023-10-23,2023-10-20,3260.TWO,3260.TWO,951000,105.37142498607089,100208225.16175342,142796.72085549863,0.0,0.0,0.05966931528990126,15937840.0,ACTIVE_CAP:2303.TW;ACTIVE_CAP:3260.TWO;ACTIVE_CAP:6139.TW
2023-10-23,2023-10-20,3491.TWO,3491.TWO,1000,166.91476771854593,166914.76771854592,237.85354399892793,0.0,0.0,0.0007243516147608372,1380545.0,ACTIVE_CAP:2303.TW;ACTIVE_CAP:3260.TWO;ACTIVE_CAP:6139.TW
2023-10-23,2023-10-20,3529.TWO,3529.TWO,1000,2237.3972806526704,2237397.28065267,3188.291124930055,0.0,0.0,0.001690505613323889,591539.0,ACTIVE_CAP:2303.TW;ACTIVE_CAP:3260.TWO;ACTIVE_CAP:6139.TW
2023-10-23,2023-10-20,3680.TWO,3680.TWO,1000,372.89817306481825,372898.17306481826,531.3798966173661,0.0,0.0,0.0007629714686819286,1310665.0,ACTIVE_CAP:2303.TW;ACTIVE_CAP:3260.TWO;ACTIVE_CAP:6139.TW
2023-10-23,2023-10-20,3702.TW,3702.TW,1473000,66.43633170421018,97860716.6003016,139451.52115542977,0.0,0.0,0.2917211787199203,5049342.0,ACTIVE_CAP:2303.TW;ACTIVE_CAP:3260.TWO;ACTIVE_CAP:6139.TW
2023-10-23,2023-10-20,3711.TW,3711.TW,1000,116.1356418842322,116135.6418842322,165.4932896850309,0.0,0.0,0.00010076754640093592,9923830.0,ACTIVE_CAP:2303.TW;ACTIVE_CAP:3260.TWO;ACTIVE_CAP:6139.TW
2023-10-23,2023-10-20,4966.TWO,4966.TWO,1000,1116.1537661506713,1116153.7661506713,1590.5191167647067,0.0,0.0,0.0006322439348839326,1581668.0,ACTIVE_CAP:2303.TW;ACTIVE_CAP:3260.TWO;ACTIVE_CAP:6139.TW
2023-10-23,2023-10-20,4991.TWO,4991.TWO,1000,33.899346586959545,33899.346586959546,48.30656888641735,0.0,0.0,0.13902405116085081,7193.0,ACTIVE_CAP:2303.TW;ACTIVE_CAP:3260.TWO;ACTIVE_CAP:6139.TW
2023-10-23,2023-10-20,5536.TWO,5536.TWO,545000,181.1026215736343,98700928.7576307,140648.82347962377,0.0,0.0,0.8548268701102335,637556.0,ACTIVE_CAP:2303.TW;ACTIVE_CAP:3260.TWO;ACTIVE_CAP:6139.TW
2023-10-23,2023-10-20,6139.TW,6139.TW,860000,117.63666705710544,101167533.66911069,144163.73547848273,0.0,0.0,0.04661416141475931,18449329.0,ACTIVE_CAP:2303.TW;ACTIVE_CAP:3260.TWO;ACTIVE_CAP:6139.TW
2023-10-23,2023-10-20,6187.TWO,6187.TWO,21000,133.91267686790675,2812166.214226042,4007.33685527211,0.0,0.0,0.0013797593896732894,15220045.0,ACTIVE_CAP:2303.TW;ACTIVE_CAP:3260.TWO;ACTIVE_CAP:6139.TW
2023-10-23,2023-10-20,6290.TWO,6290.TWO,1267000,65.43824206447896,82910252.69569483,118147.11009136515,0.0,0.0,0.17682407218999754,7165314.0,ACTIVE_CAP:2303.TW;ACTIVE_CAP:3260.TWO;ACTIVE_CAP:6139.TW
2023-10-23,2023-10-20,6510.TWO,6510.TWO,1000,566.4786613798573,566478.6613798572,807.2320924662965,0.0,0.0,0.0031720856463124504,315250.0,ACTIVE_CAP:2303.TW;ACTIVE_CAP:3260.TWO;ACTIVE_CAP:6139.TW
2023-10-23,2023-10-20,8299.TWO,8299.TWO,205000,476.07396300398057,97595162.41581601,139073.10644253783,0.0,0.0,0.09447871025960446,2169801.0,ACTIVE_CAP:2303.TW;ACTIVE_CAP:3260.TWO;ACTIVE_CAP:6139.TW
2023-10-24,2023-10-23,1785.TWO,1785.TWO,2515000,39.49821013214548,99337998.48234588,141556.64783734287,0.0,0.0,0.6624262606314147,3796649.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,2303.TW,2303.TW,2054000,48.150752458734985,98901645.55024166,140934.8449090944,0.0,0.0,0.02871939879196477,71519603.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,2347.TW,2347.TW,1000,66.49784445922958,66497.84445922959,94.75942835440216,0.0,0.0,0.0003667756968554852,2726462.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,2404.TW,2404.TW,1000,236.9160553117732,236916.0553117732,337.60537881927684,0.0,0.0,0.0014242397052393505,702129.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,2449.TW,2449.TW,1207000,83.66308156268785,100981339.44616424,143898.40871078405,0.0,0.0,0.0591524758717198,20404894.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,2454.TW,2454.TW,1000,813.3336749125438,813333.6749125437,1159.0004867503749,0.0,0.0,0.00019371221764265015,5162297.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,2890.TW,2890.TW,1000,18.110518832413213,18110.518832413214,25.80748933618883,0.0,0.0,9.473259309916636e-05,10556029.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,3036.TW,3036.TW,1000,113.20461265541874,113204.61265541874,161.3165730339717,0.0,0.0,0.0003130917433950166,3193952.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,3227.TWO,3227.TWO,768000,131.46875863612433,100968006.63254349,143879.40945137446,0.0,0.0,0.6958734162763704,1103649.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,3260.TWO,3260.TWO,942000,102.63565075557023,96682783.01174715,137772.9657917397,0.0,0.0,0.03301866984954493,28529314.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,3491.TWO,3491.TWO,282000,169.2601623920512,47731365.794558436,68017.19625724577,0.0,0.0,0.10535234756411924,2676732.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,3529.TWO,3529.TWO,11000,2232.135413244936,24553489.545694295,34988.72260261437,0.0,0.0,0.020647699564708952,532747.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,3680.TWO,3680.TWO,1000,371.67387983039947,371673.87983039947,529.6352787583193,0.0,0.0,0.0009700327774075486,1030893.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,3702.TW,3702.TW,1506000,67.11072474314507,101068751.46317647,144022.97083502647,0.0,0.0,0.26018936810264937,5788092.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,4904.TW,4904.TW,1000,75.08182769919077,75081.82769919076,106.99160447134685,0.0,0.0,0.0003690204389350513,2709877.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,4966.TWO,4966.TWO,1000,1104.5218360893807,1104521.8360893808,1573.9436164273677,0.0,0.0,0.0005070613361674682,1972148.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,4991.TWO,4991.TWO,1000,33.75870260995809,33758.70260995809,48.10615121919028,0.0,0.0,0.03299567756623882,30307.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,5274.TWO,5274.TWO,1000,2738.850346595087,2738850.346595087,3902.861743897999,0.0,0.0,0.0017847326827387794,560308.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,5536.TWO,5536.TWO,557000,179.85791935956044,100180861.08327517,142757.7270436671,0.0,0.0,1.5678834417997163,355256.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,6139.TW,6139.TW,557000,122.62031982242505,68299518.14109075,97326.81335105433,0.0,0.0,0.017535608540238036,31763939.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,6239.TW,6239.TW,590000,107.10498776447484,63191942.781040154,90048.51846298222,0.0,0.0,0.3801453314931722,1552038.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
2023-10-24,2023-10-23,6290.TWO,6290.TWO,1000,64.54470600189221,64544.706001892206,91.9762060526964,0.0,0.0,0.0003364515664512031,2972196.0,ACTIVE_CAP:3227.TWO;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5536.TWO
