candidate_id,attempted,passed,completed,failed,compliance_pass_rate,valid_episode_rate,metric_population,median_24d_return,mean_24d_return,p25_24d_return,p10_24d_return,worst_24d_return,positive_episode_rate,loss_episode_rate,positive_attempt_rate,median_mdd,worst_mdd,median_turnover,median_days_to_20_holdings,penalized_mean_return,penalized_median_return,penalized_p25_return,failed_episode_penalty_return
tune_0341cf71459e,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.020863035246795114,0.004878203729398832,0.0038716355673362735,-0.04954368555334738,-0.11506784160500982,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03415688530879668,0.13138462671116224,2.563959191251767,1.0,-0.24634134720295087,0.004821019925010828,-0.33630088120375734,-1.0
tune_050d83df1480,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.005577220748602674,0.004207758256510307,0.004061766897586416,-0.040557957011753104,-0.11616201724465458,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03569925959360032,0.12908036585943772,2.340505415597643,1.0,-0.2468441813076173,0.004645935559922099,-0.3371215129334909,-1.0
tune_07cfc8ec077a,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.013972188163666077,0.0017799092866977759,0.003388520292439079,-0.04899369665537962,-0.1224238892400562,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03760688870646245,0.14043404214483846,2.7119036130886776,1.0,-0.24866506803497668,0.0045306496067606394,-0.34181791693004215,-1.0
tune_1174d1ff30e9,12,8,12,4,0.6666666666666666,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.02245274144808429,0.00474549265927679,-0.005745245574471036,-0.044997960132911005,-0.10976667062369128,0.625,0.375,0.4166666666666667,0.03504049467107223,0.1301508431982522,3.054662547858525,1.0,-0.3301696715604821,-0.00957681083336337,-1.0,-1.0
tune_2bdb900a90c7,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.019443610315329263,0.006835205078317659,0.005593449500909342,-0.04060237959255224,-0.08170483040815013,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.033694332778643754,0.10524535291052417,2.7065650516587487,1.0,-0.24487359619126173,0.00897513142749562,-0.3112786228061126,-1.0
tune_41604de3dc2a,12,8,12,4,0.6666666666666666,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.013873186875699828,0.001506760238302915,-0.001884790886059251,-0.05677361960534218,-0.10862218877835261,0.75,0.25,0.5,0.032530207391695376,0.1266037527156434,2.822319678867818,1.0,-0.33232882650779805,-0.012774128672533025,-1.0,-1.0
tune_5b8776fae6a1,12,6,12,6,0.5,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.010418288661374397,-0.003923035967168198,-0.026038737259227868,-0.07868140793936601,-0.12648488780096123,0.5,0.5,0.25,0.03464823587131671,0.14051504075587873,2.4467325512329063,1.0,-0.5019615179835841,-0.5632424439004806,-1.0,-1.0
tune_5d5429734593,12,9,11,3,0.75,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.010010156821016025,0.0059144590386106905,0.004939933180633238,-0.0451083609672457,-0.11095292397724377,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.032374053895961374,0.1301906410791619,2.362603087843578,1.0,-0.24556415572104198,0.007404250121217371,-0.3332146929829328,-1.0
tune_6eadb512258f,12,10,12,2,0.8333333333333334,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.010179667326349007,0.011971224931152736,0.002325516031105257,-0.011543320144124722,-0.1021970977996054,0.8,0.2,0.6666666666666666,0.03401190488064498,0.11935621325695212,2.785865853163931,1.0,-0.15669064589070605,0.008163567854466924,-0.026652283086704837,-1.0
tune_7874e2e40264,12,8,11,4,0.6666666666666666,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.013882512061925256,0.0018098164465158578,-0.017103026820567357,-0.059589759136980586,-0.10704581215355857,0.625,0.375,0.4166666666666667,0.03767433322284436,0.1254044797727356,2.2516947624074266,1.0,-0.3321267890356561,-0.02448583478081301,-1.0,-1.0
tune_bd2663a6464e,12,8,11,4,0.6666666666666666,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.015819698915470637,0.006895224406044578,0.009017630407148591,-0.03534462651474249,-0.11977701090772419,0.875,0.125,0.5833333333333334,0.031897626315793126,0.13617009355264276,2.6974767421708066,1.0,-0.32873651706263696,0.006291980632182281,-1.0,-1.0
tune_ca42feb67cab,12,9,11,3,0.75,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.019113009447843332,0.0018687798104609508,-0.007819408227657698,-0.044153282183206036,-0.12243481363330788,0.6666666666666666,0.3333333333333333,0.5,0.038935191000752156,0.13864587133530848,2.305136046054347,1.0,-0.2485984151421543,-0.0035587054781247573,-0.3418261102249809,-1.0
tune_d5f4e7219e82,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.023257555517848028,0.008836468004988385,-0.01185066711329863,-0.04836029516523088,-0.12239424549368905,0.6666666666666666,0.3333333333333333,0.5,0.037026063394042574,0.1326505739293815,2.871917250867676,1.0,-0.24337264899625874,-0.004359069117285175,-0.3417956841202668,-1.0
x0352_daily_baseline,12,8,11,4,0.6666666666666666,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01764382668210318,0.004750391502262891,0.005289144505197546,-0.04546121939362954,-0.08948744663447494,0.75,0.25,0.5,0.03268871996012862,0.11070749248409661,2.532515717907207,1.0,-0.3301664056651581,-0.005338182426671667,-1.0,-1.0
