date,symbol,issue
2018-07-24,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:1216.TW
2018-07-25,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:1216.TW
2018-07-26,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:1216.TW
