date,symbol,issue
2016-07-22,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:4991.TWO
2016-07-26,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3008.TW
2016-07-28,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:8358.TWO
