date,signal_date,symbol,trade_symbol,shares,price,notional,fee,tax,slippage_cost,volume_participation,execution_volume,rejection
2026-08-21,2026-08-20,1504.TW,1504.TW,1000,72.3935993868322,72393.5993868322,103.16087912623588,0.0,0.0,0.00012964475004881125,7713386.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,1815.TWO,1815.TWO,572000,109.8180678707308,62815934.822058015,89512.70712143267,0.0,0.0,0.004725872306798078,121035856.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,2059.TW,2059.TW,6000,13556.802813766426,81340816.88259855,115910.66405770293,0.0,0.0,0.009210364730443326,651440.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,2301.TW,2301.TW,1000,260.08132402951173,260081.32402951174,370.6158867420543,0.0,0.0,3.863135745143063e-05,25885707.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,2344.TW,2344.TW,1000,178.58113855881155,178581.13855881154,254.47812244630646,0.0,0.0,8.762029653372004e-06,114128808.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,2357.TW,2357.TW,1000,915.9691084257166,915969.1084257166,1305.2559795066463,0.0,0.0,0.0005298726292173887,1887246.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,2383.TW,2383.TW,15000,5809.595635059213,87143934.5258882,124180.1066993907,0.0,0.0,0.005839750245561498,2568603.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,2408.TW,2408.TW,98000,522.3275301521996,51188097.95491557,72943.03958575468,0.0,0.0,0.0014995194652162743,65354270.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,2603.TW,2603.TW,1000,251.04153653506964,251041.53653506964,357.7341895624742,0.0,0.0,3.0075771394663145e-05,33249355.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,2609.TW,2609.TW,1000,63.25549433070693,63255.49433070693,90.13907942125738,0.0,0.0,5.025487867326477e-06,198985656.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,2615.TW,2615.TW,859000,120.90918931157954,103860993.61864683,148001.91590657172,0.0,0.0,0.009860912008315584,87111618.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,2887.TW,2887.TW,1000,37.002186841991204,37002.186841991206,52.72811624983747,0.0,0.0,1.7813962131043673e-05,56135743.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,3008.TW,3008.TW,17000,5554.791455769988,94431454.74808979,134564.82301602795,0.0,0.0,0.00494232308954501,3439678.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,3037.TW,3037.TW,80000,1066.3054960560828,85304439.68448663,121558.82655039345,0.0,0.0,0.0034478567691340967,23202820.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,3081.TWO,3081.TWO,34000,2853.5988795273947,97022361.90393142,138256.86571310228,0.0,0.0,0.006707762893997223,5068754.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,3443.TW,3443.TW,16000,5651.024531126471,90416392.49802352,128843.35930968352,0.0,0.0,0.005023588889579632,3184974.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,3653.TW,3653.TW,16000,5447.585652990861,87161370.44785377,124204.95288819163,0.0,0.0,0.01262649180027731,1267177.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,4979.TWO,4979.TWO,1000,585.6095848660866,585609.5848660866,834.4936584341734,0.0,0.0,5.220549418973732e-05,19155072.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,6187.TWO,6187.TWO,2000,1191.6206770184724,2383241.354036945,3396.1189295026466,0.0,0.0,0.00043240625432406255,4625280.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,6446.TW,6446.TW,1000,1383.0257475155252,1383025.7475155252,1970.8116902096235,0.0,0.0,0.0006208858551026262,1610602.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,6669.TW,6669.TW,2000,6312.581575154836,12625163.150309673,17990.857489191283,0.0,0.0,0.002622679092920209,762579.0,ACTIVE_CAP:2615.TW
2026-08-21,2026-08-20,7751.TWO,7751.TWO,8000,1730.0,13840000.0,19722.0,0.0,0.0,0.03192860763333187,250559.0,ACTIVE_CAP:2615.TW
