total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,slippage_cost,max_daily_volume_participation,trades_above_10pct_daily_volume,trades_above_100pct_daily_volume,trades,sessions,start,end,final_nav,raw_rule_breach_days,negative_cash_days,stale_held_price_days,infeasible_signal_days,active_share_status,certification,execution_price_bound_breaches,accounting_status,simulated_warning_days,disqualified,complete_period,rejected_trade_count,official_compliance,hard_breach_days,infeasible_executed_days,trade_days,costs,final_economic_nav,measured_hard_breach_days,cash_breach_days,holding_count_breach_days,whitelist_breach_days,active_cap_breach_days,overdue_passive_cap_days,cash_ratio_max,cash_ratio_min,average_stock_exposure,holdings_min,holdings_max,observed_rule_eligible,no_valid_plan_days,hold_without_envelope_days,unfilled_orders,status,measured_pass,episode_status,failure_reasons,episode_return,forensic_partial_return,episode_max_drawdown,episode_turnover,requested_sessions,observed_sessions,universe_interpretation,episode_id,kind,split,session_count,prior_session_date,candidate_id,phase,realized_start,realized_end,days_to_20_holdings,independent_audit
-0.08793547842680982,0.11029142007264248,0.21744779303205172,-4.3306724683296585,-0.08793547842680982,0.11029142007264248,0.21744779303205172,-4.3306724683296585,6263455.87807745,3649188.855302467,2614267.022774983,2.630962803211646,0.0,22.772262951905542,46,6,120,24,2010-01-04,2010-02-04,912064521.5731902,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,23,6263455.87807745,912064521.5731902,0,0,0,0,0,0,0.1989347942053851,0.08761425638584999,0.8630191215231041,20,28,True,0,0,0,COMPLETE,True,PASS,,-0.08793547842680982,,0.11029142007264248,2.560834284422784,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-01-04,monthly,development,24,2009-12-31,coarse_017_long_return_fraction_0p1,development_coarse,2010-01-04,2010-02-04,1.0,PASS_INTERNAL_ACCOUNTING
0.0,-0.0,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2010-02-01,2010-03-15,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAILED,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-02-01,monthly,development,24,2010-01-29,coarse_017_long_return_fraction_0p1,development_coarse,2010-02-01,2010-02-03,,PASS_INTERNAL_ACCOUNTING
0.050128903422645754,0.011194071992190135,0.0973448796906377,5.327754557857197,0.050128903422645754,0.011194071992190135,0.0973448796906377,5.327754557857197,5314853.31773124,3174742.9471127316,2140110.3706185087,2.193039717617844,0.0,19.330708661417322,44,7,91,24,2010-03-01,2010-04-01,1050128903.4226457,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,22,5314853.31773124,1050128903.4226457,0,0,0,0,0,0,0.19389692051945678,0.08642358626043495,0.8711729958734978,20,25,True,0,0,0,COMPLETE,True,PASS,,0.050128903422645754,,0.011194071992190135,2.227889787447531,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-03-01,monthly,development,24,2010-02-26,coarse_017_long_return_fraction_0p1,development_coarse,2010-03-01,2010-04-01,1.0,PASS_INTERNAL_ACCOUNTING
-0.009483574208190237,0.053036744458538565,0.2194802666289725,-0.34965290425712875,-0.009483574208190237,0.053036744458538565,0.2194802666289725,-0.34965290425712875,5581206.503837968,3321820.2047022833,2259386.2991356854,2.3077546312420814,0.0,3.639708535140673,49,6,109,24,2010-04-01,2010-05-05,990516425.7918098,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,21,5581206.503837968,990516425.7918098,0,0,0,0,0,0,0.19499433755101944,0.08576907896732967,0.8712711097610286,20,29,True,0,0,0,COMPLETE,True,PASS,,-0.009483574208190237,,0.053036744458538565,2.3311018980366898,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-04-01,monthly,development,24,2010-03-31,coarse_017_long_return_fraction_0p1,development_coarse,2010-04-01,2010-05-05,1.0,PASS_INTERNAL_ACCOUNTING
-0.06529677132336364,0.10862640213999974,0.22757884653099908,-3.0015331755217187,-0.06529677132336364,0.10757571374231778,0.22644837105580634,-3.017596527998346,3155624.925844818,2199405.6204759665,956219.3053688518,1.6028833958130826,0.0,,29,4,64,24,2010-05-03,2010-06-03,934703228.6766363,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,22,3155624.925844818,934703228.6766363,0,0,0,0,0,0,0.2015757036609454,0.06739622996257613,0.8909595666136383,20,26,True,0,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,-0.06529677132336364,,0.10757571374231778,1.5434425406848888,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-05-03,monthly,development,24,2010-04-30,coarse_017_long_return_fraction_0p1,development_coarse,2010-05-03,2010-06-03,1.0,PASS_INTERNAL_ACCOUNTING
0.0,-0.0,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2010-06-01,2010-07-05,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAILED,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-06-01,monthly,development,24,2010-05-31,coarse_017_long_return_fraction_0p1,development_coarse,2010-06-01,2010-06-03,,PASS_INTERNAL_ACCOUNTING
0.07629680551437157,0.01066154244547679,0.13542728338157017,5.773766462450238,0.07629680551437157,0.009402906765230146,0.13541536462928788,5.774232368851461,4791889.60931433,2953590.406399778,1838299.2029145507,2.039101794670459,0.0,5.491682546670962,40,7,85,24,2010-07-01,2010-08-03,1076296805.5143716,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,19,4791889.60931433,1076296805.5143716,0,0,0,0,0,0,0.18840151835020688,0.009644927512197048,0.8809498106082482,20,27,True,0,0,0,COMPLETE,True,PASS,,0.07629680551437157,,0.009402906765230146,2.072695022034932,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-07-01,monthly,development,24,2010-06-30,coarse_017_long_return_fraction_0p1,development_coarse,2010-07-01,2010-08-03,1.0,PASS_INTERNAL_ACCOUNTING
-0.022501952437386508,0.04892445974448989,0.1619699755334409,-1.3965743840570302,-0.022501952437386508,0.04701858225045752,0.15063468325154877,-1.512990223553619,5813578.218308957,3416484.215533061,2397094.0027758963,2.413425161000289,0.0,19.302070307516544,41,14,117,24,2010-08-02,2010-09-02,977498047.5626135,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,21,5813578.218308957,977498047.5626135,0,0,0,0,0,0,0.20098490868097882,0.08236121613015548,0.8693370721939017,20,29,True,0,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,-0.022501952437386508,,0.04701858225045752,2.3975327828302184,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-08-02,monthly,development,24,2010-07-30,coarse_017_long_return_fraction_0p1,development_coarse,2010-08-02,2010-09-02,1.0,PASS_INTERNAL_ACCOUNTING
0.06682804181518276,0.009174786125187961,0.10657761905328762,6.432415054860058,0.06682804181518276,0.009174786125187961,0.10657761905328762,6.432415054860058,4307636.186697732,2747156.854827574,1560479.3318701582,1.8835538559913132,0.0,11.125,30,7,66,24,2010-09-01,2010-10-05,1066828041.8151827,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,20,4307636.186697732,1066828041.8151827,0,0,0,0,0,0,0.19644895333666768,0.062248047709612224,0.880471428073115,20,23,True,0,0,0,COMPLETE,True,PASS,,0.06682804181518276,,0.009174786125187961,1.9278293718088237,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-09-01,monthly,development,24,2010-08-31,coarse_017_long_return_fraction_0p1,development_coarse,2010-09-01,2010-10-05,1.0,PASS_INTERNAL_ACCOUNTING
-0.028912680394224677,0.03906195262647716,0.12498596711787621,-2.403389461266246,-0.028912680394224677,0.03906195262647716,0.12498596711787621,-2.403389461266246,6322109.704533053,3681162.9204030484,2640946.7841300042,2.620602737590471,0.0,9.263157894736842,46,11,124,24,2010-10-01,2010-11-03,971087319.6057754,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,23,6322109.704533053,971087319.6057754,0,0,0,0,0,0,0.2012387023247295,0.08685263671823472,0.8642538542568472,20,29,True,0,0,0,COMPLETE,True,PASS,,-0.028912680394224677,,0.03906195262647716,2.5832722248442446,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-10-01,monthly,development,24,2010-09-30,coarse_017_long_return_fraction_0p1,development_coarse,2010-10-01,2010-11-03,1.0,PASS_INTERNAL_ACCOUNTING
0.035413765071463876,0.03874866628277018,0.1260407097957934,2.961574225045083,0.035413765071463876,0.03874866628277018,0.1260407097957934,2.961574225045083,6498904.611773288,3819526.0508782538,2679378.5608950336,2.7189959655342246,0.0,447.9571270588235,37,4,161,24,2010-11-01,2010-12-02,1035413765.0714638,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,22,6498904.611773288,1035413765.0714638,0,0,0,0,0,0,0.20044140144468153,0.08565219928813643,0.8677685692406797,20,28,True,0,0,0,COMPLETE,True,PASS,,0.035413765071463876,,0.03874866628277018,2.6803691585110556,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-11-01,monthly,development,24,2010-10-29,coarse_017_long_return_fraction_0p1,development_coarse,2010-11-01,2010-12-02,1.0,PASS_INTERNAL_ACCOUNTING
0.043331960523940616,0.017681254459858353,0.09462264581420515,4.756667029353595,0.043331960523940616,0.017681254459858353,0.09462264581420515,4.756667029353595,5669312.431536745,3412010.6574739045,2257301.7740628407,2.3700222249100897,0.0,,28,4,121,24,2010-12-01,2011-01-03,1043331960.5239406,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,21,5669312.431536745,1043331960.5239406,0,0,0,0,0,0,0.19958583749840375,0.07105659337824058,0.8749966286832674,20,30,True,0,0,0,COMPLETE,True,PASS,,0.043331960523940616,,0.017681254459858353,2.3943934438413366,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-12-01,monthly,development,24,2010-11-30,coarse_017_long_return_fraction_0p1,development_coarse,2010-12-01,2011-01-03,1.0,PASS_INTERNAL_ACCOUNTING
-0.07970231978206321,0.08222760749077196,0.19993637040150844,-4.257667253604693,-0.07970231978206321,0.08222760749077196,0.19993637040150844,-4.257667253604693,5710216.77549305,3439815.293947934,2270401.481545116,2.4454282949438735,0.0,3.5126811594202905,24,2,145,24,2011-01-03,2011-02-11,920297680.2179368,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,22,5710216.77549305,920297680.2179368,0,0,0,0,0,0,0.20327370756262778,0.08259867224617731,0.8700798408043187,20,30,True,0,0,0,COMPLETE,True,PASS,,-0.07970231978206321,,0.08222760749077196,2.4139054694371462,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2011-01-03,monthly,development,24,2010-12-31,coarse_017_long_return_fraction_0p1,development_coarse,2011-01-03,2011-02-11,1.0,PASS_INTERNAL_ACCOUNTING
