date,symbol,issue
2018-07-02,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2327.TW;ACTIVE_CAP:3008.TW;ACTIVE_CAP:4123.TWO;ACTIVE_CAP:6415.TW
2018-07-03,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2912.TW;ACTIVE_CAP:6415.TW
2018-07-04,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2303.TW;ACTIVE_CAP:2327.TW;ACTIVE_CAP:2912.TW;ACTIVE_CAP:6415.TW;ACTIVE_CAP:8415.TWO
