date,signal_date,symbol,trade_symbol,shares,price,notional,fee,tax,slippage_cost,volume_participation,execution_volume
2018-10-22,2018-10-19,1216.TW,1216.TW,154000,73.96614475600485,11390786.292424748,16231.870466705266,0.0,0.0,0.02452228518398561,6280002.0
2018-10-22,2018-10-19,2002.TW,2002.TW,158000,24.15556544924344,3816579.3409804637,5438.6255608971605,0.0,0.0,0.017542174774463702,9006865.0
2018-10-22,2018-10-19,2308.TW,2308.TW,194000,121.09100572583239,23491655.110811483,33475.608532906364,0.0,0.0,0.029350829251702123,6609694.0
2018-10-22,2018-10-19,2345.TW,2345.TW,209000,88.45875178739581,18487879.123565726,26345.227751081162,0.0,0.0,0.036445436473337284,5734600.0
2018-10-22,2018-10-19,2412.TW,2412.TW,256000,107.055612923871,27406236.908510976,39053.88759462814,0.0,0.0,0.06989772542972084,3662494.0
2018-10-22,2018-10-19,2609.TW,2609.TW,3489000,8.889993000985251,31017185.58043754,44199.4894521235,0.0,0.0,0.5341111649287515,6532348.0
2018-10-22,2018-10-19,2610.TW,2610.TW,2532000,9.162202553282928,23198696.864912372,33058.143032500135,0.0,0.0,0.5574545901277699,4542074.0
2018-10-22,2018-10-19,2812.TW,2812.TW,3293000,10.265873860687911,33805522.62324529,48172.869738124544,0.0,0.0,1.5648611916325308,2104340.0
2018-10-22,2018-10-19,2834.TW,2834.TW,4217000,10.501883061579802,44286440.87068202,63108.178240721885,0.0,0.0,0.37837092876649103,11145148.0
2018-10-22,2018-10-19,2881.TW,2881.TW,1506000,50.101495510903234,75452852.23942026,107520.31444117388,0.0,0.0,0.25074474185279383,6006108.0
2018-10-22,2018-10-19,2882.TW,2882.TW,120000,50.06617199551558,6007940.639461869,8561.315411233165,0.0,0.0,0.021162905166023874,5670299.0
2018-10-22,2018-10-19,2886.TW,2886.TW,1355000,26.131663548503216,35408404.10822186,50456.97585421615,0.0,0.0,0.043130253077821014,31416463.0
2018-10-22,2018-10-19,2912.TW,2912.TW,161000,333.36568682990287,53671875.57961436,76482.42270095047,0.0,0.0,0.22520159739269704,714915.0
2018-10-22,2018-10-19,3045.TW,3045.TW,573000,107.8887998292443,61820282.302156985,88093.9022805737,0.0,0.0,0.28509037066226045,2009889.0
2018-10-22,2018-10-19,3491.TWO,3491.TWO,763000,73.22729465776044,55872425.82387122,79618.2067990165,0.0,0.0,2.2864917185847125,333699.0
2018-10-22,2018-10-19,4904.TW,4904.TW,1000000,72.1534653026567,72153465.3026567,102818.6880562858,0.0,0.0,0.886334669335125,1128242.0
2018-10-22,2018-10-19,4958.TW,4958.TW,1358000,70.85566724273804,96221996.11563826,137116.34446478452,0.0,0.0,0.36687740054123874,3701509.0
2018-10-22,2018-10-19,5876.TW,5876.TW,2591000,37.67771317727146,97622954.84231034,139112.71065029223,0.0,0.0,0.15543876084771777,16668944.0
2018-10-22,2018-10-19,5903.TWO,5903.TWO,300000,208.91689876287325,62675069.62886197,89311.97422112832,0.0,0.0,19.43131031802578,15439.0
2018-10-22,2018-10-19,6121.TWO,6121.TWO,61000,195.78897827002388,11943127.674471457,17018.956936121827,0.0,0.0,0.10193237037878737,598436.0
2018-10-22,2018-10-19,8415.TWO,8415.TWO,124000,35.914766462771645,4453431.041383684,6346.1392339717495,0.0,0.0,0.043805341778814816,2830705.0
2018-10-22,2018-10-19,8932.TWO,8932.TWO,6026000,9.964166666666667,60044068.333333336,85562.79737500001,0.0,0.0,502.1666666666667,12000.0
2018-10-31,2018-10-30,5876.TW,5876.TW,-22000,38.483825875988195,846644.1692717402,1206.4679412122298,2539.932507815221,0.0,0.003022366196757413,7279065.0
2018-11-06,2018-11-05,5876.TW,5876.TW,-3000,39.05035665908709,117151.06997726129,166.94027471759733,351.4532099317839,0.0,0.000339147757860258,8845702.0
2018-11-07,2018-11-06,5876.TW,5876.TW,-26000,39.751650783175556,1033542.9203625645,1472.7986615166544,3100.6287610876934,0.0,0.0015661222223467088,16601514.0
2018-11-08,2018-11-07,5876.TW,5876.TW,-45000,39.78952251266665,1790528.5130699992,2551.503131124749,5371.5855392099975,0.0,0.009003306013968329,4998164.0
2018-11-13,2018-11-12,5876.TW,5876.TW,-21000,40.66416984159846,853947.5666735676,1216.8752825098338,2561.842700020703,0.0,0.0018183287013574343,11549067.0
2018-11-15,2018-11-14,4958.TW,4958.TW,-30000,77.37619799437586,2321285.939831276,3307.8324642595685,6963.857819493828,0.0,0.0013720111195098517,21865712.0
2018-11-16,2018-11-15,4958.TW,4958.TW,-12000,78.4907921496431,941889.5057957172,1342.192545758897,2825.668517387152,0.0,0.0009104889234470018,13179732.0
2018-11-19,2018-11-16,4958.TW,4958.TW,-7000,78.65331785859317,550573.2250101522,784.5668456394669,1651.7196750304568,0.0,0.0006005942622827747,11655123.0
