candidate,family,attempted,complete,canonical,measured,median,mean,p25,p10,worst,positive,mdd,turnover,cost
D13,direct,18,18,18,13,0.013263025192637334,0.018523663518945084,-0.007022319555679085,-0.07170268369141243,-0.1694939371228923,0.6111111111111112,0.1775588492484219,1.0719233324621578,1752668.6201311124
D00,direct,18,18,18,13,0.011571899452815004,0.023707711812955026,-0.003163891141011538,-0.09243062883064439,-0.1144334448337081,0.6666666666666666,0.1272438587352095,1.4518999691855692,2837525.021134967
A18,adaptive,18,18,18,13,0.008309906580729942,0.019209912832527327,-0.02261460516477168,-0.08562930217775064,-0.12618879109413395,0.5555555555555556,0.1290742853342689,0.9138893459339619,1307327.5975442836
A17,adaptive,18,18,18,13,0.007925543860950901,0.018783003928621526,-0.015926376132394227,-0.08936514570832822,-0.1245160134622415,0.5555555555555556,0.12616735579609206,1.4397858231496474,2805818.0447113262
A11,adaptive,18,18,18,13,0.00730257784774202,0.019617529220860526,-0.017749220937580246,-0.08501863419654117,-0.12095902695487415,0.5555555555555556,0.12326172461363116,0.9782522328564477,1487983.902186851
A13,adaptive,18,18,18,13,0.006012047672442011,0.019536694012754867,-0.01676887192616139,-0.08957442834508016,-0.11612393817757516,0.5555555555555556,0.12559739325823638,1.4025597943268637,2699718.478566635
A00,adaptive,18,18,18,13,0.00521238589162909,0.01853326944224603,-0.0163579975943646,-0.08521877528766567,-0.12095902695487415,0.5555555555555556,0.12326172461363116,0.9131327996841399,1305792.1208376132
A34,adaptive,18,18,18,13,0.00521238589162909,0.01853326944224603,-0.0163579975943646,-0.08521877528766567,-0.12095902695487415,0.5555555555555556,0.12326172461363116,0.9131327996841399,1305792.1208376132
A35,adaptive,18,18,18,13,0.00521238589162909,0.01853326944224603,-0.0163579975943646,-0.08521877528766567,-0.12095902695487415,0.5555555555555556,0.12326172461363116,0.9131327996841399,1305792.1208376132
A09,adaptive,18,18,18,13,0.005082146004769528,0.01851879834370608,-0.0163579975943646,-0.08521877528766567,-0.12095902695487415,0.5555555555555556,0.12326172461363116,0.9133861324120013,1306153.1199748155
A23,adaptive,18,18,18,13,0.005082146004769528,0.01851879834370608,-0.0163579975943646,-0.08521877528766567,-0.12095902695487415,0.5555555555555556,0.12326172461363116,0.9133861324120013,1306153.1199748155
A24,adaptive,18,18,18,13,0.005082146004769528,0.01851879834370608,-0.0163579975943646,-0.08521877528766567,-0.12095902695487415,0.5555555555555556,0.12326172461363116,0.9133861324120013,1306153.1199748155
A22,adaptive,18,18,18,13,0.005082146004769528,0.018462319835918603,-0.0163579975943646,-0.08521877528766567,-0.12095902695487415,0.5555555555555556,0.12326172461363116,0.9093165448826078,1295776.0764577156
A26,adaptive,18,18,18,13,0.005082146004769528,0.018462319835918603,-0.0163579975943646,-0.08521877528766567,-0.12095902695487415,0.5555555555555556,0.12326172461363116,0.9093165448826078,1295776.0764577156
A27,adaptive,18,18,18,13,0.005082146004769528,0.018462319835918603,-0.0163579975943646,-0.08521877528766567,-0.12095902695487415,0.5555555555555556,0.12326172461363116,0.9093165448826078,1295776.0764577156
A28,adaptive,18,18,18,13,0.005082146004769528,0.018462319835918603,-0.0163579975943646,-0.08521877528766567,-0.12095902695487415,0.5555555555555556,0.12326172461363116,0.9093165448826078,1295776.0764577156
A16,adaptive,18,18,18,13,0.005082146004769528,0.018054232247591267,-0.0200148390282332,-0.08352906554109542,-0.12095902695487415,0.5555555555555556,0.12326172461363116,0.9135859134368225,1306437.8079351857
A32,adaptive,18,18,18,13,0.004960719945906633,0.017940794389377568,-0.015835173392235363,-0.08257835106462487,-0.11742922882918183,0.5555555555555556,0.11959675905666234,0.8850795398345963,1265672.6388695575
A33,adaptive,18,18,18,13,0.004770821348948573,0.017352555056178814,-0.015298408652348106,-0.07976487240458537,-0.11302747618307252,0.5555555555555556,0.11519003897927682,0.8549447278994323,1222579.798331045
M00,momentum,18,18,18,12,0.0156256704003801,0.020190509088381017,-0.011751905704140336,-0.08792488546436147,-0.09833974899042908,0.6111111111111112,0.13545687789267802,1.8659789673279217,4042341.9164599795
M32,momentum,18,18,18,12,0.014898913829477167,0.019462729883390206,-0.01128936878515066,-0.08362900358396422,-0.09460536108102668,0.6111111111111112,0.12972426459197295,1.793084434710202,3888810.7559750793
A19,adaptive,18,18,18,12,0.012326238792481958,0.01955656839665944,-0.019008658543731127,-0.08390163724744444,-0.1114224124674027,0.5555555555555556,0.12091115093488025,0.9088348197898859,1295089.6182005876
D26,direct,18,18,18,12,0.011637368242964796,0.02104427967308959,-0.01071897159789656,-0.07925026590584093,-0.09641206400404478,0.6666666666666666,0.12723493353130366,1.6842109866306427,3511512.0728703416
D29,direct,18,18,18,12,0.011377683193501298,0.022893637934974207,-0.014464442628252028,-0.07272704430181239,-0.09862949876360372,0.6666666666666666,0.11981181772709126,1.05048107223783,1698224.8528748422
M25,momentum,18,18,18,12,0.010520566295562084,0.016841254646558397,-0.015507423805858511,-0.0666894953378599,-0.1207009304730462,0.5555555555555556,0.13859443031877705,2.4968008926136034,5889141.34282868
A04,adaptive,18,18,18,12,0.008151631734954035,0.022277852087782206,-0.017706181492984974,-0.08820612080847484,-0.13548145480824225,0.6111111111111112,0.1357290519154014,1.1474874790863756,1967431.2915962343
A08,adaptive,18,18,18,12,0.008058809439185466,0.021732029349924995,-0.017706181492984974,-0.0882155961241099,-0.13319115305911722,0.6111111111111112,0.133439406106037,1.1646260463238212,2016174.4532921666
D03,direct,18,18,18,12,0.0076562876521864,0.021248686742950003,-0.019552627168464037,-0.08586705556358827,-0.11844166181100668,0.6111111111111112,0.12662337243373056,1.7488948523843735,3707238.4087474933
M22,momentum,18,18,18,11,0.012650629953036896,0.02106317225812611,-0.012457822286732173,-0.06230823941590463,-0.10124268847334239,0.6666666666666666,0.12229164182301155,0.9081826473050865,1294160.2724097483
M26,momentum,18,18,18,11,0.012650629953036896,0.02106317225812611,-0.012457822286732173,-0.06230823941590463,-0.10124268847334239,0.6666666666666666,0.12229164182301155,0.9081826473050865,1294160.2724097483
M27,momentum,18,18,18,11,0.012650629953036896,0.02106317225812611,-0.012457822286732173,-0.06230823941590463,-0.10124268847334239,0.6666666666666666,0.12229164182301155,0.9081826473050865,1294160.2724097483
M28,momentum,18,18,18,11,0.012650629953036896,0.02106317225812611,-0.012457822286732173,-0.06230823941590463,-0.10124268847334239,0.6666666666666666,0.12229164182301155,0.9081826473050865,1294160.2724097483
A20,adaptive,18,18,18,11,0.012052874467743169,0.020169982151899097,-0.014113194217998615,-0.08054565685597288,-0.11263743456525466,0.6111111111111112,0.1196079563964133,0.9085877847250923,1294737.5932332566
A06,adaptive,18,18,18,11,0.010878549576045948,0.021105011224921318,-0.015873457783703443,-0.08510976119290765,-0.13035650343879435,0.6111111111111112,0.13082452731851124,0.9097761853395746,1296431.0641088942
A07,adaptive,18,18,18,11,0.006238517319246184,0.01593326249802378,-0.017485393940037675,-0.08395096699276529,-0.12824468184018045,0.5555555555555556,0.12950612949893736,0.9102606400609012,1297121.4120867844
A21,adaptive,18,18,18,10,0.01310345434966198,0.023034349288999254,-0.012073036663446196,-0.07626483361702334,-0.10785300919646357,0.6111111111111112,0.11658171051487143,0.9084624665436295,1294559.0148246724
D16,direct,18,18,17,12,0.02605363024348506,0.028341009254748663,-0.007389414836305258,-0.05979097531413891,-0.11014007666525416,0.7222222222222222,0.1138935416458996,0.969804258734611,1467462.8573139107
A10,adaptive,18,18,17,12,0.01496633454721319,0.024459949229836884,-0.017186423593949562,-0.09334355337779279,-0.12266565264998319,0.6111111111111112,0.12308894648517643,1.8335955287165022,3947067.097798551
M02,momentum,18,18,17,12,0.013878173045314579,0.021642375860554133,-0.004191274595707228,-0.08023342231091721,-0.10997090898890904,0.6666666666666666,0.1343254306656153,1.9390438120688829,4255573.663788193
M34,momentum,18,18,17,12,0.013684829666793297,0.020657900637060925,-0.00422271693279741,-0.07691194586517144,-0.10495681773822263,0.6666666666666666,0.12807570613018704,1.8650424027432189,4097191.7794296434
M11,momentum,18,18,17,12,0.013648934927008027,0.02105465842608414,-0.01220995176702927,-0.06546976848339578,-0.12331609503626706,0.6111111111111112,0.1370799938903513,2.0527466062620836,4589952.860484902
M16,momentum,18,18,17,12,0.011834628717543816,0.01920346231736923,-0.007545034707085091,-0.07439965259266597,-0.11986672504793383,0.6111111111111112,0.13633101329016617,2.3087567048170445,5337271.916545613
M03,momentum,18,18,17,12,0.011753975417889917,0.018787092033420508,-0.011945085751845469,-0.06907417926434416,-0.1037359845454413,0.6111111111111112,0.13445149909946497,1.9216016921141614,4206661.855925227
M35,momentum,18,18,17,12,0.011588969554617301,0.018026662835791282,-0.01126039317273958,-0.06608963700500835,-0.09974406105514178,0.6111111111111112,0.1287813827317169,1.8447985857811287,4043175.1932286522
M01,momentum,18,18,17,12,0.0114969576093914,0.02041380227474538,-0.009387430202177527,-0.08723487067268423,-0.10668243442857972,0.6666666666666666,0.13451331046759052,1.8927546486815123,4118975.593146518
M33,momentum,18,18,17,12,0.011098429337917826,0.019731143512685054,-0.008934762125443252,-0.08359803698037975,-0.10252081556412584,0.6666666666666666,0.12874022329420576,1.820841835298831,3966343.0006356793
M15,momentum,18,18,17,12,0.010841994590814474,0.018289110719146788,-0.013167281260797498,-0.08294636516618843,-0.10959479085253487,0.5555555555555556,0.13297197699925478,2.1250007122565093,4796007.060274545
D07,direct,18,18,17,11,0.0217814041886617,0.0165883728137906,-0.026864215633819244,-0.10895699880271792,-0.12961149065135147,0.5555555555555556,0.1407541888861814,1.8726931227960522,4068062.4321393063
A12,adaptive,18,18,17,11,0.01864155708281312,0.023339163317211427,-0.011990099129508242,-0.08386286647901536,-0.09877192269429758,0.6111111111111112,0.12733870035478645,2.326130847349347,5387816.686227397
