candidate,family,attempted,complete,canonical,measured,median,mean,p25,p10,worst,positive,mdd,turnover,cost
M05,momentum,18,18,17,11,0.017540352056620967,0.020068369206189887,-0.017048045584873744,-0.0741156672286983,-0.12944912740916314,0.6111111111111112,0.14804508119859805,2.0320033782135023,4525099.563447367
M07,momentum,18,18,17,11,0.012192295620905513,0.01733309093265924,-0.003582662720741564,-0.0674424461192818,-0.12228251303752968,0.7222222222222222,0.13608738601519765,1.9974120507683064,4426688.709165595
M09,momentum,18,18,17,11,0.012136913356391665,0.01834937926572942,-0.0009980630474002439,-0.06862320538414199,-0.11825986763399365,0.7222222222222222,0.1336914218868489,2.310533736570504,5341772.739840837
D33,direct,18,18,17,11,0.011712117765254826,0.02110985571297121,-0.033673593123690504,-0.09557314524592656,-0.11101927469252304,0.6111111111111112,0.13389698918116044,1.460825836301232,2862658.155882856
M24,momentum,18,18,17,11,0.010483996382048,0.018438526165164462,-0.008071591635747388,-0.06189510826728785,-0.1257204524548302,0.6666666666666666,0.13792165267945644,2.2125193781150148,5120483.549993967
M19,momentum,18,18,17,11,0.010131991157362297,0.020106093882880174,0.0027413006798628903,-0.06443956338801474,-0.11140167441307391,0.7777777777777778,0.1315251928892539,1.974190766367741,4352096.817550637
M14,momentum,18,18,17,11,0.009418158495636209,0.01538301141196824,-0.014193043266511968,-0.06989674822239897,-0.12879001694831893,0.6111111111111112,0.14096263335275216,2.3437016434510887,5438590.756550583
M12,momentum,18,18,17,11,0.009311093208623111,0.017180680454260855,-0.01655263815786462,-0.08034746810188498,-0.12880960306101896,0.6666666666666666,0.14258647474302655,2.0242091468164243,4505100.537292203
M18,momentum,18,18,17,11,0.00882530457485009,0.015575167557849564,-0.0032896271347294115,-0.07657525748986416,-0.1218513949120047,0.7222222222222222,0.13684566086036898,2.0261522536760364,4514984.758494012
M04,momentum,18,18,17,11,0.00869179103748452,0.018719592696189707,-0.002916920939821682,-0.06489556217597263,-0.11813817606430022,0.7222222222222222,0.13410834418814865,2.002839878825647,4443571.8271925375
M23,momentum,18,18,17,11,0.008434875582527313,0.018422077184226324,-0.007130312007240097,-0.06259376233897747,-0.12995100784132707,0.6666666666666666,0.14224434323584512,2.208509632102693,5084674.559127841
M13,momentum,18,18,17,11,0.008267268987559362,0.01544748596463047,-0.018345073178334143,-0.06770845564784876,-0.12416968696361219,0.6111111111111112,0.13757237159431346,2.3602162981901964,5488668.844712233
M17,momentum,18,18,17,11,0.006810729736873022,0.014866863013993684,-0.010696816797523823,-0.08726040408425284,-0.1256887003459961,0.6666666666666666,0.13652229909632807,2.221787319833842,5084204.4848143775
A14,adaptive,18,18,17,10,0.022251767672891054,0.02552302720347377,-0.018913464709285926,-0.04671624442997999,-0.13555632004734075,0.5555555555555556,0.13876403052107134,0.9180306719408446,1320599.1044200393
M06,momentum,18,18,17,10,0.014613536082156098,0.018149233500925968,-0.01723613097352808,-0.06390441898170385,-0.12889305716310784,0.6666666666666666,0.14387808079890252,2.0304748143342066,4524277.138803274
M08,momentum,18,18,17,10,0.012647349680625863,0.013936649845854366,-0.013027044466791565,-0.0687572265300169,-0.11552490639012813,0.6111111111111112,0.13213494221070066,2.3668211502530787,5507447.60825534
M10,momentum,18,18,17,10,0.012570931779640637,0.01698269534148429,-0.009117049923048043,-0.06826516774553493,-0.11943874547419009,0.6666666666666666,0.13727256167375002,2.1490953815563354,4868488.240928664
M31,momentum,18,18,17,9,0.017435477053835635,0.02201911205970523,-0.012687475941344423,-0.06942681452569162,-0.121400867611404,0.6666666666666666,0.14173063923084295,1.866896519478359,4018015.003676839
M30,momentum,18,18,17,9,0.014447655101236356,0.018780681815594176,-0.01608109806827382,-0.07540437296046501,-0.12750510057292808,0.6111111111111112,0.14726286220887008,1.9467236385192075,4272841.3959399
M21,momentum,18,18,17,9,0.01135814290706827,0.021112050035200575,0.000460237487749815,-0.06477305488552354,-0.0983386908805034,0.7777777777777778,0.1258826479062901,1.835821764313055,3947956.6647479883
M20,momentum,18,18,17,9,0.010264660711898133,0.019962742804941036,0.0005209219094211015,-0.06094962136015135,-0.10641350082842593,0.7777777777777778,0.12969502710987724,1.882827755505441,4086070.5654827994
D27,direct,18,18,17,9,0.003687191924976574,0.007739288692480713,-0.020599931012400235,-0.10843574387945383,-0.1565847652175244,0.5555555555555556,0.17001863255966343,2.00894101996394,4453655.681126993
M29,momentum,18,18,17,8,0.010939003201475672,0.013344860020066228,-0.019946231475377968,-0.08576674257367156,-0.134995430886502,0.5555555555555556,0.15305170751160513,2.036516357838612,4549198.733968602
D01,direct,18,18,17,7,0.003328686126926106,0.011737057423896234,-0.022656932977210442,-0.10067961333311828,-0.13777400194453848,0.5,0.1394124718621349,2.3189626607488534,5363700.022163686
A15,adaptive,18,18,16,11,0.015917956032189706,0.028074159362920133,-0.01919457089290938,-0.06859498027151449,-0.11752588812756326,0.6666666666666666,0.13027454175093722,1.6026619559617483,3280867.4584274436
A25,adaptive,18,18,16,10,0.003776781219572034,0.019443721980042055,-0.019164085709308526,-0.09398609452989028,-0.12685286695864506,0.6111111111111112,0.13226437144108172,2.0372598006871994,4542042.276937342
D20,direct,18,17,16,9,-1.0,-1.0,-1.0,-1.0,-1.0,0.6111111111111112,0.13750363107648433,1.6537266006936742,3418897.8433832107
D04,direct,18,18,15,10,-0.0016169572633348284,-0.0018621696312614813,-0.03915129157431313,-0.08962831882763761,-0.16611642279234595,0.5,0.17440025805483006,2.0976586535582027,4712174.185301874
D12,direct,18,18,15,7,0.0205929441574344,0.017552339855918673,-0.005282924296946601,-0.01604978303321858,-0.049679774823403355,0.6666666666666666,0.07647262964430268,1.0173456992624013,1612532.3698604326
D25,direct,18,18,15,7,0.015368643475268229,0.01547100508643378,-0.010391559318774307,-0.027236013053293748,-0.05344378315411358,0.6666666666666666,0.07994301720612451,0.942001570312997,1392695.8009484382
D14,direct,18,18,15,6,-0.0077790884721131714,0.007677391772408837,-0.039143240453328815,-0.09724885891453985,-0.15515290987749775,0.4444444444444444,0.15742657155488893,2.0581170419620944,4596008.521196448
A31,adaptive,18,16,15,2,-1.0,-1.0,-1.0,-1.0,-1.0,0.4444444444444444,0.14200621866079177,0.8656353270922845,1257710.1123341313
A05,adaptive,18,16,15,2,-1.0,-1.0,-1.0,-1.0,-1.0,0.3888888888888889,0.14200621866079177,0.8656355683697718,1257710.4561545504
A29,adaptive,18,16,15,2,-1.0,-1.0,-1.0,-1.0,-1.0,0.3888888888888889,0.14200621866079177,0.8656355683697718,1257710.4561545504
A01,adaptive,18,16,15,2,-1.0,-1.0,-1.0,-1.0,-1.0,0.3888888888888889,0.14200621866079177,0.8653901780346461,1257766.614500741
D09,direct,18,18,14,10,0.010546883651312178,0.013007637450770283,-0.020885372042444422,-0.08766650939176562,-0.11103999389211416,0.6666666666666666,0.11836141485332352,2.1484303008643746,4876924.423677307
D17,direct,18,18,14,5,0.006570915091358098,0.0064262757477669095,-0.03211784601045817,-0.0822538148453189,-0.1569792728315138,0.5555555555555556,0.1606276292756803,1.6477324118262535,3405722.8414656417
D19,direct,18,18,13,9,0.007597917241569219,0.016526861474808023,-0.042660571235422384,-0.06883196877567122,-0.12811623837531272,0.5555555555555556,0.1334361526978568,0.934059394749841,1368205.400099531
D06,direct,18,18,13,9,0.0043005780573383,0.013447303579706367,-0.028964318932122007,-0.05796542802206782,-0.13303662628398527,0.5555555555555556,0.13646809822035577,1.2684072151247312,2355791.9871146735
D30,direct,18,18,13,6,-0.0001412628329021115,0.008130110020211474,-0.025836395648513172,-0.07889102804261487,-0.14049709306936253,0.5,0.15009753512729418,1.4116852420003805,2734731.3140531005
A03,adaptive,18,14,13,2,-1.0,-1.0,-1.0,-1.0,-1.0,0.3333333333333333,0.14200621866079177,0.8652530719484062,1256887.9710878269
D22,direct,18,18,12,7,0.00969387974539504,0.011423468458279474,-0.009235986585966666,-0.0727247485345188,-0.1081029515579568,0.6666666666666666,0.1081029515579568,1.9497380198478953,4307903.9136073375
D35,direct,18,18,12,7,0.003851499900580646,0.009212312089525202,-0.022615787519702307,-0.0672381730675955,-0.10008591542795453,0.5555555555555556,0.11136909542795459,1.8878972274462973,4133523.8794721346
A30,adaptive,18,13,12,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3333333333333333,0.1419462473196318,0.7711225764851521,1144391.2627747871
A02,adaptive,18,13,12,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3333333333333333,0.14835917234532137,0.7228005489520345,1080839.1670281268
D31,direct,18,14,12,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.20250806762717188,0.8918790682887815,1448715.660569164
D32,direct,18,18,11,8,0.006495764200656229,0.012996991147391716,-0.024505776282437775,-0.06522838769542111,-0.1198216771148044,0.5555555555555556,0.12515313119276616,1.209826590156379,2187113.7841083095
D23,direct,18,18,11,4,0.002622537721863938,0.0011440855832263854,-0.036328022471429106,-0.09494882542561639,-0.14447843449019615,0.5555555555555556,0.14776088035765167,2.3600505567942682,5498182.977948528
D10,direct,18,18,10,6,-0.004419909238388808,0.006203939288001059,-0.020820664134328704,-0.09301511493907237,-0.12931286524758867,0.4444444444444444,0.13282906570046615,2.588276488733012,6160821.937556464
D15,direct,18,11,10,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3333333333333333,0.0930619517854494,1.7477094119012522,3748670.0133112934
D05,direct,18,11,10,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3333333333333333,0.13879930361771498,0.8915095917799751,1540802.4540989965
D18,direct,18,10,10,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3333333333333333,0.17384832216107549,0.8264210514773013,1333616.4862326058
D24,direct,18,10,9,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2777777777777778,0.14445796242441766,0.8294872620227125,1299038.502718705
D34,direct,18,11,9,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2777777777777778,0.17017347795656323,1.6670973672498894,3466764.6998283793
D08,direct,18,10,9,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2777777777777778,0.18460050956615703,1.7440070960080458,3812773.759600731
D21,direct,18,12,9,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2777777777777778,0.19229556990072705,1.7762372943718256,3880420.2429908067
D11,direct,18,9,9,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2222222222222222,0.22126096207974943,0.7360230064279739,1160009.6343888943
D28,direct,18,8,8,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3333333333333333,0.1128112403039534,2.0399555490568386,4591965.064834457
D02,direct,18,8,7,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2777777777777778,0.17768354022860422,2.142727622317241,4963554.575818523
