date,full_tuned_v2,v1_matched,0050
2026-01-23,1534704132.4651752,1544808826.4990418,1438734092.8109863
2026-01-26,1566077491.9626825,1576096849.4828935,1438734092.8109863
2026-01-27,1581807027.7860339,1592022073.001247,1453572492.8109863
2026-01-28,1604120340.3707318,1625358407.4979157,1474902692.8109863
2026-01-29,1575552736.1357753,1589888650.4038172,1466556092.8109863
2026-01-30,1573274233.8738842,1573330438.871613,1445225892.8109863
2026-02-02,1535323394.659045,1528051463.5704756,1424823092.8109863
2026-02-03,1570347506.3438716,1551193618.4150321,1451717692.8109863
2026-02-04,1596929162.22444,1581713810.1111412,1450790292.8109863
2026-02-05,1540994046.0612853,1534372215.1312256,1434097092.8109863
2026-02-06,1503502287.7906156,1504715365.2823365,1432242292.8109863
2026-02-09,1555085388.0965264,1549769762.6575184,1470265692.8109863
2026-02-10,1574462033.3211777,1558028200.2227964,1499015092.8109863
2026-02-11,1575210508.1112914,1570342538.6113877,1530546692.8109863
2026-02-23,1602396806.1125762,1602466476.383963,1534256292.8109863
2026-02-24,1661880723.354055,1663414218.6100714,1571352292.8109863
2026-02-25,1711163434.2000148,1680986887.4385176,1602883892.8109863
2026-02-26,1730330992.137232,1684623559.7092705,1603811292.8109863
2026-03-02,1728602505.4721513,1669687822.0942504,1588972892.8109863
2026-03-03,1717985828.1515515,1644828714.2944236,1559296092.8109863
2026-03-04,1623454451.378449,1545872676.6582222,1500869892.8109863
2026-03-05,1668375051.782863,1598965316.5683122,1534256292.8109863
2026-03-06,1677366550.4542284,1594876052.6512501,1524054892.8109863
2026-03-09,1581360702.325461,1507548073.0957441,1463773892.8109863
2026-03-10,1635945070.3535147,1548733494.6502118,1493450692.8109863
2026-03-11,1719526426.6768203,1619609195.8814712,1549094692.8109863
2026-03-12,1722315959.8897321,1630247319.17947,1519417892.8109863
2026-03-13,1746110763.8438241,1644026930.4770365,1507361692.8109863
2026-03-16,1754520562.4173093,1650842788.6312323,1500869892.8109863
2026-03-17,1758771047.679016,1650961739.6419575,1520345292.8109863
2026-03-18,1791713180.9389696,1686425809.0816493,1541675492.8109863
2026-03-19,1828916438.3271174,1716098540.1298738,1508289092.8109863
2026-03-20,1844640162.8111243,1717877579.5819118,1506434292.8109863
2026-03-23,1774409835.568851,1655997908.0574381,1475830092.8109863
2026-03-24,1741906022.2147586,1636284443.2641726,1478612292.8109863
2026-03-25,1823604073.4698522,1703654570.9161267,1511998692.8109863
2026-03-26,1843278445.6457012,1708497139.1865606,1504579492.8109863
2026-03-27,1852307209.3536885,1720870208.5987322,1489741092.8109863
2026-03-30,1815534217.5885572,1689737473.4298882,1469338292.8109863
2026-03-31,1724924353.0361497,1607793457.820177,1440588892.8109863
2026-04-01,1825926840.3528605,1700381067.8963337,1498087692.8109863
2026-04-02,1816216909.1841185,1686752996.4989772,1470265692.8109863
2026-04-07,1865177390.4655094,1734730232.5242035,1495305492.8109863
2026-04-08,1960301807.331208,1834823359.7754452,1567642692.8109863
2026-04-09,1990963191.3435657,1862469348.8860369,1566715292.8109863
2026-04-10,2034892998.748942,1905334834.366819,1596392092.8109863
2026-04-13,2047491316.9565582,1925561801.4628503,1593609892.8109863
2026-04-14,2058622791.1197515,1933489427.46025,1639979892.8109863
2026-04-15,2115646443.8647807,1979327403.7260094,1659455292.8109863
2026-04-16,2146691806.7913682,2027494505.196067,1675221092.8109863
2026-04-17,2206543925.224413,2077555171.8148434,1659455292.8109863
2026-04-20,2263350648.2882376,2141901078.4027526,1666874492.8109863
2026-04-21,2300896744.784146,2201580818.902753,1693769092.8109863
2026-04-22,2325894595.4968777,2223633387.0582013,1700260892.8109863
2026-04-23,2273074670.3990445,2171995264.528534,1700260892.8109863
2026-04-24,2289647158.817458,2212711134.043907,1767033692.8109863
2026-04-27,2253605144.9848614,2171642699.843537,1823605092.8109863
2026-04-28,2254881421.4633017,2198176377.044287,1805057092.8109863
2026-04-29,2267059122.6452274,2219283638.8592763,1781872092.8109863
2026-04-30,2302003962.340876,2261003244.0440283,1777235092.8109863
2026-05-04,2376790825.8317337,2347236507.1474347,1853281892.8109863
2026-05-05,2373422770.8204823,2346447138.400436,1853281892.8109863
2026-05-06,2347094500.55017,2328964252.882675,1874612092.8109863
2026-05-07,2386640255.4653287,2370564642.3003225,1910780692.8109863
2026-05-08,2314905899.027138,2297343728.550893,1897797092.8109863
2026-05-11,2387592659.141322,2379445367.199029,1895942292.8109863
2026-05-12,2399607854.384245,2380606676.4537516,1895014892.8109863
2026-05-13,2361379065.244725,2335393767.464672,1869975092.8109863
2026-05-14,2341100135.717892,2330324210.3728433,1880176492.8109863
2026-05-15,2261598394.82442,2245849848.489469,1868120292.8109863
2026-05-18,2258422266.2402697,2216978570.263089,1858846292.8109863
2026-05-19,2201016749.1163316,2163737862.2218304,1825459892.8109863
2026-05-20,2211605193.760496,2156986907.528171,1814331092.8109863
2026-05-21,2312415775.107483,2262706611.4799476,1876466892.8109863
2026-05-22,2382560612.2394986,2329048996.340003,1903361492.8109863
2026-05-25,2502173480.1342263,2457857671.569036,1968279492.8109863
2026-05-26,2523068182.0245056,2497247448.3488436,1955295892.8109863
2026-05-27,2539535202.681779,2544992974.3281116,2000738549.41499
2026-05-28,2463348656.380241,2473595749.7341857,1962715092.8109863
2026-05-29,2495290126.70944,2508446463.7428904,2053600321.1129882
2026-06-01,2530419398.545655,2515288832.594633,2055455092.8109863
2026-06-02,2501658204.255244,2461822633.0180187,2059164636.2069826
2026-06-03,2536873895.576811,2501960144.3989053,2094405864.5089843
2026-06-04,2459642545.0238423,2437412165.4831777,2066583864.5089843
2026-06-05,2452689568.041957,2395171727.2710996,2030415321.1129882
2026-06-08,2341174109.7879305,2276748330.382346,1971061636.2069826
2026-06-09,2423027857.507351,2351607539.433168,2018359092.8109863
2026-06-10,2320689450.086981,2241588026.5951595,1958078092.8109863
2026-06-11,2308794419.298891,2254017151.193177,1950658864.5089843
2026-06-12,2347790432.5922,2314964438.4912605,1989609636.2069826
2026-06-15,2419200015.588266,2401321216.415379,2050818092.8109863
2026-06-16,2418367250.579481,2455318195.5326476,2062874321.1129882
2026-06-17,2453922317.5090775,2498144647.9682136,2064729092.8109863
2026-06-18,2518075830.399059,2564437790.7003384,2088841549.41499
2026-06-22,2555157476.7284484,2619887988.657921,2160251321.1129885
2026-06-23,2520475988.915741,2564724346.2700295,2140775864.5089843
2026-06-24,2541120596.17318,2560407821.647468,2086059321.1129882
2026-06-25,2567996418.741016,2589431764.4338827,2086986636.2069826
2026-06-26,2450471364.295099,2459328887.82577,2010939864.5089843
2026-06-29,2474021823.857089,2467264810.4619746,2035979636.2069826
2026-06-30,2529910374.0286713,2542224472.942834,2098115549.41499
2026-07-01,2540148018.4666057,2565772621.42518,2126864864.5089843
2026-07-02,2551970470.721868,2591406424.5226583,2116663549.41499
2026-07-03,2571669210.3289924,2597497553.54792,2108316864.5089843
2026-07-06,2548681237.124548,2581532559.4665823,2106462092.8109863
2026-07-07,2471467833.1111326,2491757606.027007,2068438636.2069826
2026-07-08,2488804073.2251253,2522070756.2993894,2065656549.41499
2026-07-09,2474687263.2488704,2564663490.223299,2061019492.8109863
2026-07-13,2469052465.7885013,2547914350.298483,2064729092.8109863
2026-07-14,2452916442.263178,2519863836.9361796,2035052321.1129882
2026-07-15,2549550258.172782,2606280664.512952,2070293549.41499
2026-07-16,2522313405.94518,2567987580.7230134,2072148321.1129882
2026-07-17,2392831286.1198716,2454726986.228998,1956223321.1129882
2026-07-20,2349529454.8094068,2409589454.153487,1938602636.2069826
2026-07-21,2421584289.848045,2470023958.771899,1999811092.8109863
2026-07-22,2470282619.1408005,2512965588.5989575,2024850864.5089843
2026-07-23,2462777499.834107,2503538361.852374,2025778321.1129882
2026-07-24,2393251581.1062155,2437388766.4454236,1984972636.2069826
2026-07-27,2391684472.4907494,2437102159.0047665,1980335636.2069826
2026-07-28,2307133293.3026495,2339746148.7475557,1900579321.1129882
2026-07-29,2256226932.0414333,2297659227.117095,1836588636.2069826
2026-07-30,2229157847.7476797,2251178441.188388,1832879092.8109863
2026-07-31,2304096824.334959,2329952572.7775173,2006302864.5089843
2026-08-03,2308695567.2878733,2359947127.3845534,1990537092.8109863
2026-08-04,2328740258.0082316,2401460324.8608932,1965497321.1129882
2026-08-05,2364901719.0808916,2434020745.6875734,2023923549.41499
2026-08-06,2343650635.1726823,2427623540.3870945,2014649549.41499
2026-08-07,2348403602.38944,2437933513.3396587,2006302864.5089843
2026-08-10,2383652168.834414,2480021447.681899,2032270092.8109863
2026-08-11,2393783838.9285192,2501207969.8179,2038761864.5089843
2026-08-12,2398823492.0611925,2505652274.9089212,2049890636.2069826
2026-08-13,2417653381.9639883,2515599733.67286,2077712636.2069826
2026-08-14,2432995788.9681344,2536224312.548637,2072148321.1129882
2026-08-17,2430162427.638146,2546695942.2049174,2073075636.2069826
2026-08-18,2441183100.2033033,2558900624.391306,2044326321.1129882
2026-08-19,2433843959.9086685,2542575913.9422073,2010939864.5089843
2026-08-20,2434785763.7753143,2539712263.54341,2023923549.41499
2026-08-21,2441475333.5894394,2540725542.7603655,2039689321.1129882
2026-08-24,2437810917.9164124,2532879898.722023,2023923549.41499
2026-08-25,2470322715.1235,2578408656.034463,2035052321.1129882
2026-08-26,2517729340.296727,2653414153.947242,2062874321.1129882
2026-08-27,2507887157.6957874,2680052823.2184057,2065656549.41499
2026-08-28,2526220329.5108423,2674802170.4354434,2082349636.2069826
2026-08-31,2540749468.2432537,2699866973.4750347,2069366092.8109863
2026-09-01,2541415010.394713,2706946875.178241,2110171636.2069826
2026-09-02,2550215054.0378337,2690783876.3312035,2079567549.41499
2026-09-03,2515642410.327647,2636321561.2731557,2068438636.2069826
2026-09-04,2563668108.1793504,2698284561.9033613,2099970321.1129882
2026-09-07,2524697646.623,2681400269.399026,2137066321.1129882
2026-09-08,2510207786.262535,2652517353.2716565,2132429321.1129882
2026-09-09,2506383685.2745357,2659470048.4141912,2132429321.1129882
2026-09-10,2508589408.8438735,2666508226.202232,2123155321.1129882
2026-09-11,2472538871.109421,2625839119.846018,2096260636.2069826
2026-09-14,2477583983.8015003,2599097863.7721796,2081422321.1129882
2026-09-15,2437819193.501747,2554694766.6034913,2069366092.8109863
2026-09-16,2468370114.402941,2590220990.98175,2081422321.1129882
2026-09-17,2498752410.1298933,2618930981.126091,2102752549.41499
2026-09-18,2531253686.504832,2656670784.6888275,2136138864.5089843
2026-09-21,2639396212.3186984,2735442548.380807,2212834844.5089846
