date,symbol,issue
2013-11-11,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2454.TW
2013-11-12,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2454.TW
2013-11-13,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2454.TW
