date,symbol,issue
2012-01-02,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2408.TW
2012-01-03,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:6147.TWO
2012-01-04,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:6182.TWO
