date,nav,economic_nav,cash,cash_ratio,holdings,dividend_receivable,odd_residual_names,fees,taxes,costs,traded_notional,turnover,violations,active_cap_breaches,passive_cap_breaches,overdue_passive_caps,active_share_status,submission_status,stale_count,executed_plan,terminal_dividend_credit
2025-01-02,994670869.4510072,994670869.4510072,100692473.2311835,0.10123195151654447,20,0.0,0,1279689.6678688508,0.0,1279689.6678688508,898027837.1009476,0.8980278371009476,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2025-01-03,993906388.4125911,993906388.4125911,100443889.24517463,0.1010597078519615,20,0.0,0,353.7281174951966,0.0,353.7281174951966,248230.25789136603,0.000249560196759731,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,REPLAN_FUNDED_RULE_REPAIR,0.0
2025-01-06,1009687059.8732376,1009687059.8732376,7966761.687473834,0.007890327611481947,24,0.0,0,131592.3876173689,0.0,131592.3876173689,92345535.17008343,0.09291170300009068,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2025-01-07,1013799857.6345855,1013799857.6345855,138314959.73439077,0.1364322145961921,21,0.0,0,186571.76226487872,392782.65739974467,579354.4196646234,130927552.46658155,0.12967141767967097,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2025-01-08,1014813895.9264566,1015916275.2033366,106639899.439008,0.10508320773598884,23,1102379.27688,0,45072.732277425115,0.0,45072.732277425115,31629987.563105345,0.03119943973646332,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_WITH_SETTLED_CASH,0.0
2025-01-09,999837519.8343767,1000939899.1112567,192261422.81640407,0.192292666560715,21,1102379.27688,0,122552.96769483907,258006.24777860858,380559.21547344764,86002082.59286952,0.08474665447338542,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2025-01-10,1002022839.6785289,1003125218.9554089,99550144.34530726,0.09934917688826848,24,1102379.27688,0,131925.57787284412,0.0,131925.57787284412,92579352.89322396,0.09259439764628932,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2025-01-13,972735022.4829545,973837401.7598345,180040416.8215472,0.1850868043817165,22,1102379.27688,0,115208.43560619932,242544.07496041962,357752.51056661893,80848024.98680654,0.08068481254653274,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2025-01-14,982111497.4927421,983213876.7696221,171076200.34180996,0.17419223863945676,30,1102379.27688,0,12755.831423846575,0.0,12755.831423846575,8951460.648313386,0.00920236286492938,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_WITH_SETTLED_CASH,0.0
2025-01-15,976346295.5905958,977448674.8674759,193979898.40407273,0.1986794022573041,28,1102379.27688,0,32782.83377819295,69016.49216461675,101799.3259428097,23005497.38820558,0.02342452709996463,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2025-01-16,995882429.3504751,996984808.6273551,95130139.38404162,0.0955234639957314,30,1102379.27688,0,140660.4654402919,0.0,140660.4654402919,98709098.55459079,0.10110049989474407,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2025-01-17,990689691.6764919,991792070.9533719,201096993.32399043,0.20298686360981974,27,1102379.27688,0,151673.9239780299,319313.52416427346,470987.4481423034,106437841.38809115,0.10687791876949874,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2025-01-20,995621644.1878337,996724023.4647137,92848549.30085142,0.09325686102032414,27,1102379.27688,0,154034.5335227033,0.0,154034.5335227033,108094409.48961635,0.1091102596481991,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2025-01-21,1002300084.8694823,1003402464.1463623,182415839.05543453,0.18199722998046877,25,1102379.27688,0,128200.67589109903,269896.1597707348,398096.8356618338,89965386.59024492,0.09036101928422126,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2025-01-22,1015583445.2915088,1016685824.5683888,98740447.83084933,0.09722534203234014,25,1102379.27688,0,119067.76093570063,0.0,119067.76093570063,83556323.46364954,0.0833645778594642,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2025-02-03,993515848.2220552,994618227.4989352,192499500.17914936,0.19375584246958572,22,1102379.27688,0,134200.48675019716,282527.34052673087,416727.827276928,94175780.17557696,0.09273071613386248,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2025-02-04,985294866.8622916,986397246.1391716,99810071.82483841,0.10129969736134659,26,1102379.27688,0,131894.4857626813,0.0,131894.4857626813,92557533.86854826,0.09316160787387988,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_WITH_SETTLED_CASH,0.0
2025-02-05,996303346.5369699,997405725.8138499,197315300.98443413,0.1980474136419177,23,1102379.27688,0,139562.51568432705,293815.82249332016,433378.3381776472,97938607.49777338,0.09940030217518797,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2025-02-06,1003736136.1052135,1004838515.3820935,90588538.44543658,0.0902513471288842,23,1102379.27688,0,151869.2229753317,0.0,151869.2229753317,106574893.31602222,0.10697032554037249,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
