date,symbol,issue
2011-07-01,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3653.TW
2011-07-04,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2408.TW;ACTIVE_CAP:3491.TWO
2011-07-22,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:8046.TW
