total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,slippage_cost,max_daily_volume_participation,trades_above_10pct_daily_volume,trades_above_100pct_daily_volume,trades,sessions,start,end,final_nav,raw_rule_breach_days,negative_cash_days,stale_held_price_days,infeasible_signal_days,active_share_status,certification,execution_price_bound_breaches,accounting_status,simulated_warning_days,disqualified,complete_period,rejected_trade_count,official_compliance,hard_breach_days,infeasible_executed_days,trade_days,costs,final_economic_nav,measured_hard_breach_days,cash_breach_days,holding_count_breach_days,whitelist_breach_days,active_cap_breach_days,overdue_passive_cap_days,cash_ratio_max,cash_ratio_min,average_stock_exposure,holdings_min,holdings_max,observed_rule_eligible,no_valid_plan_days,hold_without_envelope_days,unfilled_orders,status,measured_pass,episode_status,failure_reasons,episode_return,forensic_partial_return,episode_max_drawdown,episode_turnover,requested_sessions,observed_sessions,universe_interpretation,episode_id,kind,prior_session_date,session_count,split,analysis_status,candidate_id,phase,realized_start,realized_end,days_to_20_holdings,independent_audit
0.03120362288199141,0.043196704301939115,0.22229637044741438,1.5591535336151097,0.03120362288199141,0.043149929296416256,0.22209943268537366,1.5603458986487249,6421556.664722539,3780043.927353251,2641512.7373692887,2.6413210485229506,0.0,1.2058823529411764,17,1,116,24,2025-01-02,2025-02-13,1031203622.8819915,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6421556.664722539,1031203622.8819915,0,0,0,0,0,0,0.198222871812299,0.01199430903968939,0.8690818600701391,20,28,True,0,0,0,COMPLETE,True,PASS,,0.03120362288199141,,0.043149929296416256,2.652662405160176,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2025-01-02,monthly,2024-12-31,24,post_freeze_diagnostic,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,coarse_025_max_replacements_per_day_1,remaining_monthly_001,2025-01-02,2025-02-13,1.0,PASS_INTERNAL_ACCOUNTING
-0.012055414174137247,0.05610044357886346,0.14688303924228752,-0.7965121007564194,-0.012055414174137247,0.05610044357886346,0.14688303924228752,-0.7965121007564194,6990673.035844516,4057344.67478685,2933328.361057666,2.8028759297806047,0.0,0.6554695455304231,12,0,150,24,2025-02-03,2025-03-07,987944585.8258628,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6990673.035844516,987944585.8258628,0,0,0,0,0,0,0.19729029156207695,0.09816052836247838,0.8580109252520801,20,30,True,0,0,0,COMPLETE,True,PASS,,-0.012055414174137247,,0.05610044357886346,2.847259420903052,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2025-02-03,monthly,2025-01-22,24,post_freeze_diagnostic,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,coarse_025_max_replacements_per_day_1,remaining_monthly_001,2025-02-03,2025-03-07,1.0,PASS_INTERNAL_ACCOUNTING
-0.1496141437602143,0.1555931585502227,0.3215014553361391,-5.114563480878975,-0.1496141437602143,0.1555931585502227,0.3215014553361391,-5.114563480878975,2756965.926296275,2010856.7823696546,746109.1439266205,1.417785376151006,0.0,0.30219029852914686,4,0,67,24,2025-03-03,2025-04-07,850385856.2397857,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,2756965.926296275,850385856.2397857,0,0,0,0,0,0,0.18783546657060302,0.09096161236627506,0.8906050704939128,20,24,True,0,0,0,COMPLETE,True,PASS,,-0.1496141437602143,,0.1555931585502227,1.4111275665751966,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2025-03-03,monthly,2025-02-27,24,post_freeze_diagnostic,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,coarse_025_max_replacements_per_day_1,remaining_monthly_001,2025-03-03,2025-04-07,1.0,PASS_INTERNAL_ACCOUNTING
0.0,-0.0,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2025-04-01,2025-05-07,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAILED,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2025-04-01,monthly,2025-03-31,24,post_freeze_diagnostic,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,coarse_025_max_replacements_per_day_1,remaining_monthly_001,2025-04-01,2025-04-07,,PASS_INTERNAL_ACCOUNTING
0.0950582408476297,0.017751326273898638,0.14363174619479216,6.719509617747958,0.0950582408476297,0.017751326273898638,0.14363174619479216,6.719509617747958,4780652.196045136,2920936.759174793,1859715.4368703435,1.989549203525007,0.0,0.2886172444821175,17,0,75,24,2025-05-02,2025-06-05,1095058240.8476298,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,23,4780652.196045136,1095058240.8476298,0,0,0,0,0,0,0.20115030972978037,0.07380397009430183,0.877468978509945,20,24,True,0,0,0,COMPLETE,True,PASS,,0.0950582408476297,,0.017751326273898638,2.0497801818770474,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2025-05-02,monthly,2025-04-30,24,post_freeze_diagnostic,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,coarse_025_max_replacements_per_day_1,remaining_monthly_001,2025-05-02,2025-06-05,1.0,PASS_INTERNAL_ACCOUNTING
0.14309820119007277,0.013211748995102357,0.15808890951058918,8.98302535450514,0.14309820119007277,0.013211748995102357,0.15641845574854543,9.07732956932892,5610604.236468986,3298560.8783908943,2312043.3580780914,2.203303657822828,0.0,2.311202368921822,12,1,95,24,2025-06-02,2025-07-03,1143098201.1900728,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,5610604.236468986,1143098201.1900728,0,0,0,0,0,0,0.2009676726391099,0.0637822175604954,0.8719801048592412,20,26,True,0,0,0,COMPLETE,True,PASS,,0.14309820119007277,,0.013211748995102357,2.314779563783084,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2025-06-02,monthly,2025-05-29,24,post_freeze_diagnostic,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,coarse_025_max_replacements_per_day_1,remaining_monthly_001,2025-06-02,2025-07-03,1.0,PASS_INTERNAL_ACCOUNTING
0.08956813229816962,0.019706933460261866,0.13716623255513452,6.643954101328642,0.08956813229816962,0.016888812349316717,0.12909402504547526,7.051368924306274,5510322.758226749,3318954.294141189,2191368.4640855594,2.28668548306537,0.0,3.1631205673758864,7,1,111,24,2025-07-01,2025-08-01,1089568132.2981696,0,0,1,1,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,5510322.758226749,1089568132.2981696,0,0,0,0,0,0,0.18744951097324486,0.09233508745861248,0.8695988015511056,20,26,True,0,0,3,COMPLETE,False,FAIL_MISSING_DATA,FAIL_MISSING_DATA;FAIL_ROUND_LOT,0.08956813229816962,,0.016888812349316717,2.329090732730659,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2025-07-01,monthly,2025-06-30,24,post_freeze_diagnostic,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,coarse_025_max_replacements_per_day_1,remaining_monthly_001,2025-07-01,2025-08-01,1.0,PASS_INTERNAL_ACCOUNTING
0.12153647643327536,0.07230374456318844,0.29787872970793716,4.19641841843745,0.12153647643327536,0.07139082118681273,0.295979313607503,4.221484665270956,6159957.85399138,3569912.6430367325,2590045.210954648,2.3775327363662964,0.0,0.2865551425030979,5,0,103,24,2025-08-01,2025-09-03,1121536476.4332755,1,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,1,False,True,18,UNKNOWN_BLOCK_SUBMISSION,1,0,23,6159957.85399138,1121536476.4332755,1,1,1,0,0,0,1.0,0.09601789941589339,0.8285584362509518,0,26,False,0,0,2,COMPLETE,False,FAIL_MISSING_DATA,FAIL_MISSING_DATA;FAIL_CASH;FAIL_HOLDING_COUNT,0.12153647643327536,,0.07139082118681273,2.505201854762619,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2025-08-01,monthly,2025-07-31,24,post_freeze_diagnostic,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,coarse_025_max_replacements_per_day_1,remaining_monthly_001,2025-08-01,2025-09-03,2.0,PASS_INTERNAL_ACCOUNTING
0.04632417907417752,0.03978329838199812,0.24463292380616866,2.062247815797178,0.04632417907417752,0.039770958548629,0.2443365134951765,2.0644710146046,6417086.954981139,3749408.35069299,2667678.6042881487,2.6370937602868025,0.0,9.050231595988667,9,2,116,24,2025-09-01,2025-10-03,1046324179.0741776,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6417086.954981139,1046324179.0741776,0,0,0,0,0,0,0.20517687843454974,0.07027325422066005,0.8665141414369061,20,25,True,0,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,0.04632417907417752,,0.039770958548629,2.6311637548722735,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2025-09-01,monthly,2025-08-29,24,post_freeze_diagnostic,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,coarse_025_max_replacements_per_day_1,remaining_monthly_001,2025-09-01,2025-10-03,1.0,PASS_INTERNAL_ACCOUNTING
0.11050174021450943,0.02679259403087464,0.19652057060541964,5.706284721488476,0.11050174021450943,0.02679259403087464,0.19652057060541964,5.706284721488476,5343712.929202678,3190163.382942435,2153549.5462602424,2.173565272013003,0.0,0.21522618464763696,7,0,92,24,2025-10-01,2025-11-06,1110501740.2145095,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,5343712.929202678,1110501740.2145095,0,0,0,0,0,0,0.19955634586143417,0.08535302275038345,0.8712598464358662,20,26,True,0,0,0,COMPLETE,True,PASS,,0.11050174021450943,,0.02679259403087464,2.238711145924515,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2025-10-01,monthly,2025-09-30,24,post_freeze_diagnostic,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,coarse_025_max_replacements_per_day_1,remaining_monthly_001,2025-10-01,2025-11-06,1.0,PASS_INTERNAL_ACCOUNTING
