date,symbol,issue
2018-07-02,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2327.TW;ACTIVE_CAP:3443.TW;ACTIVE_CAP:3665.TW
2018-07-03,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:6182.TWO
2018-07-04,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1590.TW;ACTIVE_CAP:2327.TW;ACTIVE_CAP:3081.TWO;ACTIVE_CAP:3443.TW
