total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,slippage_cost,max_daily_volume_participation,trades_above_10pct_daily_volume,trades_above_100pct_daily_volume,trades,sessions,start,end,final_nav,raw_rule_breach_days,negative_cash_days,stale_held_price_days,infeasible_signal_days,active_share_status,certification,execution_price_bound_breaches,accounting_status,simulated_warning_days,disqualified,complete_period,rejected_trade_count,official_compliance,hard_breach_days,infeasible_executed_days,trade_days,costs,final_economic_nav,measured_hard_breach_days,cash_breach_days,holding_count_breach_days,whitelist_breach_days,active_cap_breach_days,overdue_passive_cap_days,cash_ratio_max,cash_ratio_min,average_stock_exposure,holdings_min,holdings_max,observed_rule_eligible,no_valid_plan_days,hold_without_envelope_days,unfilled_orders,status,measured_pass,episode_status,failure_reasons,episode_return,forensic_partial_return,episode_max_drawdown,episode_turnover,requested_sessions,observed_sessions,universe_interpretation,execution_mode,execution_assumption,canonical_execution_available,missing_execution_price_days,unfilled_days,cash_violation_days,weight_violation_days,holding_count_violation_days,odd_lot_issue_days,transaction_cost,alpha_status,compliance_status,canonical_status,submission_status,sizing_price_mode,canonical_sizing_available,day_1_invested_ratio,day_3_invested_ratio,day_5_invested_ratio,episode_id,split
0.0,-0.0,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2023-01-03,2023-01-05,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAILED,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,False,0,0,3,0,3,0,0.0,INCOMPLETE,FAIL_MEASURED,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,signal_close,False,0.0,0.0,,holdout_2023,historical_holdout
0.0,-0.0,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2023-01-03,2023-01-05,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAILED,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,official_average_official_close,OFFICIAL_DAILY_AVERAGE,False,0,0,3,0,3,0,0.0,INCOMPLETE,FAIL_MEASURED,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,official_close,False,0.0,0.0,,holdout_2023,historical_holdout
0.03875786465550002,0.0911074218203366,0.32737012475225014,1.379261039902397,0.03875786465550002,0.0911074218203366,0.32737012475225014,1.379261039902397,4968926.754596317,3063855.0643812916,1905071.690215026,2.038786292006037,0.0,0.3162217246177157,3,0,85,24,2025-10-20,2025-11-21,1038757864.6555,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,22,4968926.754596317,1038757864.6555,0,0,0,0,0,0,0.19881432892426792,0.07979815030620337,0.8774647032688119,20,29,True,0,0,0,COMPLETE,True,PASS,,0.03875786465550002,,0.0911074218203366,2.15007372939038,24,24,COMPETITION_UNIVERSE_STRESS_TEST,open_proxy,DAILY_OPEN_RESEARCH_PROXY,False,0,0,0,0,0,0,4968926.754596317,DESCRIPTIVE_COMPLETE,PASS_MEASURED,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,signal_close,False,0.9182445140208441,0.9202018496937966,0.8792583437521988,seasonal_2025,seasonal_diagnostic
0.040289185834371244,0.0886049120200666,0.3300057474977819,1.4176948143726504,0.040289185834371244,0.0886049120200666,0.3300057474977819,1.4176948143726504,4980002.114267459,3070376.4356574956,1909625.6786099642,2.0417052225089822,0.0,0.31379300112939223,3,0,86,24,2025-10-20,2025-11-21,1040289185.8343712,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,22,4980002.114267459,1040289185.8343712,0,0,0,0,0,0,0.195451370690893,0.08372701892095574,0.8765242840706973,20,29,True,0,0,0,COMPLETE,True,PASS,,0.040289185834371244,,0.0886049120200666,2.1546501302859613,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,4980002.114267459,DESCRIPTIVE_COMPLETE,PASS_MEASURED,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,signal_close,False,0.9142777598532092,0.9162729810790442,0.8747478498384371,seasonal_2025,seasonal_diagnostic
0.04061453707005591,0.08858452510515069,0.3298834031216491,1.4280730855515835,0.04061453707005591,0.08858452510515069,0.3298834031216491,1.4280730855515835,4979597.728701202,3069972.0500912378,1909625.6786099642,2.041259979234537,0.0,0.31379300112939223,3,0,86,24,2025-10-20,2025-11-21,1040614537.0700558,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,22,4979597.728701202,1040614537.0700558,0,0,0,0,0,0,0.19564741515157816,0.08372701929552302,0.8764446736034749,20,29,True,0,0,0,COMPLETE,True,PASS,,0.04061453707005591,,0.08858452510515069,2.1543663509412188,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average_official_close,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,4979597.728701202,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9142777599671187,0.9162729807044769,0.8747478492382954,seasonal_2025,seasonal_diagnostic
0.005944116342022632,0.09692298149137568,0.2794778192264727,0.3565821028788668,0.005944116342022632,0.09629839572374765,0.27938640046729313,0.3566061141041429,6348166.297465043,3687111.6916606,2661054.6058044434,2.601100361118894,0.0,0.24727837284570456,4,0,115,24,2026-08-21,2026-09-23,1005944116.3420227,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6348166.297465043,1005944116.3420227,0,0,0,0,0,0,0.20310498297580662,0.06318026636460536,0.8681459369348039,20,30,True,0,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,0.005944116342022632,,0.09629839572374765,2.5874468011653327,24,24,COMPETITION_UNIVERSE_STRESS_TEST,open_proxy,DAILY_OPEN_RESEARCH_PROXY,False,0,0,0,0,0,19,6348166.297465043,DESCRIPTIVE_COMPLETE,FAIL_MEASURED,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,signal_close,False,0.9044237622838821,0.8721864511003159,0.9368197336353946,recent_latest,recent_diagnostic
0.02974737070388067,0.09237211907006893,0.2650773824395519,1.2887682260246909,0.02974737070388067,0.09199319210421475,0.26511855110853505,1.2886035311676713,6416060.042926272,3723733.446191443,2692326.59673483,2.585203076064064,0.0,0.23650216294699658,4,0,114,24,2026-08-21,2026-09-23,1029747370.7038807,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6416060.042926272,1029747370.7038807,0,0,0,0,0,0,0.20019147488874256,0.06630047004862567,0.8684795585415969,20,30,True,0,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,0.02974737070388067,,0.09199319210421475,2.6131462780290833,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,19,6416060.042926272,DESCRIPTIVE_COMPLETE,FAIL_MEASURED,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,signal_close,False,0.8873732536240594,0.8608601769112814,0.9336995299513743,recent_latest,recent_diagnostic
0.029747371555486568,0.09237212012370355,0.26507738689986304,1.2887682414437496,0.029747371555486568,0.09199319315723309,0.2651185554808129,1.2886035469296442,6416060.042926272,3723733.446191443,2692326.59673483,2.5852030761147464,0.0,0.23650216294699658,4,0,114,24,2026-08-21,2026-09-23,1029747371.5554866,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6416060.042926272,1029747371.5554866,0,0,0,0,0,0,0.20019147507536975,0.06630047004977506,0.8684795585575767,20,30,True,0,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,0.029747371555486568,,0.09199319315723309,2.6131462780290833,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average_official_close,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,19,6416060.042926272,DESCRIPTIVE_COMPLETE,FAIL_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.8873732538299551,0.8608601766805082,0.933699529950225,recent_latest,recent_diagnostic
-0.08679464415502602,0.10731010157240639,0.24968440084276353,-3.6909059220741174,-0.08679464415502602,0.1069414411108719,0.24735676986028216,-3.727835980215536,6477699.779540019,3817337.879279093,2660361.9002609253,2.764575677337322,0.0,0.19658871767987868,4,0,131,24,2026-08-14,2026-09-16,913205355.8449739,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6477699.779540019,913205355.8449739,0,0,0,0,0,0,0.20825085783584066,0.08874815625908827,0.8630314926241066,20,30,True,0,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,-0.08679464415502602,,0.1069414411108719,2.6788335994941006,24,24,COMPETITION_UNIVERSE_STRESS_TEST,open_proxy,DAILY_OPEN_RESEARCH_PROXY,False,0,0,0,0,0,15,6477699.779540019,DESCRIPTIVE_COMPLETE,FAIL_MEASURED,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,signal_close,False,0.9097892491065738,0.8647956902986307,0.8092888939680057,rolling_latest_minus5,rolling_diagnostic
-0.0677938175492353,0.10335841300618032,0.24580863702070513,-2.876419101407912,-0.0677938175492353,0.10299810189693481,0.243584949008413,-2.9047796255947644,6519808.161968869,3837337.1863856916,2682470.975583178,2.7469694909449984,0.0,0.19113567356211364,3,0,133,24,2026-08-14,2026-09-16,932206182.4507647,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6519808.161968869,932206182.4507647,0,0,0,0,0,0,0.20557784327573417,0.08529636919060311,0.8619033177878099,20,30,True,0,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,-0.0677938175492353,,0.10299810189693481,2.692868200972415,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,15,6519808.161968869,DESCRIPTIVE_COMPLETE,FAIL_MEASURED,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,signal_close,False,0.8983199408624303,0.8551614391140966,0.8092521725345946,rolling_latest_minus5,rolling_diagnostic
-0.06779381939402296,0.10335841436646387,0.24580862407048099,-2.876419349755019,-0.06779381939402296,0.10299810325410708,0.24358493572515152,-2.9047798818909527,6519808.161968869,3837337.1863856916,2682470.975583178,2.7469694908772584,0.0,0.19113567356211364,3,0,133,24,2026-08-14,2026-09-16,932206180.605977,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6519808.161968869,932206180.605977,0,0,0,0,0,0,0.2055778435227373,0.08529636923142847,0.8619033177715307,20,30,True,0,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,-0.06779381939402296,,0.10299810325410708,2.692868200972415,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average_official_close,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,15,6519808.161968869,DESCRIPTIVE_COMPLETE,FAIL_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.8983199408039843,0.8551614397486685,0.8092521721893491,rolling_latest_minus5,rolling_diagnostic
