total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,slippage_cost,max_daily_volume_participation,trades_above_10pct_daily_volume,trades_above_100pct_daily_volume,trades,sessions,start,end,final_nav,raw_rule_breach_days,negative_cash_days,stale_held_price_days,infeasible_signal_days,active_share_status,certification,execution_price_bound_breaches,accounting_status,simulated_warning_days,disqualified,complete_period,rejected_trade_count,official_compliance,hard_breach_days,infeasible_executed_days,trade_days,costs,final_economic_nav,measured_hard_breach_days,cash_breach_days,holding_count_breach_days,whitelist_breach_days,active_cap_breach_days,overdue_passive_cap_days,cash_ratio_max,cash_ratio_min,average_stock_exposure,holdings_min,holdings_max,observed_rule_eligible,no_valid_plan_days,hold_without_envelope_days,unfilled_orders,status,measured_pass,episode_status,failure_reasons,episode_return,forensic_partial_return,episode_max_drawdown,episode_turnover,requested_sessions,observed_sessions,universe_interpretation,execution_mode,execution_assumption,canonical_execution_available,missing_execution_price_days,unfilled_days,cash_violation_days,weight_violation_days,holding_count_violation_days,odd_lot_issue_days,transaction_cost,alpha_status,compliance_status,canonical_status,submission_status,sizing_price_mode,canonical_sizing_available,day_1_invested_ratio,day_3_invested_ratio,day_5_invested_ratio,episode_id,split
-0.08948744663447494,0.11070749248409661,0.22170077358536827,-4.323878553749288,-0.08948744663447494,0.11070749248409661,0.22170077358536827,-4.323878553749288,6426825.969580942,3727650.76642314,2699175.203157802,2.692508867038828,0.0,23.38772951817326,47,6,132,24,2010-01-04,2010-02-04,910512553.365525,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,23,6426825.969580942,910512553.365525,0,0,0,0,0,0,0.19766602784134263,0.08882753077096352,0.8622965596943875,20,27,True,0,0,0,COMPLETE,True,PASS,,-0.08948744663447494,,0.11070749248409661,2.6158952746829054,24,24,COMPETITION_UNIVERSE_STRESS_TEST,open_proxy,DAILY_OPEN_RESEARCH_PROXY,False,0,0,0,0,0,0,6426825.969580942,DESCRIPTIVE_COMPLETE,PASS_MEASURED,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,signal_close,False,0.9108746291332998,0.9111724692290365,0.8948348567558748,development_2010,development
-0.14597230478718382,0.15939993351442883,0.3066176593424745,-5.234621580743993,-0.14597230478718382,0.15939993351442883,0.3066176593424745,-5.234621580743993,6271683.842510142,3666197.9121940695,2605485.930316073,2.756943065165251,0.0,20.875,43,6,142,24,2010-01-04,2010-02-04,854027695.2128162,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,5,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,23,6271683.842510142,854027695.2128162,0,0,0,0,0,0,0.2026259759886346,0.028467119490013775,0.8741959692633658,20,27,True,0,0,0,COMPLETE,False,FAIL_OTHER,FAIL_OTHER,-0.14597230478718382,,0.15939993351442883,2.5727704646975926,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,6271683.842510142,DESCRIPTIVE_COMPLETE,FAIL_MEASURED,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,signal_close,False,0.9707843472241017,0.9715328805099862,0.928353711135798,development_2010,development
-0.08726818568464245,0.10866249834115194,0.21421206760557537,-4.363748570876283,-0.08726818568464245,0.10866249834115194,0.21421206760557537,-4.363748570876283,6571964.098460985,3798089.6746401256,2773874.4238208598,2.738071380957907,0.0,23.791666666666668,47,7,136,24,2010-01-04,2010-02-04,912731814.3153576,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,23,6571964.098460985,912731814.3153576,0,0,0,0,0,0,0.20197793954139906,0.09334621387764164,0.8604071582428279,20,26,True,0,0,0,COMPLETE,True,PASS,,-0.08726818568464245,,0.10866249834115194,2.665326087466755,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average_official_close,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,6571964.098460985,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9063729061624703,0.9066537861223584,0.8957042287599539,development_2010,development
0.016575166209673142,0.027815121990876435,0.14290471161115179,1.2767961730367001,0.016575166209673142,0.027815121990876435,0.14290471161115179,1.2767961730367001,5138150.093134807,3156497.8556453036,1981652.2374895045,2.1799627217174145,0.0,7.6054746173965135,30,5,85,24,2018-01-02,2018-02-02,1016575166.2096732,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,20,5138150.093134807,1016575166.2096732,0,0,0,0,0,0,0.19851247944181527,0.08474215964934606,0.876512045226828,20,27,True,0,0,0,COMPLETE,True,PASS,,0.016575166209673142,,0.027815121990876435,2.215086214487932,24,24,COMPETITION_UNIVERSE_STRESS_TEST,open_proxy,DAILY_OPEN_RESEARCH_PROXY,False,0,0,0,0,0,0,5138150.093134807,DESCRIPTIVE_COMPLETE,PASS_MEASURED,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,signal_close,False,0.910774937723528,0.9144670150630246,0.9151868019986352,development_2018,development
0.012179015013925154,0.032986158790274334,0.15036406855766443,0.9176729993490864,0.012179015013925154,0.032986158790274334,0.15036406855766443,0.9176729993490864,5344488.99610029,3260959.577840524,2083529.4182597657,2.254233133813226,0.0,7.6054664289958405,33,5,89,24,2018-01-02,2018-02-02,1012179015.0139252,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,20,5344488.99610029,1012179015.0139252,0,0,0,0,0,0,0.20466522941939488,0.08396416482509465,0.8753754638346534,20,26,True,0,0,1,COMPLETE,False,FAIL_MISSING_DATA,FAIL_MISSING_DATA,0.012179015013925154,,0.032986158790274334,2.2883926862038764,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,False,1,1,0,0,0,0,5344488.99610029,DESCRIPTIVE_COMPLETE,BLOCK_MISSING_OFFICIAL_EXECUTION,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,signal_close,False,0.9115181208631263,0.915251597966946,0.9159653891263494,development_2018,development
0.013774437197641376,0.031127157925398774,0.1465696807635109,1.0506557184369358,0.013774437197641376,0.031127157925398774,0.1465696807635109,1.0506557184369358,5436690.798685519,3300740.0359520395,2135950.762733479,2.2777494955578765,0.0,7.6054664289958405,35,5,94,24,2018-01-02,2018-02-02,1013774437.1976414,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,20,5436690.798685519,1013774437.1976414,0,0,0,0,0,0,0.2066804032271287,0.08690212418623598,0.8746193331691463,20,26,True,0,0,0,COMPLETE,True,PASS,,0.013774437197641376,,0.031127157925398774,2.3163087971593264,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average_official_close,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,5436690.798685519,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.908533422007268,0.912287524243549,0.9130245041330785,development_2018,development
0.0,-0.0,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2020-03-02,2020-03-04,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAILED,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,open_proxy,DAILY_OPEN_RESEARCH_PROXY,False,0,0,3,0,3,0,0.0,INCOMPLETE,FAIL_MEASURED,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,signal_close,False,0.0,0.0,,validation_2020,validation
0.0,-0.0,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2020-03-02,2020-03-04,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAILED,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,False,0,0,3,0,3,0,0.0,INCOMPLETE,FAIL_MEASURED,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,signal_close,False,0.0,0.0,,validation_2020,validation
0.0,-0.0,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2020-03-02,2020-03-04,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAILED,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,official_average_official_close,OFFICIAL_DAILY_AVERAGE,False,0,0,3,0,3,0,0.0,INCOMPLETE,FAIL_MEASURED,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,official_close,False,0.0,0.0,,validation_2020,validation
0.0,-0.0,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2023-01-03,2023-01-05,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAILED,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,open_proxy,DAILY_OPEN_RESEARCH_PROXY,False,0,0,3,0,3,0,0.0,INCOMPLETE,FAIL_MEASURED,BLOCK_CANONICAL_V4,BLOCK_SUBMISSION,signal_close,False,0.0,0.0,,holdout_2023,historical_holdout
