episode_id,execution_mode,date,symbol,side,shares,open_price,official_average_price,official_minus_open,relative_difference
development_2010,open_proxy,2010-01-04,1605.TW,BUY,3863000,11.795190811157227,12.568521500165822,0.7733306890085956,0.06556321990798919
development_2010,open_proxy,2010-01-04,2301.TW,BUY,944000,48.049999514344655,47.5995750018117,-0.4504245125329547,-0.009374079439865235
development_2010,open_proxy,2010-01-04,2327.TW,BUY,9150000,4.979996224870063,11.827144512154783,6.84714828728472,1.3749304172340762
development_2010,open_proxy,2010-01-04,2337.TW,BUY,2480000,18.299998975008254,18.086277657162405,-0.2137213178458488,-0.011678761192157494
development_2010,open_proxy,2010-01-04,2345.TW,BUY,2918000,15.599999602622987,15.627891000383832,0.027891397760845038,0.001787910158417949
development_2010,open_proxy,2010-01-04,2368.TW,BUY,3288000,13.999999809265137,13.720619875534352,-0.2793799337307856,-0.01995570982407391
development_2010,open_proxy,2010-01-04,2376.TW,BUY,1447000,31.350000381469727,30.910242635145416,-0.43975774632431097,-0.014027360158637925
development_2010,open_proxy,2010-01-04,2377.TW,BUY,2150000,21.299999237060547,21.297936592933247,-0.0020626441272995066,-9.683775592395083e-05
development_2010,open_proxy,2010-01-04,2379.TW,BUY,480000,94.50000250251732,93.9438276128822,-0.5561748896351162,-0.005885448411710903
development_2010,open_proxy,2010-01-04,2451.TW,BUY,378000,120.0,121.77739034072133,1.7773903407213254,0.014811586172677638
development_2010,open_proxy,2010-01-04,2603.TW,BUY,2602000,17.539164375530437,18.05608515227325,0.5169207767428148,0.029472371982783407
development_2010,open_proxy,2010-01-04,2885.TW,BUY,1931000,23.699998668726153,23.412027655086728,-0.28797101363942446,-0.012150676363514856
development_2010,open_proxy,2010-01-04,2890.TW,BUY,3572000,12.703089015740543,12.715532757116645,0.012443741376101158,0.0009795838918142952
development_2010,open_proxy,2010-01-04,3211.TWO,BUY,401000,113.0,111.43801865004129,-1.5619813499587138,-0.013822843804944362
development_2010,open_proxy,2010-01-04,3260.TWO,BUY,444000,102.63957439004517,101.7332627065378,-0.9063116835073686,-0.008830041325612381
development_2010,open_proxy,2010-01-04,3264.TWO,BUY,2135000,21.349999252820478,20.870566133456695,-0.4794331193637831,-0.0224558845968319
development_2010,open_proxy,2010-01-04,5347.TWO,BUY,2818000,16.100000381469727,15.638417426420252,-0.4615829550494741,-0.028669748081542434
development_2010,open_proxy,2010-01-04,6239.TW,BUY,418000,107.99999771118165,109.03683039530306,1.036832684121407,0.00960030283421065
development_2010,open_proxy,2010-01-04,6274.TWO,BUY,3230000,14.149999618530273,13.987275949373792,-0.16272366915648107,-0.011499906257480319
development_2010,open_proxy,2010-01-04,8299.TWO,BUY,166000,275.0,275.2677530659035,0.26775306590349146,0.0009736475123762744
development_2010,open_proxy,2010-01-06,3324.TWO,BUY,39000,21.326141357421875,23.490780911062902,2.1646395536410274,0.101501697722157
development_2010,open_proxy,2010-01-07,2368.TW,SELL,-3288000,13.149999618530273,13.322495553789048,0.17249593525877494,0.013117561997165517
development_2010,open_proxy,2010-01-08,1303.TW,BUY,74000,64.49999919891357,64.21134289641228,-0.2886563025012947,-0.00447529156723081
development_2010,open_proxy,2010-01-08,2303.TW,BUY,256000,18.399999618530273,18.123608892616836,-0.27639072591343705,-0.015021235415412115
development_2010,open_proxy,2010-01-08,2408.TW,BUY,149000,31.33786787768555,31.715183256565517,0.3773153788799668,0.012040237719830316
development_2010,open_proxy,2010-01-08,2883.TW,BUY,472000,10.09999959309305,10.138963203361692,0.0389636102686417,0.0038577833503365966
development_2010,open_proxy,2010-01-08,3324.TWO,BUY,187000,19.770156860351562,21.807347538574575,2.0371906782230127,0.10304372861646516
development_2010,open_proxy,2010-01-08,3481.TW,BUY,91000,51.664972912292484,52.74038194176591,1.0754090294734269,0.02081505067851408
development_2010,open_proxy,2010-01-11,2379.TW,SELL,-480000,91.79999902851173,93.8850513279105,2.085052299398768,0.02271298825124357
development_2010,open_proxy,2010-01-11,2451.TW,SELL,-378000,113.0,110.86947043977578,-2.1305295602242182,-0.01885424389578949
development_2010,open_proxy,2010-01-12,1303.TW,BUY,229000,65.00000205993652,64.81808672166112,-0.1819153382754024,-0.002798697423234797
development_2010,open_proxy,2010-01-12,2303.TW,BUY,806000,18.600000381469727,18.398579320749135,-0.20142106072059107,-0.010829089063958186
development_2010,open_proxy,2010-01-12,2408.TW,BUY,497000,30.423245259033205,32.61533813048948,2.1920928714562713,0.07205322288244043
development_2010,open_proxy,2010-01-12,2883.TW,BUY,1427000,10.49999960875949,10.322961316429357,-0.17703829233013302,-0.01686079037397692
development_2010,open_proxy,2010-01-12,3324.TWO,BUY,787000,19.90744972229004,22.571657141085662,2.6642074187956233,0.13382966959411946
development_2010,open_proxy,2010-01-12,3481.TW,BUY,268000,55.40453487945557,55.86601937729003,0.4614844978344621,0.008329363270326517
development_2010,open_proxy,2010-01-13,2890.TW,SELL,-3572000,12.210722553027487,12.27419260780968,0.06347005478219181,0.005197895088235871
development_2010,open_proxy,2010-01-13,6239.TW,SELL,-418000,104.00000152587891,103.24465102458826,-0.7553505012906498,-0.007262985482771267
