date,symbol,issue
2013-07-01,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2408.TW
2013-07-24,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:8932.TWO
2013-07-25,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:8932.TWO
