candidate_id,attempted,passed,completed,failed,compliance_pass_rate,valid_episode_rate,metric_population,median_24d_return,mean_24d_return,p25_24d_return,p10_24d_return,worst_24d_return,positive_episode_rate,loss_episode_rate,positive_attempt_rate,median_mdd,worst_mdd,median_turnover,median_days_to_20_holdings,penalized_mean_return,penalized_median_return,penalized_p25_return,failed_episode_penalty_return,baseline_distance
tune_fe5dee029c9a,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.018068627034463658,0.0059490491313300975,0.014839754525335147,-0.028521510271308132,-0.09295985377485605,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.039025316182746184,0.11496661085214854,2.7740593490818304,1.0,-0.2455382131515024,0.01603869734997987,-0.319719890331142,-1.0,5
tune_1411b15cc622,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.018068627034463658,0.005691575395009591,0.014839754525335147,-0.030547262295091034,-0.10308861389377055,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.039025316182746184,0.12055059366294196,2.807009380825378,1.0,-0.24573131845374283,0.016208034456198228,-0.3273164604203279,-1.0,5
tune_34ffaa954600,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.018068627034463658,0.005926414196785708,0.01360332899760941,-0.02838492366806828,-0.09227692075865679,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03782425675384726,0.11563781842033038,2.7740593490818304,1.0,-0.24555518935241072,0.01495629452466285,-0.31920769056899256,-1.0,5
tune_93317257813e,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.018068627034463658,0.004713424715385568,0.012016787499057768,-0.02838492366806828,-0.09227692075865679,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03782425675384726,0.11563781842033038,2.7537409012740373,1.0,-0.24646493146346082,0.01416302377538703,-0.31920769056899256,-1.0,6
tune_c316be667b85,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.018068627034463658,0.004598679035738209,0.012016787499057768,-0.028521510271308132,-0.09295985377485605,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.039025316182746184,0.11496661085214854,2.773135584411957,1.0,-0.24655099072319633,0.01462721383684118,-0.319719890331142,-1.0,6
tune_865eebc2b755,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.018068627034463658,0.004341205299417703,0.012016787499057768,-0.030547262295091034,-0.10308861389377055,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.039025316182746184,0.12055059366294196,2.807009380825378,1.0,-0.2467440960254367,0.014796550943059539,-0.3273164604203279,-1.0,6
tune_9b4aabb5dfd4,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.018068627034463658,0.0021314001391126653,-0.0032398165482701025,-0.028361572189501968,-0.09216016336582522,0.6666666666666666,0.3333333333333333,0.5,0.03794027757654295,0.11442462341806448,2.7740593490818304,1.0,-0.24840144989566548,0.006822809897861659,-0.31912012252436894,-1.0,4
tune_5b52f2e8ccba,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01757631438706131,0.004780931194418013,0.010406464942405158,-0.030547262295091034,-0.10308861389377055,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.04024364023664728,0.12055059366294196,2.8114426370682963,1.0,-0.2464143016041865,0.010797719984997567,-0.3273164604203279,-1.0,6
tune_68783cc9d5d1,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01757631438706131,0.004780931194418013,0.010406464942405158,-0.030547262295091034,-0.10308861389377055,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.04024364023664728,0.12055059366294196,2.8114426370682963,1.0,-0.2464143016041865,0.010797719984997567,-0.3273164604203279,-1.0,6
tune_c7a9abf1a433,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01757631438706131,0.004780931194418013,0.010406464942405158,-0.030547262295091034,-0.10308861389377055,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.04024364023664728,0.12055059366294196,2.8114426370682963,1.0,-0.2464143016041865,0.010797719984997567,-0.3273164604203279,-1.0,6
tune_ecde4fc3a00e,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01757631438706131,0.004830278951846117,0.007199815261512921,-0.030547262295091034,-0.10308861389377055,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.04024364023664728,0.12055059366294196,2.8114426370682963,1.0,-0.2463772907861154,0.011019784893424034,-0.3273164604203279,-1.0,6
tune_2fe2cbfba852,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01723764017462459,0.00585620131313997,0.010406464942405158,-0.028521510271308132,-0.09295985377485605,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.04024364023664728,0.11496661085214854,2.7740593490818304,1.0,-0.245607849015145,0.012623109733870153,-0.319719890331142,-1.0,6
tune_4382a9e1bca9,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01723764017462459,0.00585620131313997,0.010406464942405158,-0.028521510271308132,-0.09295985377485605,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.04024364023664728,0.11496661085214854,2.7740593490818304,1.0,-0.245607849015145,0.012623109733870153,-0.319719890331142,-1.0,6
tune_d213bd27ceb1,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01723764017462459,0.00585620131313997,0.010406464942405158,-0.028521510271308132,-0.09295985377485605,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.04024364023664728,0.11496661085214854,2.7740593490818304,1.0,-0.245607849015145,0.012623109733870153,-0.319719890331142,-1.0,6
tune_d1cc64370fa5,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01723764017462459,0.005499906904151943,0.007199815261512921,-0.028521510271308132,-0.09295985377485605,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.04024364023664728,0.11496661085214854,2.7740593490818304,1.0,-0.24587506982188603,0.011019784893424034,-0.319719890331142,-1.0,6
tune_4ad8f40f919c,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01630926005171629,0.00465495247458282,0.007199815261512921,-0.02838492366806828,-0.09227692075865679,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03782425675384726,0.11563781842033038,2.7740593490818304,1.0,-0.24650878564406287,0.010401572129561165,-0.31920769056899256,-1.0,6
