candidate_id,attempted,passed,completed,failed,compliance_pass_rate,valid_episode_rate,metric_population,median_24d_return,mean_24d_return,p25_24d_return,p10_24d_return,worst_24d_return,positive_episode_rate,loss_episode_rate,positive_attempt_rate,median_mdd,worst_mdd,median_turnover,median_days_to_20_holdings,penalized_mean_return,penalized_median_return,penalized_p25_return,failed_episode_penalty_return
tune_133e955e274f,12,7,11,5,0.5833333333333334,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.019184719216180923,0.0002609553360634541,-0.007240153472919286,-0.05373615198005392,-0.09280165763431691,0.7142857142857143,0.2857142857142857,0.4166666666666667,0.03261762392619916,0.1179045407438769,2.5715131344275224,1.0,-0.4165144427206296,-0.06024706958909776,-1.0,-1.0
tune_1fdd48c3a20b,12,9,11,3,0.75,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.021317660445145936,0.008506559655137753,0.007853370227536294,-0.030221978751597264,-0.10525917544608598,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03065173957318512,0.12015787936667044,2.705565937898257,1.0,-0.24362008025864668,0.011821117547215376,-0.3289443815845645,-1.0
tune_3ae9d4e9f194,12,8,11,4,0.6666666666666666,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.012483808987946654,0.0030643417990783017,-0.002222329983805421,-0.04774968302703348,-0.0971156587458214,0.75,0.25,0.5,0.03798046956364598,0.11497096581611166,2.458525289580167,1.0,-0.33129043880061443,-0.010345832086006979,-1.0,-1.0
tune_40593a8badbd,12,8,11,4,0.6666666666666666,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.022900168478237726,0.01912913608295813,0.009780454344366252,-0.0006343207800243653,-0.02133135118840368,0.875,0.125,0.5833333333333334,0.03096840755984287,0.04699914817743478,2.655671156986715,1.0,-0.3205805759446946,0.009265581266004519,-1.0,-1.0
tune_4a0d744bccc0,12,8,11,4,0.6666666666666666,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.02147587431006559,0.0065481483562364745,0.006590559418082675,-0.046296982766110543,-0.10163824154604362,0.75,0.25,0.5,0.03139582363981702,0.11627631630891777,2.6553054373476392,1.0,-0.32896790109584234,-0.0031327271985627236,-1.0,-1.0
tune_57dc591161c0,12,9,11,3,0.75,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.021412827660484357,0.007746368765544637,0.007853370227536294,-0.029890864587592575,-0.10360360462606255,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.031141465978292482,0.1184605255347353,2.6427969024772797,1.0,-0.2441902234258415,0.011821117547215376,-0.3277027034695469,-1.0
tune_6f0e3694daa5,12,7,11,5,0.5833333333333334,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.013212174598040027,0.003225321061612948,-0.007602328694749527,-0.055946442748745266,-0.09832738455604528,0.7142857142857143,0.2857142857142857,0.4166666666666667,0.03259429242140366,0.11751805887945044,2.5715131344275224,1.0,-0.41478522938072576,-0.06300993304996194,-1.0,-1.0
tune_77fdc2cc4097,12,9,11,3,0.75,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.020191848683566382,0.008256704145862905,0.007853370227536294,-0.029742951829736537,-0.10286404083678236,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03552709574881885,0.11915831745350114,2.5822939237106284,1.0,-0.2438074718906028,0.011821117547215376,-0.3271480306275868,-1.0
tune_7adbaee5c563,12,8,11,4,0.6666666666666666,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.024203022489258985,0.009645387042975864,0.0070983053697953324,-0.0441653168060558,-0.09453268834586115,0.75,0.25,0.5,0.031260585071708424,0.11633690081962822,2.467874385374134,1.0,-0.32690307530468277,-0.0027942298974209523,-1.0,-1.0
tune_8fa79a260cc4,12,8,11,4,0.6666666666666666,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01775435075370424,0.0036520605795796607,-0.002222329983805421,-0.04643021104971404,-0.09271741882142326,0.75,0.25,0.5,0.03798046956364598,0.11200035713773848,2.6031959443204773,1.0,-0.3308986262802802,-0.010345832086006979,-1.0,-1.0
