candidate_id,attempted,passed,completed,failed,compliance_pass_rate,valid_episode_rate,metric_population,median_24d_return,mean_24d_return,p25_24d_return,p10_24d_return,worst_24d_return,positive_episode_rate,loss_episode_rate,positive_attempt_rate,median_mdd,worst_mdd,median_turnover,median_days_to_20_holdings,penalized_mean_return,penalized_median_return,penalized_p25_return,failed_episode_penalty_return,baseline_distance
tune_09a34eeb0fd6,12,10,12,2,0.8333333333333334,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.018401551325074927,0.009813419547249892,0.0006944553637076023,-0.01929818159664206,-0.11083195050062677,0.7,0.3,0.5833333333333334,0.03187121570422191,0.12576691792792483,2.1481534623953964,1.0,-0.15848881704395842,0.004471451675418847,-0.03455380974730618,-1.0,12
tune_91ba5a09c4c1,12,10,12,2,0.8333333333333334,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01375028719107485,-0.008740760514471623,-0.021302375983865834,-0.09428312952141968,-0.13327414401951765,0.6,0.4,0.5,0.04388717092298883,0.14695307808650604,3.0417339087918753,1.0,-0.1739506337620597,0.0033852140237891626,-0.10078163193776934,-1.0,16
tune_39cb12870b20,12,10,12,2,0.8333333333333334,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.013225611505655488,0.0102371993394192,0.0010782115840249074,-0.027299998865851247,-0.1358512966983897,0.7,0.3,0.5833333333333334,0.034971484145521814,0.14845363479447504,2.75368872563039,1.0,-0.15813566721715067,0.00976402944809418,-0.04539188183794099,-1.0,11
tune_fe7d47fadb42,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.027663970131884597,0.013704680968831448,-0.005567135690171532,-0.03578125705767167,-0.1308983187267706,0.6666666666666666,0.3333333333333333,0.5,0.03719489464897319,0.1423593703989935,2.7474677735094404,1.0,-0.23972148927337641,0.00919648028557013,-0.348173739045078,-1.0,14
tune_53b732ccf2eb,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.02584160283233694,0.0073165154874498504,-0.004369517579497106,-0.03737699510079763,-0.10515315095904698,0.6666666666666666,0.3333333333333333,0.5,0.03215915513939249,0.12189926097123327,2.379743100095891,1.0,-0.24451261338441263,0.0024342277878578455,-0.3288648632192852,-1.0,15
tune_2beb73c86e9d,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.023480510756570983,0.011338803525880434,0.015056869074820511,-0.03549458200164741,-0.1174827171114412,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.02996189494066903,0.13357219925835107,1.6267762682215405,1.0,-0.24149589735558966,0.015507212639986778,-0.3381120378335809,-1.0,14
tune_d5f4e7219e82,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.023257555517848028,0.008836468004988385,-0.01185066711329863,-0.04836029516523088,-0.12239424549368905,0.6666666666666666,0.3333333333333333,0.5,0.037026063394042574,0.1326505739293815,2.871917250867676,1.0,-0.24337264899625874,-0.004359069117285175,-0.3417956841202668,-1.0,16
tune_d6ba6c23bbc3,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.02265446375351332,0.009774665980413925,0.009304322151498345,-0.027857325836782285,-0.0992183539156013,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03671259702680918,0.11203971142703895,2.811346368733022,1.0,-0.24266900051468956,0.009924639754380737,-0.324413765436701,-1.0,8
tune_55ee93a8d6d6,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.02265446375351332,0.009774665980413925,0.009304322151498345,-0.027857325836782285,-0.0992183539156013,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03671259702680918,0.11203971142703895,2.811346368733022,1.0,-0.24266900051468956,0.009924639754380737,-0.324413765436701,-1.0,9
tune_21a3cc0abdbc,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.02265446375351332,0.009411423795403174,0.009304322151498345,-0.030472669568859696,-0.0992183539156013,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03671259702680918,0.11203971142703895,2.811346368733022,1.0,-0.24294143215344763,0.009924639754380737,-0.324413765436701,-1.0,8
tune_4bdad17c2c61,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.02265446375351332,0.009411423795403174,0.009304322151498345,-0.030472669568859696,-0.0992183539156013,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03671259702680918,0.11203971142703895,2.811346368733022,1.0,-0.24294143215344763,0.009924639754380737,-0.324413765436701,-1.0,8
tune_78d170b8dff9,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.02265446375351332,0.009411423795403174,0.009304322151498345,-0.030472669568859696,-0.0992183539156013,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03671259702680918,0.11203971142703895,2.811346368733022,1.0,-0.24294143215344763,0.009924639754380737,-0.324413765436701,-1.0,9
tune_ca57d575298d,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.02265446375351332,0.009411423795403174,0.009304322151498345,-0.030472669568859696,-0.0992183539156013,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03671259702680918,0.11203971142703895,2.811346368733022,1.0,-0.24294143215344763,0.009924639754380737,-0.324413765436701,-1.0,9
tune_9f13c6ba92db,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.022198314580177403,0.006186121512280435,0.004495964462223778,-0.03741427261478056,-0.10762196510256439,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03890444850726049,0.1231672956173906,3.2578273545508933,1.0,-0.2453604088657897,0.006008328616103009,-0.33071647382692326,-1.0,8
tune_450daea0fe62,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.022198314580177403,0.006186121512280435,0.004495964462223778,-0.03741427261478056,-0.10762196510256439,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03890444850726049,0.1231672956173906,3.2578273545508933,1.0,-0.2453604088657897,0.006008328616103009,-0.33071647382692326,-1.0,9
tune_5ea36787b06b,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.020888625222238222,0.002504167642873472,0.002356840362258472,-0.039780113031824174,-0.10934476466344689,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03782548481950476,0.12419002036936655,3.339950556334075,1.0,-0.2481218742678449,0.005693278750387942,-0.33200857349758517,-1.0,8
tune_ab7d24fc668d,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.020888625222238222,0.002504167642873472,0.002356840362258472,-0.039780113031824174,-0.10934476466344689,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03782548481950476,0.12419002036936655,3.339950556334075,1.0,-0.2481218742678449,0.005693278750387942,-0.33200857349758517,-1.0,9
tune_d77c7cdd45ea,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.020804552421375133,0.017298782205908598,0.007349062501438297,-0.029177801885452954,-0.11974382028000863,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03685529014317024,0.13010612378239284,2.806313487932971,1.0,-0.23702591334556855,0.01327038633450106,-0.3398078652100065,-1.0,8
tune_7bc5f1778794,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.020804552421375133,0.017298782205908598,0.007349062501438297,-0.029177801885452954,-0.11974382028000863,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03685529014317024,0.13010612378239284,2.806313487932971,1.0,-0.23702591334556855,0.01327038633450106,-0.3398078652100065,-1.0,9
tune_1a111e3b385f,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.020350837292965274,0.006791483777415946,0.013148575117165828,-0.04163258867134756,-0.10815300098071257,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03217593568611443,0.12218242976481852,1.6252559860348597,1.0,-0.24490638716693805,0.01637404742883819,-0.3311147507355344,-1.0,14
tune_602535d35c7a,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.019978418153527855,0.009530524886995635,0.009304322151498345,-0.02747430522940561,-0.0992183539156013,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03671259702680918,0.11203971142703895,2.811346368733022,1.0,-0.2428521063347533,0.009924639754380737,-0.324413765436701,-1.0,7
tune_901ada1dabc3,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01991664301609286,0.009566211713930708,0.010680768028046517,-0.028338948125089455,-0.10354156839402051,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03664518140902118,0.11570253055460833,2.777037631655732,1.0,-0.242825341214552,0.012502548394282997,-0.32765617629551536,-1.0,8
