candidate_id,attempted,passed,completed,failed,compliance_pass_rate,valid_episode_rate,metric_population,median_24d_return,mean_24d_return,p25_24d_return,p10_24d_return,worst_24d_return,positive_episode_rate,loss_episode_rate,positive_attempt_rate,median_mdd,worst_mdd,median_turnover,median_days_to_20_holdings,penalized_mean_return,penalized_median_return,penalized_p25_return,failed_episode_penalty_return
tune_049cbdc0fb34,12,8,12,4,0.6666666666666666,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01296276087955206,-0.003149854867342719,-0.006920897027774098,-0.048826129653527235,-0.10420860585445435,0.625,0.375,0.4166666666666667,0.03842669673728755,0.12107336174550642,2.8989379597442184,1.0,-0.3354332365782285,-0.012977525588606986,-1.0,-1.0
tune_0f1190fc3b44,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.016110870800195132,0.005075661663640461,0.008889633198796432,-0.03461566867813361,-0.10356755075252744,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03679297053126718,0.12046614649565213,2.7394127774349366,1.0,-0.24619325375226966,0.012446972690998481,-0.32767566306439555,-1.0
tune_186972a2375a,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.015444880638151082,0.0036238852748385897,0.01128378837043642,-0.037018299247326775,-0.10400028005342365,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03679297053126718,0.12111469436836098,2.7827989247444727,1.0,-0.24728208604387106,0.011714500492984725,-0.32800021004006774,-1.0
tune_289f32ed4550,12,8,12,4,0.6666666666666666,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.018329788160933336,0.00042104302750872735,-0.01158657882682912,-0.056085935111560126,-0.10673388688371577,0.625,0.375,0.4166666666666667,0.03755953840634574,0.12677401558428525,2.768786270452848,1.0,-0.33305263798166085,-0.0191842759066696,-1.0,-1.0
tune_2b74dd157842,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.014768828395155698,0.004175830468914442,0.012239494028420728,-0.034443386623906336,-0.09874185722550222,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03725584890695799,0.11541555967629469,2.7761961477849804,1.0,-0.2468681271483142,0.012782252912564962,-0.3240563929191267,-1.0
tune_2d4e59598033,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.017671577317029286,0.007621261630106482,0.012740373120434967,-0.028791227282666584,-0.085145042020074,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03561007404518268,0.10791469373278229,2.737767758925663,1.0,-0.24428405377742013,0.013294213454262627,-0.31385878151505553,-1.0
tune_303ade4f1c7a,12,8,12,4,0.6666666666666666,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.010651874284646978,-0.0003062915133366928,-0.007155704118703643,-0.04608438777762574,-0.10261772034048366,0.625,0.375,0.4166666666666667,0.035056296351322125,0.1219589328546612,2.808939389175834,1.0,-0.33353752767555783,-0.01205574163888845,-1.0,-1.0
tune_3152d48edb80,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.010127654915936146,0.004617705903434886,0.008464055818196314,-0.035548973612814436,-0.09446599133028932,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03970038306639656,0.11247496629009224,2.803653472207635,1.0,-0.24653672057242382,0.008717316345425385,-0.32084949349771696,-1.0
tune_35c1d12a94c0,12,8,12,4,0.6666666666666666,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.017252964605524945,0.0027275933386461254,-0.003876393790863103,-0.04207233727573863,-0.09954114689142535,0.75,0.25,0.5,0.03808898804691402,0.11751160533909122,2.806084889496818,1.0,-0.3315149377742359,-0.008398545007390179,-1.0,-1.0
tune_48f4c59308fe,12,8,12,4,0.6666666666666666,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.013667314504265282,0.0030095345149538377,0.0027928918942709824,-0.04112456960919441,-0.1034983865832727,0.75,0.25,0.5,0.036931103855270764,0.11841212358931341,2.821988979637858,1.0,-0.3313269769900308,-0.0029357166582063,-1.0,-1.0
