candidate_id,attempted,passed,completed,failed,compliance_pass_rate,valid_episode_rate,metric_population,median_24d_return,mean_24d_return,p25_24d_return,p10_24d_return,worst_24d_return,positive_episode_rate,loss_episode_rate,positive_attempt_rate,median_mdd,worst_mdd,median_turnover,median_days_to_20_holdings,penalized_mean_return,penalized_median_return,penalized_p25_return,failed_episode_penalty_return,baseline_distance
tune_d5f4e7219e82,107,76,106,31,0.7102803738317757,0.9906542056074766,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.009502304022984132,0.009048056578306296,-0.025557340357579977,-0.05729994554772366,-0.12239424549368905,0.5921052631578947,0.40789473684210525,0.4205607476635514,0.03661697092039623,0.1326505739293815,2.8759130106747692,1.0,-0.28329296915933383,-0.012790488945258138,-1.0,-1.0,16
tune_53b732ccf2eb,107,75,106,32,0.7009345794392523,0.9906542056074766,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.013714855923966596,0.01309667257306645,-0.02155035643876646,-0.04269636990569288,-0.10515315095904698,0.64,0.36,0.4485981308411215,0.03335406041883249,0.12801377260320657,2.3371344026480254,1.0,-0.28988550987869177,-0.011249559086443317,-1.0,-1.0,15
tune_39cb12870b20,107,75,106,32,0.7009345794392523,0.9906542056074766,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.009418285774977386,0.005908261552337864,-0.02621450811292092,-0.06212629081606151,-0.1358512966983897,0.5466666666666666,0.4533333333333333,0.38317757009345793,0.03988444609774766,0.14845363479447504,2.8248695202382366,1.0,-0.2949241157343426,-0.022813914016857284,-1.0,-1.0,11
tune_91ba5a09c4c1,107,72,106,35,0.6728971962616822,0.9906542056074766,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.004854831891692557,0.005927548545749187,-0.028210552541702016,-0.06610631905819458,-0.13722876940110507,0.5277777777777778,0.4722222222222222,0.35514018691588783,0.041659164356420364,0.14695307808650604,3.0650942962931254,1.0,-0.3231141729411781,-0.026779867527325196,-1.0,-1.0,16
tune_09a34eeb0fd6,107,69,104,38,0.6448598130841121,0.9719626168224299,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.011769699753011453,0.006988742421697899,-0.019799595285044602,-0.05892988347071601,-0.11083195050062677,0.5942028985507246,0.4057971014492754,0.38317757009345793,0.03384780140474386,0.12576691792792483,2.050724975149647,1.0,-0.35063342778413875,-0.02430896694104434,-1.0,-1.0,12
x0352_daily_baseline,107,68,100,39,0.6355140186915887,0.9345794392523364,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.019176746490200514,0.015804897113729822,-0.015569745067713053,-0.0480681856583872,-0.08948744663447494,0.6617647058823529,0.3382352941176471,0.4205607476635514,0.03237190744717289,0.11070749248409661,2.4049612587641,1.0,-0.3544417476286577,-0.022256916457285558,-1.0,-1.0,0
tune_2beb73c86e9d,107,66,105,41,0.616822429906542,0.9813084112149533,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.009492116186014532,0.010862129782315743,-0.019359979010735967,-0.052194685805483365,-0.1174827171114412,0.6363636363636364,0.36363636363636365,0.3925233644859813,0.03132352700940011,0.13357219925835107,1.6470287530353733,1.0,-0.3764775648071697,-0.031064879240786714,-1.0,-1.0,14
tune_21a3cc0abdbc,107,66,103,41,0.616822429906542,0.9626168224299065,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.008774984767430993,0.005458853725454317,-0.031891659842019915,-0.05774093202067859,-0.0992183539156013,0.5606060606060606,0.4393939393939394,0.34579439252336447,0.03518279029060262,0.1141993195755111,2.820089414032129,1.0,-0.3798104266740189,-0.035366913138956346,-1.0,-1.0,8
tune_4bdad17c2c61,107,66,103,41,0.616822429906542,0.9626168224299065,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.008774984767430993,0.005458853725454317,-0.031891659842019915,-0.05774093202067859,-0.0992183539156013,0.5606060606060606,0.4393939393939394,0.34579439252336447,0.03518279029060262,0.1141993195755111,2.820089414032129,1.0,-0.3798104266740189,-0.035366913138956346,-1.0,-1.0,8
tune_78d170b8dff9,107,66,103,41,0.616822429906542,0.9626168224299065,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.008774984767430993,0.005458853725454317,-0.031891659842019915,-0.05774093202067859,-0.0992183539156013,0.5606060606060606,0.4393939393939394,0.34579439252336447,0.03518279029060262,0.1141993195755111,2.820089414032129,1.0,-0.3798104266740189,-0.035366913138956346,-1.0,-1.0,9
tune_d6ba6c23bbc3,107,66,103,41,0.616822429906542,0.9626168224299065,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.008774984767430993,0.005422048288746088,-0.031891659842019915,-0.05774093202067859,-0.0992183539156013,0.5606060606060606,0.4393939393939394,0.34579439252336447,0.03518279029060262,0.1141993195755111,2.820089414032129,1.0,-0.379833129092923,-0.035366913138956346,-1.0,-1.0,8
tune_55ee93a8d6d6,107,66,103,41,0.616822429906542,0.9626168224299065,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.008774984767430993,0.005422048288746088,-0.031891659842019915,-0.05774093202067859,-0.0992183539156013,0.5606060606060606,0.4393939393939394,0.34579439252336447,0.03518279029060262,0.1141993195755111,2.820089414032129,1.0,-0.379833129092923,-0.035366913138956346,-1.0,-1.0,9
tune_fe7d47fadb42,107,65,105,42,0.6074766355140186,0.9813084112149533,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.0020174437644118193,0.007950493933138836,-0.030450899335723536,-0.06766476414182554,-0.1308983187267706,0.5230769230769231,0.47692307692307695,0.3177570093457944,0.03780492875002439,0.1423593703989935,2.7542064714140033,1.0,-0.38769362518080347,-0.054103268566639495,-1.0,-1.0,14
