candidate_id,attempted,passed,completed,failed,compliance_pass_rate,valid_episode_rate,metric_population,median_24d_return,mean_24d_return,p25_24d_return,p10_24d_return,worst_24d_return,positive_episode_rate,loss_episode_rate,positive_attempt_rate,median_mdd,worst_mdd,median_turnover,median_days_to_20_holdings,penalized_mean_return,penalized_median_return,penalized_p25_return,failed_episode_penalty_return,baseline_distance
tune_09a34eeb0fd6,12,10,12,2,0.8333333333333334,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.018401551325074927,0.009813419547249892,0.0006944553637076023,-0.01929818159664206,-0.11083195050062677,0.7,0.3,0.5833333333333334,0.03187121570422191,0.12576691792792483,2.1481534623953964,1.0,-0.15848881704395842,0.004471451675418847,-0.03455380974730618,-1.0,12
tune_91ba5a09c4c1,12,10,12,2,0.8333333333333334,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01375028719107485,-0.008740760514471623,-0.021302375983865834,-0.09428312952141968,-0.13327414401951765,0.6,0.4,0.5,0.04388717092298883,0.14695307808650604,3.0417339087918753,1.0,-0.1739506337620597,0.0033852140237891626,-0.10078163193776934,-1.0,16
tune_39cb12870b20,12,10,12,2,0.8333333333333334,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.013225611505655488,0.0102371993394192,0.0010782115840249074,-0.027299998865851247,-0.1358512966983897,0.7,0.3,0.5833333333333334,0.034971484145521814,0.14845363479447504,2.75368872563039,1.0,-0.15813566721715067,0.00976402944809418,-0.04539188183794099,-1.0,11
tune_fe7d47fadb42,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.027663970131884597,0.013704680968831448,-0.005567135690171532,-0.03578125705767167,-0.1308983187267706,0.6666666666666666,0.3333333333333333,0.5,0.03719489464897319,0.1423593703989935,2.7474677735094404,1.0,-0.23972148927337641,0.00919648028557013,-0.348173739045078,-1.0,14
tune_53b732ccf2eb,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.02584160283233694,0.0073165154874498504,-0.004369517579497106,-0.03737699510079763,-0.10515315095904698,0.6666666666666666,0.3333333333333333,0.5,0.03215915513939249,0.12189926097123327,2.379743100095891,1.0,-0.24451261338441263,0.0024342277878578455,-0.3288648632192852,-1.0,15
tune_2beb73c86e9d,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.023480510756570983,0.011338803525880434,0.015056869074820511,-0.03549458200164741,-0.1174827171114412,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.02996189494066903,0.13357219925835107,1.6267762682215405,1.0,-0.24149589735558966,0.015507212639986778,-0.3381120378335809,-1.0,14
tune_d5f4e7219e82,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.023257555517848028,0.008836468004988385,-0.01185066711329863,-0.04836029516523088,-0.12239424549368905,0.6666666666666666,0.3333333333333333,0.5,0.037026063394042574,0.1326505739293815,2.871917250867676,1.0,-0.24337264899625874,-0.004359069117285175,-0.3417956841202668,-1.0,16
tune_1a111e3b385f,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.020350837292965274,0.006791483777415946,0.013148575117165828,-0.04163258867134756,-0.10815300098071257,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03217593568611443,0.12218242976481852,1.6252559860348597,1.0,-0.24490638716693805,0.01637404742883819,-0.3311147507355344,-1.0,14
tune_a25933dffe21,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.017045528214227,0.0019580083667160267,0.0036829380384180155,-0.04536814849341879,-0.11269174247137692,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.034751884255904586,0.1311271220728497,2.4000961976562385,1.0,-0.24853149372496297,0.010268678422910238,-0.3345188068535327,-1.0,15
tune_1a6ec8ba025a,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.012702461222322992,-0.0007177666576257588,-0.008888900672268774,-0.031785402516412105,-0.12090899950703582,0.6666666666666666,0.3333333333333333,0.5,0.03743664434213323,0.13466403037783814,2.683477938872405,1.0,-0.2505383249932193,-0.001740189173172868,-0.34068174963027686,-1.0,13
tune_3c66f3f260cf,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.009886130817158723,0.002723141335249387,0.003412662591192106,-0.037741422340421146,-0.0917347952533274,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.033690992572024014,0.1059564675745629,2.2807343992308207,1.0,-0.247957643998563,0.0035195903390204952,-0.31880109643999555,-1.0,15
tune_b6e199252eab,12,9,12,3,0.75,1.0,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.007567131989266063,-0.0003628502406954399,0.003189857519110939,-0.04033415051469537,-0.11834167018270758,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.029918404490190675,0.13259100152208236,3.4151913760052004,1.0,-0.2502721376805216,0.0034744941936903917,-0.3387562526370307,-1.0,17
tune_41c8e1871dc6,12,9,11,3,0.75,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.02554609744018821,0.004193020729046654,0.0032989112202082005,-0.04750500366830243,-0.08803532056968166,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.034484480243487825,0.10415439758598444,1.7229752086877936,1.0,-0.246855234453215,0.005626883540013172,-0.3160264904272613,-1.0,13
tune_9aa4cae403c3,12,9,11,3,0.75,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.023390103490555036,0.008555182124364223,0.007130529545482656,-0.040045878580894985,-0.1246458285277785,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03683969274421017,0.14208855664233444,2.7474395352282803,1.0,-0.24358361340672685,0.009669797697181126,-0.3434843713958339,-1.0,15
tune_9d8ef5515ff6,12,9,11,3,0.75,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.018646221878861446,0.00788115735183079,-0.005390436303096102,-0.051262443913908856,-0.10886374733659399,0.6666666666666666,0.3333333333333333,0.5,0.03297151000979626,0.12469430349109734,2.953031423033044,1.0,-0.24408913198612692,0.0014063510999094975,-0.3316478105024455,-1.0,16
tune_1b7f9527969a,12,9,11,3,0.75,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01657016017020463,0.0038065866755318594,0.0067276483775837725,-0.04415284632564209,-0.10987497662948276,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.03114843964003,0.12543973792191176,1.617500652299807,1.0,-0.24714505999335112,0.01164242486458078,-0.3324062324721121,-1.0,12
tune_0901cf864d8a,12,9,11,3,0.75,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01641599196630894,0.0031886589783650544,-0.000525775052868438,-0.037069389395226034,-0.10879243507045522,0.6666666666666666,0.3333333333333333,0.5,0.032902367923067555,0.1253205424833641,2.600019152402986,1.0,-0.2476085057662262,0.007143679739604281,-0.3315943263028414,-1.0,15
tune_d7ac81a662e9,12,9,11,3,0.75,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.013809611758927476,0.007300649662727181,0.012047223169702859,-0.03407061871116043,-0.08648675141957218,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.034370712892064614,0.11294739159601197,2.495784948014792,1.0,-0.24452451275295461,0.012634365206229181,-0.31486506356467914,-1.0,9
tune_ec1aeebd66d8,12,9,11,3,0.75,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01327365348712739,0.007361351361462789,0.0077035939667180475,-0.04277085773261597,-0.10702784270565613,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.02845210546832533,0.12213887271204626,2.216479938182246,1.0,-0.2444789864789029,0.010173345630279607,-0.3302708820292421,-1.0,14
tune_89e18125a030,12,9,11,3,0.75,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.009485344794270434,0.0028200448605820716,-0.0035994978359266128,-0.03822438970095316,-0.11323045650217323,0.6666666666666666,0.3333333333333333,0.5,0.03645146478815853,0.13018120180502502,2.6999189216259554,1.0,-0.24788496635456345,-0.0015036360343532174,-0.33492284237662995,-1.0,12
tune_76570e0ff160,12,9,11,3,0.75,0.9166666666666666,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.007680388181486197,0.002383406359817634,0.0034159418043617773,-0.04218582635971739,-0.1183709800546705,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.037694520780537255,0.13134568080468512,3.437288152749121,1.0,-0.24821244523013677,0.005406087094011025,-0.3387782350410029,-1.0,9
