date,symbol,issue
2012-07-16,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3017.TW
2012-08-01,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:4123.TWO
2012-08-03,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:4123.TWO
