strategy,stage,episode,date,best_iteration,validation_pearson,train_pearson,target_std,prediction_std,n_train_rows,n_validation_rows,n_symbols,latest_label_end,raw_target_mean,raw_target_std,alpha_target_mean,alpha_target_std,alpha_cross_section_mean_error
lgbm_raw,full,dev_2019_09m,2019-09-16,101,-0.016133,0.311901,0.069627,0.003606,54808,20630,138,2019-09-12,0.007444,0.066384,0.0,0.059711,0.0
lgbm_raw,full,dev_2019_09m,2019-09-23,9,-0.005135,0.249034,0.069666,0.000532,55367,20626,138,2019-09-20,0.007676,0.066385,0.0,0.059679,0.0
lgbm_raw,full,dev_2019_09m,2019-10-01,84,0.004792,0.30336,0.069534,0.003058,55923,20626,138,2019-09-27,0.007837,0.066393,0.0,0.059691,0.0
lgbm_raw,full,dev_2019_09m,2019-10-08,2,0.013175,0.239484,0.069304,0.000101,56479,20629,138,2019-10-07,0.007817,0.066405,0.0,0.059702,0.0
lgbm_raw,full,dev_2019_09m,2019-10-17,1,0.007968,0.242908,0.069322,5.4e-05,57037,20628,138,2019-10-16,0.00769,0.066481,0.0,0.059783,0.0
lgbm_raw,full,dev_2019_10,2019-10-01,84,0.004792,0.30336,0.069534,0.003058,55923,20626,138,2019-09-27,0.007837,0.066393,0.0,0.059691,0.0
lgbm_raw,full,dev_2019_10,2019-10-08,2,0.013175,0.239484,0.069304,0.000101,56479,20629,138,2019-10-07,0.007817,0.066405,0.0,0.059702,0.0
lgbm_raw,full,dev_2019_10,2019-10-17,1,0.007968,0.242908,0.069322,5.4e-05,57037,20628,138,2019-10-16,0.00769,0.066481,0.0,0.059783,0.0
lgbm_raw,full,dev_2019_10,2019-10-24,287,0.005572,0.384594,0.069371,0.007138,57593,20626,138,2019-10-23,0.007816,0.066434,0.0,0.059755,0.0
lgbm_raw,full,dev_2019_10,2019-10-31,6,-0.00025,0.248416,0.069309,0.000335,58151,20625,138,2019-10-30,0.008003,0.066359,0.0,0.059661,0.0
lgbm_raw,full,dev_2019_10m,2019-10-15,7,0.016831,0.254877,0.069312,0.000322,56814,20629,138,2019-10-14,0.007702,0.066448,0.0,0.059745,0.0
lgbm_raw,full,dev_2019_10m,2019-10-22,124,0.006769,0.328466,0.069352,0.004309,57370,20626,138,2019-10-21,0.007766,0.06646,0.0,0.059777,0.0
lgbm_raw,full,dev_2019_10m,2019-10-29,1,0.006954,0.229838,0.06936,6e-05,57927,20625,138,2019-10-28,0.007938,0.066401,0.0,0.059707,0.0
lgbm_raw,full,dev_2019_10m,2019-11-05,1,0.00962,0.235265,0.06913,6.2e-05,58490,20622,138,2019-11-04,0.008,0.066342,0.0,0.059645,0.0
lgbm_raw,full,dev_2019_10m,2019-11-12,546,-0.000206,0.444713,0.068945,0.009437,59052,20620,138,2019-11-11,0.008108,0.066385,0.0,0.05969,0.0
lgbm_raw,full,dev_2019_11,2019-11-01,3000,0.02735,0.665352,0.069244,0.01571,58264,20624,138,2019-10-31,0.008013,0.06635,0.0,0.059649,0.0
lgbm_raw,full,dev_2019_11,2019-11-08,31,0.001402,0.274149,0.069013,0.001578,58827,20621,138,2019-11-07,0.008056,0.066378,0.0,0.059675,0.0
lgbm_raw,full,dev_2019_11,2019-11-15,529,-0.005921,0.442558,0.068874,0.009478,59387,20618,138,2019-11-14,0.008222,0.066388,0.0,0.059727,0.0
lgbm_raw,full,dev_2019_11,2019-11-22,441,-0.003071,0.418102,0.068806,0.009608,59947,20618,138,2019-11-21,0.008358,0.066425,0.0,0.059802,0.0
lgbm_raw,full,dev_2019_11,2019-11-29,2883,0.010692,0.653354,0.068679,0.016952,60505,20616,138,2019-11-28,0.008363,0.066445,0.0,0.059823,0.0
lgbm_raw,full,dev_2019_11m,2019-11-15,529,-0.005921,0.442558,0.068874,0.009478,59387,20618,138,2019-11-14,0.008222,0.066388,0.0,0.059727,0.0
lgbm_raw,full,dev_2019_11m,2019-11-22,441,-0.003071,0.418102,0.068806,0.009608,59947,20618,138,2019-11-21,0.008358,0.066425,0.0,0.059802,0.0
lgbm_raw,full,dev_2019_11m,2019-11-29,2883,0.010692,0.653354,0.068679,0.016952,60505,20616,138,2019-11-28,0.008363,0.066445,0.0,0.059823,0.0
lgbm_raw,full,dev_2019_11m,2019-12-06,14,0.003344,0.251136,0.068592,0.000984,61064,20617,138,2019-12-05,0.008473,0.066439,0.0,0.059851,0.0
lgbm_raw,full,dev_2019_11m,2019-12-13,614,0.011295,0.458775,0.068444,0.010737,61622,20619,138,2019-12-12,0.008827,0.066326,0.0,0.059852,0.0
lgbm_raw,full,dev_2019_12,2019-12-02,465,0.000688,0.425483,0.068646,0.010187,60617,20616,138,2019-11-29,0.008356,0.066444,-0.0,0.059821,0.0
lgbm_raw,full,dev_2019_12,2019-12-09,1,0.008335,0.231968,0.068584,7.6e-05,61175,20617,138,2019-12-06,0.008522,0.066434,0.0,0.059856,0.0
lgbm_raw,full,dev_2019_12,2019-12-16,2812,0.02116,0.647713,0.068428,0.016883,61733,20620,138,2019-12-13,0.008917,0.06632,0.0,0.059862,0.0
lgbm_raw,full,dev_2019_12,2019-12-23,132,0.010612,0.315478,0.068241,0.006163,62290,20622,138,2019-12-20,0.009204,0.066387,0.0,0.059901,0.0
lgbm_raw,full,dev_2019_12,2019-12-30,73,0.010944,0.296255,0.067689,0.00428,62847,20621,138,2019-12-27,0.009129,0.066299,0.0,0.059832,0.0
lgbm_raw,full,dev_2019_12m,2019-12-16,2812,0.02116,0.647713,0.068428,0.016883,61733,20620,138,2019-12-13,0.008917,0.06632,0.0,0.059862,0.0
lgbm_raw,full,dev_2019_12m,2019-12-23,132,0.010612,0.315478,0.068241,0.006163,62290,20622,138,2019-12-20,0.009204,0.066387,0.0,0.059901,0.0
lgbm_raw,full,dev_2019_12m,2019-12-30,73,0.010944,0.296255,0.067689,0.00428,62847,20621,138,2019-12-27,0.009129,0.066299,0.0,0.059832,0.0
lgbm_raw,full,dev_2019_12m,2020-01-07,8,0.012002,0.248552,0.067484,0.000696,63404,20622,138,2020-01-06,0.009046,0.066293,0.0,0.059835,0.0
lgbm_raw,full,dev_2019_12m,2020-01-14,1,0.011997,0.223572,0.06779,8.5e-05,63964,20624,138,2020-01-13,0.008916,0.066317,0.0,0.059855,0.0
lgbm_raw,full,dev_2020_01,2020-01-02,4,0.011449,0.242618,0.067552,0.000341,63069,20621,138,2019-12-31,0.009067,0.066281,0.0,0.059823,0.0
lgbm_raw,full,dev_2020_01,2020-01-09,34,0.017731,0.267171,0.06759,0.002657,63628,20624,138,2020-01-08,0.008972,0.066296,0.0,0.059833,0.0
lgbm_raw,full,dev_2020_01,2020-01-16,1,0.013708,0.220228,0.067906,8.3e-05,64188,20624,138,2020-01-15,0.008914,0.066334,-0.0,0.059874,0.0
lgbm_raw,full,dev_2020_01,2020-02-03,91,0.005555,0.29169,0.067985,0.006062,64745,20625,138,2020-01-31,0.008818,0.066393,0.0,0.059913,0.0
lgbm_raw,full,dev_2020_01,2020-02-10,76,0.012515,0.284455,0.068091,0.005044,64869,20624,138,2020-02-07,0.008557,0.066586,0.0,0.059988,0.0
lgbm_raw,full,dev_2020_01m,2020-01-15,1102,0.012058,0.519233,0.067859,0.014596,64076,20624,138,2020-01-14,0.008918,0.066323,0.0,0.059861,0.0
lgbm_raw,full,dev_2020_01m,2020-01-31,88,0.00495,0.287037,0.067973,0.005948,64634,20625,138,2020-01-30,0.008839,0.066366,0.0,0.059892,0.0
lgbm_raw,full,dev_2020_01m,2020-02-07,115,0.014898,0.301883,0.068045,0.006707,64865,20625,138,2020-02-06,0.008613,0.066545,0.0,0.059974,0.0
lgbm_raw,full,dev_2020_01m,2020-02-14,155,0.009583,0.313261,0.068336,0.007211,64878,20624,138,2020-02-13,0.008361,0.066736,-0.0,0.060054,0.0
lgbm_raw,full,dev_2020_01m,2020-02-21,115,0.023886,0.292599,0.068358,0.006263,64889,20624,138,2020-02-20,0.008351,0.066686,0.0,0.059994,0.0
lgbm_raw,full,dev_2020_02,2020-02-03,91,0.005555,0.29169,0.067985,0.006062,64745,20625,138,2020-01-31,0.008818,0.066393,0.0,0.059913,0.0
lgbm_raw,full,dev_2020_02,2020-02-10,76,0.012515,0.284455,0.068091,0.005044,64869,20624,138,2020-02-07,0.008557,0.066586,0.0,0.059988,0.0
lgbm_raw,full,dev_2020_02,2020-02-17,434,0.011894,0.402813,0.068307,0.010795,64881,20624,138,2020-02-14,0.008366,0.066735,0.0,0.060051,0.0
lgbm_raw,full,dev_2020_02,2020-02-24,106,0.023071,0.291148,0.068354,0.005899,64892,20610,138,2020-02-21,0.008337,0.066655,0.0,0.059964,0.0
lgbm_raw,full,dev_2020_02,2020-03-03,148,0.017881,0.313019,0.068321,0.005969,64899,20608,138,2020-03-02,0.008123,0.066628,0.0,0.059866,0.0
lgbm_raw,full,dev_2020_02m,2020-02-17,434,0.011894,0.402813,0.068307,0.010795,64881,20624,138,2020-02-14,0.008366,0.066735,0.0,0.060051,0.0
lgbm_raw,full,dev_2020_02m,2020-02-24,106,0.023071,0.291148,0.068354,0.005899,64892,20610,138,2020-02-21,0.008337,0.066655,0.0,0.059964,0.0
lgbm_raw,full,dev_2020_02m,2020-03-03,148,0.017881,0.313019,0.068321,0.005969,64899,20608,138,2020-03-02,0.008123,0.066628,0.0,0.059866,0.0
lgbm_raw,full,dev_2020_02m,2020-03-10,1594,0.026071,0.568655,0.068246,0.012924,64905,20610,138,2020-03-09,0.007736,0.066598,-0.0,0.059763,0.0
lgbm_raw,full,dev_2020_02m,2020-03-17,10,0.037128,0.214337,0.068735,0.000588,64912,20616,139,2020-03-16,0.006742,0.067109,0.0,0.059762,0.0
lgbm_raw,full,dev_2020_03,2020-03-02,236,0.021703,0.350781,0.068256,0.007391,64898,20609,138,2020-02-27,0.0082,0.066595,0.0,0.05987,0.0
lgbm_raw,full,dev_2020_03,2020-03-09,3,0.02578,0.210384,0.068259,0.00018,64904,20610,138,2020-03-06,0.007857,0.066578,0.0,0.059771,0.0
lgbm_raw,full,dev_2020_03,2020-03-16,3,0.028783,0.200029,0.06845,0.000182,64911,20615,139,2020-03-13,0.007034,0.066856,-0.0,0.059749,0.0
lgbm_raw,full,dev_2020_03,2020-03-23,16,0.045996,0.230881,0.071527,0.000937,64916,20622,139,2020-03-20,0.005211,0.069574,-0.0,0.060011,0.0
lgbm_raw,full,dev_2020_03,2020-03-30,57,0.03303,0.271559,0.072652,0.003064,65471,20552,139,2020-03-27,0.004171,0.070872,0.0,0.060156,0.0
lgbm_raw,full,dev_2020_03m,2020-03-16,3,0.028783,0.200029,0.06845,0.000182,64911,20615,139,2020-03-13,0.007034,0.066856,-0.0,0.059749,0.0
lgbm_raw,full,dev_2020_03m,2020-03-23,16,0.045996,0.230881,0.071527,0.000937,64916,20622,139,2020-03-20,0.005211,0.069574,-0.0,0.060011,0.0
lgbm_raw,full,dev_2020_03m,2020-03-30,57,0.03303,0.271559,0.072652,0.003064,65471,20552,139,2020-03-27,0.004171,0.070872,0.0,0.060156,0.0
lgbm_raw,full,dev_2020_03m,2020-04-08,950,0.154582,0.500943,0.073406,0.013121,66026,20531,139,2020-04-07,0.004748,0.071694,0.0,0.060509,0.0
lgbm_raw,full,dev_2020_03m,2020-04-15,268,0.251813,0.360531,0.074401,0.011025,66584,20530,139,2020-04-14,0.005539,0.072703,0.0,0.060808,0.0
lgbm_raw,full,dev_2020_04,2020-04-01,55,0.040142,0.27168,0.072625,0.003097,65694,20551,139,2020-03-31,0.004228,0.070921,0.0,0.060214,0.0
lgbm_raw,full,dev_2020_04,2020-04-10,305,0.227799,0.374657,0.074127,0.010787,66248,20530,139,2020-04-09,0.005187,0.072426,0.0,0.060723,0.0
lgbm_raw,full,dev_2020_04,2020-04-17,295,0.266122,0.370112,0.074684,0.011445,66810,20526,139,2020-04-16,0.005782,0.072964,0.0,0.060878,0.0
lgbm_raw,full,dev_2020_04,2020-04-24,257,0.280614,0.35304,0.075032,0.011357,67368,20524,139,2020-04-23,0.005984,0.073194,-0.0,0.060961,0.0
lgbm_raw,full,dev_2020_04,2020-05-04,251,0.291152,0.350161,0.075081,0.011216,67925,20524,139,2020-04-30,0.006155,0.073229,-0.0,0.06092,0.0
lgbm_raw,full,dev_2020_04m,2020-04-15,268,0.251813,0.360531,0.074401,0.011025,66584,20530,139,2020-04-14,0.005539,0.072703,0.0,0.060808,0.0
lgbm_raw,full,dev_2020_04m,2020-04-22,310,0.27657,0.372683,0.07497,0.012155,67145,20525,139,2020-04-21,0.005975,0.073192,0.0,0.060962,0.0
lgbm_raw,full,dev_2020_04m,2020-04-29,289,0.280517,0.363123,0.075085,0.012058,67701,20524,139,2020-04-28,0.006048,0.073214,0.0,0.060956,0.0
lgbm_raw,full,dev_2020_04m,2020-05-07,275,0.295608,0.355685,0.075085,0.011852,68258,20526,139,2020-05-06,0.00635,0.073271,0.0,0.060892,0.0
lgbm_raw,full,dev_2020_04m,2020-05-14,301,0.292853,0.360079,0.075175,0.012043,68813,20523,139,2020-05-13,0.00683,0.073476,0.0,0.060912,0.0
lgbm_raw,full,dev_2020_05,2020-05-04,251,0.291152,0.350161,0.075081,0.011216,67925,20524,139,2020-04-30,0.006155,0.073229,-0.0,0.06092,0.0
lgbm_raw,full,dev_2020_05,2020-05-11,534,0.295472,0.421834,0.075118,0.015112,68480,20526,139,2020-05-08,0.006536,0.073344,0.0,0.060877,0.0
lgbm_raw,full,dev_2020_05,2020-05-18,259,0.302878,0.349558,0.075147,0.011205,69035,20519,139,2020-05-15,0.006925,0.073465,0.0,0.06092,0.0
lgbm_raw,full,dev_2020_05,2020-05-25,265,0.297319,0.355776,0.075134,0.011021,69586,20510,139,2020-05-22,0.007179,0.073488,0.0,0.061018,0.0
lgbm_raw,full,dev_2020_05,2020-06-01,282,0.294882,0.358338,0.07508,0.011225,70143,20503,139,2020-05-29,0.007165,0.073565,0.0,0.061116,0.0
lgbm_raw,full,dev_2020_05m,2020-05-15,326,0.297437,0.368106,0.075161,0.012576,68924,20521,139,2020-05-14,0.00689,0.073474,0.0,0.06092,0.0
lgbm_raw,full,dev_2020_05m,2020-05-22,324,0.294824,0.367586,0.07513,0.01223,69476,20512,139,2020-05-21,0.007141,0.073487,0.0,0.061,0.0
lgbm_raw,full,dev_2020_05m,2020-05-29,223,0.300573,0.340363,0.075103,0.010194,70031,20505,139,2020-05-28,0.007176,0.073553,-0.0,0.061099,0.0
lgbm_raw,full,dev_2020_05m,2020-06-05,213,0.29331,0.328397,0.075029,0.01019,70590,20497,139,2020-06-04,0.007303,0.073651,0.0,0.061163,0.0
lgbm_raw,full,dev_2020_05m,2020-06-12,232,0.293636,0.335039,0.075305,0.010357,71147,20491,139,2020-06-11,0.007685,0.074018,0.0,0.061446,0.0
lgbm_raw,full,dev_2020_06,2020-06-01,282,0.294882,0.358338,0.07508,0.011225,70143,20503,139,2020-05-29,0.007165,0.073565,0.0,0.061116,0.0
lgbm_raw,full,dev_2020_06,2020-06-08,209,0.295637,0.326518,0.075069,0.009929,70702,20496,139,2020-06-05,0.007389,0.073718,0.0,0.061199,0.0
lgbm_raw,full,dev_2020_06,2020-06-15,243,0.294414,0.340117,0.075349,0.01072,71259,20489,139,2020-06-12,0.007737,0.074087,0.0,0.061516,0.0
lgbm_raw,full,dev_2020_06,2020-06-22,233,0.293262,0.335863,0.075309,0.0105,71816,20483,139,2020-06-19,0.007844,0.074194,-0.0,0.061636,0.0
lgbm_raw,full,dev_2020_06,2020-07-01,229,0.286202,0.330336,0.075334,0.010707,72373,20477,139,2020-06-30,0.007906,0.074335,0.0,0.061794,0.0
lgbm_raw,full,dev_2020_06m,2020-06-15,243,0.294414,0.340117,0.075349,0.01072,71259,20489,139,2020-06-12,0.007737,0.074087,0.0,0.061516,0.0
lgbm_raw,full,dev_2020_06m,2020-06-22,233,0.293262,0.335863,0.075309,0.0105,71816,20483,139,2020-06-19,0.007844,0.074194,-0.0,0.061636,0.0
lgbm_raw,full,dev_2020_06m,2020-07-01,229,0.286202,0.330336,0.075334,0.010707,72373,20477,139,2020-06-30,0.007906,0.074335,0.0,0.061794,0.0
lgbm_raw,full,dev_2020_06m,2020-07-08,166,0.294642,0.316719,0.075759,0.008912,72934,20469,139,2020-07-07,0.008258,0.074719,-0.0,0.06213,0.0
lgbm_raw,full,dev_2020_06m,2020-07-15,171,0.291431,0.317505,0.076252,0.009226,73495,20462,139,2020-07-14,0.008683,0.075132,0.0,0.062485,0.0
lgbm_raw,full,dev_2020_07,2020-07-01,229,0.286202,0.330336,0.075334,0.010707,72373,20477,139,2020-06-30,0.007906,0.074335,0.0,0.061794,0.0
lgbm_raw,full,dev_2020_07,2020-07-08,166,0.294642,0.316719,0.075759,0.008912,72934,20469,139,2020-07-07,0.008258,0.074719,-0.0,0.06213,0.0
lgbm_raw,full,dev_2020_07,2020-07-15,171,0.291431,0.317505,0.076252,0.009226,73495,20462,139,2020-07-14,0.008683,0.075132,0.0,0.062485,0.0
lgbm_raw,full,dev_2020_07,2020-07-22,242,0.287037,0.337921,0.076276,0.011297,74058,20454,139,2020-07-21,0.008792,0.075236,-0.0,0.062614,0.0
lgbm_raw,full,dev_2020_07,2020-07-29,236,0.281552,0.334911,0.076253,0.01129,74620,20447,139,2020-07-28,0.008661,0.075357,0.0,0.062766,0.0
lgbm_raw,full,dev_2020_07m,2020-07-15,171,0.291431,0.317505,0.076252,0.009226,73495,20462,139,2020-07-14,0.008683,0.075132,0.0,0.062485,0.0
lgbm_raw,full,dev_2020_07m,2020-07-22,242,0.287037,0.337921,0.076276,0.011297,74058,20454,139,2020-07-21,0.008792,0.075236,-0.0,0.062614,0.0
lgbm_raw,full,dev_2020_07m,2020-07-29,236,0.281552,0.334911,0.076253,0.01129,74620,20447,139,2020-07-28,0.008661,0.075357,0.0,0.062766,0.0
lgbm_raw,full,dev_2020_07m,2020-08-05,147,0.284068,0.30175,0.076175,0.008851,75183,20437,139,2020-08-04,0.008661,0.075547,0.0,0.062994,0.0
lgbm_raw,full,dev_2020_07m,2020-08-12,207,0.271583,0.316503,0.076221,0.011008,75745,20433,139,2020-08-11,0.008793,0.075736,0.0,0.063206,0.0
lgbm_raw,full,dev_2020_08,2020-08-03,164,0.283952,0.310454,0.076197,0.00927,74957,20441,139,2020-07-31,0.00864,0.07546,0.0,0.062891,0.0
lgbm_raw,full,dev_2020_08,2020-08-10,220,0.279299,0.326025,0.07619,0.011113,75520,20434,139,2020-08-07,0.008744,0.075664,-0.0,0.063132,0.0
lgbm_raw,full,dev_2020_08,2020-08-17,177,0.272903,0.31138,0.07634,0.009928,76084,20431,139,2020-08-14,0.008774,0.075817,0.0,0.063309,0.0
lgbm_raw,full,dev_2020_08,2020-08-24,231,0.262907,0.323809,0.076573,0.011753,76648,20427,139,2020-08-21,0.008495,0.076021,0.0,0.063547,0.0
lgbm_raw,full,dev_2020_08,2020-08-31,237,0.267844,0.328179,0.076535,0.011493,77212,20426,139,2020-08-28,0.008299,0.076143,0.0,0.063692,0.0
lgbm_raw,full,dev_2020_08m,2020-08-17,177,0.272903,0.31138,0.07634,0.009928,76084,20431,139,2020-08-14,0.008774,0.075817,0.0,0.063309,0.0
lgbm_raw,full,dev_2020_08m,2020-08-24,231,0.262907,0.323809,0.076573,0.011753,76648,20427,139,2020-08-21,0.008495,0.076021,0.0,0.063547,0.0
lgbm_raw,full,dev_2020_08m,2020-08-31,237,0.267844,0.328179,0.076535,0.011493,77212,20426,139,2020-08-28,0.008299,0.076143,0.0,0.063692,0.0
lgbm_raw,full,dev_2020_08m,2020-09-07,244,0.268656,0.33027,0.076439,0.011533,77777,20423,139,2020-09-04,0.008203,0.076242,0.0,0.063782,0.0
lgbm_raw,full,dev_2020_08m,2020-09-14,254,0.261033,0.329818,0.076196,0.012048,78342,20421,139,2020-09-11,0.00824,0.076279,0.0,0.063842,0.0
lgbm_raw,full,dev_2020_09,2020-09-01,234,0.265872,0.327155,0.076525,0.011388,77325,20426,139,2020-08-31,0.008238,0.076169,0.0,0.063711,0.0
lgbm_raw,full,dev_2020_09,2020-09-08,230,0.269824,0.326977,0.076407,0.011408,77890,20422,139,2020-09-07,0.0082,0.076267,0.0,0.063812,0.0
lgbm_raw,full,dev_2020_09,2020-09-15,255,0.26018,0.330488,0.076139,0.012358,78455,20421,139,2020-09-14,0.00827,0.076265,0.0,0.063832,0.0
lgbm_raw,full,dev_2020_09,2020-09-22,220,0.264455,0.320781,0.075946,0.01147,79020,20420,139,2020-09-21,0.008329,0.07617,0.0,0.063727,0.0
lgbm_raw,full,dev_2020_09,2020-09-29,244,0.268697,0.332111,0.075961,0.011978,79582,20429,139,2020-09-28,0.007915,0.076045,0.0,0.063594,0.0
lgbm_raw,full,dev_2020_09m,2020-09-15,255,0.26018,0.330488,0.076139,0.012358,78455,20421,139,2020-09-14,0.00827,0.076265,0.0,0.063832,0.0
lgbm_raw,full,dev_2020_09m,2020-09-22,220,0.264455,0.320781,0.075946,0.01147,79020,20420,139,2020-09-21,0.008329,0.07617,0.0,0.063727,0.0
lgbm_raw,full,dev_2020_09m,2020-09-29,244,0.268697,0.332111,0.075961,0.011978,79582,20429,139,2020-09-28,0.007915,0.076045,0.0,0.063594,0.0
lgbm_raw,full,dev_2020_09m,2020-10-08,638,0.269761,0.4185,0.075886,0.017395,80151,20431,139,2020-10-07,0.00756,0.075982,0.0,0.063502,0.0
lgbm_raw,full,dev_2020_09m,2020-10-16,248,0.266559,0.330476,0.075828,0.012039,80379,20430,139,2020-10-15,0.007675,0.076,0.0,0.063487,0.0
lgbm_raw,full,dev_2020_10,2020-10-05,304,0.267821,0.345598,0.075991,0.013359,79809,20430,139,2020-09-30,0.007738,0.07603,0.0,0.063562,0.0
lgbm_raw,full,dev_2020_10,2020-10-13,253,0.265203,0.332537,0.075847,0.011862,80378,20430,139,2020-10-12,0.007553,0.075965,0.0,0.063485,0.0
lgbm_raw,full,dev_2020_10,2020-10-20,304,0.263562,0.347424,0.07571,0.01308,80388,20428,139,2020-10-19,0.007712,0.07597,0.0,0.063449,0.0
lgbm_raw,full,dev_2020_10,2020-10-27,252,0.260842,0.332056,0.074156,0.012365,80414,20421,139,2020-10-26,0.007704,0.075887,-0.0,0.063353,0.0
lgbm_raw,full,dev_2020_10,2020-11-03,408,0.265638,0.367876,0.07163,0.015498,80442,20446,139,2020-11-02,0.00778,0.07582,0.0,0.063302,0.0
lgbm_raw,full,dev_2020_10m,2020-10-15,250,0.268188,0.329486,0.075862,0.012095,80388,20430,139,2020-10-14,0.007641,0.076,0.0,0.063492,0.0
lgbm_raw,full,dev_2020_10m,2020-10-22,255,0.262332,0.335124,0.075417,0.01231,80398,20426,139,2020-10-21,0.007718,0.075937,0.0,0.063411,0.0
lgbm_raw,full,dev_2020_10m,2020-10-29,269,0.265157,0.336147,0.07265,0.013003,80423,20419,138,2020-10-28,0.007756,0.075848,0.0,0.063324,0.0
lgbm_raw,full,dev_2020_10m,2020-11-05,254,0.260196,0.325379,0.071794,0.01304,80457,20481,139,2020-11-04,0.007781,0.075806,0.0,0.063285,0.0
lgbm_raw,full,dev_2020_10m,2020-11-12,161,0.230304,0.301606,0.073659,0.008764,80494,20501,139,2020-11-11,0.007765,0.075773,-0.0,0.063265,0.0
lgbm_raw,full,dev_2020_11,2020-11-02,248,0.266703,0.3266,0.071833,0.01231,80434,20447,139,2020-10-30,0.007773,0.075822,0.0,0.063301,0.0
lgbm_raw,full,dev_2020_11,2020-11-09,420,0.267324,0.372532,0.072473,0.015664,80472,20482,139,2020-11-06,0.007791,0.075805,0.0,0.063285,0.0
lgbm_raw,full,dev_2020_11,2020-11-16,763,0.1735,0.446403,0.073798,0.017205,80474,20501,139,2020-11-13,0.007771,0.075762,-0.0,0.063249,0.0
lgbm_raw,full,dev_2020_11,2020-11-23,904,0.134087,0.468405,0.073855,0.016055,80458,20504,139,2020-11-20,0.007972,0.075844,0.0,0.063231,0.0
lgbm_raw,full,dev_2020_11,2020-11-30,897,0.116025,0.456698,0.075165,0.016137,80460,20510,139,2020-11-27,0.008246,0.075939,0.0,0.063267,0.0
lgbm_raw,full,dev_2020_11m,2020-11-16,763,0.1735,0.446403,0.073798,0.017205,80474,20501,139,2020-11-13,0.007771,0.075762,-0.0,0.063249,0.0
lgbm_raw,full,dev_2020_11m,2020-11-23,904,0.134087,0.468405,0.073855,0.016055,80458,20504,139,2020-11-20,0.007972,0.075844,0.0,0.063231,0.0
lgbm_raw,full,dev_2020_11m,2020-11-30,897,0.116025,0.456698,0.075165,0.016137,80460,20510,139,2020-11-27,0.008246,0.075939,0.0,0.063267,0.0
lgbm_raw,full,dev_2020_11m,2020-12-07,1288,0.090122,0.504099,0.075763,0.017401,80480,20512,139,2020-12-04,0.008497,0.07618,0.0,0.063491,0.0
lgbm_raw,full,dev_2020_11m,2020-12-14,575,0.066765,0.416879,0.075993,0.012624,80501,20518,139,2020-12-11,0.008756,0.076358,0.0,0.063639,0.0
lgbm_raw,full,dev_2020_12,2020-12-01,1101,0.113547,0.479525,0.075285,0.017375,80465,20510,139,2020-11-30,0.008276,0.075982,-0.0,0.06331,0.0
lgbm_raw,full,dev_2020_12,2020-12-08,426,0.093735,0.391619,0.075901,0.010529,80484,20512,139,2020-12-07,0.008545,0.076231,0.0,0.063542,0.0
lgbm_raw,full,dev_2020_12,2020-12-15,1165,0.078268,0.494651,0.075941,0.016592,80505,20520,139,2020-12-14,0.008809,0.076373,0.0,0.063654,0.0
lgbm_raw,full,dev_2020_12,2020-12-22,654,0.064813,0.43496,0.075894,0.013119,80525,20528,139,2020-12-21,0.008861,0.07632,0.0,0.063594,0.0
lgbm_raw,full,dev_2020_12,2020-12-29,495,0.04479,0.411136,0.076036,0.011082,80542,20536,139,2020-12-28,0.008695,0.076313,0.0,0.063576,0.0
lgbm_raw,full,dev_2020_12m,2020-12-15,1165,0.078268,0.494651,0.075941,0.016592,80505,20520,139,2020-12-14,0.008809,0.076373,0.0,0.063654,0.0
lgbm_raw,full,dev_2020_12m,2020-12-22,654,0.064813,0.43496,0.075894,0.013119,80525,20528,139,2020-12-21,0.008861,0.07632,0.0,0.063594,0.0
lgbm_raw,full,dev_2020_12m,2020-12-29,495,0.04479,0.411136,0.076036,0.011082,80542,20536,139,2020-12-28,0.008695,0.076313,0.0,0.063576,0.0
lgbm_raw,full,dev_2020_12m,2021-01-06,151,0.03244,0.344949,0.076259,0.006776,80557,20542,139,2021-01-05,0.008926,0.076473,0.0,0.063771,0.0
lgbm_raw,full,dev_2020_12m,2021-01-13,158,0.033042,0.346289,0.076314,0.006693,80569,20548,139,2021-01-12,0.00945,0.076597,0.0,0.063913,0.0
lgbm_raw,full,dev_2021_01,2021-01-04,149,0.043997,0.343823,0.076184,0.006113,80551,20539,139,2020-12-31,0.008759,0.07641,0.0,0.063688,0.0
lgbm_raw,full,dev_2021_01,2021-01-11,159,0.034649,0.345537,0.076327,0.006738,80565,20546,139,2021-01-08,0.009253,0.076526,0.0,0.063842,0.0
lgbm_raw,full,dev_2021_01,2021-01-18,114,0.02456,0.33302,0.0763,0.006155,80572,20554,139,2021-01-15,0.009681,0.076761,0.0,0.064072,0.0
lgbm_raw,full,dev_2021_01,2021-01-25,3,0.03667,0.285421,0.076463,0.000177,80570,20562,139,2021-01-22,0.00967,0.077009,-0.0,0.064376,0.0
lgbm_raw,full,dev_2021_01,2021-02-01,445,0.025012,0.413199,0.076786,0.012492,80567,20572,139,2021-01-29,0.009512,0.077078,0.0,0.064427,0.0
lgbm_raw,full,dev_2021_01m,2021-01-15,84,0.022597,0.326014,0.076297,0.005151,80572,20552,139,2021-01-14,0.009627,0.076706,0.0,0.064009,0.0
