strategy,stage,episode,date,best_iteration,validation_pearson,train_pearson,target_std,prediction_std,n_train_rows,n_validation_rows,n_symbols,latest_label_end,raw_target_mean,raw_target_std,alpha_target_mean,alpha_target_std,alpha_cross_section_mean_error
lgbm_raw,full,dev_2021_01m,2021-01-22,143,0.016396,0.347633,0.076418,0.007136,80571,20560,139,2021-01-21,0.009666,0.076964,0.0,0.064321,0.0
lgbm_raw,full,dev_2021_01m,2021-01-29,522,0.027679,0.422951,0.076735,0.012693,80567,20570,139,2021-01-28,0.009587,0.077069,0.0,0.064432,0.0
lgbm_raw,full,dev_2021_01m,2021-02-05,159,0.010126,0.35777,0.076615,0.007834,80566,20584,139,2021-02-04,0.009268,0.07703,0.0,0.064387,0.0
lgbm_raw,full,dev_2021_01m,2021-02-23,112,-0.007985,0.348934,0.076187,0.006107,80563,20599,139,2021-02-22,0.009257,0.077136,0.0,0.064476,0.0
lgbm_raw,full,dev_2021_02,2021-02-01,445,0.025012,0.413199,0.076786,0.012492,80567,20572,139,2021-01-29,0.009512,0.077078,0.0,0.064427,0.0
lgbm_raw,full,dev_2021_02,2021-02-17,113,0.006347,0.349622,0.076493,0.006046,80566,20587,139,2021-02-05,0.009206,0.077021,0.0,0.064378,0.0
lgbm_raw,full,dev_2021_02,2021-02-24,3,-0.006459,0.293033,0.076192,0.000309,80562,20601,139,2021-02-23,0.009353,0.077246,0.0,0.064531,0.0
lgbm_raw,full,dev_2021_02,2021-03-04,1,0.020731,0.290572,0.076646,8.3e-05,80560,20612,139,2021-03-03,0.009665,0.077512,-0.0,0.064707,0.0
lgbm_raw,full,dev_2021_02,2021-03-11,39,0.020181,0.335617,0.077194,0.002944,80557,20626,139,2021-03-10,0.009419,0.077578,0.0,0.064749,0.0
lgbm_raw,full,dev_2021_02m,2021-02-17,113,0.006347,0.349622,0.076493,0.006046,80566,20587,139,2021-02-05,0.009206,0.077021,0.0,0.064378,0.0
lgbm_raw,full,dev_2021_02m,2021-02-24,3,-0.006459,0.293033,0.076192,0.000309,80562,20601,139,2021-02-23,0.009353,0.077246,0.0,0.064531,0.0
lgbm_raw,full,dev_2021_02m,2021-03-04,1,0.020731,0.290572,0.076646,8.3e-05,80560,20612,139,2021-03-03,0.009665,0.077512,-0.0,0.064707,0.0
lgbm_raw,full,dev_2021_02m,2021-03-11,39,0.020181,0.335617,0.077194,0.002944,80557,20626,139,2021-03-10,0.009419,0.077578,0.0,0.064749,0.0
lgbm_raw,full,dev_2021_02m,2021-03-18,2,0.031962,0.310612,0.077126,0.00018,80557,20641,139,2021-03-17,0.009534,0.077515,-0.0,0.064745,0.0
lgbm_raw,full,dev_2021_03,2021-03-02,43,0.013988,0.331859,0.076407,0.002678,80561,20607,139,2021-02-26,0.009577,0.07745,0.0,0.064665,0.0
lgbm_raw,full,dev_2021_03,2021-03-09,15,0.036724,0.313202,0.076996,0.001289,80558,20621,139,2021-03-08,0.009534,0.07753,0.0,0.064723,0.0
lgbm_raw,full,dev_2021_03,2021-03-16,12,0.025924,0.313894,0.077237,0.001211,80557,20635,139,2021-03-15,0.00938,0.077582,0.0,0.064747,0.0
lgbm_raw,full,dev_2021_03,2021-03-23,8,0.024592,0.311437,0.076961,0.000664,80556,20648,139,2021-03-22,0.009905,0.077395,0.0,0.064744,0.0
lgbm_raw,full,dev_2021_03,2021-03-30,30,0.051507,0.325174,0.076789,0.001892,80556,20656,139,2021-03-29,0.010341,0.077262,0.0,0.064726,0.0
lgbm_raw,full,dev_2021_03m,2021-03-15,11,0.025817,0.314966,0.077235,0.001095,80557,20632,139,2021-03-12,0.009378,0.07758,0.0,0.064744,0.0
lgbm_raw,full,dev_2021_03m,2021-03-22,1,0.036275,0.291171,0.077017,8.5e-05,80556,20646,139,2021-03-19,0.009765,0.077438,0.0,0.06474,0.0
lgbm_raw,full,dev_2021_03m,2021-03-29,1,0.065747,0.291938,0.076803,8.1e-05,80556,20654,139,2021-03-26,0.010269,0.077273,0.0,0.064728,0.0
lgbm_raw,full,dev_2021_03m,2021-04-08,1,0.058429,0.292525,0.076754,8.5e-05,80553,20665,140,2021-04-07,0.01044,0.0773,0.0,0.064762,0.0
lgbm_raw,full,dev_2021_03m,2021-04-15,9,0.063908,0.313244,0.076879,0.000625,80597,20674,140,2021-04-14,0.010622,0.077516,-0.0,0.064942,0.0
lgbm_raw,full,dev_2021_04,2021-04-01,52,0.048197,0.33536,0.076758,0.00323,80555,20660,140,2021-03-31,0.010376,0.077254,0.0,0.064729,0.0
lgbm_raw,full,dev_2021_04,2021-04-13,124,0.041917,0.356498,0.076779,0.005969,80597,20670,140,2021-04-12,0.01056,0.077414,0.0,0.064841,0.0
lgbm_raw,full,dev_2021_04,2021-04-20,45,0.074491,0.331144,0.077142,0.002739,80596,20680,140,2021-04-19,0.010702,0.077738,0.0,0.065176,0.0
lgbm_raw,full,dev_2021_04,2021-04-27,40,0.091597,0.321963,0.077736,0.002462,80598,20691,140,2021-04-26,0.010755,0.078167,0.0,0.065664,0.0
lgbm_raw,full,dev_2021_04,2021-05-05,29,0.087734,0.318654,0.078291,0.001862,80601,20705,140,2021-05-04,0.011072,0.078629,0.0,0.066155,0.0
lgbm_raw,full,dev_2021_04m,2021-04-15,9,0.063908,0.313244,0.076879,0.000625,80597,20674,140,2021-04-14,0.010622,0.077516,-0.0,0.064942,0.0
lgbm_raw,full,dev_2021_04m,2021-04-22,58,0.081583,0.334528,0.077411,0.003387,80597,20683,140,2021-04-21,0.010733,0.077927,0.0,0.065386,0.0
lgbm_raw,full,dev_2021_04m,2021-04-29,36,0.095072,0.320359,0.077978,0.002227,80600,20697,140,2021-04-28,0.010951,0.078376,0.0,0.065868,0.0
lgbm_raw,full,dev_2021_04m,2021-05-07,4,0.090747,0.28926,0.078458,0.000307,80602,20710,140,2021-05-06,0.011006,0.078757,0.0,0.066274,0.0
lgbm_raw,full,dev_2021_04m,2021-05-14,17,0.075366,0.305452,0.079201,0.001203,80600,20722,140,2021-05-13,0.010592,0.079364,0.0,0.066573,0.0
lgbm_raw,full,dev_2021_05,2021-05-03,85,0.095237,0.343237,0.078112,0.00445,80599,20699,140,2021-04-29,0.011039,0.078495,0.0,0.065993,0.0
lgbm_raw,full,dev_2021_05,2021-05-10,15,0.100582,0.302219,0.078537,0.001057,80602,20712,140,2021-05-07,0.01103,0.078793,0.0,0.066322,0.0
lgbm_raw,full,dev_2021_05,2021-05-17,1,0.068222,0.287475,0.079378,7.7e-05,80601,20724,140,2021-05-14,0.010431,0.079544,0.0,0.066614,0.0
lgbm_raw,full,dev_2021_05,2021-05-24,6,0.05122,0.292364,0.079692,0.000478,80601,20735,140,2021-05-21,0.009949,0.079886,0.0,0.066626,0.0
lgbm_raw,full,dev_2021_05,2021-05-31,89,0.066838,0.337839,0.079698,0.005048,80601,20746,140,2021-05-28,0.010391,0.07988,0.0,0.066563,0.0
lgbm_raw,full,dev_2021_05m,2021-05-17,1,0.068222,0.287475,0.079378,7.7e-05,80601,20724,140,2021-05-14,0.010431,0.079544,0.0,0.066614,0.0
lgbm_raw,full,dev_2021_05m,2021-05-24,6,0.05122,0.292364,0.079692,0.000478,80601,20735,140,2021-05-21,0.009949,0.079886,0.0,0.066626,0.0
lgbm_raw,full,dev_2021_05m,2021-05-31,89,0.066838,0.337839,0.079698,0.005048,80601,20746,140,2021-05-28,0.010391,0.07988,0.0,0.066563,0.0
lgbm_raw,full,dev_2021_05m,2021-06-07,52,0.122589,0.330192,0.080181,0.003618,80605,20756,140,2021-06-04,0.011182,0.080345,0.0,0.066808,0.0
lgbm_raw,full,dev_2021_05m,2021-06-15,23,0.131434,0.314499,0.080233,0.001942,80610,20761,140,2021-06-11,0.011307,0.080346,0.0,0.066783,0.0
lgbm_raw,full,dev_2021_06,2021-06-01,97,0.088881,0.342795,0.079873,0.005467,80601,20748,140,2021-05-31,0.010619,0.080066,0.0,0.066635,0.0
lgbm_raw,full,dev_2021_06,2021-06-08,510,0.124293,0.42808,0.080213,0.014814,80606,20757,140,2021-06-07,0.011266,0.080371,-0.0,0.066821,0.0
lgbm_raw,full,dev_2021_06,2021-06-16,13,0.136024,0.307629,0.080243,0.001137,80611,20762,140,2021-06-15,0.011308,0.080331,0.0,0.066765,0.0
lgbm_raw,full,dev_2021_06,2021-06-23,3,0.12805,0.298202,0.080235,0.000299,80611,20772,140,2021-06-22,0.011231,0.080354,0.0,0.066814,0.0
lgbm_raw,full,dev_2021_06,2021-06-30,134,0.140144,0.344511,0.080326,0.008529,80610,20782,140,2021-06-29,0.011292,0.080511,0.0,0.066987,0.0
lgbm_raw,full,dev_2021_06m,2021-06-15,23,0.131434,0.314499,0.080233,0.001942,80610,20761,140,2021-06-11,0.011307,0.080346,0.0,0.066783,0.0
lgbm_raw,full,dev_2021_06m,2021-06-22,541,0.12384,0.429117,0.080213,0.016452,80612,20770,140,2021-06-21,0.011248,0.080324,0.0,0.066773,0.0
lgbm_raw,full,dev_2021_06m,2021-06-29,2,0.140002,0.289619,0.080336,0.000203,80610,20780,140,2021-06-28,0.011294,0.080489,0.0,0.066961,0.0
lgbm_raw,full,dev_2021_06m,2021-07-06,146,0.145454,0.347658,0.080333,0.008807,80604,20789,140,2021-07-05,0.011373,0.080674,0.0,0.067164,0.0
lgbm_raw,full,dev_2021_06m,2021-07-13,177,0.153193,0.358204,0.08034,0.010229,80606,20795,140,2021-07-12,0.011425,0.080772,0.0,0.067265,0.0
lgbm_raw,full,dev_2021_07,2021-07-01,126,0.139635,0.343258,0.08035,0.008099,80609,20784,140,2021-06-30,0.011328,0.080559,0.0,0.067041,0.0
lgbm_raw,full,dev_2021_07,2021-07-08,194,0.15197,0.36125,0.080327,0.010642,80604,20792,140,2021-07-07,0.011407,0.08073,0.0,0.067219,0.0
lgbm_raw,full,dev_2021_07,2021-07-15,137,0.146995,0.343306,0.080402,0.00894,80606,20794,140,2021-07-14,0.011437,0.080809,-0.0,0.067308,0.0
lgbm_raw,full,dev_2021_07,2021-07-22,157,0.14322,0.349604,0.08051,0.009644,80606,20804,141,2021-07-21,0.011596,0.080908,0.0,0.067434,0.0
lgbm_raw,full,dev_2021_07,2021-07-29,242,0.128134,0.370823,0.080259,0.012215,80610,20814,141,2021-07-28,0.011823,0.080891,0.0,0.067519,0.0
lgbm_raw,full,dev_2021_07m,2021-07-15,137,0.146995,0.343306,0.080402,0.00894,80606,20794,140,2021-07-14,0.011437,0.080809,-0.0,0.067308,0.0
lgbm_raw,full,dev_2021_07m,2021-07-22,157,0.14322,0.349604,0.08051,0.009644,80606,20804,141,2021-07-21,0.011596,0.080908,0.0,0.067434,0.0
lgbm_raw,full,dev_2021_07m,2021-07-29,242,0.128134,0.370823,0.080259,0.012215,80610,20814,141,2021-07-28,0.011823,0.080891,0.0,0.067519,0.0
lgbm_raw,full,dev_2021_07m,2021-08-05,331,0.114296,0.389207,0.080373,0.014706,80614,20825,141,2021-08-04,0.012,0.080894,0.0,0.067592,0.0
lgbm_raw,full,dev_2021_07m,2021-08-12,187,0.101753,0.353473,0.080648,0.011091,80618,20834,141,2021-08-11,0.012057,0.080918,0.0,0.067644,0.0
lgbm_raw,full,dev_2021_08,2021-08-02,174,0.121281,0.354083,0.080273,0.010108,80613,20818,141,2021-07-30,0.011849,0.080894,-0.0,0.06754,0.0
lgbm_raw,full,dev_2021_08,2021-08-09,413,0.105368,0.405336,0.080462,0.016118,80615,20827,141,2021-08-06,0.012091,0.080887,-0.0,0.067612,0.0
lgbm_raw,full,dev_2021_08,2021-08-16,418,0.101957,0.404819,0.080692,0.016829,80623,20839,141,2021-08-13,0.011957,0.080951,0.0,0.067657,0.0
lgbm_raw,full,dev_2021_08,2021-08-23,209,0.086322,0.361216,0.08075,0.012693,80630,20853,141,2021-08-20,0.011308,0.081162,0.0,0.067639,0.0
lgbm_raw,full,dev_2021_08,2021-08-30,172,0.088058,0.35371,0.080673,0.01164,80635,20867,141,2021-08-27,0.011071,0.081191,0.0,0.067634,0.0
lgbm_raw,full,dev_2021_08m,2021-08-16,418,0.101957,0.404819,0.080692,0.016829,80623,20839,141,2021-08-13,0.011957,0.080951,0.0,0.067657,0.0
lgbm_raw,full,dev_2021_08m,2021-08-23,209,0.086322,0.361216,0.08075,0.012693,80630,20853,141,2021-08-20,0.011308,0.081162,0.0,0.067639,0.0
lgbm_raw,full,dev_2021_08m,2021-08-30,172,0.088058,0.35371,0.080673,0.01164,80635,20867,141,2021-08-27,0.011071,0.081191,0.0,0.067634,0.0
lgbm_raw,full,dev_2021_08m,2021-09-06,369,0.085096,0.401291,0.080768,0.017839,80639,20767,141,2021-09-03,0.011319,0.081314,0.0,0.067693,0.0
lgbm_raw,full,dev_2021_08m,2021-09-13,346,0.072697,0.39518,0.08076,0.019812,80648,20774,141,2021-09-10,0.011403,0.08128,0.0,0.067657,0.0
lgbm_raw,full,dev_2021_09,2021-09-01,540,0.091033,0.426808,0.08069,0.019796,80635,20764,141,2021-08-31,0.011157,0.081234,0.0,0.067659,0.0
lgbm_raw,full,dev_2021_09,2021-09-08,205,0.077512,0.367446,0.080766,0.014844,80643,20771,141,2021-09-07,0.01136,0.081333,0.0,0.067711,0.0
lgbm_raw,full,dev_2021_09,2021-09-15,343,0.086164,0.392275,0.08078,0.017652,80652,20776,141,2021-09-14,0.011459,0.081218,0.0,0.067608,0.0
lgbm_raw,full,dev_2021_09,2021-09-24,262,0.06934,0.375631,0.080737,0.014958,80662,20776,141,2021-09-23,0.011634,0.080972,0.0,0.067406,0.0
lgbm_raw,full,dev_2021_09,2021-10-01,229,0.063426,0.367483,0.080648,0.013264,80677,20776,141,2021-09-30,0.011667,0.080873,0.0,0.067303,0.0
lgbm_raw,full,dev_2021_09m,2021-09-15,343,0.086164,0.392275,0.08078,0.017652,80652,20776,141,2021-09-14,0.011459,0.081218,0.0,0.067608,0.0
lgbm_raw,full,dev_2021_09m,2021-09-24,262,0.06934,0.375631,0.080737,0.014958,80662,20776,141,2021-09-23,0.011634,0.080972,0.0,0.067406,0.0
lgbm_raw,full,dev_2021_09m,2021-10-01,229,0.063426,0.367483,0.080648,0.013264,80677,20776,141,2021-09-30,0.011667,0.080873,0.0,0.067303,0.0
lgbm_raw,full,dev_2021_09m,2021-10-08,207,0.052525,0.362613,0.080606,0.012363,80701,20779,141,2021-10-07,0.011218,0.081031,0.0,0.067366,0.0
lgbm_raw,full,dev_2021_09m,2021-10-18,178,0.04929,0.357275,0.080615,0.01168,80727,20781,141,2021-10-15,0.011132,0.081044,-0.0,0.067354,0.0
lgbm_raw,full,dev_2021_10,2021-10-01,229,0.063426,0.367483,0.080648,0.013264,80677,20776,141,2021-09-30,0.011667,0.080873,0.0,0.067303,0.0
lgbm_raw,full,dev_2021_10,2021-10-08,207,0.052525,0.362613,0.080606,0.012363,80701,20779,141,2021-10-07,0.011218,0.081031,0.0,0.067366,0.0
lgbm_raw,full,dev_2021_10,2021-10-18,178,0.04929,0.357275,0.080615,0.01168,80727,20781,141,2021-10-15,0.011132,0.081044,-0.0,0.067354,0.0
lgbm_raw,full,dev_2021_10,2021-10-25,206,0.069937,0.365114,0.080708,0.012667,80752,20783,141,2021-10-22,0.011541,0.080897,-0.0,0.067281,0.0
lgbm_raw,full,dev_2021_10,2021-11-01,210,0.072891,0.366908,0.080859,0.01285,80777,20788,141,2021-10-29,0.01183,0.080948,0.0,0.067302,0.0
lgbm_raw,full,dev_2021_10m,2021-10-15,234,0.053392,0.371846,0.080647,0.01323,80722,20780,141,2021-10-14,0.011084,0.081092,0.0,0.067376,0.0
lgbm_raw,full,dev_2021_10m,2021-10-22,200,0.071348,0.36243,0.080711,0.012459,80747,20782,141,2021-10-21,0.011476,0.080927,0.0,0.067299,0.0
lgbm_raw,full,dev_2021_10m,2021-10-29,208,0.07073,0.36648,0.080789,0.012949,80773,20787,141,2021-10-28,0.011796,0.080914,0.0,0.067272,0.0
lgbm_raw,full,dev_2021_10m,2021-11-05,273,0.080652,0.380064,0.081015,0.014462,80798,20790,141,2021-11-04,0.012077,0.081091,0.0,0.067426,0.0
lgbm_raw,full,dev_2021_10m,2021-11-12,268,0.073082,0.377802,0.080774,0.014482,80825,20788,141,2021-11-11,0.012874,0.080947,0.0,0.067572,0.0
lgbm_raw,full,dev_2021_11,2021-11-01,210,0.072891,0.366908,0.080859,0.01285,80777,20788,141,2021-10-29,0.01183,0.080948,0.0,0.067302,0.0
lgbm_raw,full,dev_2021_11,2021-11-08,218,0.07169,0.367652,0.081045,0.013027,80803,20790,141,2021-11-05,0.012184,0.081133,-0.0,0.06747,0.0
lgbm_raw,full,dev_2021_11,2021-11-15,201,0.072396,0.363119,0.080612,0.012384,80831,20787,141,2021-11-12,0.013086,0.080826,0.0,0.067579,0.0
lgbm_raw,full,dev_2021_11,2021-11-22,274,0.072538,0.382444,0.07988,0.014981,80855,20788,141,2021-11-19,0.01413,0.080374,0.0,0.067732,0.0
lgbm_raw,full,dev_2021_11,2021-11-29,155,0.05771,0.361733,0.07956,0.011476,80879,20792,141,2021-11-26,0.014682,0.080395,0.0,0.067995,0.0
lgbm_raw,full,dev_2021_11m,2021-11-15,201,0.072396,0.363119,0.080612,0.012384,80831,20787,141,2021-11-12,0.013086,0.080826,0.0,0.067579,0.0
lgbm_raw,full,dev_2021_11m,2021-11-22,274,0.072538,0.382444,0.07988,0.014981,80855,20788,141,2021-11-19,0.01413,0.080374,0.0,0.067732,0.0
lgbm_raw,full,dev_2021_11m,2021-11-29,155,0.05771,0.361733,0.07956,0.011476,80879,20792,141,2021-11-26,0.014682,0.080395,0.0,0.067995,0.0
lgbm_raw,full,dev_2021_11m,2021-12-06,268,0.057616,0.38667,0.079316,0.015862,80909,20791,141,2021-12-03,0.014851,0.080401,0.0,0.068101,0.0
lgbm_raw,full,dev_2021_11m,2021-12-13,120,0.060937,0.35456,0.079374,0.009457,80937,20785,141,2021-12-10,0.014691,0.080325,0.0,0.068088,0.0
lgbm_alpha,full,dev_2019_01,2019-01-02,557,0.046773,0.497321,0.063847,0.013742,41454,20314,138,2018-12-28,0.005732,0.067787,0.0,0.060397,0.0
lgbm_alpha,full,dev_2019_01,2019-01-09,807,0.024376,0.533608,0.063624,0.017654,41504,20313,138,2019-01-08,0.005544,0.067468,0.0,0.060037,0.0
lgbm_alpha,full,dev_2019_01,2019-01-16,139,0.049265,0.349273,0.063536,0.00494,41553,20316,138,2019-01-15,0.005792,0.067409,0.0,0.059969,0.0
lgbm_alpha,full,dev_2019_01,2019-01-23,165,-0.001316,0.375976,0.063509,0.008657,41602,20316,138,2019-01-22,0.006024,0.067453,0.0,0.059958,0.0
lgbm_alpha,full,dev_2019_01,2019-01-30,1,0.004699,0.276777,0.063458,0.00012,41651,20317,138,2019-01-29,0.006002,0.067371,0.0,0.059885,0.0
lgbm_alpha,full,dev_2019_01m,2019-01-15,128,0.063238,0.34112,0.063515,0.004939,41543,20315,138,2019-01-14,0.005733,0.067399,0.0,0.059958,0.0
lgbm_alpha,full,dev_2019_01m,2019-01-22,25,0.022607,0.302242,0.063495,0.002665,41593,20317,138,2019-01-21,0.006011,0.067451,0.0,0.05996,0.0
lgbm_alpha,full,dev_2019_01m,2019-01-29,2,0.031503,0.282484,0.063468,0.000287,41641,20316,138,2019-01-28,0.005993,0.067377,0.0,0.059894,0.0
lgbm_alpha,full,dev_2019_01m,2019-02-14,73,0.001338,0.334128,0.063506,0.006468,41688,20320,138,2019-02-13,0.006322,0.067386,0.0,0.059911,0.0
lgbm_alpha,full,dev_2019_01m,2019-02-21,6,0.018222,0.279428,0.063459,0.000943,41735,20321,138,2019-02-20,0.007019,0.067214,-0.0,0.05992,0.0
lgbm_alpha,full,dev_2019_02,2019-02-11,2,0.015852,0.275869,0.06345,0.000238,41661,20317,138,2019-01-30,0.006031,0.067366,-0.0,0.059876,0.0
lgbm_alpha,full,dev_2019_02,2019-02-18,29,0.017556,0.318436,0.06349,0.002976,41708,20320,138,2019-02-15,0.006586,0.067355,0.0,0.059926,0.0
lgbm_alpha,full,dev_2019_02,2019-02-25,8,0.037211,0.262123,0.063446,0.00101,41753,20321,138,2019-02-22,0.007348,0.067113,0.0,0.059916,0.0
lgbm_alpha,full,dev_2019_02,2019-03-06,242,0.068539,0.391277,0.063375,0.010559,41796,20329,138,2019-03-05,0.007785,0.067063,0.0,0.059907,0.0
lgbm_alpha,full,dev_2019_02,2019-03-13,123,0.065258,0.366331,0.063263,0.005727,41845,20337,138,2019-03-12,0.007635,0.066991,0.0,0.059866,0.0
lgbm_alpha,full,dev_2019_02m,2019-02-15,42,0.003624,0.322536,0.0635,0.004358,41698,20320,138,2019-02-14,0.006473,0.067364,0.0,0.059921,0.0
lgbm_alpha,full,dev_2019_02m,2019-02-22,2,0.043709,0.255983,0.063455,0.000255,41744,20321,138,2019-02-21,0.007181,0.067172,0.0,0.059918,0.0
lgbm_alpha,full,dev_2019_02m,2019-03-05,254,0.06396,0.396624,0.063377,0.011384,41787,20327,138,2019-03-04,0.00771,0.067063,0.0,0.059899,0.0
lgbm_alpha,full,dev_2019_02m,2019-03-12,75,0.069172,0.343027,0.06331,0.003713,41835,20336,138,2019-03-11,0.00772,0.067042,0.0,0.05989,0.0
lgbm_alpha,full,dev_2019_02m,2019-03-19,188,0.081198,0.386421,0.063123,0.008124,42312,20340,138,2019-03-18,0.007528,0.066875,0.0,0.059787,0.0
lgbm_alpha,full,dev_2019_03,2019-03-04,734,0.055158,0.516111,0.063386,0.017094,41778,20325,138,2019-02-27,0.007645,0.067063,0.0,0.059895,0.0
lgbm_alpha,full,dev_2019_03,2019-03-11,162,0.065061,0.377901,0.06335,0.007492,41825,20334,138,2019-03-08,0.007781,0.067071,0.0,0.059914,0.0
lgbm_alpha,full,dev_2019_03,2019-03-18,195,0.080711,0.385096,0.063152,0.008102,42195,20339,138,2019-03-15,0.007546,0.066912,0.0,0.05981,0.0
lgbm_alpha,full,dev_2019_03,2019-03-25,387,0.03838,0.447666,0.063094,0.009716,42780,20347,138,2019-03-22,0.007564,0.066812,-0.0,0.059771,0.0
lgbm_alpha,full,dev_2019_03,2019-04-01,266,0.08007,0.40743,0.062949,0.008194,43368,20359,138,2019-03-29,0.007477,0.066674,0.0,0.059705,0.0
lgbm_alpha,full,dev_2019_03m,2019-03-15,141,0.081685,0.370658,0.063186,0.006531,42077,20338,138,2019-03-14,0.007572,0.066944,0.0,0.059831,0.0
lgbm_alpha,full,dev_2019_03m,2019-03-22,1578,0.047075,0.615076,0.063091,0.01826,42662,20345,138,2019-03-21,0.007541,0.066821,0.0,0.05977,0.0
lgbm_alpha,full,dev_2019_03m,2019-03-29,288,0.064788,0.415148,0.062986,0.008349,43250,20358,138,2019-03-28,0.007533,0.066728,0.0,0.059727,0.0
lgbm_alpha,full,dev_2019_03m,2019-04-09,269,0.077359,0.398275,0.062718,0.00825,43836,20366,138,2019-04-08,0.007283,0.066528,0.0,0.059671,0.0
lgbm_alpha,full,dev_2019_03m,2019-04-16,286,0.058239,0.398285,0.062375,0.00889,44408,20379,138,2019-04-15,0.007184,0.066457,0.0,0.059643,0.0
lgbm_alpha,full,dev_2019_04,2019-04-01,266,0.08007,0.40743,0.062949,0.008194,43368,20359,138,2019-03-29,0.007477,0.066674,0.0,0.059705,0.0
lgbm_alpha,full,dev_2019_04,2019-04-10,276,0.060871,0.396353,0.062608,0.008643,43952,20370,138,2019-04-09,0.007258,0.06651,-0.0,0.059663,0.0
lgbm_alpha,full,dev_2019_04,2019-04-17,42,0.073011,0.299482,0.062394,0.002736,44518,20381,138,2019-04-16,0.007163,0.066446,0.0,0.059643,0.0
lgbm_alpha,full,dev_2019_04,2019-04-24,1,0.072245,0.266771,0.062734,8.2e-05,45068,20399,138,2019-04-23,0.007204,0.06647,0.0,0.059661,0.0
lgbm_alpha,full,dev_2019_04,2019-05-02,4,0.081978,0.266637,0.062853,0.000317,45615,20417,138,2019-04-30,0.007304,0.066462,0.0,0.059662,0.0
lgbm_alpha,full,dev_2019_04m,2019-04-15,286,0.069806,0.398574,0.062392,0.009266,44298,20376,138,2019-04-12,0.0072,0.066459,0.0,0.059637,0.0
lgbm_alpha,full,dev_2019_04m,2019-04-22,2,0.080658,0.269095,0.062555,0.000177,44850,20393,138,2019-04-19,0.007203,0.066468,-0.0,0.059659,0.0
lgbm_alpha,full,dev_2019_04m,2019-04-29,32,0.075281,0.309562,0.062911,0.00186,45397,20411,138,2019-04-26,0.007259,0.066469,0.0,0.059656,0.0
lgbm_alpha,full,dev_2019_04m,2019-05-07,26,0.087174,0.295119,0.06266,0.001696,45942,20428,138,2019-05-06,0.007348,0.066481,0.0,0.059688,0.0
lgbm_alpha,full,dev_2019_04m,2019-05-14,19,0.086965,0.284547,0.062383,0.0014,46485,20448,138,2019-05-13,0.007306,0.066513,0.0,0.059693,0.0
lgbm_alpha,full,dev_2019_05,2019-05-02,4,0.081978,0.266637,0.062853,0.000317,45615,20417,138,2019-04-30,0.007304,0.066462,0.0,0.059662,0.0
lgbm_alpha,full,dev_2019_05,2019-05-09,24,0.080928,0.274376,0.062533,0.001731,46159,20437,138,2019-05-08,0.007384,0.06646,0.0,0.059679,0.0
lgbm_alpha,full,dev_2019_05,2019-05-16,1,0.077049,0.260032,0.062435,9e-05,46703,20456,138,2019-05-15,0.007232,0.066567,0.0,0.059719,0.0
lgbm_alpha,full,dev_2019_05,2019-05-23,68,0.063884,0.318287,0.062671,0.003334,47243,20477,138,2019-05-22,0.006817,0.066862,0.0,0.059789,0.0
lgbm_alpha,full,dev_2019_05,2019-05-30,59,0.037957,0.312831,0.062835,0.003238,47783,20499,138,2019-05-29,0.006624,0.067075,0.0,0.059934,0.0
lgbm_alpha,full,dev_2019_05m,2019-05-15,22,0.089451,0.294613,0.062408,0.001513,46594,20452,138,2019-05-14,0.00728,0.066539,0.0,0.059707,0.0
lgbm_alpha,full,dev_2019_05m,2019-05-22,62,0.054921,0.315076,0.062627,0.003133,47135,20473,138,2019-05-21,0.006883,0.066811,0.0,0.059774,0.0
lgbm_alpha,full,dev_2019_05m,2019-05-29,59,0.045182,0.312395,0.062847,0.003284,47675,20494,138,2019-05-28,0.00665,0.067027,0.0,0.059896,0.0
lgbm_alpha,full,dev_2019_05m,2019-06-05,214,0.032049,0.3776,0.062687,0.007962,48215,20515,138,2019-06-04,0.006873,0.067001,0.0,0.059962,0.0
lgbm_alpha,full,dev_2019_05m,2019-06-13,1678,0.043426,0.604518,0.0626,0.018591,48755,20532,138,2019-06-12,0.007365,0.066844,0.0,0.059937,0.0
lgbm_alpha,full,dev_2019_06,2019-06-03,237,0.033876,0.384204,0.062776,0.008465,48000,20508,138,2019-05-31,0.006718,0.067077,0.0,0.05997,0.0
lgbm_alpha,full,dev_2019_06,2019-06-11,1488,0.04299,0.58965,0.062569,0.017295,48540,20527,138,2019-06-10,0.007117,0.066911,0.0,0.05995,0.0
lgbm_alpha,full,dev_2019_06,2019-06-18,1,0.030438,0.257587,0.062534,0.000115,49076,20541,138,2019-06-17,0.0077,0.066617,0.0,0.059812,0.0
lgbm_alpha,full,dev_2019_06,2019-06-25,2378,0.031243,0.650537,0.06239,0.019704,49620,20562,138,2019-06-24,0.00807,0.066468,0.0,0.059624,0.0
lgbm_alpha,full,dev_2019_06,2019-07-02,4,0.007544,0.254141,0.062113,0.000421,49617,20582,138,2019-07-01,0.008008,0.066359,0.0,0.059544,0.0
lgbm_alpha,full,dev_2019_06m,2019-06-17,5,0.024477,0.261653,0.06257,0.000505,48970,20538,138,2019-06-14,0.007618,0.066699,0.0,0.059868,0.0
lgbm_alpha,full,dev_2019_06m,2019-06-24,10,0.010339,0.262673,0.062441,0.001055,49511,20557,138,2019-06-21,0.008043,0.066489,0.0,0.059654,0.0
