date,symbol,issue
2013-07-01,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3481.TW
2013-07-17,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:4904.TW
2013-07-18,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2449.TW
