date,symbol,issue
2014-01-02,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:4966.TWO
2014-01-03,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:5483.TWO
2014-01-06,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:5483.TWO;ACTIVE_CAP:6274.TWO
