date,symbol,issue
2013-07-01,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2408.TW
2013-07-15,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1590.TW
2013-07-29,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:3665.TW
