date,symbol,issue
2011-07-15,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2912.TW
2011-07-18,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2912.TW
2011-07-19,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2912.TW
