ticker,name,market,yahoo_symbol,reference_date,attachment_created_at,source_page,source_url,official_ticker,symbol,known_at,known_at_policy,universe_type
2891,中信金,TWSE,2891.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2891,2891.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
3045,台灣大,TWSE,3045.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,3045,3045.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
1303,南亞,TWSE,1303.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,1303,1303.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2368,金像電,TWSE,2368.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2368,2368.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2345,智邦,TWSE,2345.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2345,2345.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
3665,貿聯-KY,TWSE,3665.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,3665,3665.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2382,廣達,TWSE,2382.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2382,2382.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
4904,遠傳,TWSE,4904.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,4904,4904.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2408,南亞科,TWSE,2408.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2408,2408.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
3481,群創,TWSE,3481.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,3481,3481.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
7769,鴻勁,TWSE,7769.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,7769,7769.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2379,瑞昱,TWSE,2379.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2379,2379.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2412,中華電,TWSE,2412.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2412,2412.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
1301,台塑,TWSE,1301.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,1301,1301.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2327,國巨,TWSE,2327.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2327,2327.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
1326,台化,TWSE,1326.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,1326,1326.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
6669,緯穎,TWSE,6669.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,6669,6669.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
3189,景碩,TWSE,3189.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,3189,3189.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
3017,奇鋐,TWSE,3017.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,3017,3017.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
3034,聯詠,TWSE,3034.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,3034,3034.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2885,元大金,TWSE,2885.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2885,2885.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2207,和泰車,TWSE,2207.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2207,2207.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2887,台新新光金,TWSE,2887.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2887,2887.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2002,中鋼,TWSE,2002.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2002,2002.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2360,致茂,TWSE,2360.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2360,2360.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2801,彰銀,TWSE,2801.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2801,2801.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2886,兆豐金,TWSE,2886.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2886,2886.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2449,京元電子,TWSE,2449.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2449,2449.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2059,川湖,TWSE,2059.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2059,2059.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
1590,亞德客-KY,TWSE,1590.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,1590,1590.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
6505,台塑化,TWSE,6505.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,6505,6505.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
3661,世芯-KY,TWSE,3661.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,3661,3661.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2884,玉山金,TWSE,2884.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2884,2884.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
6770,力積電,TWSE,6770.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,6770,6770.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2880,華南金,TWSE,2880.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2880,2880.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
3036,文曄,TWSE,3036.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,3036,3036.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2357,華碩,TWSE,2357.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2357,2357.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2615,萬海,TWSE,2615.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2615,2615.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2890,永豐金,TWSE,2890.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2890,2890.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2618,長榮航,TWSE,2618.TW,2026-07-31,2026-09-18T10:02:56+08:00,1,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2618,2618.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
8046,南電,TWSE,8046.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,8046,8046.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2912,統一超,TWSE,2912.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2912,2912.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2344,華邦電,TWSE,2344.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2344,2344.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
4938,和碩,TWSE,4938.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,4938,4938.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
3231,緯創,TWSE,3231.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,3231,3231.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2376,技嘉,TWSE,2376.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2376,2376.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2892,第一金,TWSE,2892.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2892,2892.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
5876,上海商銀,TWSE,5876.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,5876,5876.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
3008,大立光,TWSE,3008.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,3008,3008.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
1519,華城,TWSE,1519.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,1519,1519.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2356,英業達,TWSE,2356.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2356,2356.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
6415,矽力-KY,TWSE,6415.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,6415,6415.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2404,漢唐,TWSE,2404.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2404,2404.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
6919,康霈,TWSE,6919.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,6919,6919.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
6515,穎崴,TWSE,6515.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,6515,6515.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2324,仁寶,TWSE,2324.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2324,2324.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
3533,嘉澤,TWSE,3533.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,3533,3533.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2347,聯強,TWSE,2347.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2347,2347.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2313,華通,TWSE,2313.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2313,2313.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
1504,東元,TWSE,1504.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,1504,1504.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
2337,旺宏,TWSE,2337.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,2337,2337.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
7750,新代,TWSE,7750.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,7750,7750.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
5871,中租-KY,TWSE,5871.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,5871,5871.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
1402,遠東新,TWSE,1402.TW,2026-07-31,2026-09-18T10:02:56+08:00,2,https://esun-ai-challenge.tw/api/events/fundaiagent/attachments/5/download/,1402,1402.TW,2026-09-18T10:05:13+08:00,official_event_publication_raw_timestamp_Taipei_timezone_assumption,EX_POST_FIXED_OFFICIAL_POOL_NOT_PIT
