date,proposed_nav,proposed_cash,proposed_holdings,warning_reasons,warning_today,cumulative_warnings,rolled_back,rejected_fills,disqualified,active_caps,passive_caps,overdue_caps,settled_nav,settled_cash,settled_holdings,stale_count,active_share_status,submission_status
2014-01-02,1000026615.6299934,86102715.62999341,22,,False,0,False,0,False,,,,1000026615.6299934,86102715.62999341,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-03,996759365.6299934,86102715.62999341,22,,False,0,False,0,False,,,,996759365.6299934,86102715.62999341,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-06,993797215.6299934,86102715.62999341,22,,False,0,False,0,False,,,,993797215.6299934,86102715.62999341,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-07,1000831165.6299934,86102715.62999341,22,,False,0,False,0,False,,,,1000831165.6299934,86102715.62999341,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-08,1002225993.8522397,78663673.8522397,22,,False,0,False,0,False,,,,1002225993.8522397,78663673.8522397,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-09,1000270947.300617,71650037.30061704,22,,False,0,False,0,False,,,,1000270947.300617,71650037.30061704,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-10,999713384.8138287,67960084.81382874,22,,False,0,False,0,False,,,,999713384.8138287,67960084.81382874,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-13,1000786559.1783605,62445659.178360485,22,,False,0,False,0,False,,,,1000786559.1783605,62445659.178360485,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-14,996728261.8341827,60611201.83418276,22,,False,0,False,0,False,,,,996728261.8341827,60611201.83418276,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-15,1001833248.0843056,55175288.08430563,22,,False,0,False,0,False,,,,1001833248.0843056,55175288.08430563,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-16,996130518.0843056,55175288.08430563,22,,False,0,False,0,False,,,,996130518.0843056,55175288.08430563,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-17,998811378.0843056,55175288.08430563,22,,False,0,False,0,False,,,,998811378.0843056,55175288.08430563,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-20,999686918.0843056,55175288.08430563,22,,False,0,False,0,False,,,,999686918.0843056,55175288.08430563,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-21,992580788.0843056,55175288.08430563,22,,False,0,False,0,False,,,,992580788.0843056,55175288.08430563,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-22,988336838.0843056,55175288.08430563,22,,False,0,False,0,False,,,,988336838.0843056,55175288.08430563,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-23,986356488.0843056,55175288.08430563,22,,False,0,False,0,False,,,,986356488.0843056,55175288.08430563,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-24,983313038.0843056,55175288.08430563,22,,False,0,False,0,False,,,,983313038.0843056,55175288.08430563,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-01-27,960025938.0843056,55175288.08430563,22,,False,0,False,0,False,,,,960025938.0843056,55175288.08430563,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-02-05,954278528.0843056,55175288.08430563,22,,False,0,False,0,False,,,,954278528.0843056,55175288.08430563,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-02-06,969335878.0843056,55175288.08430563,22,,False,0,False,0,False,,,,969335878.0843056,55175288.08430563,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-02-07,988836288.0843056,55175288.08430563,22,,False,0,False,0,False,,,,988836288.0843056,55175288.08430563,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-02-10,979897888.0843056,55175288.08430563,22,,False,0,False,0,False,,,,979897888.0843056,55175288.08430563,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-02-11,984632338.0843056,55175288.08430563,22,,False,0,False,0,False,,,,984632338.0843056,55175288.08430563,22,0,UNKNOWN,BLOCK_SUBMISSION
2014-02-12,992262348.0843056,55175288.08430563,22,,False,0,False,0,False,,,,992262348.0843056,55175288.08430563,22,0,UNKNOWN,BLOCK_SUBMISSION
