date,symbol,issue
2010-07-08,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3231.TW
2010-07-22,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3008.TW
2010-07-26,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2912.TW
