date,symbol,open,high,low,close,volume,dividend,split,split_restoration_factor,turnover,price_source,source_symbol,execution_volume,official_turnover,vwap_source,execution_vwap,ema20,ema50,ema100,ema200,signal_price,return20,return50,return1,volume_ratio,volatility_ratio,macd_hist,ready,trend,long_trend,four_hour_ok,four_hour_available,four_hour_ready,score,entry_ok,exit,plan_reason
2025-01-15,0050.TW,196.0,196.0,193.75,194.1000061035156,17384117.0,0.0,1.0,4.0,3630590932.0,yahoo_historical_units,0050.TW,18681935.0,3630590932.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250115&type=ALLBUT0999,194.3369855424505,202.65910520472656,200.52909953976237,195.94232975944723,185.55623800038558,199.67809655641716,-0.015220669185613489,0.002323843125302094,-0.007668711417146756,1.1950172497725395,0.852354219206778,-0.6561005710059289,True,0.0,1.0,False,False,False,1.0,True,False,HOLD
2025-01-16,0050.TW,197.89999389648435,199.5,197.39999389648435,198.0500030517578,15587098.0,0.0,1.0,4.0,3194706441.0,yahoo_historical_units,0050.TW,16107492.0,3194706441.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250116&type=ALLBUT0999,198.33667718102856,202.7622008444754,200.65508031946146,196.09677094088568,185.73718696975578,203.7416094220892,0.0048199038648288894,0.01460044133233862,0.020350318516402455,1.2802751386402547,1.2275766602454683,-0.5003562038311371,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-01-17,0050.TW,197.0,197.3500061035156,194.39999389648435,196.3000030517578,15137566.0,2.7,1.0,4.0,3065950866.0,yahoo_historical_units,0050.TW,15650604.0,3065950866.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250117&type=ALLBUT0999,195.89984297091664,202.94855416783767,200.81444621829743,196.26750638244792,185.92605984308935,204.71891073977915,0.023662567138671653,0.007850119663064703,0.004796768418891206,1.348332389981793,1.170514856840022,-0.3239438696980004,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-01-20,0050.TW,197.14999389648435,198.64999389648435,197.14999389648435,198.3000030517578,7417571.0,0.0,1.0,4.0,1558092202.0,yahoo_historical_units,0050.TW,7861450.0,1558092202.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250120&type=ALLBUT0999,198.19399754498207,203.3158048823351,201.04935760856267,196.47616341784618,186.133807373706,206.8046866700607,0.04375655226508912,0.010188502342995509,0.010188486851284706,1.1161886751273888,0.7438490190912633,-0.07234648656029907,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-01-21,0050.TW,197.3000030517578,199.1999969482422,196.6999969482422,198.6999969482422,10612738.0,0.0,1.0,4.0,2185037920.0,yahoo_historical_units,0050.TW,11024727.0,2185037920.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250121&type=ALLBUT0999,198.19428816695407,203.68780779743022,201.2914155647302,196.68894900344992,186.34363849924958,207.22183549083402,0.021206628956601747,0.011717736748642071,0.002017114928535735,1.1351101412446816,0.7661746250777385,0.10686328651335675,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-01-22,0050.TW,200.3000030517578,201.6999969482422,200.3000030517578,201.3000030517578,12864399.0,0.0,1.0,4.0,2759777870.0,yahoo_historical_units,0050.TW,13730665.0,2759777870.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250122&type=ALLBUT0999,200.99375157721784,204.28262139438763,201.6303149765244,196.95121438091593,186.5783620023962,209.93335056548307,0.03169249412539843,0.05190090380414314,0.013085083761691596,1.0638239591998464,0.5774207224237772,0.3774849667635727,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-03,0050.TW,192.3,193.0,190.65,192.7,64929799.0,0.0,1.0,4.0,12468670503.0,official_monthly,0050.TW,64929799.0,12468670503.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250203&type=ALLBUT0999,192.0330987471561,203.9666108694584,201.604205012058,197.03068559877167,186.72150776239855,200.96451088263075,-0.015370544798753216,0.013491485924395752,-0.042722319529953534,1.881483329946919,1.7946191577931405,-0.055057893952586756,True,0.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-04,0050.TW,193.65,194.55,193.05,193.85,20895891.0,0.0,1.0,4.0,4052034043.0,official_monthly,0050.TW,20895891.0,4052034043.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250204&type=ALLBUT0999,193.9153512525501,203.79491764784737,201.62615117011623,197.13233206300475,186.8751627303602,202.16383204254265,-0.00874501115881976,0.02888115988358053,0.0059678256357031945,1.5854010488474735,1.4239268502555762,-0.2566222964988416,True,0.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-05,0050.TW,195.75,197.8,195.75,196.8,16043648.0,0.0,1.0,4.0,3163809227.0,official_monthly,0050.TW,16043648.0,3163809227.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250205&type=ALLBUT0999,197.20011477439544,203.93257801850075,201.76788451794337,197.29288690412758,187.05790092746813,205.240351539708,0.0030511673536914863,0.03720754279197669,0.015217952024761505,1.61537827433481,1.466081344582419,-0.182464230680644,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-06,0050.TW,198.0,198.4,197.1,197.65,11822167.0,0.0,1.0,4.0,2338213453.0,official_monthly,0050.TW,11822167.0,2338213453.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250206&type=ALLBUT0999,197.78213698047068,204.14155214150807,201.93882262743884,197.4678160012751,187.2476412795339,206.1268063100777,0.012985684910571837,0.05651766371623057,0.004319105691056979,1.5868744533441976,1.4408107696939396,-0.07872509325721366,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-07,0050.TW,197.65,198.6,197.1,198.55,6126992.0,0.0,1.0,4.0,1212818127.0,official_monthly,0050.TW,6126992.0,1212818127.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250207&type=ALLBUT0999,197.94674564615067,204.4200143640982,202.13986509219436,197.65786727805587,187.44483296310776,207.0654054787044,0.028255159575149014,0.04697501943737481,0.004553503668100145,1.4892167275514787,1.3859954370717311,0.04162387385315913,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-10,0050.TW,198.2,198.2,196.1,196.3,18366301.0,0.0,1.0,4.0,3613707048.0,official_monthly,0050.TW,18366301.0,3613707048.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250210&type=ALLBUT0999,196.7574770771752,204.4484803824829,202.24100401238823,197.79768985783969,187.61671430235185,204.7189075571376,0.025508873117340514,0.03943590039243228,-0.011332158146562632,0.9166432427641288,0.5846177581501423,-0.04366742223619091,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-11,0050.TW,197.5,198.5,197.0,197.5,5419925.0,0.0,1.0,4.0,1071645166.0,official_monthly,0050.TW,5419925.0,1071645166.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250211&type=ALLBUT0999,197.723246354885,204.59342254751374,202.38725378113014,197.95952516986875,187.79933777312755,205.9703731153066,0.021512782177161682,0.05738842805881639,0.006113092205807469,0.710612852502673,0.5816770490505908,-0.023665790040747203,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-12,0050.TW,198.0,198.65,197.0,197.2,7415810.0,0.0,1.0,4.0,1466223019.0,official_monthly,0050.TW,7415810.0,1466223019.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250212&type=ALLBUT0999,197.7158286148108,204.69476389782332,202.5154989946452,198.11196044820332,187.97703099653688,205.65750672576434,-0.011069082337352043,0.03554714223936695,-0.0015189873417722488,0.6076647991298328,0.4395687866140139,-0.038495180085870384,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-13,0050.TW,197.3,197.4,195.55,196.35,15306893.0,0.0,1.0,4.0,3006548197.0,official_monthly,0050.TW,15306893.0,3006548197.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250213&type=ALLBUT0999,196.41792733509016,204.70202942711583,202.60395205192953,198.24382364636554,188.14413568269467,204.77105195539468,-0.026170774830386434,0.03483587920327591,-0.004310344827586077,0.6873111241425393,0.47893294875140274,-0.11089593110691254,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-14,0050.TW,195.15,195.15,193.5,194.0,26452171.0,0.0,1.0,4.0,5136323011.0,official_monthly,0050.TW,26452171.0,5136323011.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250214&type=ALLBUT0999,194.17396821606812,204.4751947423728,202.59282707880735,198.32454526202787,188.28519169816354,202.32026523731383,-0.02325126026943025,0.03591445026932494,-0.011968423733129563,0.9546990454282066,0.5164076866853116,-0.3151651849193762,True,0.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-17,0050.TW,194.75,196.95,194.75,196.95,12309880.0,0.0,1.0,4.0,2415311176.0,official_monthly,0050.TW,12309880.0,2415311176.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250217&type=ALLBUT0999,196.20915687236592,204.5629652178115,202.7027862025592,198.464589608017,188.45545630549006,205.39678473447918,0.0030592177550508026,0.06712417873878973,0.015206185567010255,0.835553828337774,0.7223597569253098,-0.2379208346705327,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-18,0050.TW,197.9,197.9,196.6,197.65,8791794.0,0.0,1.0,4.0,1734030140.0,official_monthly,0050.TW,8791794.0,1734030140.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250218&type=ALLBUT0999,197.23279913064388,204.711902464694,202.83706150089327,198.61631667142416,188.6312906338939,206.12680631007774,0.0068772285191514015,0.07263685868245817,0.003554201574003546,0.8671614114058624,0.6925106087642986,-0.1374842334999472,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-19,0050.TW,197.65,197.9,197.0,197.3,12820440.0,0.0,1.0,4.0,2531376761.0,official_monthly,0050.TW,12820440.0,2531376761.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250219&type=ALLBUT0999,197.4485088655304,204.81189227970202,202.9517569527123,198.75781130213414,188.80174341885296,205.76179552227845,0.02887736983046829,0.0681642425381781,-0.0017708069820390193,0.9324972621718801,0.6924367167690711,-0.09734528421558952,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-20,0050.TW,196.95,196.95,195.1,196.55,15504294.0,0.0,1.0,4.0,3036131580.0,official_monthly,0050.TW,15504294.0,3036131580.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250220&type=ALLBUT0999,195.82520687494704,204.82786725767542,203.03128136823034,198.8810156238428,188.96271741019197,204.97962954842288,0.018678079523616997,0.039402392135299946,-0.0038013177901671247,0.9587196405618464,0.7433649077408337,-0.1235038848516844,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-21,0050.TW,196.5,197.95,195.9,197.95,9097283.0,0.0,1.0,4.0,1795160598.0,official_monthly,0050.TW,9097283.0,1795160598.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250221&type=ALLBUT0999,197.3293122792816,204.9813725378606,203.1649437733829,199.03069200158097,189.13661746282312,206.43967269961996,0.03386238280417686,0.03279822343018979,0.007122869498855211,0.72879154686505,0.5600921776704294,-0.04647118982322651,True,1.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-24,0050.TW,196.15,196.4,195.5,196.2,14227193.0,0.0,1.0,4.0,2788014198.0,official_monthly,0050.TW,14227193.0,2788014198.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250224&type=ALLBUT0999,195.9637574326854,204.94644360669517,203.22179377288253,199.14126480869072,189.29062742598532,204.61461876062359,0.0042848848647591975,0.017644535749806733,-0.008840616317251748,0.7725999005632894,0.4653630258721954,-0.11833967545233337,True,0.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-25,0050.TW,194.0,194.05,192.6,193.65,31389673.0,0.0,1.0,4.0,6070255996.0,official_monthly,0050.TW,31389673.0,6070255996.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250225&type=ALLBUT0999,193.3838557668313,204.66156844886845,203.172125564123,199.19698737583573,189.41664361527418,201.95525444951457,-0.013499760624349433,-0.0009488516727012009,-0.012996941896024405,1.0660951178198435,0.592630580964376,-0.33274309043764594,True,0.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-26,0050.TW,192.9,194.7,191.9,194.7,19951637.0,0.0,1.0,4.0,3853695188.0,official_monthly,0050.TW,19951637.0,3853695188.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250226&type=ALLBUT0999,193.15182949649696,204.50811305496788,203.16734757387948,199.27329033498577,189.5523017565442,203.0502868129124,-0.018154326759229344,0.008316693877016057,0.005422153369480931,1.1002561561714672,0.6658649831261375,-0.38489004286270784,True,0.0,1.0,False,False,False,1.0,True,False,HOLD
2025-02-27,0050.TW,194.95,194.95,192.35,192.5,22169864.0,0.0,1.0,4.0,4279513662.0,official_monthly,0050.TW,22169864.0,4279513662.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250227&type=ALLBUT0999,193.0329235217681,204.15076260112357,203.0727823078294,199.30264960141383,189.66378067727118,200.75593328960267,-0.031202803439685622,-0.004348300915930525,-0.011299435028248483,1.1380749816846787,0.7398212275153637,-0.5480296053734721,True,0.0,1.0,False,False,False,1.0,True,False,HOLD
2025-03-03,0050.TW,188.8000030517578,189.0,186.8000030517578,188.0500030517578,55489756.0,0.0,1.0,4.0,12215218709.0,yahoo_historical_units,0050.TW,65048097.0,12215218709.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250303&type=ALLBUT0999,187.7874876032115,203.3854599750516,202.79993143408583,199.23952951083865,189.72797276035672,196.11508502736763,-0.06582215498820998,-0.02036727245913883,-0.023116867263595853,1.6280268142246852,0.7786602980556665,-0.9206838822326064,True,0.0,0.0,False,False,False,1.0,True,False,HOLD
2025-03-04,0050.TW,185.0,187.25,184.64999389648435,186.8000030517578,28663913.0,0.0,1.0,4.0,6232920254.0,yahoo_historical_units,0050.TW,33496023.0,6232920254.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250304&type=ALLBUT0999,186.07941169612883,202.56888998418398,202.48665863553117,199.15184526450406,189.77855487289986,194.81147507094164,-0.03061752438112153,-0.018303080830015306,-0.006647168198428366,1.5985023103775127,0.7659264768462898,-1.1900495930134503,True,0.0,0.0,False,False,False,1.0,True,False,HOLD
2025-03-05,0050.TW,188.0,189.5,188.0,189.25,12842391.0,0.0,1.0,4.0,2682191707.0,yahoo_historical_units,0050.TW,14197516.0,2682191707.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250305&type=ALLBUT0999,188.919787588195,202.073428785966,202.28586995974152,199.1164928316009,189.85405728613364,197.3665474028951,-0.023729687903017327,-0.01689453735886448,0.013115615140345316,1.5532341382833306,1.4249187898769404,-1.1315909831399114,True,0.0,0.0,False,False,False,1.0,True,False,HOLD
2025-03-06,0050.TW,189.3500061035156,189.3500061035156,187.3500061035156,188.1000061035156,14222721.0,0.0,1.0,4.0,3116364519.0,yahoo_historical_units,0050.TW,16564779.0,3116364519.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250306&type=ALLBUT0999,188.13197079176248,201.51093391189934,202.04592339693855,199.05809163905963,189.91687495103048,196.16723260826612,-0.04420728605937174,-0.023618947280864777,-0.00607658597878169,1.5235187312600131,1.2612513365865041,-1.1077400277582194,True,0.0,0.0,False,False,False,1.0,True,False,HOLD
2025-03-07,0050.TW,186.8000030517578,187.0,185.8000030517578,186.3500061035156,17120853.0,0.0,1.0,4.0,3764109128.0,yahoo_historical_units,0050.TW,20206452.0,3764109128.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250307&type=ALLBUT0999,186.2825362908837,200.8281953173632,201.7438157605594,198.96470722381628,189.9609078238488,194.3421786692697,-0.05717173739683479,-0.036648907211316084,-0.00930356163325674,1.4735122078234044,1.337864434067766,-1.1442392330000368,True,0.0,0.0,False,False,False,1.0,True,False,HOLD
2025-03-10,0050.TW,186.3500061035156,186.3500061035156,184.3500061035156,185.25,19751644.0,0.0,1.0,4.0,4206999678.0,yahoo_historical_units,0050.TW,22718416.0,4206999678.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250310&type=ALLBUT0999,185.1801497956548,200.10122391021736,201.4085679088642,198.85045550735126,189.99308780114714,193.1949955423319,-0.06698564593301415,-0.04719425060669391,-0.005902903501406542,1.0472626147437722,0.9410435973763323,-1.1707833168293524,True,0.0,0.0,False,False,False,1.0,True,False,HOLD
2025-03-11,0050.TW,180.75,182.1000061035156,179.10000610351562,182.0,33547942.0,0.0,1.0,4.0,7080180542.0,yahoo_historical_units,0050.TW,39156166.0,7080180542.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250311&type=ALLBUT0999,180.81904500047324,199.12068921930373,200.9535499381489,198.6713496489012,189.99122234696284,189.80560965562432,-0.07284768211920511,-0.06391014094692737,-0.01754385964912275,1.0616032635319566,1.1814738527475521,-1.3301199286135628,True,0.0,0.0,False,False,False,1.0,True,False,HOLD
2025-03-12,0050.TW,182.1000061035156,184.39999389648435,181.6000061035156,182.8000030517578,12758877.0,0.0,1.0,4.0,2614844140.0,yahoo_historical_units,0050.TW,14291157.0,2614844140.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250312&type=ALLBUT0999,182.9693802958011,198.3129972184537,200.54909398804025,198.51231150160373,189.99767708192223,190.63992321037844,-0.07443036429489713,-0.04673704794808087,0.004395621163504337,1.0185938403755184,0.7970923882700821,-1.2917573924251258,True,0.0,0.0,False,False,False,1.0,True,False,HOLD
2025-03-13,0050.TW,185.1999969482422,185.8500061035156,181.0500030517578,181.1000061035156,13067228.0,0.0,1.0,4.0,2792686680.0,yahoo_historical_units,0050.TW,15273148.0,2792686680.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250313&type=ALLBUT0999,182.84944793306528,197.41338004072293,200.09097331604968,198.32131556795375,189.98642673137854,188.86701685228056,-0.08164297107750695,-0.04677602079282228,-0.00929976433184676,0.9875617821917179,0.8088203991259519,-1.2949343953986725,True,0.0,0.0,False,False,False,1.0,True,False,HOLD
2025-03-14,0050.TW,181.1000061035156,181.14999389648435,179.5500030517578,180.5,12299558.0,0.0,1.0,4.0,2605408836.0,yahoo_historical_units,0050.TW,14434475.0,2605408836.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250314&type=ALLBUT0999,180.4990369237537,196.53984648521723,199.62627937063257,198.12171085785394,189.96906206447838,188.24127770791313,-0.0807231983702571,-0.07233115572376803,-0.0033131202832352713,0.9246865443153858,0.815891383316885,-1.2478200840047657,True,0.0,0.0,False,False,False,1.0,True,False,HOLD
2025-03-17,0050.TW,182.5500030517578,183.5,181.6000061035156,182.0500030517578,10974344.0,0.0,1.0,4.0,2202388924.0,yahoo_historical_units,0050.TW,12068530.0,2202388924.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250317&type=ALLBUT0999,182.4902389934814,195.9034570329606,199.24320007125573,197.958068211887,189.96795455375246,189.85775723652284,-0.06159792241361961,-0.06696662266958486,0.008587274524973987,0.8423169180019955,1.0626217835608203,-1.0257167692687577,True,0.0,0.0,False,False,False,1.0,True,False,HOLD
2025-03-18,0050.TW,183.1000061035156,183.8500061035156,182.3500061035156,182.8000030517578,7650780.0,0.0,1.0,4.0,1563309131.0,yahoo_historical_units,0050.TW,8548696.0,1563309131.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250318&type=ALLBUT0999,182.87106372714624,195.40216809747656,198.90581666494683,197.8131544494809,189.97464080904228,190.6399232103784,-0.07184563060798288,-0.06595605907816005,0.004119747253103601,0.6021283137005753,0.7079731789352602,-0.7564828860625452,True,0.0,0.0,False,False,False,1.0,True,False,HOLD
2025-03-19,0050.TW,182.6000061035156,182.64999389648435,180.10000610351562,180.5500030517578,11690842.0,0.0,1.0,4.0,2515675574.0,yahoo_historical_units,0050.TW,13887518.0,2515675574.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250319&type=ALLBUT0999,181.14652121422992,194.7251449728418,198.489644454118,197.62464496115078,189.95791229640318,188.29342528881165,-0.08651655425369198,-0.07675475233249796,-0.012308533711363867,0.5981890233576408,0.9477443014899393,-0.6697620038140504,True,0.0,0.0,False,False,False,1.0,True,False,HOLD
2025-03-20,0050.TW,182.4499969482422,184.4499969482422,182.4499969482422,184.4499969482422,7664553.0,0.0,1.0,4.0,1499883058.0,yahoo_historical_units,0050.TW,8174843.0,1499883058.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250320&type=ALLBUT0999,183.47545732682573,194.49995802186427,198.2492929848419,197.52040807058498,189.98182045253427,192.36068198757775,-0.06512926027246746,-0.059894386395735744,0.021600630465602233,0.5359760343821278,1.3686770174540825,-0.29114542739335425,True,0.0,0.0,False,False,False,1.0,True,False,HOLD
2025-03-21,0050.TW,184.0,184.0,182.5,182.9499969482422,7134544.0,0.0,1.0,4.0,1467436546.0,yahoo_historical_units,0050.TW,8012408.0,1467436546.0,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20250321&type=ALLBUT0999,183.1455095646652,194.1472334521502,197.95702071248994,197.38725840661036,189.98992522454753,190.79635003986655,-0.06919360494407456,-0.062354019919038106,-0.008132285306683529,0.4876179344858469,1.2350941036712633,-0.10815324307365692,True,0.0,0.0,False,False,False,1.0,True,False,HOLD
