date,symbol,issue
2025-06-11,0050.TW,STALE_HELD_PRICES
2025-06-12,0050.TW,STALE_HELD_PRICES
2025-06-13,0050.TW,STALE_HELD_PRICES
2025-06-16,0050.TW,STALE_HELD_PRICES
2025-06-17,0050.TW,STALE_HELD_PRICES
