date,symbol,issue
2018-07-02,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2327.TW
2018-07-18,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2912.TW
2018-07-19,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2912.TW
